core_id,CORE01,CORE02,CORE03,CORE04,CORE05,CORE06,CORE07,CORE08,CORE09,CORE10
CORE01,0.8702380952380954,0.0,0.1071428571428571,0.0,0.0,0.24489795918367338,0.5892857142857142,0.0,0.39999999999999986,0.05714285714285712
CORE02,0.0,0.9567099567099566,0.0357142857142857,0.4523809523809522,0.23214285714285707,0.0,0.05714285714285712,0.2095238095238095,0.14285714285714277,0.5142857142857142
CORE03,0.1071428571428571,0.0357142857142857,0.9415584415584415,0.0357142857142857,0.10714285714285711,0.16836734693877548,0.10714285714285705,0.4071428571428571,0.13571428571428565,0.0357142857142857
CORE04,0.0,0.4523809523809522,0.0357142857142857,0.974025974025974,0.22727272727272718,0.012987012987012981,0.0,0.2571428571428571,0.0,0.4285714285714285
CORE05,0.0,0.23214285714285707,0.1071428571428571,0.22727272727272718,0.8826530612244897,0.6964285714285714,0.0,0.21428571428571425,0.0,0.21428571428571425
CORE06,0.24489795918367338,0.0,0.16836734693877548,0.012987012987012981,0.6964285714285714,0.8911564625850341,0.24489795918367346,0.06122448979591835,0.2489795918367347,0.0
CORE07,0.5892857142857142,0.05714285714285712,0.10714285714285708,0.0,0.0,0.24489795918367346,0.8285714285714285,0.051428571428571414,0.7999999999999998,0.4342857142857142
CORE08,0.0,0.2095238095238095,0.407142857142857,0.2571428571428572,0.21428571428571425,0.06122448979591835,0.051428571428571414,0.7714285714285714,0.11428571428571427,0.22857142857142854
CORE09,0.39999999999999986,0.14285714285714277,0.13571428571428565,0.0,0.0,0.24897959183673468,0.7999999999999998,0.11428571428571427,0.9428571428571428,0.5599999999999999
CORE10,0.05714285714285712,0.514285714285714,0.0357142857142857,0.4285714285714284,0.21428571428571425,0.0,0.4342857142857142,0.22857142857142854,0.5599999999999999,0.8285714285714285
