core_id,CORE01,CORE02,CORE03,CORE04,CORE05,CORE06,CORE07,CORE08,CORE09,CORE10
CORE01,0.28710028240831004,0.09692647210354217,0.11970248787716094,0.10785815436457077,0.10168002137942675,0.17684163830823857,0.2080803992807118,0.0824698335845507,0.16017201172803705,0.12809364716202332
CORE02,0.09692647210354217,0.3200990100870929,0.10283239110947145,0.1466780342854143,0.14565132683463475,0.09824235490282865,0.13002682223368048,0.1431795793567153,0.1469227138408185,0.13989598575218204
CORE03,0.11970248787716094,0.10283239110947145,0.3888412341591471,0.09467271918000315,0.11987110941214112,0.13441497434060873,0.12992429957007168,0.17784081004719218,0.12800293205508909,0.11627928884733318
CORE04,0.10785815436457077,0.1466780342854143,0.09467271918000315,0.2803729625788045,0.15894768063595457,0.08654455204321486,0.11487984147163141,0.12556162538961307,0.11106420968414382,0.1692915783589822
CORE05,0.10168002137942675,0.14565132683463475,0.11987110941214112,0.15894768063595457,0.30005977671618983,0.28070420430764137,0.09210322759253149,0.11429401921849577,0.12031075358755539,0.13846820485928374
CORE06,0.17684163830823854,0.09824235490282865,0.1344149743406087,0.08654455204321487,0.28070420430764137,0.350804516910481,0.1171489491317289,0.12321597110756412,0.1274205961763412,0.10256052071007941
CORE07,0.2080803992807118,0.13002682223368048,0.1299242995700717,0.11487984147163144,0.09210322759253149,0.1171489491317289,0.23939327186589612,0.11405990007684098,0.25866787314199063,0.20970453850307366
CORE08,0.0824698335845507,0.14317957935671527,0.17784081004719215,0.12556162538961307,0.11429401921849576,0.12321597110756409,0.11405990007684096,0.260106432259013,0.1126357441129409,0.1414904655946398
CORE09,0.16017201172803705,0.1469227138408185,0.12800293205508909,0.11106420968414384,0.12031075358755539,0.1274205961763412,0.25866787314199063,0.1126357441129409,0.2607114968393484,0.25937106418150413
CORE10,0.12809364716202332,0.13989598575218207,0.11627928884733318,0.1692915783589822,0.13846820485928374,0.1025605207100794,0.20970453850307366,0.1414904655946398,0.25937106418150413,0.1855184215413911
