view,core_id,partition,best_jaccard,best_overlap_coefficient,best_recall,best_precision,jaccard_retention,delta_jaccard
M5_independent_wxs_cnv,CORE02,K7,0.31818182,0.5,0.5,0.46666667,0.5409090977863638,-0.27005346999999996
M5_independent_wxs_cnv,CORE02,K8,0.16,0.28571429,0.28571429,0.26666667,0.18461538390532545,-0.7066666699999999
M5_independent_wxs_cnv,CORE03,K2,0.125,0.45454545,0.45454545,0.14705882,0.5416666684722222,-0.10576922999999999
M5_independent_wxs_cnv,CORE03,K3,0.24242424,0.72727273,0.72727273,0.26666667,0.7713498650638618,-0.07186146999999998
M5_independent_wxs_cnv,CORE03,K4,0.20689655,0.54545455,0.54545455,0.25,0.6018808727272728,-0.13685345
M5_independent_wxs_cnv,CORE03,K5,0.26086957,0.54545455,0.54545455,0.33333333,0.7826087178260872,-0.07246375999999999
M5_independent_wxs_cnv,CORE03,K6,0.24,0.54545455,0.54545455,0.3,0.3709090929322314,-0.40705882000000004
M5_independent_wxs_cnv,CORE03,K7,0.26086957,0.54545455,0.54545455,0.33333333,0.28458498441969093,-0.6557971
M5_independent_wxs_cnv,CORE03,K8,0.18181818,0.36363636,0.36363636,0.26666667,0.21487602993238167,-0.66433567
M5_independent_wxs_cnv,CORE04,K2,0.15942029,1.0,1.0,0.15942029,0.9565217208695656,-0.007246379999999997
M5_independent_wxs_cnv,CORE04,K3,0.22222222,0.90909091,0.90909091,0.22727273,1.3333332933333342,0.05555555000000001
M5_independent_wxs_cnv,CORE04,K4,0.24242424,0.72727273,0.72727273,0.26666667,1.3737373462626266,0.06595365
M5_independent_wxs_cnv,CORE04,K5,0.33333333,0.63636364,0.63636364,0.41176471,0.4242424176859504,-0.45238096000000005
M5_independent_wxs_cnv,CORE04,K6,0.33333333,0.63636364,0.63636364,0.41176471,0.4242424176859504,-0.45238096000000005
M5_independent_wxs_cnv,CORE04,K7,0.2,0.54545455,0.54545455,0.24,0.25999999974000004,-0.5692307699999999
M5_independent_wxs_cnv,CORE04,K8,0.31578947,0.54545455,0.54545455,0.42857143,0.31578947,-0.68421053
M5_independent_wxs_cnv,CORE05,K2,0.07246377,1.0,1.0,0.07246377,0.9565217104347841,-0.003293810000000008
M5_independent_wxs_cnv,CORE05,K3,0.06521739,0.6,0.6,0.06818182,0.69565216,-0.02853261
M5_independent_wxs_cnv,CORE05,K4,0.09375,0.6,0.6,0.1,0.5437500097875001,-0.07866379000000001
M5_independent_wxs_cnv,CORE05,K5,0.1,0.4,0.4,0.11764706,0.41999999664000004,-0.13809524
M5_independent_wxs_cnv,CORE05,K6,0.1,0.4,0.4,0.11764706,0.41999999664000004,-0.13809524
M5_independent_wxs_cnv,CORE05,K7,0.11111111,0.6,0.6,0.12,0.2888888894666667,-0.27350427
M5_independent_wxs_cnv,CORE05,K8,0.11764706,0.4,0.4,0.14285714,0.29411764999999995,-0.28235294
M_CNV,CORE01,K2,0.46153846,1.0,1.0,0.46153846,0.9487179387037038,-0.02494803000000001
M_CNV,CORE01,K3,0.68,0.94444444,0.94444444,0.70833333,1.322222233240741,0.16571429000000004
M_CNV,CORE01,K4,0.77272727,0.94444444,0.94444444,0.80952381,1.3737373688888888,0.21022726999999997
M_CNV,CORE01,K5,0.73913043,0.94444444,0.94444444,0.77272727,1.3550724437077297,0.19367588000000002
M_CNV,CORE01,K6,0.80952381,0.94444444,0.94444444,0.85,1.0408163241690962,0.03174602999999998
M_CNV,CORE01,K7,0.77272727,0.94444444,0.94444444,0.80952381,0.909090905882353,-0.07727273000000001
M_CNV,CORE01,K8,0.7826087,1.0,1.0,0.7826087,1.076086958464674,0.05533597000000001
M_CNV,CORE02,K2,0.2,0.92857143,0.92857143,0.203125,0.9428571522857144,-0.012121209999999993
M_CNV,CORE02,K3,0.2,0.71428571,0.71428571,0.2173913,0.6000000060000001,-0.13333332999999997
M_CNV,CORE02,K4,0.26315789,0.71428571,0.71428571,0.29411765,0.5451127729215897,-0.21960073000000002
M_CNV,CORE02,K5,0.3030303,0.71428571,0.71428571,0.34482759,0.45454544772727273,-0.36363637000000004
M_CNV,CORE02,K6,0.27586207,0.57142857,0.57142857,0.34782609,0.4137931029310345,-0.3908046
M_CNV,CORE02,K7,0.33333333,0.57142857,0.57142857,0.44444444,0.5666666649666666,-0.25490196
M_CNV,CORE02,K8,0.30769231,0.57142857,0.57142857,0.4,0.3550295870960401,-0.5589743599999999
M_CNV,CORE03,K2,0.13636364,0.54545455,0.54545455,0.15384615,0.5909091086363637,-0.09440558999999998
M_CNV,CORE03,K3,0.25714286,0.81818182,0.81818182,0.27272727,0.8181818384297522,-0.05714285000000002
M_CNV,CORE03,K4,0.33333333,0.72727273,0.72727273,0.38095238,0.9696969599999999,-0.010416670000000017
M_CNV,CORE03,K5,0.36363636,1.0,0.36363636,1.0,1.090909090909091,0.03030303000000001
M_CNV,CORE03,K6,0.26666667,0.5,0.36363636,0.5,0.41212121952066116,-0.38039215000000004
M_CNV,CORE03,K7,0.41666667,0.83333333,0.45454545,0.83333333,0.45454545652892564,-0.5
M_CNV,CORE03,K8,0.41666667,0.83333333,0.45454545,0.83333333,0.49242424412534436,-0.42948717999999997
M_CNV,CORE04,K2,0.13636364,0.81818182,0.81818182,0.140625,0.8181818236363636,-0.03030302999999998
M_CNV,CORE04,K3,0.12820513,0.45454545,0.45454545,0.15151515,0.7692307646153848,-0.03846153999999999
M_CNV,CORE04,K4,0.15151515,0.45454545,0.45454545,0.18518519,0.8585858414141415,-0.024955440000000023
M_CNV,CORE04,K5,0.16,0.36363636,0.36363636,0.22222222,0.20363636252561984,-0.62571429
M_CNV,CORE04,K6,0.2,0.45454545,0.45454545,0.26315789,0.2545454531570248,-0.5857142900000001
M_CNV,CORE04,K7,0.16666667,0.36363636,0.36363636,0.23529412,0.21666667078333332,-0.6025640999999999
M_CNV,CORE04,K8,0.5,0.7,0.63636364,0.7,0.5,-0.5
M_CNV,CORE05,K2,0.078125,1.0,1.0,0.078125,1.0312499422500032,0.002367419999999995
M_CNV,CORE05,K3,0.08510638,0.8,0.8,0.08695652,0.9078013866666667,-0.008643620000000005
M_CNV,CORE05,K4,0.14705882,1.0,1.0,0.14705882,0.8529411713529411,-0.025354970000000004
M_CNV,CORE05,K5,0.13333333,0.8,0.8,0.13793103,0.5599999815200001,-0.10476191000000001
M_CNV,CORE05,K6,0.16666667,0.8,0.8,0.17391304,0.7000000083999999,-0.07142857000000002
M_CNV,CORE05,K7,0.29411765,1.0,1.0,0.29411765,0.7647058991764708,-0.09049773
M_CNV,CORE05,K8,0.26666667,0.8,0.8,0.28571429,0.666666675,-0.13333333000000003
M_WXS,CORE01,K2,0.4047619,0.94444444,0.94444444,0.41463415,0.8320105662132571,-0.08172458999999999
M_WXS,CORE01,K3,0.55555556,0.83333333,0.83333333,0.625,1.08024693122428,0.04126984999999994
M_WXS,CORE01,K4,0.37931034,0.61111111,0.61111111,0.5,0.6743294933333334,-0.18318965999999998
M_WXS,CORE01,K5,0.5,0.73333333,0.61111111,0.73333333,0.9166666590277779,-0.04545454999999998
M_WXS,CORE01,K6,0.4,0.8,0.44444444,0.8,0.5142857128163266,-0.37777777999999995
M_WXS,CORE01,K7,0.42857143,0.75,0.5,0.75,0.5042016823529412,-0.42142857
M_WXS,CORE01,K8,0.45454545,0.71428571,0.55555556,0.71428571,0.6249999914062501,-0.27272728
M_WXS,CORE02,K2,0.1875,0.85714286,0.85714286,0.19354839,0.8839285802678573,-0.024621210000000004
M_WXS,CORE02,K3,0.15555556,0.5,0.5,0.18421053,0.4666666846666669,-0.17777776999999997
M_WXS,CORE02,K4,0.13513514,0.35714286,0.35714286,0.17857143,0.27992279039988965,-0.34762348000000004
M_WXS,CORE02,K5,0.14285714,0.28571429,0.28571429,0.22222222,0.21428570892857143,-0.5238095300000001
M_WXS,CORE02,K6,0.1875,0.42857143,0.42857143,0.25,0.28124999859375,-0.47916667
M_WXS,CORE02,K7,0.11764706,0.28571429,0.28571429,0.16666667,0.20000000340000004,-0.47058822999999994
M_WXS,CORE02,K8,0.2173913,0.35714286,0.35714286,0.35714286,0.25083611441986114,-0.64927537
M_WXS,CORE03,K2,0.12307692,0.72727273,0.72727273,0.12903226,0.5333333217777778,-0.10769230999999999
M_WXS,CORE03,K3,0.18181818,0.72727273,0.72727273,0.19512195,0.5785123987978963,-0.13246753
M_WXS,CORE03,K4,0.18421053,0.63636364,0.63636364,0.20588235,0.5358851781818182,-0.15953947
M_WXS,CORE03,K5,0.28,0.63636364,0.63636364,0.33333333,0.8400000084000002,-0.05333332999999996
M_WXS,CORE03,K6,0.26315789,0.45454545,0.45454545,0.38461538,0.406698559491083,-0.38390093000000003
M_WXS,CORE03,K7,0.26315789,0.45454545,0.45454545,0.38461538,0.28708133350152243,-0.65350878
M_WXS,CORE03,K8,0.26315789,0.45454545,0.45454545,0.38461538,0.31100477767725104,-0.58299596
M_WXS,CORE04,K2,0.12307692,0.72727273,0.72727273,0.12903226,0.73846150523077,-0.04358974999999998
M_WXS,CORE04,K3,0.25641026,0.90909091,0.90909091,0.26315789,1.5384615292307695,0.08974359000000001
M_WXS,CORE04,K4,0.36363636,0.72727273,0.72727273,0.42105263,2.0606060193939397,0.18716576999999998
M_WXS,CORE04,K5,0.42105263,0.72727273,0.72727273,0.5,0.5358851625315354,-0.36466166000000005
M_WXS,CORE04,K6,0.35,0.63636364,0.63636364,0.4375,0.44545454302479337,-0.43571429000000006
M_WXS,CORE04,K7,0.33333333,0.54545455,0.54545455,0.46153846,0.4333333285666667,-0.43589743999999997
M_WXS,CORE04,K8,0.33333333,0.54545455,0.54545455,0.46153846,0.33333333,-0.66666667
M_WXS,CORE05,K2,0.08064516,1.0,1.0,0.08064516,1.064516052387101,0.004887579999999989
M_WXS,CORE05,K3,0.075,0.6,0.6,0.07894737,0.7999999999999999,-0.018750000000000003
M_WXS,CORE05,K4,0.09090909,0.4,0.4,0.10526316,0.5272727314909091,-0.08150470000000001
M_WXS,CORE05,K5,0.10526316,0.4,0.4,0.125,0.4421052684631578,-0.13283208000000002
M_WXS,CORE05,K6,0.10526316,0.4,0.4,0.125,0.4421052684631578,-0.13283208000000002
M_WXS,CORE05,K7,0.125,0.4,0.4,0.15384615,0.32500000390000006,-0.25961538
M_WXS,CORE05,K8,0.125,0.4,0.4,0.15384615,0.3125,-0.275
M_dupGenomic,CORE01,K2,0.45,1.0,1.0,0.45,0.9249999933194445,-0.03648648999999998
M_dupGenomic,CORE01,K3,0.6,0.83333333,0.83333333,0.68181818,1.1666666763888889,0.08571428999999997
M_dupGenomic,CORE01,K4,0.73913043,0.94444444,0.94444444,0.77272727,1.3140096533333334,0.17663043
M_dupGenomic,CORE01,K5,0.73913043,0.94444444,0.94444444,0.77272727,1.3550724437077297,0.19367588000000002
M_dupGenomic,CORE01,K6,0.73913043,0.94444444,0.94444444,0.77272727,0.9503105501419699,-0.03864734999999997
M_dupGenomic,CORE01,K7,0.73913043,0.94444444,0.94444444,0.77272727,0.8695652117647059,-0.11086956999999997
M_dupGenomic,CORE01,K8,0.68181818,0.83333333,0.83333333,0.78947368,0.937499993984375,-0.04545454999999998
M_dupGenomic,CORE02,K2,0.18461538,0.85714286,0.85714286,0.19047619,0.8703296572747251,-0.02750583000000001
M_dupGenomic,CORE02,K3,0.17391304,0.57142857,0.57142857,0.2,0.5217391252173913,-0.15942029
M_dupGenomic,CORE02,K4,0.26530612,0.92857143,0.92857143,0.27083333,0.5495626779279466,-0.21745250000000005
M_dupGenomic,CORE02,K5,0.26190476,0.78571429,0.78571429,0.28205128,0.3928571380357143,-0.40476191
M_dupGenomic,CORE02,K6,0.37037037,0.71428571,0.71428571,0.43478261,0.5555555522222222,-0.2962963
M_dupGenomic,CORE02,K7,0.52941176,0.75,0.64285714,0.75,0.8999999983000001,-0.05882352999999996
M_dupGenomic,CORE02,K8,0.33333333,0.5,0.5,0.5,0.38461537928994083,-0.53333334
M_dupGenomic,CORE03,K2,0.24390244,0.90909091,0.90909091,0.25,1.0569105768563687,0.013133210000000006
M_dupGenomic,CORE03,K3,0.21428571,0.81818182,0.81818182,0.225,0.6818181774793388,-0.1
M_dupGenomic,CORE03,K4,0.25925926,0.63636364,0.63636364,0.30434783,0.7542087563636364,-0.08449074000000001
M_dupGenomic,CORE03,K5,0.17857143,0.45454545,0.45454545,0.22727273,0.535714295357143,-0.15476189999999998
M_dupGenomic,CORE03,K6,0.53333333,0.72727273,0.72727273,0.66666667,0.8242424235867769,-0.11372548999999998
M_dupGenomic,CORE03,K7,0.53846154,0.77777778,0.63636364,0.77777778,0.5874125869548633,-0.37820513
M_dupGenomic,CORE03,K8,0.5,0.7,0.63636364,0.7,0.5909090882231405,-0.34615385
M_dupGenomic,CORE04,K2,0.17460317,1.0,1.0,0.17460317,1.0476189990476201,0.007936500000000013
M_dupGenomic,CORE04,K3,0.15555556,0.63636364,0.63636364,0.17073171,0.9333333413333333,-0.01111110999999998
M_dupGenomic,CORE04,K4,0.22916667,1.0,1.0,0.22916667,1.2986111170138888,0.05269607999999998
M_dupGenomic,CORE04,K5,0.25,0.90909091,0.90909091,0.25641026,0.31818181644628096,-0.53571429
M_dupGenomic,CORE04,K6,0.5,0.90909091,0.90909091,0.52631579,0.6363636328925619,-0.28571429000000004
M_dupGenomic,CORE04,K7,0.66666667,0.90909091,0.90909091,0.71428571,0.8666666701333334,-0.10256409999999994
M_dupGenomic,CORE04,K8,0.55555556,0.90909091,0.90909091,0.58823529,0.55555556,-0.44444444000000005
M_dupGenomic,CORE05,K2,0.07936508,1.0,1.0,0.07936508,1.047618997333336,0.0036074999999999996
M_dupGenomic,CORE05,K3,0.06976744,0.6,0.6,0.07317073,0.7441860266666667,-0.02398256
M_dupGenomic,CORE05,K4,0.07692308,0.4,0.4,0.08695652,0.44615387203076967,-0.09549071
M_dupGenomic,CORE05,K5,0.12820513,1.0,1.0,0.12820513,0.5384615416923076,-0.10989011000000001
M_dupGenomic,CORE05,K6,0.2173913,1.0,1.0,0.2173913,0.9130434526956523,-0.020703940000000004
M_dupGenomic,CORE05,K7,0.35714286,1.0,1.0,0.35714286,0.9285714471428573,-0.02747252
M_dupGenomic,CORE05,K8,0.22222222,0.4,0.4,0.33333333,0.55555555,-0.17777778000000002
