core_a,core_b,comparison,bootstrap_median,ci_low,ci_high
CORE01,CORE02,CNV_minus_Genomic,0.019147808892819522,0.006567405364162732,0.03494514549563217
CORE01,CORE02,WXS_minus_Genomic,-0.003969508067630625,-0.011366434422877575,0.01174502897589572
CORE01,CORE03,CNV_minus_Genomic,0.011570246160572064,0.00037373007905945393,0.03714599434784424
CORE01,CORE03,WXS_minus_Genomic,0.009996688769292434,-0.012487103642690052,0.029071179173823555
CORE01,CORE04,CNV_minus_Genomic,0.014255321718510414,0.0060277066680887205,0.03361907287613611
CORE01,CORE04,WXS_minus_Genomic,-0.00036342683554493015,-0.006657094275020038,0.02000370216338394
CORE01,CORE05,CNV_minus_Genomic,0.028754999337215526,0.008177148999869342,0.06267416328695666
CORE01,CORE05,WXS_minus_Genomic,0.007099189804152313,-0.004298838306614779,0.018067859362295324
CORE02,CORE03,CNV_minus_Genomic,0.003214571007829268,-0.003913752615440174,0.016047945532727176
CORE02,CORE03,WXS_minus_Genomic,0.0039060545671839933,-0.005275415208096997,0.012596802850971556
CORE02,CORE04,CNV_minus_Genomic,0.002381694061330878,-0.0029386128407937646,0.0114221097601794
CORE02,CORE04,WXS_minus_Genomic,0.004144904152596843,-0.004963712395394754,0.014127188973560722
CORE02,CORE05,CNV_minus_Genomic,-0.0012472426031296495,-0.007756606945924762,0.006275441816156171
CORE02,CORE05,WXS_minus_Genomic,-0.00035763141686158406,-0.00809077906076379,0.008106383234412724
CORE03,CORE04,CNV_minus_Genomic,0.0011684595881581925,-0.0036363489709485422,0.009165870519282165
CORE03,CORE04,WXS_minus_Genomic,0.025618011816506546,-0.0049567874452999235,0.08476654945154324
CORE03,CORE05,CNV_minus_Genomic,0.0062462063169892385,-0.002997557807682149,0.020418881241192403
CORE03,CORE05,WXS_minus_Genomic,-0.0021610652658558644,-0.028910090031199195,0.042070686704479124
CORE04,CORE05,CNV_minus_Genomic,0.003441224233990665,-0.006482659872767379,0.012384977321919973
CORE04,CORE05,WXS_minus_Genomic,0.0011620613565750167,-0.009083384071766011,0.042378665845992126
CORE01,CORE02,CNV_minus_Genomic,0.019147808892819522,0.0074005616090979985,0.034238039380783854
CORE01,CORE02,WXS_minus_Genomic,-0.003969508067630625,-0.011191677483296487,0.011369256139991625
CORE01,CORE03,CNV_minus_Genomic,0.011570246160572064,-0.00012190854324733346,0.037636139109067504
CORE01,CORE03,WXS_minus_Genomic,0.009996688769292434,-0.011208963532917575,0.034905306585869315
CORE01,CORE04,CNV_minus_Genomic,0.014255321718510414,0.0059914047717291126,0.03313851537065105
CORE01,CORE04,WXS_minus_Genomic,-0.00036342683554493015,-0.007023778502554446,0.02181328250761617
CORE01,CORE05,CNV_minus_Genomic,0.028754999337215526,0.009502362921803365,0.06113104592837113
CORE01,CORE05,WXS_minus_Genomic,0.007099189804152313,-0.005224439098675725,0.018749807789609316
CORE02,CORE03,CNV_minus_Genomic,0.003214571007829268,-0.0037419697372444256,0.015302126986670517
CORE02,CORE03,WXS_minus_Genomic,0.0039060545671839933,-0.0052863736837868176,0.013659735181134
CORE02,CORE04,CNV_minus_Genomic,0.002381694061330878,-0.003198480633856538,0.011056678614602381
CORE02,CORE04,WXS_minus_Genomic,0.004144904152596843,-0.0057164792842231546,0.013348663535116947
CORE02,CORE05,CNV_minus_Genomic,-0.0012472426031296495,-0.007206259051016147,0.007127426485662392
CORE02,CORE05,WXS_minus_Genomic,-0.00035763141686158406,-0.007369100811861468,0.0082556017604127
CORE03,CORE04,CNV_minus_Genomic,0.0011684595881581925,-0.003078450434365439,0.00996576439202267
CORE03,CORE04,WXS_minus_Genomic,0.025618011816506546,-0.008177038281037519,0.08883222188014302
CORE03,CORE05,CNV_minus_Genomic,0.0062462063169892385,-0.002828898318890171,0.020750015551474713
CORE03,CORE05,WXS_minus_Genomic,-0.0021610652658558644,-0.018806703963231104,0.04222026569080353
CORE04,CORE05,CNV_minus_Genomic,0.003441224233990665,-0.006726274376333177,0.011590421060001568
CORE04,CORE05,WXS_minus_Genomic,0.0011620613565750167,-0.007993828436360505,0.046629344846263895
CORE01,CORE02,CNV_minus_Genomic,0.019147808892819522,0.006209448841463369,0.034679451054413536
CORE01,CORE02,WXS_minus_Genomic,-0.003969508067630625,-0.011311804448388857,0.011020037355036353
CORE01,CORE03,CNV_minus_Genomic,0.011570246160572064,0.00012770211125249037,0.037937026850840314
CORE01,CORE03,WXS_minus_Genomic,0.009996688769292434,-0.010986799275692924,0.02834968231667286
CORE01,CORE04,CNV_minus_Genomic,0.014255321718510414,0.006006408276252409,0.033010026506767404
CORE01,CORE04,WXS_minus_Genomic,-0.00036342683554493015,-0.006737140099865166,0.0189674637508788
CORE01,CORE05,CNV_minus_Genomic,0.028754999337215526,0.010456702069441395,0.05821945056809471
CORE01,CORE05,WXS_minus_Genomic,0.007099189804152313,-0.004585433648506169,0.01762453624364033
CORE02,CORE03,CNV_minus_Genomic,0.003214571007829268,-0.0036716304489912374,0.015190103652540473
CORE02,CORE03,WXS_minus_Genomic,0.0039060545671839933,-0.005393358836914947,0.0132546214136416
CORE02,CORE04,CNV_minus_Genomic,0.002381694061330878,-0.0032194812017580267,0.011061961955423824
CORE02,CORE04,WXS_minus_Genomic,0.004144904152596843,-0.004413779364226506,0.013625534053284346
CORE02,CORE05,CNV_minus_Genomic,-0.0012472426031296495,-0.007390419846742554,0.00736934727567239
CORE02,CORE05,WXS_minus_Genomic,-0.00035763141686158406,-0.007754441849086759,0.007575597614055013
CORE03,CORE04,CNV_minus_Genomic,0.0011684595881581925,-0.0034618262583478447,0.0089179420617032
CORE03,CORE04,WXS_minus_Genomic,0.025618011816506546,-0.005445010399371375,0.08855282331797333
CORE03,CORE05,CNV_minus_Genomic,0.0062462063169892385,-0.002685326652916215,0.02184544081833968
CORE03,CORE05,WXS_minus_Genomic,-0.0021610652658558644,-0.015225737102495838,0.047130660024607154
CORE04,CORE05,CNV_minus_Genomic,0.003441224233990665,-0.007113985381951985,0.012910046464061601
CORE04,CORE05,WXS_minus_Genomic,0.0011620613565750167,-0.009367650875855688,0.04153112152834614
