jaccard_threshold,overlap_threshold,relation_component_count,recurrent_relation_component_count,cohesive_family_count,cohesive_family_sizes
0.5,0.8,4,3,4,"[67, 42, 36, 14]"
0.5,1.0,7,2,2,"[35, 14]"
0.6666666666666666,0.8,6,3,3,"[42, 21, 14]"
0.6666666666666666,1.0,9,1,1,[14]
0.75,0.8,6,3,4,"[42, 36, 21, 14]"
0.75,1.0,9,1,1,[14]
