jaccard_threshold,overlap_threshold,relation_component_count,recurrent_relation_component_count,cohesive_family_count,cohesive_family_sizes
0.5,0.8,11,8,12,"[62, 58, 26, 25, 23, 22, 21, 19, 19, 19, 14, 8]"
0.5,1.0,18,7,11,"[43, 35, 26, 22, 19, 19, 19, 18, 18, 14, 8]"
0.6666666666666666,0.8,18,8,9,"[57, 23, 21, 19, 19, 19, 19, 14, 8]"
0.6666666666666666,1.0,25,5,6,"[19, 19, 18, 18, 14, 8]"
0.75,0.8,21,8,10,"[21, 21, 21, 19, 19, 19, 19, 14, 14, 8]"
0.75,1.0,26,5,5,"[19, 19, 14, 14, 8]"
