case_id,chr1p,chr1q,chr2p,chr2q,chr3p,chr3q,chr4p,chr4q,chr5p,chr5q,chr6p,chr6q,chr7p,chr7q,chr8p,chr8q,chr9p,chr9q,chr10p,chr10q,chr11p,chr11q,chr12p,chr12q,chr13p,chr13q,chr14p,chr14q,chr15p,chr15q,chr16p,chr16q,chr17p,chr17q,chr18p,chr18q,chr19p,chr19q,chr20p,chr20q,chr21p,chr21q,chr22p,chr22q,locus::VHL,locus::SETD2,locus::PBRM1,locus::BAP1,locus::JAK2,locus::CDKN2A,locus::PTEN,fga,gain_burden,loss_burden
TCGA-B0-5709,-0.04805007716124923,0.0386,0.03619199743305355,0.0381,-0.19747735946220368,0.03808717145983581,0.03810134003576324,-0.09297690239287448,0.03612549181726886,0.13004000761575876,0.0388,0.0388,0.0319,0.0319,0.0382,0.0382,0.0368,0.03761788145396622,0.0314,0.03198188515834239,0.03430486864562595,0.0346,0.0375,0.03703783663739638,0.0,0.03658046267664906,0.0,-0.12759280256787292,0.0,0.0361831851310097,0.0366,0.0366,0.0385,0.0394071077657643,0.0312,0.03161252615046099,0.0406,0.03916919742369386,0.0352,0.0352,0.0,0.0327,0.0,0.0398,-0.2211,-0.2211,-0.2211,-0.2211,0.0368,0.0368,0.0309,0.0918846416313631,0.027194784559484944,0.06468985707187816
TCGA-B0-5712,0.03480104199668089,0.0268,0.028601522864350366,0.02264093687659215,-0.17947024114467885,0.18791546118333713,0.024314096887899473,0.010847018212611595,0.48739999999999994,0.481831655812038,0.027624475411395434,0.0194,0.0225,0.0225,-0.668,-0.051098332401155945,0.024899999999999995,0.026321931197798458,0.032900756832809054,0.029641951422377882,0.0283,0.028304092965217773,0.028549601514295513,0.025099999999999997,0.0,0.02087859434732078,0.0,-0.6594,0.0,0.04329384883320907,0.0476,0.0476,0.04630000000000001,0.046299999999999994,0.030399999999999996,0.0304,0.05222143831143892,0.0494,0.036313270242985765,0.0424,0.0,0.034,0.0,0.0495,-0.1809,-0.1824,-0.1824,-0.1824,0.0249,0.0249,0.0244,0.11489392021720045,0.06386346977836471,0.05103045043883574
TCGA-B0-5812,0.0017,0.0017,-0.000757469649685905,-0.003154767398229938,-0.26810085084725604,0.003511938120662991,0.000263034647910386,-0.00031695159071267446,0.0031000000000000003,0.2174353358641969,-0.001024624816234432,-0.0026999999999999997,0.0031,0.004186883830446572,-0.00036627618434208014,0.0015892768558237191,0.0023,0.0005240013500098853,0.0016,0.0022055001666992998,0.00034804465719742494,-0.0008,0.003,0.0018596803287283298,0.0,0.0014999999999999998,0.0,0.0017000000000000001,0.0,0.0044,0.0032,0.0032,0.0011046670160889094,0.0055,0.0079,0.0073237081477425725,0.0073,0.0073,0.0025,0.0025,0.0,-0.0001331968566751602,0.0,0.005399999999999999,-0.4506,-0.4386,-0.4411,-0.4411,0.0023,0.0023,0.0016,0.050177972577400455,0.03013768670720117,0.020040285870199286
TCGA-B8-4148,0.0457,0.04360097828055132,0.0411,0.045269560230524516,-0.33222711381385034,0.0553,0.0536,0.0536,0.024314333473400014,0.0474,0.04621456412709116,-0.33180376144332735,0.095,0.095,-0.28814234877816725,0.04621665618539023,0.0478,0.04247532328893428,0.0447,0.0447,0.04410000000000001,0.0441,0.040171924348532076,0.04379999999999999,0.0,0.0501,0.0,0.0403,0.0,0.0413,0.0384,0.0384,0.0401,0.0401,0.0469,0.04385815702450021,0.0234,0.0234,0.0364,0.032245592399995124,0.0,0.04419368794672427,0.0,0.037,-0.3439,-0.3399,-0.3399,-0.3399,0.0478,0.0478,0.0447,0.08587359000970114,0.0,0.08587359000970114
TCGA-B8-4151,0.05571955055277315,0.05469447507331741,0.056865814754338134,0.057659517242184884,-0.4367228992766839,0.05825705382694916,0.0536,0.05296230123011469,0.0616,0.0616,0.054,0.054,0.05508099679349578,0.0545,-0.6858779257713514,0.0567,0.0553,0.05538151353058949,-0.009720553361077059,-0.0085,0.0593,0.06123253841945635,0.0519,0.05350915097840529,0.0,0.0547,0.0,0.05485095105628878,0.0,0.05938701256768373,0.1149694831556132,-0.032279031730464675,0.056,0.056,0.0678,0.0678,0.0546,0.0546,0.0598,0.059800000000000006,0.0,0.0547,0.0,0.06262300878168765,-0.7700999999999999,-0.7701,-0.7701,-0.7701,0.0553,0.0553,-0.0085,0.03392316311831717,1.1777233786649806e-06,0.0339219853949385
TCGA-B8-4153,0.0174,0.0174,0.0145,0.0145,-0.383817079929907,0.018863031650123388,0.0145,0.013885862424979271,0.0378,0.03738560390624521,0.0161,0.0161,0.0179,0.014728301436369358,0.006684744799761642,0.021232230803657288,0.015499999999999998,0.015634183064385316,0.007356644422811559,0.009,0.007,0.007000000000000001,0.0159,0.0159,0.0,0.013100000000000002,0.0,0.014600793487419564,0.0,0.016,0.013,0.013,0.015499999999999998,0.0155,0.019205755997410128,0.020813912371844486,0.015399999999999999,0.0154,0.0123,0.03752158239101644,0.0,0.0134,0.0,0.0173,-0.6539,-0.6473,-1.2117838853386282,-0.6473,0.015499999999999998,0.0155,0.009,0.019931359240547515,0.0,0.019931359240547515
TCGA-B8-4619,-0.4928670792579073,-0.5089982282345387,0.054137087923598365,0.048322840183852286,0.05521420642094102,0.04931919492107645,0.043199999999999995,0.0432,0.0492,0.0492,0.06168716077982781,0.0434,0.4381,0.4381,0.051557562012334794,0.04146783205330278,0.0591085851370523,0.053383172851798694,0.061515106759527295,0.05768571083652462,0.0607,0.06220234166319517,0.06163980213292995,0.05899188377198042,0.0,0.04760588659363756,0.0,-0.5067246931577043,0.0,0.07963256642697938,0.0669,0.0669,0.0954,0.08978028771688089,0.057,0.05644735931752213,0.09469207516509284,0.09147695132262997,0.07351748448915255,0.08470396044324233,0.0,-0.5097586696998238,0.0,0.09602366206858884,0.0777,0.083,0.083,0.083,0.0547,0.0523,0.0599,0.18931518565668443,0.05750876100139174,0.1318064246552927
TCGA-B8-4622,0.0036094911428844827,-0.0037,-0.0030999999999999995,-0.0031,-0.33226180789810605,-0.00020797311010357269,-0.005399999999999999,-0.005727932066161172,-0.0073007926745647924,-0.0074,-0.0062,-0.003999502784993847,0.28649424298232196,0.2875,-0.0099,-0.0099,-0.43951324567898464,-0.4354244883730235,-0.0115,-0.009286465647931626,-0.007837931015528533,-0.006165661351102475,0.28103030372892157,0.2806097821192794,0.0,-0.0074,0.0,-0.003100000588397412,0.0,0.000965626648643456,-0.0007,-0.0022052652607567396,-0.005562853488833994,-0.0029,0.0083,0.0083,-0.0061,-0.0061,0.2978,0.2978,0.0,-0.0082,0.0,0.0005839809381139711,-0.4832000000000001,-0.4832000000000001,-0.4832,-0.4832,-0.4428,-0.4201,-0.011500000000000002,0.20119666269267517,0.12853244583599105,0.0726642168566841
TCGA-B8-5158,0.04085801550695735,0.04369544853982752,0.0384,0.0384,-0.14226573172816329,0.054,-0.0898,-0.0898,0.046955065368074964,0.043772799858064454,-0.10347446381477228,-0.09315813998967387,0.0412,0.0412,-0.09492957819910695,0.16069707047530662,-0.1799,-0.17990000000000003,0.0393,-0.03758447043579014,0.0424,0.0424,0.0436,0.039125296141579266,0.0,0.0397,0.0,-0.1027691004682231,0.0,0.0406,0.03925449856530503,0.0398,0.0305,0.0305,0.0501,0.0501,0.02,0.02,0.1304,0.1304,0.0,0.0369,0.0,0.0308,-0.216,-0.2166,-0.2166,-0.2166,-0.1799,-0.1799,-0.2284,0.057779377801598815,0.013470388371885494,0.04430898942971332
TCGA-B8-5159,-0.00759935618962172,-0.015048474496525495,0.3880514491514754,0.38064793347517784,-0.5384887434010239,-0.0214,-0.023699999999999995,-0.03392241482357271,0.42253991313060474,0.41792284864399387,-0.015903088727079094,-0.0328,-0.023915153805370657,-0.027515346862018793,-0.02,-0.029079936022101304,-0.0182,-0.012189149030934144,-0.0189,-0.0189,-0.0192,-0.01950902808917649,-0.017377600510724536,-0.01709216539601324,0.0,-0.03278297136347562,0.0,-0.3970767613385953,0.0,-0.0022214884929712127,0.014499999999999999,0.0039167059427999,0.0169,0.010769330693809592,-0.0084,-0.0084,0.026931154515459917,0.0246,-0.005128334521363047,0.00275294469247387,0.0,-0.012087207887107336,0.0,0.0177,-0.6761,-0.6042318301638758,-0.6875,-0.6875,-0.0182,-0.0182,-0.018900000000000004,0.1974401285054555,0.15319910491076819,0.044241023594687325
TCGA-B8-5162,-0.07662232456349716,0.0492,0.04502831218299529,0.0456,-0.21199999999999997,-0.06373186070688636,-0.21234818157496826,-0.20360212412723103,0.05320853876702356,0.05325556564304538,0.04575190920463042,0.0504,0.0455,0.045500000000000006,0.0467,0.04669999999999999,0.0491,0.047841169278494564,0.0417,0.0417,0.0472,0.04655795096563182,0.0467,0.04669999999999999,0.0,0.048900000000000006,0.0,-0.2175,0.0,0.0424,0.0416,0.0416,0.0391,0.038475720044244134,0.0554,0.057466344306811565,0.0389,0.0389,0.0374,0.0374,0.0,0.04981345943119994,0.0,0.04,-0.212,-0.212,-0.212,-0.212,0.0491,0.0491,0.041699999999999994,0.16862309966587685,0.0,0.16862309966587685
TCGA-B8-5164,-0.031178987197484676,0.0483,0.0441,0.0441,-0.26079782633228754,-0.02217427833185988,0.04715204715042982,0.0473286277856787,0.04842706240791017,0.051120486436877374,0.051,0.049507715093536374,0.0465,0.04650000000000001,-0.2651,-0.2651,0.0428,0.0428,0.03930702227956336,0.04149939361947168,0.0454,0.0454,0.0426,0.04173994543612435,0.0,0.04590119814936101,0.0,-0.263,0.0,0.04375159857418463,0.0451,0.04528739610909898,0.0456,0.0456,0.0506,0.0506,0.038,0.038,0.0464,0.0464,0.0,0.0425,0.0,0.039700252554640686,-0.2634,-0.2584,-0.2584,-0.2584,0.0428,0.0428,0.0406,0.1364842179149941,0.0,0.1364842179149941
TCGA-B8-5165,0.0044,0.0044,0.0037,0.0037000000000000006,-0.16182503004572302,0.007054553615592286,0.00452224961864866,0.0061,0.002747343596736073,0.10327540685677808,0.0058,0.0040451872011289455,-0.0008,-0.0008,0.0039,0.0039,0.0055,0.0055,-0.0012,-0.0012,0.0009334188967353173,0.0015,0.0031,0.0030999999999999995,0.0,0.0006999999999999999,0.0,0.0049,0.0,0.0036120783908070407,-0.0001,-0.0001,0.0031000000000000003,0.0031,0.0113,0.0113,0.0081,0.0081,0.0025,0.0025,0.0,0.003,0.0,0.008499999999999999,-0.2647,-0.2647,-0.2752,-0.0085,0.0055,0.0055,-0.0012,0.04199581185424424,0.02164479928601269,0.020351012568231554
TCGA-B8-5546,0.0118,0.0118,0.012899999999999998,0.0129,0.0111,0.010697769958391048,0.0085,0.0085,0.01285728028240199,0.0107,0.0132,0.01306230608531309,0.006891026305949369,0.007562256788194051,0.012299999999999998,0.0123,0.010410757917678648,0.013900000000000001,0.013644443219894586,0.0014,0.013,0.012999999999999998,0.01,0.01,0.0,0.010276122391902048,0.0,0.012106389990030022,0.0,0.010088174340958454,0.0106,0.010599999999999998,0.013199999999999998,0.013199999999999998,0.0199,0.02138242334678456,0.0194,0.0194,0.0131,0.0131,0.0,0.0115,0.0,-0.0084,0.011100000000000002,0.0111,0.0111,0.0111,0.0094,0.0094,0.0014,0.00026452822460765315,0.0002507358949168637,1.3792329690789491e-05
TCGA-B8-5549,-0.10046040550085737,-0.09380931599271454,0.17897826109699871,-0.09060474838871435,-0.4512,-0.07638977005404779,-0.0862,-0.08475393041524132,0.20174223398564262,0.21402925062072867,0.18412445909037517,0.19720000000000001,0.18420399947241003,0.17659116677392087,-0.14319332726675005,-0.1052077025883912,-0.44536621916353786,-0.444548869125296,-0.1023,-0.10206959141502468,0.17526345940698,0.17230890555476136,0.17134443448936384,0.16997221933342774,0.0,-0.08985626111965403,0.0,0.11328393673768654,0.0,-0.1003,0.15705997990973428,0.16765516931018756,0.1441218907745661,0.14403110357839263,-0.0731,-0.0731,0.11097600104678154,0.11936262835472533,0.17050687496160477,0.15564761622854736,0.0,0.17541606778322505,0.0,0.15510168040941125,-0.4512,-0.4512,-0.4512,-0.4512,-0.45589999999999997,-0.4399,-0.1023,0.18849214160406302,0.06624149919730468,0.12225064240675836
TCGA-B8-5550,-0.09580183837780747,-0.02148762074537859,0.20849999999999996,0.19744007375492378,-0.2367034173402365,-0.036085993199325615,-0.02553589678329265,-0.04544090418648219,0.23580185552672087,0.4363308876533846,-0.02443600934614627,-0.043084955385377474,0.44178789860589507,0.430415554229554,-0.019,-0.035234825501842676,-0.0545761300253127,0.00423627986646721,-0.3315,-0.33660417560924055,-0.02203310415774453,-0.02157231152274581,-0.026101203182020024,-0.02210052275323709,0.0,-0.036850643520112046,0.0,-0.33138223339971,0.0,-0.022624720637543005,0.015500000000000002,0.00825026899682825,0.0141,0.008351038381549256,-0.3191,-0.3191,0.021317811478568323,0.009459532179118343,-0.00020759973048852185,0.013,0.0,-0.015657811362942028,0.0,0.0266,-0.315,-0.32756766208117677,-0.2934,-0.2934,-0.0122,-0.703,-0.3515,0.3267351176046217,0.18015077090652531,0.1465843466980964
TCGA-B8-5551,0.09910076466092137,0.17156534504118306,0.11388306929286486,0.10893638891022683,-0.13740640279055732,0.1038,-0.01527736936418769,-0.0186,0.10180489486030679,0.09882980937552104,-0.046550470516912267,-0.0556,0.018067357823842584,-0.007690497923206387,-0.15884621148391584,0.0968,-0.1143,-0.10145487152760102,-0.04562582677420576,-0.0465,-0.021908401918212778,-0.056661016262300114,0.11673174826518846,0.12056708417272108,0.0,-0.0299,0.0,-0.1155120053108349,0.0,0.0514,-0.0167,-0.09199299421259126,0.0048,0.11105274575756952,-0.0652,-0.0652,-0.0848,0.07856147884997433,0.1137,0.11460730250549529,0.0,-0.018700000000000005,0.0,0.0136,-0.1403,-0.1403,-0.1403,-0.1403,-0.11429999999999998,-0.11429999999999998,-0.0465,0.011716808446045807,3.129979369534399e-06,0.011713678466676272
TCGA-B8-5553,0.03277765089642288,0.1005,0.037495757021707536,0.025271936422811624,-0.2225833031463985,0.027800000000000002,0.0246,0.0246,0.026,0.1944750231282918,0.0285,0.0285,0.0784,0.0784,-0.033848240787349285,0.023840255167220374,0.031030706289495908,0.018516765869515672,0.023,0.022999999999999996,0.02810612626462883,0.026600000000000002,0.032,0.032,0.0,0.02694802403901966,0.0,-0.3253933081776428,0.0,0.0368,0.0332,0.03349623505490534,0.0343,0.0343,0.04604629793683592,0.0444,0.0378,0.0378,0.03333479557551781,0.0332,0.0,-0.3275641695959583,0.0,0.0295,-0.3319,-0.3319,-0.3319,-0.3319,0.029499999999999995,0.0294,0.023000000000000003,0.09612407275736944,0.029071364786638444,0.067052707970731
TCGA-B8-A54D,0.03889649372956482,0.0427,0.04,0.03756605677007726,-0.4655537254239012,-0.0681361683957211,0.0418,0.0427774964614084,0.0431,0.0431,0.03981435278484629,0.0411,0.04057435628882416,0.04045374522284016,0.03129143959136056,0.03917994479030503,0.029752588517699824,0.0288,0.0384,0.0384,0.03540865404967864,0.032357555907125225,0.0415,0.04112086191150991,0.0,0.04009002962111982,0.0,-0.43547082021476946,0.0,0.0383,0.0381,0.0381,0.038777367019527845,0.0367,0.0413,0.0413,0.045200000000000004,0.0452,0.0343,0.0343,0.0,0.0394,0.0,0.03436082427833718,-0.4965,-0.4764,-0.4764,-0.4764,0.0316,0.0288,0.0384,0.07031434152757529,0.0009796175322390938,0.0693347239953362
