core_id,m1,m2,m3,m4
CORE01,84.6153846154,45.4545454545,14.2857142857,0.0
CORE02,0.0,45.4545454545,35.7142857143,50.0
CORE03,7.6923076923,0.0,35.7142857143,50.0
CORE04,7.6923076923,9.0909090909,14.2857142857,0.0
