excluded_k,valid_run_count,primary_core_count,primary_core_patient_count,mean_matched_jaccard,min_matched_jaccard,matched_core_mean_jaccard,extra_core_count,missing_core_count
2,18,8,74,0.688655462184874,0.0,0.9182072829131652,2,0
3,18,6,69,0.8363251879699248,0.6666666666666666,0.8363251879699248,0,0
4,18,6,65,0.9555555555555556,0.8333333333333334,0.9555555555555556,0,0
5,18,7,71,0.7773654916512059,0.0,0.906926406926407,1,0
6,18,6,69,0.6453105717811599,0.0,0.6453105717811599,0,0
7,18,6,74,0.7715281794229162,0.5,0.7715281794229162,0,0
8,18,7,76,0.6919221129747445,0.0,0.807242465137202,1,0
