jaccard_threshold,overlap_threshold,relation_component_count,recurrent_relation_component_count,cohesive_family_count,cohesive_family_sizes
0.5,0.8,10,6,11,"[65, 43, 34, 30, 29, 28, 23, 20, 19, 19, 18]"
0.5,1.0,19,6,6,"[42, 33, 27, 20, 18, 16]"
0.6666666666666666,0.8,18,6,10,"[42, 36, 34, 24, 23, 18, 18, 14, 14, 13]"
0.6666666666666666,1.0,23,5,7,"[42, 33, 24, 23, 18, 14, 14]"
0.75,0.8,25,4,6,"[42, 33, 30, 23, 18, 14]"
0.75,1.0,26,4,5,"[42, 33, 23, 18, 14]"
