partition,reference,matched_n,group_count,reference_class_count,chi_square,permutation_p,cramers_v_raw,cramers_v_bias_corrected,ari,nmi
5V-stable-cores,ClearCode34,37,4,2,26.0876811594,0.0001,0.8396859316,0.7996893807,0.3314678606,0.4369302996
