state_id,feature,n,mean,median,q1,q3
STATE_A,original_shape_Elongation,26,-0.29132243777472744,-0.04864876486776693,-1.189255431587028,0.6146524117678711
STATE_A,original_shape_Flatness,26,-0.14515379162219746,0.08004655949019251,-1.1916229545681496,0.7765060954354203
STATE_A,original_shape_LeastAxisLength,26,0.12544444080074035,0.16430266500442875,-0.4709470819631745,0.7626402844873797
STATE_A,original_shape_MajorAxisLength,26,0.18641169113092787,0.0039042573714127386,-0.6691162879662625,0.8421349663038157
STATE_A,original_shape_Maximum2DDiameterColumn,26,0.056614433388870594,-0.10250223659280254,-0.5326638483677333,0.8015513131786444
STATE_A,original_shape_Maximum2DDiameterRow,26,-0.06690327249452564,-0.0274360303957262,-0.7197281247379306,0.6875190805226927
STATE_A,original_shape_Maximum2DDiameterSlice,26,0.33237387260909856,-0.14183852110592626,-0.4636048391708918,1.4165932702919917
STATE_A,original_shape_MeshVolume,26,-0.06617224396935226,-0.04701529153737821,-0.500982841106826,0.2582058335670948
STATE_A,original_shape_MinorAxisLength,26,0.05085145101244867,-0.06824739418117061,-0.7057825039741022,0.7173155463483964
STATE_A,original_shape_Sphericity,26,0.031232702190771826,0.29802365907002853,-0.50401750761819,0.7741025679080453
STATE_A,original_shape_SurfaceVolumeRatio,26,-0.12331399747722832,-0.16873104669983555,-0.46252258095353393,0.13739412112922036
STATE_A,original_firstorder_10Percentile,26,0.15603264423622581,0.08143523479523367,-0.47840981257529686,0.8189385813731389
STATE_A,original_firstorder_90Percentile,26,0.225573595442352,0.4088307691423462,-0.34328423426397503,0.8730648249699645
STATE_A,original_firstorder_Energy,26,0.03696303262500619,-0.15404599096334437,-0.5312610905477825,0.19357609857908983
STATE_A,original_firstorder_InterquartileRange,26,0.2210535459419066,-0.14865979710308827,-0.664047340808629,0.8075831120076798
STATE_A,original_firstorder_Kurtosis,26,-0.16973883445206386,-0.09537283118689607,-0.8743252646166947,0.6482007791872332
STATE_A,original_firstorder_Maximum,26,0.045797872668925356,0.14529904209451527,-0.6049170022524556,0.6919573261154869
STATE_A,original_firstorder_Mean,26,0.21067013493974046,0.37806784200091836,-0.689482848794032,0.8379742075930089
STATE_A,original_firstorder_Minimum,26,0.11590950729092822,-0.10906234430732747,-0.3886093325731433,0.4358368768116072
STATE_A,original_firstorder_Range,26,-0.00630292802750282,-0.006101606092124658,-0.4971847511934739,0.35346995299051076
STATE_A,original_firstorder_Skewness,26,-0.1550981182442199,-0.3534183500644237,-0.9315850263669291,0.3269179625215243
STATE_A,original_firstorder_Uniformity,26,-0.0862008459945224,-0.11371147028614072,-0.8906326432794764,0.44389942451406605
STATE_A,original_firstorder_Variance,26,0.1414762929481945,-0.2051066947171155,-0.5109647408990153,0.49422361425722183
STATE_A,original_glcm_Correlation,26,0.351889842634406,0.2738111823193439,-0.1886251085909559,1.1026498139166963
STATE_A,original_glcm_Idmn,26,0.17842587656909975,0.2124089549239556,-0.07552284116979421,0.5269256233248386
STATE_A,original_glcm_Idn,26,0.21919011074636122,0.3602143982322008,-0.1392820588535743,0.6049577650822378
STATE_A,original_glcm_Imc1,26,-0.29124806973158207,-0.032643215260697536,-1.0705156293180926,0.3688261900773831
STATE_A,original_glrlm_LongRunHighGrayLevelEmphasis,26,0.1248923792965521,0.289813025836882,-0.40526905821501175,0.7973529580711982
STATE_A,original_glrlm_LowGrayLevelRunEmphasis,26,-0.08151953457736014,-0.027281589955578944,-0.21353744331200156,0.09233569743376643
STATE_A,original_glrlm_RunEntropy,26,0.23069365944246603,0.141591417492267,-0.37087354579583653,0.828861620223758
STATE_A,original_glrlm_RunLengthNonUniformity,26,-0.05848192222868865,-0.13074133259600662,-0.49844509955960403,0.3050900831104594
STATE_A,original_glszm_GrayLevelNonUniformity,26,-0.13225738829567246,-0.019805097748739547,-0.4760094098394483,0.14764036376964762
STATE_A,original_glszm_LargeAreaEmphasis,26,-0.11712190094775853,-0.07758416184476538,-0.3368524546606152,0.15779260839962683
STATE_A,original_glszm_LargeAreaHighGrayLevelEmphasis,26,-0.10392571506680223,-0.05423584453351274,-0.5537212263566802,0.1984613693306805
STATE_A,original_glszm_SizeZoneNonUniformity,26,-0.12091928993993649,-0.1842716240870051,-0.36004831005302695,0.2590884997501355
STATE_A,original_glszm_SizeZoneNonUniformityNormalized,26,0.020815359317425727,-0.252946178215122,-0.7328213111099702,0.5580174751817409
STATE_A,original_glszm_ZoneEntropy,26,0.08766852150497614,0.1912966237017898,-0.4068277910813419,0.6382794897241889
STATE_A,original_glszm_ZonePercentage,26,-0.2951814435871104,-0.4188197234337746,-0.8429249595025716,0.15509856237878694
STATE_A,original_gldm_DependenceEntropy,26,0.2434057513799091,0.22330864159124192,-0.455446233347362,1.044711618348166
STATE_A,original_gldm_GrayLevelNonUniformity,26,-0.07684843630447064,-0.04805277442449717,-0.43325699355165487,0.17008135961361417
STATE_A,original_gldm_LargeDependenceHighGrayLevelEmphasis,26,0.2826505474999019,0.16253960655907612,-0.19019722818864693,0.8329719890538887
STATE_A,log-sigma-1-0-mm-3D_firstorder_10Percentile,26,-0.05699265012933086,0.0384181177746931,-0.44069727382511115,0.4966039843813371
STATE_A,log-sigma-1-0-mm-3D_firstorder_90Percentile,26,-0.05329310763022543,-0.20547153044942731,-0.660879816313291,0.567718857815821
STATE_A,log-sigma-1-0-mm-3D_firstorder_Energy,26,0.028523573062157914,-0.14713265860611174,-0.5189576050631689,0.25664867120425633
STATE_A,log-sigma-1-0-mm-3D_firstorder_InterquartileRange,26,-0.04596405170025618,-0.21937260374058684,-0.40583014730624956,0.3534245598113672
STATE_A,log-sigma-1-0-mm-3D_firstorder_Kurtosis,26,0.10243987074129149,-0.034328789744316954,-0.35289329594732854,0.49107677021718305
STATE_A,log-sigma-1-0-mm-3D_firstorder_Maximum,26,0.22238631051124416,0.1324871101284937,-0.3478077634014711,1.04425257337923
STATE_A,log-sigma-1-0-mm-3D_firstorder_Mean,26,-0.04758849161282683,-0.030757585727758663,-0.4979807971998054,0.49040095132994016
STATE_A,log-sigma-1-0-mm-3D_firstorder_Minimum,26,-0.12222623589439818,0.1539247782991201,-0.29412860389651596,0.38923565580968217
STATE_A,log-sigma-1-0-mm-3D_firstorder_Range,26,0.17826875265490846,-0.07317996463129146,-0.634346127069715,0.7933063843370005
STATE_A,log-sigma-1-0-mm-3D_firstorder_Skewness,26,-0.41657926702058634,-0.1897278925055666,-1.0945444085670237,0.1671694969129182
STATE_A,log-sigma-1-0-mm-3D_glcm_Correlation,26,0.32894413519008125,0.5138628664917292,-0.27928387085430273,1.017615139425331
STATE_A,log-sigma-1-0-mm-3D_glcm_Imc1,26,-0.2926933338280941,-0.418396457621982,-0.9061486671346937,0.2297531837630278
STATE_A,log-sigma-1-0-mm-3D_glcm_MCC,26,0.3868562038851876,0.46587868884080275,-0.09423011712531464,1.0259853217653365
STATE_A,log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,26,0.062240434828943744,0.39399177741370583,-0.6546156549791813,0.619535498416244
STATE_A,log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,26,0.1438563720629325,-0.1430172904390417,-0.5668102276322358,0.36474657484060846
STATE_A,log-sigma-1-0-mm-3D_glrlm_RunEntropy,26,0.28107751797593145,0.14991095854885697,-0.13429658050908427,0.7789451078735717
STATE_A,log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,26,-0.028884424308340997,-0.16356842024702817,-0.4914197052554996,0.15090997010833265
STATE_A,log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,26,-0.18682773890001061,-0.11320324749690024,-0.23465481560010518,0.05989120012743381
STATE_A,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,26,-0.18404010895907918,-0.1737021499631053,-0.4079734957154564,0.1699457233137952
STATE_A,log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,26,-0.05268014480649076,-0.128688591888586,-0.48272956346428514,0.16680799250552883
STATE_A,log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,26,0.045281837069246815,-0.12104188140403613,-0.9539464775656643,0.5893984809347235
STATE_A,log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,26,0.09148427541394946,0.012936869862354795,-0.8611355621669802,0.3403358017472187
STATE_A,log-sigma-1-0-mm-3D_glszm_ZonePercentage,26,-0.2323723032503405,-0.43270498739118357,-0.66686852675311,0.06839227399832967
STATE_A,log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,26,-0.2944699724662615,-0.5490314398811962,-0.8967520605302257,0.41448479624481915
STATE_A,log-sigma-1-0-mm-3D_gldm_DependenceVariance,26,0.27196648516990796,0.5304660089587373,-0.4557058103229376,0.843631819225329
STATE_A,log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,26,0.14537824236519886,-0.07873245965077895,-0.6726759196283167,0.4705645016548689
STATE_A,log-sigma-2-0-mm-3D_firstorder_10Percentile,26,-0.2493527244801847,-0.11906866541884832,-0.7870918897882875,0.4489585528966516
STATE_A,log-sigma-2-0-mm-3D_firstorder_90Percentile,26,0.23867461972929901,0.25272901282364846,-0.4701019909297091,0.7794934567633768
