state_id,feature,n,mean,median,q1,q3
STATE_A,HALLMARK_ADIPOGENESIS,26,0.48261823234358103,0.48216619368151575,0.4663640823101799,0.49885648395920623
STATE_A,HALLMARK_ALLOGRAFT_REJECTION,26,0.19633210766864456,0.2006854816498786,0.15817099807738086,0.22689258200624304
STATE_A,HALLMARK_ANDROGEN_RESPONSE,26,0.4121150319759621,0.43000562483927374,0.39533943080041833,0.44153611459566544
STATE_A,HALLMARK_ANGIOGENESIS,26,0.46591347234511804,0.4747664317082342,0.396103206046502,0.5285041885805687
STATE_A,HALLMARK_APICAL_JUNCTION,26,0.27870404338295307,0.2801026114633634,0.24656668944671223,0.307496435300076
STATE_A,HALLMARK_APICAL_SURFACE,26,0.07513547134091912,0.07879162300765696,0.056455604984745444,0.10947005043224606
STATE_A,HALLMARK_APOPTOSIS,26,0.4261280492197469,0.426690646968719,0.40831633181539156,0.44733137729331063
STATE_A,HALLMARK_BILE_ACID_METABOLISM,26,0.1881812484023556,0.19357336543943865,0.15945091431740302,0.20703573627324215
STATE_A,HALLMARK_CHOLESTEROL_HOMEOSTASIS,26,0.3265901698950598,0.3266105174723267,0.3176786027049465,0.3434449097830072
STATE_A,HALLMARK_COAGULATION,26,0.3589552006747136,0.36423951714046227,0.33821218171941975,0.3846673870139543
STATE_A,HALLMARK_COMPLEMENT,26,0.2873518489312813,0.2914706239819619,0.2629268088305089,0.31445784030865254
STATE_A,HALLMARK_DNA_REPAIR,26,0.2961810837953297,0.29415709767356624,0.2849314378080038,0.3092959164926755
STATE_A,HALLMARK_E2F_TARGETS,26,0.08958149310457426,0.0971506405958268,0.08024178258388864,0.10401880609951478
STATE_A,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,26,0.37481242538608783,0.4003991464176081,0.31086753008182155,0.4338036087479225
STATE_A,HALLMARK_ESTROGEN_RESPONSE_EARLY,26,0.23283360791138305,0.23016131180171562,0.2221169451801463,0.25212697775954696
STATE_A,HALLMARK_ESTROGEN_RESPONSE_LATE,26,0.24066601452482184,0.2405920330120942,0.2214640251061914,0.25582187748486795
