state_id,state_n_with_wsi_phenotype,adipose_tissue,blank_space,clear_cell_renal_cell_carcinoma,cyst_content,fibrocollagenous_tissue,hemorrhage,inflammation,marker,necrosis,renal_parenchyma
STATE_A,26,6.571381126735604e-05,1.740192517259304e-12,0.9835224868346379,6.870455521892503e-06,0.004183243937149978,0.0016601011689933325,0.00253079841581817,1.1880776720931696e-05,0.00019065280701138207,0.007828253192482865
STATE_B,28,0.0002475648623620352,4.6277391209254825e-12,0.9849318005697797,6.946471151683731e-06,0.002930583403913425,0.0021961089703835517,0.003898573141406248,1.2064450438805335e-05,0.0007612616993587717,0.005015098240583057
STATE_C,17,9.472094705800567e-05,4.1508253216186826e-13,0.9831557761356949,4.279033599548353e-05,0.003617181770961543,0.004216981753200966,0.0027644297068811505,1.9378066219208193e-05,0.0008599416680079021,0.005228801625379
STATE_D,15,0.00022120984660537789,1.5880418442804916e-12,0.9815837524755351,1.6606504926092758e-05,0.0037354745170709454,0.0033123238479269754,0.0029065706226668463,2.6619874882555122e-05,0.0002394907713365071,0.007957953257696876
