state_id,original_shape_SurfaceVolumeRatio,original_glrlm_LowGrayLevelRunEmphasis,log-sigma-2-0-mm-3D_glrlm_RunEntropy,log-sigma-3-0-mm-3D_glrlm_RunEntropy
STATE_A,-0.12331399747722832,-0.08151953457736012,0.1772771105820352,0.1260929589112893
STATE_B,-0.37589886779263487,-0.20590594257724018,0.39242680342702785,0.478353346919774
STATE_C,0.8621990954830224,0.6971509812175796,-0.9462339594222333,-0.8602482685381517
STATE_D,-0.12471617804182815,-0.2509602176494078,0.16812548933785781,0.0160192023779859
