core_a,core_b,feature,effect_size,smd_a_vs_b,p_value,q_value,feature_family,medical_imaging_domain,interpretation
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_10Percentile,-0.34179887,-0.34179887,0.26245291,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_90Percentile,-0.04536424,-0.04536424,0.92434092,0.9919328,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Energy,-0.27641972,-0.27641972,0.74677984,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Entropy,0.26786984,0.26786984,0.43613842,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.15820673,0.15820673,0.48220727,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.13283421,0.13283421,0.83450466,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Maximum,0.31340383,0.31340383,0.60807542,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Mean,-0.54990144,-0.54990144,0.2031743,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.20687733,0.20687733,0.45884883,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Median,-0.40921075,-0.40921075,0.31410215,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Minimum,0.22188952,0.22188952,0.5817643,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_Range,-0.02769155,-0.02769155,0.80497433,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; lower in CORE A than CORE B
CORE01,CORE02,log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.1727358,0.1727358,0.41408991,0.98776112,firstorder,intratumoral intensity distribution,intratumoral intensity distribution; higher in CORE A than CORE B
