core_id,clinical_variable,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,effect_size,direction,p_value,q_value,available_n,missing_n,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,ci_low,ci_high
CORE02,stage_group,,,,,,,,,,1.0,1.0,103,0,IV,2,14,13,89,0.14285714285714285,0.14606741573033707,-0.0032102728731942254,1.13333333,0.25900832,4.95908572
CORE02,t_stage,,,,,,,,,,1.0,1.0,103,0,T1,0,14,1,89,0.0,0.011235955056179775,-0.011235955056179775,2.03448276,0.07900557,52.39022903
CORE02,t_stage,,,,,,,,,,1.0,1.0,103,0,T1A,4,14,28,89,0.2857142857142857,0.3146067415730337,-0.028892455858748,0.92481203,0.28126315,3.04084371
CORE02,t_stage,,,,,,,,,,0.50920332,1.0,103,0,T1B,2,14,24,89,0.14285714285714285,0.2696629213483146,-0.12680577849117175,0.53469388,0.12731025,2.24567578
CORE02,t_stage,,,,,,,,,,0.62279354,1.0,103,0,T2,2,14,8,89,0.14285714285714285,0.0898876404494382,0.05296950240770465,1.91764706,0.41494643,8.862277
CORE02,t_stage,,,,,,,,,,1.0,1.0,103,0,T2A,0,14,1,89,0.0,0.011235955056179775,-0.011235955056179775,2.03448276,0.07900557,52.39022903
CORE02,t_stage,,,,,,,,,,1.0,1.0,103,0,T2B,0,14,1,89,0.0,0.011235955056179775,-0.011235955056179775,2.03448276,0.07900557,52.39022903
CORE02,t_stage,,,,,,,,,,0.74753645,1.0,103,0,T3A,4,14,22,89,0.2857142857142857,0.24719101123595505,0.03852327447833065,1.28571429,0.38609019,4.28154168
CORE02,t_stage,,,,,,,,,,0.08815398,0.4628084,103,0,T3B,2,14,2,89,0.14285714285714285,0.02247191011235955,0.1203852327447833,7.0,1.10006189,44.54294825
CORE02,t_stage,,,,,,,,,,1.0,1.0,103,0,T4,0,14,2,89,0.0,0.02247191011235955,-0.02247191011235955,1.20689655,0.05508906,26.44080736
CORE02,m_stage,,,,,,,,,,1.0,1.0,98,5,M0,12,14,72,84,0.8571428571428571,0.8571428571428571,0.0,0.86206897,0.19532255,3.80479832
CORE02,m_stage,,,,,,,,,,1.0,1.0,98,5,M1,2,14,12,84,0.14285714285714285,0.14285714285714285,0.0,1.16,0.26282602,5.11973662
CORE02,grade,,,,,,,,,,0.23978795,1.0,103,0,G2,3,14,36,89,0.21428571428571427,0.4044943820224719,-0.19020866773675763,0.44609887,0.12548578,1.58587056
CORE02,grade,,,,,,,,,,0.39749334,1.0,103,0,G3,8,14,39,89,0.5714285714285714,0.43820224719101125,0.13322632423756015,1.67185979,0.55492565,5.03691828
CORE02,grade,,,,,,,,,,0.69780168,1.0,103,0,G4,3,14,14,89,0.21428571428571427,0.15730337078651685,0.056982343499197424,1.58470765,0.42251938,5.94362871
CORE03,age,11,92,46.0,59.0,49.18181818,60.20652174,-1.00365471,-1.00365471,lower_in_core,0.00272772,0.05728212,103,0,,,,,,,,,,,
CORE03,gender,,,,,,,,,,0.31045599,0.68682713,103,0,FEMALE,5,11,27,92,0.45454545454545453,0.29347826086956524,0.1610671936758893,2.01538462,0.59514062,6.82489987
CORE03,gender,,,,,,,,,,0.31045599,0.68682713,103,0,MALE,6,11,65,92,0.5454545454545454,0.7065217391304348,-0.1610671936758894,0.49618321,0.1465223,1.68027516
CORE03,stage_group,,,,,,,,,,0.06225974,0.43581818,103,0,I,9,11,47,92,0.8181818181818182,0.5108695652173914,0.3073122529644269,3.64,0.85271077,15.5382111
CORE03,stage_group,,,,,,,,,,0.59202869,0.96102802,103,0,II,0,11,9,92,0.0,0.09782608695652174,-0.09782608695652174,0.38215103,0.02081961,7.01451299
CORE03,stage_group,,,,,,,,,,1.0,1.0,103,0,III,2,11,21,92,0.18181818181818182,0.22826086956521738,-0.046442687747035555,0.875153,0.20036568,3.82247481
CORE03,stage_group,,,,,,,,,,0.35976659,0.68682713,103,0,IV,0,11,15,92,0.0,0.16304347826086957,-0.16304347826086957,0.2173913,0.01216037,3.88630959
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T1,0,11,1,92,0.0,0.010869565217391304,-0.010869565217391304,2.65217391,0.10192673,69.01061733
CORE03,t_stage,,,,,,,,,,0.03262171,0.34252795,103,0,T1A,7,11,25,92,0.6363636363636364,0.2717391304347826,0.36462450592885376,4.41176471,1.25846927,15.46614464
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T1B,3,11,23,92,0.2727272727272727,0.25,0.022727272727272707,1.21777222,0.32214571,4.60341119
CORE03,t_stage,,,,,,,,,,0.59492211,0.96102802,103,0,T2,0,11,10,92,0.0,0.10869565217391304,-0.10869565217391304,0.34161491,0.01873311,6.22965265
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T2A,0,11,1,92,0.0,0.010869565217391304,-0.010869565217391304,2.65217391,0.10192673,69.01061733
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T2B,0,11,1,92,0.0,0.010869565217391304,-0.010869565217391304,2.65217391,0.10192673,69.01061733
CORE03,t_stage,,,,,,,,,,0.28258419,0.68682713,103,0,T3A,1,11,25,92,0.09090909090909091,0.2717391304347826,-0.18083003952569168,0.37815126,0.06438259,2.22107218
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T3B,0,11,4,92,0.0,0.043478260869565216,-0.043478260869565216,0.85507246,0.0431851,16.93058318
CORE03,t_stage,,,,,,,,,,1.0,1.0,103,0,T4,0,11,2,92,0.0,0.021739130434782608,-0.021739130434782608,1.57391304,0.07105996,34.86073142
CORE03,m_stage,,,,,,,,,,0.35601886,0.68682713,98,5,M0,11,11,73,87,1.0,0.8390804597701149,0.16091954022988508,4.53741497,0.25294367,81.39414842
CORE03,m_stage,,,,,,,,,,0.35601886,0.68682713,98,5,M1,0,11,14,87,0.0,0.16091954022988506,-0.16091954022988506,0.22038981,0.0122859,3.95344941
CORE03,grade,,,,,,,,,,0.09754974,0.51213613,103,0,G2,7,11,32,92,0.6363636363636364,0.34782608695652173,0.2885375494071146,3.1025641,0.89422491,10.76452232
CORE03,grade,,,,,,,,,,0.7502947,1.0,103,0,G3,4,11,43,92,0.36363636363636365,0.4673913043478261,-0.10375494071146246,0.68275862,0.19804079,2.35385512
CORE03,grade,,,,,,,,,,0.20374064,0.68682713,103,0,G4,0,11,17,92,0.0,0.18478260869565216,-0.18478260869565216,0.18757764,0.01054197,3.33764741
CORE04,age,11,92,58.0,58.0,60.90909091,58.80434783,0.18315737,0.18315737,higher_in_core,0.60433656,1.0,103,0,,,,,,,,,,,
CORE04,gender,,,,,,,,,,0.31045599,0.65195758,103,0,FEMALE,5,11,27,92,0.45454545454545453,0.29347826086956524,0.1610671936758893,2.01538462,0.59514062,6.82489987
CORE04,gender,,,,,,,,,,0.31045599,0.65195758,103,0,MALE,6,11,65,92,0.5454545454545454,0.7065217391304348,-0.1610671936758894,0.49618321,0.1465223,1.68027516
CORE04,stage_group,,,,,,,,,,0.54289827,1.0,103,0,I,5,11,51,92,0.45454545454545453,0.5543478260869565,-0.09980237154150201,0.68185213,0.20395408,2.27954416
CORE04,stage_group,,,,,,,,,,1.0,1.0,103,0,II,1,11,8,92,0.09090909090909091,0.08695652173913043,0.003952569169960479,1.42016807,0.22319165,9.03652667
CORE04,stage_group,,,,,,,,,,0.11755456,0.41144096,103,0,III,0,11,23,92,0.0,0.25,-0.25,0.12858464,0.00729176,2.26749387
CORE04,stage_group,,,,,,,,,,0.00922132,0.06454924,103,0,IV,5,11,10,92,0.45454545454545453,0.10869565217391304,0.3458498023715415,6.64835165,1.80361419,24.50667105
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T1,0,11,1,92,0.0,0.010869565217391304,-0.010869565217391304,2.65217391,0.10192673,69.01061733
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T1A,3,11,29,92,0.2727272727272727,0.31521739130434784,-0.04249011857707513,0.88634098,0.23696375,3.31527646
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T1B,3,11,23,92,0.2727272727272727,0.25,0.022727272727272707,1.21777222,0.32214571,4.60341119
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T2,1,11,9,92,0.09090909090909091,0.09782608695652174,-0.006916996047430832,1.2556391,0.19986687,7.8883987
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T2A,0,11,1,92,0.0,0.010869565217391304,-0.010869565217391304,2.65217391,0.10192673,69.01061733
CORE04,t_stage,,,,,,,,,,0.10679612,0.41144096,103,0,T2B,1,11,0,92,0.09090909090909091,0.0,0.09090909090909091,26.42857143,1.01081501,690.99625823
CORE04,t_stage,,,,,,,,,,0.72570356,1.0,103,0,T3A,2,11,24,92,0.18181818181818182,0.2608695652173913,-0.07905138339920947,0.73576799,0.16957537,3.19241255
CORE04,t_stage,,,,,,,,,,1.0,1.0,103,0,T3B,0,11,4,92,0.0,0.043478260869565216,-0.043478260869565216,0.85507246,0.0431851,16.93058318
CORE04,t_stage,,,,,,,,,,0.20312203,0.53319533,103,0,T4,1,11,1,92,0.09090909090909091,0.010869565217391304,0.08003952569169961,8.71428571,0.82975215,91.51982955
CORE04,m_stage,,,,,,,,,,0.00264428,0.02776494,98,5,M0,4,9,80,89,0.4444444444444444,0.898876404494382,-0.4544319600499376,0.09655562,0.02343896,0.39775606
CORE04,m_stage,,,,,,,,,,0.00264428,0.02776494,98,5,M1,5,9,9,89,0.5555555555555556,0.10112359550561797,0.4544319600499376,10.35672515,2.51410373,42.66401365
CORE04,grade,,,,,,,,,,0.19986718,0.53319533,103,0,G2,2,11,37,92,0.18181818181818182,0.40217391304347827,-0.22035573122529645,0.38947368,0.09103921,1.66620236
CORE04,grade,,,,,,,,,,1.0,1.0,103,0,G3,5,11,42,92,0.45454545454545453,0.45652173913043476,-0.0019762845849802257,1.00542986,0.30082928,3.36034182
CORE04,grade,,,,,,,,,,0.08108368,0.41144096,103,0,G4,4,11,13,92,0.36363636363636365,0.14130434782608695,0.2223320158102767,3.53333333,0.95970091,13.00868254
CORE05,age,5,98,71.0,58.0,66.8,58.63265306,0.71814255,0.71814255,higher_in_core,0.14678836,0.85327687,103,0,,,,,,,,,,,
CORE05,gender,,,,,,,,,,0.64482662,1.0,103,0,FEMALE,2,5,30,98,0.4,0.30612244897959184,0.09387755102040818,1.60421546,0.29952975,8.59182502
CORE05,gender,,,,,,,,,,0.64482662,1.0,103,0,MALE,3,5,68,98,0.6,0.6938775510204082,-0.09387755102040818,0.62335766,0.11638971,3.33856649
CORE05,stage_group,,,,,,,,,,0.17525676,0.85327687,103,0,I,1,5,55,98,0.2,0.5612244897959183,-0.3612244897959183,0.26126126,0.03946727,1.72946981
CORE05,stage_group,,,,,,,,,,0.37296964,0.85327687,103,0,II,1,5,8,98,0.2,0.08163265306122448,0.11836734693877553,3.54901961,0.4914046,25.63170977
CORE05,stage_group,,,,,,,,,,0.30985268,0.85327687,103,0,III,2,5,21,98,0.4,0.21428571428571427,0.18571428571428575,2.57475083,0.47419524,13.98019493
CORE05,stage_group,,,,,,,,,,0.55248806,1.0,103,0,IV,1,5,14,98,0.2,0.14285714285714285,0.05714285714285716,1.94252874,0.28193583,13.38395994
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T1,0,5,1,98,0.0,0.01020408163265306,-0.01020408163265306,5.90909091,0.21493078,162.45860984
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T1A,1,5,31,98,0.2,0.3163265306122449,-0.1163265306122449,0.71428571,0.10729666,4.75507902
CORE05,t_stage,,,,,,,,,,0.32650147,0.85327687,103,0,T1B,0,5,26,98,0.0,0.2653061224489796,-0.2653061224489796,0.24871355,0.01329253,4.65362496
CORE05,t_stage,,,,,,,,,,0.40632232,0.85327687,103,0,T2,1,5,9,98,0.2,0.09183673469387756,0.10816326530612246,3.14035088,0.44004545,22.41087507
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T2A,0,5,1,98,0.0,0.01020408163265306,-0.01020408163265306,5.90909091,0.21493078,162.45860984
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T2B,0,5,1,98,0.0,0.01020408163265306,-0.01020408163265306,5.90909091,0.21493078,162.45860984
CORE05,t_stage,,,,,,,,,,1.0,1.0,103,0,T3A,1,5,25,98,0.2,0.25510204081632654,-0.055102040816326525,0.96078431,0.14341346,6.43667986
CORE05,t_stage,,,,,,,,,,0.18297776,0.85327687,103,0,T3B,1,5,3,98,0.2,0.030612244897959183,0.16938775510204082,9.0952381,1.07688542,76.81723069
CORE05,t_stage,,,,,,,,,,0.0951837,0.85327687,103,0,T4,1,5,1,98,0.2,0.01020408163265306,0.18979591836734694,21.66666667,1.86484842,251.73329853
CORE05,m_stage,,,,,,,,,,1.0,1.0,98,5,M0,5,5,79,93,1.0,0.8494623655913979,0.15053763440860213,2.00628931,0.10514339,38.28292688
CORE05,m_stage,,,,,,,,,,1.0,1.0,98,5,M1,0,5,14,93,0.0,0.15053763440860216,-0.15053763440860216,0.4984326,0.0261213,9.51082118
CORE05,grade,,,,,,,,,,0.36426895,0.85327687,103,0,G2,3,5,36,98,0.6,0.3673469387755102,0.23265306122448975,2.39726027,0.44965312,12.78064474
CORE05,grade,,,,,,,,,,0.37245101,0.85327687,103,0,G3,1,5,46,98,0.2,0.46938775510204084,-0.2693877551020408,0.37634409,0.05687839,2.49013486
CORE05,grade,,,,,,,,,,1.0,1.0,103,0,G4,1,5,16,98,0.2,0.16326530612244897,0.036734693877551045,1.66666667,0.24385289,11.39120311
