core_id,feature,n_core,n_rest,median_core,median_rest,mean_core,mean_rest,smd,p_value,q_value,cliffs_delta,direction
CORE02,chr16q,14,89,0.04785,0.0366,0.09491536,0.06439537,0.28751015,0.4557942,0.6018855,0.12520064,higher_in_core
CORE02,chr17p,14,89,0.00635294,0.0155,-0.0174863,0.00696627,-0.27564238,0.2216546,0.50333881,-0.2046549,lower_in_core
CORE02,chr17q,14,89,0.00857789,0.02083709,0.01448747,0.02484881,-0.12911302,0.31692109,0.51763778,-0.16773676,lower_in_core
CORE02,chr18p,14,89,-0.00235,0.01920576,-0.04191932,-0.01443645,-0.22275631,0.28544128,0.50333881,-0.17897271,lower_in_core
CORE02,chr18q,14,89,-0.00235,0.01791137,-0.04071342,-0.01138549,-0.22500786,0.30770283,0.51763778,-0.17094703,lower_in_core
CORE02,chr19p,14,89,0.00235,0.01945623,-0.00455184,0.02904567,-0.54174031,0.04690297,0.31441659,-0.33226324,lower_in_core
CORE02,chr19q,14,89,0.01780499,0.022,0.05343576,0.03574337,0.23681395,0.48537829,0.6018855,-0.11717496,lower_in_core
CORE02,chr20p,14,89,0.09635,0.0306,0.1404874,0.04792266,0.75248528,0.04086278,0.31441659,0.34189406,higher_in_core
CORE02,chr20q,14,89,0.15758429,0.0332,0.2149627,0.06057261,1.43877837,0.00715225,0.17523012,0.4494382,higher_in_core
CORE02,chr21p,14,89,0.0,0.0,0.0,0.0,,,,0.0,
CORE02,chr21q,14,89,0.0156244,0.0162,0.04147789,0.010433,0.21223554,0.73989091,0.82396942,0.05617978,higher_in_core
CORE02,chr22p,14,89,0.0,0.0,0.0,0.0,,,,0.0,
CORE02,chr22q,14,89,0.006,0.0262,-0.06980842,0.03041477,-1.15686765,0.00365857,0.17523012,-0.48555377,lower_in_core
CORE02,locus::VHL,14,89,-0.2699,-0.3627,-0.26799286,-0.36306404,0.46356402,0.06821602,0.3342585,0.30497592,higher_in_core
CORE02,locus::SETD2,14,89,-0.29325,-0.3627,-0.31897143,-0.3660719,0.23609288,0.25414586,0.50333881,0.19101124,higher_in_core
CORE02,locus::PBRM1,14,89,-0.29325,-0.3627,-0.30837857,-0.37334252,0.29884005,0.23465512,0.50333881,0.19903692,higher_in_core
CORE02,locus::BAP1,14,89,-0.29325,-0.3627,-0.30837857,-0.36400337,0.27082328,0.25817545,0.50333881,0.1894061,higher_in_core
CORE02,locus::JAK2,14,89,-0.05295,-0.0008,-0.06377253,-0.06236517,-0.00755134,0.36824419,0.56387392,-0.15088283,lower_in_core
CORE02,locus::CDKN2A,14,89,-0.11745,-0.0024,-0.19398571,-0.08042022,-0.55832069,0.11900809,0.39321254,-0.26083467,lower_in_core
CORE02,locus::PTEN,14,89,-0.03095,0.0014,-0.11250852,-0.02977163,-0.66509085,0.02494842,0.31441659,-0.37479936,lower_in_core
CORE02,fga,14,89,0.18790621,0.12499893,0.22432683,0.160276,0.42077076,0.06821602,0.3342585,0.30497592,higher_in_core
CORE02,gain_burden,14,89,0.11642461,0.03864664,0.11380723,0.06780258,0.52993998,0.03186044,0.31441659,0.35874799,higher_in_core
CORE02,loss_burden,14,89,0.08910234,0.07120195,0.11051961,0.09247342,0.21684181,0.4216692,0.6018855,0.13483146,higher_in_core
CORE03,chr1p,11,92,0.0111,0.00519679,-0.10627496,-0.00998164,-0.86847406,0.28803071,0.5880627,-0.19762846,lower_in_core
CORE03,chr1q,11,92,0.0118,0.0273,-0.09165623,0.04510593,-1.35614844,0.05527741,0.43386805,-0.35573123,lower_in_core
CORE03,chr2p,11,92,0.0129,0.035496,-0.04197339,0.05415581,-1.03422417,0.04087216,0.43386805,-0.37944664,lower_in_core
CORE03,chr2q,11,92,0.0129,0.02368313,-0.01643631,0.03508901,-0.52844199,0.55343079,0.67795272,-0.11067194,lower_in_core
CORE03,chr3p,11,92,-0.26114926,-0.33224446,-0.19202558,-0.31864342,0.72495145,0.23803915,0.56539163,0.21936759,higher_in_core
CORE03,chr3q,11,92,0.03237757,0.0127,0.06750219,-0.01560842,0.56907499,0.06393878,0.43386805,0.34387352,higher_in_core
CORE03,chr4p,11,92,0.03041932,0.0079,0.06043754,-0.01173802,0.70990122,0.02326536,0.43386805,0.42094862,higher_in_core
CORE03,chr4q,11,92,0.0324,0.00819256,0.07108251,-0.00774032,0.88771328,0.01384563,0.43386805,0.45652174,higher_in_core
CORE03,chr5p,11,92,0.02026581,0.05065657,0.05443956,0.13010736,-0.48901183,0.1449712,0.56539163,-0.27075099,lower_in_core
CORE03,chr5q,11,92,0.0492,0.16496226,0.11172523,0.18608153,-0.50623385,0.05947846,0.43386805,-0.34980237,lower_in_core
CORE03,chr6p,11,92,0.0138,0.00325,-0.04083323,-0.03082299,-0.08272171,0.47105681,0.67276115,0.13438735,higher_in_core
CORE03,chr6q,11,92,0.01331742,-0.0057486,-0.04675349,-0.05567303,0.06327144,0.19450789,0.56539163,0.24110672,higher_in_core
CORE03,chr7p,11,92,0.01983843,0.04385,0.08681863,0.10000309,-0.0988473,0.33923902,0.62549939,-0.17786561,lower_in_core
CORE03,chr7q,11,92,0.01510942,0.03882687,0.08586909,0.09978218,-0.09734348,0.39594185,0.67276115,-0.15810277,lower_in_core
CORE03,chr8p,11,92,0.00973083,-0.01454318,-0.06658554,-0.10130434,0.1853463,0.34466293,0.62549939,0.17588933,higher_in_core
CORE03,chr8q,11,92,0.01395807,0.0123,0.00692651,0.00510263,0.01307416,0.81842304,0.89117175,0.04347826,higher_in_core
CORE03,chr9p,11,92,0.0127,-0.01535,-0.05080019,-0.07349987,0.13726559,0.2423107,0.56539163,0.2173913,higher_in_core
CORE03,chr9q,11,92,0.01627489,-0.01159657,-0.04862283,-0.07909122,0.18954454,0.1667308,0.56539163,0.256917,higher_in_core
CORE03,chr10p,11,92,0.01364444,0.00510385,-0.04762905,-0.00783778,-0.38691387,1.0,1.0,0.0,
CORE03,chr10q,11,92,0.0037,-0.00635587,-0.04965475,-0.03115117,-0.16453103,0.49774425,0.67276115,0.12648221,higher_in_core
CORE03,chr11p,11,92,0.02916956,0.0209,0.06063258,0.02907269,0.57982685,0.16347987,0.56539163,0.25889328,higher_in_core
CORE03,chr11q,11,92,0.0318,0.01229912,0.06270914,0.01718967,0.72525083,0.07368824,0.43386805,0.33201581,higher_in_core
CORE03,chr12p,11,92,0.0236,0.03883596,0.08223289,0.07740326,0.04368875,0.81842255,0.89117175,-0.04347826,lower_in_core
CORE03,chr12q,11,92,0.02348873,0.0414304,0.08232588,0.07708984,0.05145166,0.7936237,0.89117175,-0.04940711,lower_in_core
CORE03,chr13p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE03,chr13q,11,92,0.0175,0.00417283,4.911e-05,-0.01342687,0.13664699,0.26908886,0.5880627,0.2055336,higher_in_core
CORE03,chr14p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE03,chr14q,11,92,0.0014,-0.11881746,-0.10532861,-0.15178283,0.23353361,0.45157719,0.67276115,0.14031621,higher_in_core
CORE03,chr15p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE03,chr15q,11,92,0.0287,0.01097841,0.06360772,0.0045971,0.74993602,0.08271337,0.43386805,0.32213439,higher_in_core
CORE03,chr16p,11,92,0.0669,0.0368,0.15570215,0.06588536,0.85162424,0.10120295,0.45081314,0.30434783,higher_in_core
CORE03,chr16q,11,92,0.04427919,0.0353,0.12157945,0.06220249,0.56518732,0.2135109,0.56539163,0.2312253,higher_in_core
CORE03,chr17p,11,92,0.0132,0.01275,-0.04137665,0.00902536,-0.57460167,0.78950947,0.89117175,-0.05039526,lower_in_core
CORE03,chr17q,11,92,0.0132,0.02017811,-0.03682027,0.03064556,-0.87024297,0.54276378,0.67795272,-0.11363636,lower_in_core
CORE03,chr18p,11,92,0.0374,0.014,0.02668856,-0.02353575,0.40916947,0.0846192,0.43386805,0.3201581,higher_in_core
CORE03,chr18q,11,92,0.0374,0.01224384,0.02481762,-0.02017707,0.34616357,0.0885445,0.43386805,0.31620553,higher_in_core
CORE03,chr19p,11,92,0.01945623,0.01625,0.0602316,0.02020426,0.6471581,0.22553574,0.56539163,0.22529644,higher_in_core
CORE03,chr19q,11,92,0.0194,0.02215499,0.06077666,0.03544258,0.33985882,0.42322258,0.67276115,0.14920949,higher_in_core
CORE03,chr20p,11,92,0.0228,0.0329674,0.075617,0.05869732,0.13322028,0.99574015,1.0,0.00197628,higher_in_core
CORE03,chr20q,11,92,0.0228,0.03761079,0.05881922,0.0842764,-0.21283477,0.51137949,0.67276115,-0.12252964,lower_in_core
CORE03,chr21p,11,92,0.0,0.0,0.0,0.0,,,,0.0,
CORE03,chr21q,11,92,0.0115,0.0185,-0.05623791,0.02312874,-0.54900077,0.28321433,0.5880627,-0.19960474,lower_in_core
