core_a,core_b,feature,cliffs_delta,p_value,q_value,direction
CORE01,CORE02,locus::CDKN2A,0.58730159,0.00523778,0.0427752,higher_in_core_a
CORE01,CORE02,locus::PTEN,0.5515873,0.00875865,0.06131055,higher_in_core_a
CORE01,CORE02,fga,-0.6031746,0.00413065,0.0427752,lower_in_core_a
CORE01,CORE02,gain_burden,-0.51190476,0.01504136,0.07542546,lower_in_core_a
CORE01,CORE02,loss_burden,-0.41269841,0.05042709,0.12354637,lower_in_core_a
CORE01,CORE03,chr1p,0.08080808,0.73601027,0.87962203,higher_in_core_a
CORE01,CORE03,chr1q,0.11111111,0.63692819,0.80029524,higher_in_core_a
CORE01,CORE03,chr2p,0.04040404,0.87499794,0.97442952,higher_in_core_a
CORE01,CORE03,chr2q,-0.12626263,0.58959272,0.80029524,higher_in_core_a
CORE01,CORE03,chr3p,-0.39393939,0.08355057,0.292427,lower_in_core_a
CORE01,CORE03,chr3q,-0.62626263,0.00570592,0.1397168,lower_in_core_a
CORE01,CORE03,chr4p,-0.43434343,0.05610323,0.24991439,lower_in_core_a
CORE01,CORE03,chr4q,-0.51515152,0.02321934,0.16253538,lower_in_core_a
CORE01,CORE03,chr5p,-0.02020202,0.94624736,0.98207039,higher_in_core_a
CORE01,CORE03,chr5q,0.45454545,0.04548663,0.22288449,higher_in_core_a
CORE01,CORE03,chr6p,-0.12121212,0.60523535,0.80029524,higher_in_core_a
CORE01,CORE03,chr6q,-0.31313131,0.17041453,0.34792967,higher_in_core_a
CORE01,CORE03,chr7p,-0.23232323,0.31187296,0.52695776,lower_in_core_a
CORE01,CORE03,chr7q,-0.21212121,0.35683825,0.58283581,lower_in_core_a
CORE01,CORE03,chr8p,0.02020202,0.94624736,0.98207039,higher_in_core_a
CORE01,CORE03,chr8q,-0.3030303,0.18486408,0.3623336,lower_in_core_a
CORE01,CORE03,chr9p,-0.01010101,0.98207039,0.98207039,higher_in_core_a
CORE01,CORE03,chr9q,-0.12121212,0.60523535,0.80029524,higher_in_core_a
CORE01,CORE03,chr10p,-0.19191919,0.40568379,0.64124212,higher_in_core_a
CORE01,CORE03,chr10q,-0.18181818,0.43153567,0.66078899,higher_in_core_a
CORE01,CORE03,chr11p,-0.52525253,0.02062646,0.16253538,lower_in_core_a
CORE01,CORE03,chr11q,-0.54545455,0.01618813,0.16253538,lower_in_core_a
CORE01,CORE03,chr12p,-0.37373737,0.10089024,0.32957478,lower_in_core_a
CORE01,CORE03,chr12q,-0.28282828,0.21644627,0.40791797,lower_in_core_a
CORE01,CORE03,chr13p,0.0,,,
CORE01,CORE03,chr13q,-0.35353535,0.12098326,0.34066149,lower_in_core_a
CORE01,CORE03,chr14p,0.0,,,
CORE01,CORE03,chr14q,0.03030303,0.9105327,0.98207039,higher_in_core_a
CORE01,CORE03,chr15p,0.0,,,
CORE01,CORE03,chr15q,-0.51515152,0.02321934,0.16253538,lower_in_core_a
CORE01,CORE03,chr16p,-0.65656566,0.00374284,0.1397168,lower_in_core_a
CORE01,CORE03,chr16q,-0.5959596,0.00855409,0.1397168,lower_in_core_a
CORE01,CORE03,chr17p,-0.12121212,0.60523535,0.80029524,higher_in_core_a
CORE01,CORE03,chr17q,-0.09090909,0.70242681,0.86047284,higher_in_core_a
CORE01,CORE03,chr18p,-0.34343434,0.13209323,0.34066149,lower_in_core_a
CORE01,CORE03,chr18q,-0.34343434,0.13209323,0.34066149,lower_in_core_a
CORE01,CORE03,chr19p,-0.36363636,0.11057671,0.33864117,lower_in_core_a
CORE01,CORE03,chr19q,-0.45454545,0.04548663,0.22288449,lower_in_core_a
CORE01,CORE03,chr20p,-0.45454545,0.04546004,0.22288449,lower_in_core_a
CORE01,CORE03,chr20q,-0.39393939,0.08351252,0.292427,lower_in_core_a
CORE01,CORE03,chr21p,0.0,,,
CORE01,CORE03,chr21q,0.05050505,0.8397135,0.95688283,higher_in_core_a
CORE01,CORE03,chr22p,0.0,,,
CORE01,CORE03,chr22q,-0.40909091,0.0721631,0.292427,lower_in_core_a
CORE01,CORE03,locus::VHL,-0.33333333,0.14407957,0.34792967,lower_in_core_a
CORE01,CORE03,locus::SETD2,-0.31313131,0.17041453,0.34792967,lower_in_core_a
CORE01,CORE03,locus::PBRM1,-0.32323232,0.1568283,0.34792967,lower_in_core_a
CORE01,CORE03,locus::BAP1,-0.32323232,0.1568283,0.34792967,lower_in_core_a
CORE01,CORE03,locus::JAK2,0.05050505,0.8397135,0.95688283,higher_in_core_a
CORE01,CORE03,locus::CDKN2A,-0.01010101,0.98207039,0.98207039,higher_in_core_a
CORE01,CORE03,locus::PTEN,-0.17171717,0.45831769,0.68053233,higher_in_core_a
CORE01,CORE03,fga,-0.26262626,0.25173733,0.44054033,lower_in_core_a
CORE01,CORE03,gain_burden,-0.11111111,0.63696968,0.80029524,lower_in_core_a
CORE01,CORE03,loss_burden,-0.27272727,0.23361966,0.42397642,lower_in_core_a
CORE01,CORE04,chr1p,-0.16161616,0.48600734,0.55382232,lower_in_core_a
CORE01,CORE04,chr1q,-0.74747475,0.00095459,0.04344932,lower_in_core_a
CORE01,CORE04,chr2p,-0.56565657,0.01261207,0.0475378,lower_in_core_a
CORE01,CORE04,chr2q,-0.31313131,0.17041453,0.26094725,lower_in_core_a
CORE01,CORE04,chr3p,-0.41414141,0.0687073,0.13466631,lower_in_core_a
CORE01,CORE04,chr3q,-0.32323232,0.1568283,0.24788989,lower_in_core_a
CORE01,CORE04,chr4p,-0.09090909,0.70242681,0.76486475,higher_in_core_a
CORE01,CORE04,chr4q,-0.23232323,0.31187296,0.41302095,lower_in_core_a
CORE01,CORE04,chr5p,-0.08080808,0.73604157,0.76736249,higher_in_core_a
CORE01,CORE04,chr5q,0.25252525,0.27081262,0.36860607,higher_in_core_a
CORE01,CORE04,chr6p,-0.05050505,0.8397135,0.8397135,higher_in_core_a
CORE01,CORE04,chr6q,0.53535354,0.01828974,0.05945274,higher_in_core_a
CORE01,CORE04,chr7p,-0.62626263,0.00570592,0.04344932,lower_in_core_a
CORE01,CORE04,chr7q,-0.52525253,0.02062646,0.05945274,lower_in_core_a
CORE01,CORE04,chr8p,0.18181818,0.43153567,0.50345828,higher_in_core_a
CORE01,CORE04,chr8q,-0.36363636,0.11057671,0.18683651,lower_in_core_a
CORE01,CORE04,chr9p,0.49494949,0.02926392,0.06517873,higher_in_core_a
CORE01,CORE04,chr9q,0.62626263,0.00570592,0.04344932,higher_in_core_a
CORE01,CORE04,chr10p,-0.39393939,0.08355057,0.15162881,lower_in_core_a
CORE01,CORE04,chr10q,-0.05050505,0.8397135,0.8397135,higher_in_core_a
CORE01,CORE04,chr11p,-0.49494949,0.02926392,0.06517873,lower_in_core_a
CORE01,CORE04,chr11q,-0.4040404,0.07583302,0.14291608,lower_in_core_a
CORE01,CORE04,chr12p,-0.58585859,0.00975393,0.04344932,lower_in_core_a
CORE01,CORE04,chr12q,-0.46464646,0.04084767,0.08339733,lower_in_core_a
CORE01,CORE04,chr13p,0.0,,,
CORE01,CORE04,chr13q,-0.21212121,0.35683825,0.44833524,lower_in_core_a
CORE01,CORE04,chr14p,0.0,,,
CORE01,CORE04,chr14q,0.51515152,0.02321934,0.05988146,higher_in_core_a
CORE01,CORE04,chr15p,0.0,,,
CORE01,CORE04,chr15q,-0.51515152,0.02321934,0.05988146,lower_in_core_a
CORE01,CORE04,chr16p,-0.5959596,0.00855409,0.04344932,lower_in_core_a
CORE01,CORE04,chr16q,-0.56565657,0.01261207,0.0475378,lower_in_core_a
CORE01,CORE04,chr17p,-0.21212121,0.35683825,0.44833524,lower_in_core_a
CORE01,CORE04,chr17q,-0.53535354,0.01828974,0.05945274,lower_in_core_a
CORE01,CORE04,chr18p,0.11111111,0.63696968,0.7093526,higher_in_core_a
CORE01,CORE04,chr18q,0.08080808,0.73604157,0.76736249,higher_in_core_a
CORE01,CORE04,chr19p,-0.46464646,0.04084767,0.08339733,lower_in_core_a
CORE01,CORE04,chr19q,-0.68686869,0.00241415,0.04344932,lower_in_core_a
CORE01,CORE04,chr20p,-0.38383838,0.0918522,0.16074135,lower_in_core_a
CORE01,CORE04,chr20q,-0.63636364,0.00496167,0.04344932,lower_in_core_a
CORE01,CORE04,chr21p,0.0,,,
CORE01,CORE04,chr21q,-0.34848485,0.12641956,0.20648528,lower_in_core_a
CORE01,CORE04,chr22p,0.0,,,
CORE01,CORE04,chr22q,-0.26262626,0.25173733,0.35243226,higher_in_core_a
CORE01,CORE04,locus::VHL,-0.58585859,0.00975393,0.04344932,lower_in_core_a
CORE01,CORE04,locus::SETD2,-0.60606061,0.00748796,0.04344932,lower_in_core_a
CORE01,CORE04,locus::PBRM1,-0.61616162,0.00654256,0.04344932,lower_in_core_a
CORE01,CORE04,locus::BAP1,-0.61616162,0.00654256,0.04344932,lower_in_core_a
CORE01,CORE04,locus::JAK2,0.52525253,0.02062646,0.05945274,higher_in_core_a
CORE01,CORE04,locus::CDKN2A,0.50505051,0.02609067,0.06392214,higher_in_core_a
CORE01,CORE04,locus::PTEN,-0.18181818,0.43147894,0.50345828,higher_in_core_a
CORE01,CORE04,fga,-0.28282828,0.21644627,0.32138992,lower_in_core_a
CORE01,CORE04,gain_burden,0.2020202,0.38078011,0.46645563,higher_in_core_a
CORE01,CORE04,loss_burden,-0.27272727,0.23361966,0.33668716,lower_in_core_a
CORE01,CORE05,chr1p,-0.28888889,0.36304199,0.46813309,lower_in_core_a
CORE01,CORE05,chr1q,-0.22222222,0.4909507,0.57277582,lower_in_core_a
CORE01,CORE05,chr2p,-0.51111111,0.09432673,0.20095695,lower_in_core_a
CORE01,CORE05,chr2q,-0.17777778,0.58735772,0.65410292,lower_in_core_a
CORE01,CORE05,chr3p,-0.73333333,0.01170911,0.0956244,lower_in_core_a
CORE01,CORE05,chr3q,-0.33333333,0.28993432,0.39463282,lower_in_core_a
CORE01,CORE05,chr4p,0.6,0.04570715,0.14931002,higher_in_core_a
CORE01,CORE05,chr4q,0.57777778,0.05539541,0.15079862,higher_in_core_a
CORE01,CORE05,chr5p,-0.46666667,0.12963238,0.25407946,lower_in_core_a
CORE01,CORE05,chr5q,0.33333333,0.28993432,0.39463282,higher_in_core_a
CORE01,CORE05,chr6p,0.53333333,0.07958632,0.17726044,higher_in_core_a
CORE01,CORE05,chr6q,0.08888889,0.80061815,0.85283238,higher_in_core_a
CORE01,CORE05,chr7p,-0.91111111,0.00071325,0.03494925,lower_in_core_a
CORE01,CORE05,chr7q,-0.66666667,0.02425035,0.14069227,lower_in_core_a
CORE01,CORE05,chr8p,0.37777778,0.22681209,0.33678159,higher_in_core_a
CORE01,CORE05,chr8q,-0.64444444,0.0302535,0.14069227,lower_in_core_a
CORE01,CORE05,chr9p,0.62222222,0.03732652,0.14069227,higher_in_core_a
CORE01,CORE05,chr9q,0.42222222,0.17355642,0.2932505,higher_in_core_a
CORE01,CORE05,chr10p,0.33333333,0.28993432,0.39463282,higher_in_core_a
CORE01,CORE05,chr10q,0.64444444,0.0302535,0.14069227,higher_in_core_a
CORE01,CORE05,chr11p,-0.22222222,0.4909507,0.57277582,lower_in_core_a
CORE01,CORE05,chr11q,-0.2,0.53820322,0.61330134,lower_in_core_a
CORE01,CORE05,chr12p,-0.42222222,0.17355642,0.2932505,lower_in_core_a
CORE01,CORE05,chr12q,-0.37777778,0.22681209,0.33678159,lower_in_core_a
CORE01,CORE05,chr13p,0.0,,,
CORE01,CORE05,chr13q,0.57777778,0.05539541,0.15079862,higher_in_core_a
CORE01,CORE05,chr14p,0.0,,,
CORE01,CORE05,chr14q,0.42222222,0.17355642,0.2932505,higher_in_core_a
CORE01,CORE05,chr15p,0.0,,,
CORE01,CORE05,chr15q,-0.6,0.04570715,0.14931002,lower_in_core_a
CORE01,CORE05,chr16p,-0.28888889,0.36304199,0.46813309,higher_in_core_a
CORE01,CORE05,chr16q,-0.26666667,0.40328093,0.5066863,higher_in_core_a
CORE01,CORE05,chr17p,-0.04444444,0.91384588,0.91384588,higher_in_core_a
CORE01,CORE05,chr17q,0.04444444,0.91384588,0.91384588,higher_in_core_a
CORE01,CORE05,chr18p,0.55555556,0.06668846,0.15811584,higher_in_core_a
CORE01,CORE05,chr18q,0.44444444,0.15043538,0.28351283,higher_in_core_a
CORE01,CORE05,chr19p,0.04444444,0.91384588,0.91384588,higher_in_core_a
CORE01,CORE05,chr19q,-0.64444444,0.0302535,0.14069227,lower_in_core_a
CORE01,CORE05,chr20p,-0.22222222,0.47878184,0.57277582,lower_in_core_a
CORE01,CORE05,chr20q,-0.55555556,0.06776393,0.15811584,lower_in_core_a
CORE01,CORE05,chr21p,0.0,,,
CORE01,CORE05,chr21q,0.4,0.19893608,0.31444735,higher_in_core_a
CORE01,CORE05,chr22p,0.0,,,
CORE01,CORE05,chr22q,-0.46666667,0.12963238,0.25407946,lower_in_core_a
CORE01,CORE05,locus::VHL,-0.73333333,0.01170911,0.0956244,lower_in_core_a
CORE01,CORE05,locus::SETD2,-0.73333333,0.01170911,0.0956244,lower_in_core_a
CORE01,CORE05,locus::PBRM1,-0.73333333,0.01170911,0.0956244,lower_in_core_a
CORE01,CORE05,locus::BAP1,-0.73333333,0.01170911,0.0956244,lower_in_core_a
CORE01,CORE05,locus::JAK2,0.57777778,0.05539541,0.15079862,higher_in_core_a
CORE01,CORE05,locus::CDKN2A,0.62222222,0.03732652,0.14069227,higher_in_core_a
CORE01,CORE05,locus::PTEN,0.62222222,0.03732652,0.14069227,higher_in_core_a
CORE01,CORE05,fga,-0.4,0.19893608,0.31444735,lower_in_core_a
CORE01,CORE05,gain_burden,-0.15555556,0.63847365,0.69522686,lower_in_core_a
CORE01,CORE05,loss_burden,-0.55555556,0.06668846,0.15811584,lower_in_core_a
CORE02,CORE03,chr1p,-0.03896104,0.89111889,0.95402327,higher_in_core_a
CORE02,CORE03,chr1q,0.09090909,0.72190779,0.88439984,higher_in_core_a
CORE02,CORE03,chr2p,0.12987013,0.60301029,0.84421441,higher_in_core_a
CORE02,CORE03,chr2q,-0.00649351,1.0,1.0,higher_in_core_a
CORE02,CORE03,chr3p,-0.11688312,0.64169403,0.87341687,lower_in_core_a
CORE02,CORE03,chr3q,-0.31168831,0.1982669,0.50875706,lower_in_core_a
CORE02,CORE03,chr4p,-0.48051948,0.04569623,0.33241229,lower_in_core_a
CORE02,CORE03,chr4q,-0.53246753,0.02661161,0.33241229,lower_in_core_a
CORE02,CORE03,chr5p,0.44155844,0.06666085,0.33241229,higher_in_core_a
CORE02,CORE03,chr5q,0.45454545,0.05893221,0.33241229,higher_in_core_a
CORE02,CORE03,chr6p,-0.32467532,0.17983936,0.4895627,lower_in_core_a
CORE02,CORE03,chr6q,-0.32467532,0.17983936,0.4895627,lower_in_core_a
CORE02,CORE03,chr7p,0.12987013,0.60301029,0.84421441,higher_in_core_a
CORE02,CORE03,chr7q,0.05194805,0.84804997,0.95402327,higher_in_core_a
CORE02,CORE03,chr8p,-0.14285714,0.56541213,0.84421441,lower_in_core_a
CORE02,CORE03,chr8q,0.09090909,0.72195905,0.88439984,higher_in_core_a
CORE02,CORE03,chr9p,-0.4025974,0.09497494,0.33241229,lower_in_core_a
CORE02,CORE03,chr9q,-0.2987013,0.21803874,0.50875706,lower_in_core_a
CORE02,CORE03,chr10p,-0.07792208,0.76334061,0.91228512,higher_in_core_a
CORE02,CORE03,chr10q,-0.38961039,0.10631627,0.34729982,lower_in_core_a
CORE02,CORE03,chr11p,-0.2987013,0.21803874,0.50875706,lower_in_core_a
CORE02,CORE03,chr11q,-0.49350649,0.04007904,0.33241229,lower_in_core_a
CORE02,CORE03,chr12p,0.20779221,0.39613408,0.66933,higher_in_core_a
CORE02,CORE03,chr12q,0.22077922,0.36637164,0.66933,higher_in_core_a
CORE02,CORE03,chr13p,0.0,,,
CORE02,CORE03,chr13q,-0.33766234,0.16271609,0.4895627,lower_in_core_a
CORE02,CORE03,chr14p,0.0,,,
CORE02,CORE03,chr14q,-0.12987013,0.60301029,0.84421441,lower_in_core_a
CORE02,CORE03,chr15p,0.0,,,
CORE02,CORE03,chr15q,-0.55844156,0.01998348,0.33241229,lower_in_core_a
CORE02,CORE03,chr16p,-0.20779221,0.39613408,0.66933,lower_in_core_a
CORE02,CORE03,chr16q,-0.1038961,0.68137564,0.87861596,lower_in_core_a
CORE02,CORE03,chr17p,-0.14935065,0.54696805,0.84421441,higher_in_core_a
CORE02,CORE03,chr17q,-0.05844156,0.82663316,0.95402327,higher_in_core_a
CORE02,CORE03,chr18p,-0.41558442,0.08456429,0.33241229,lower_in_core_a
CORE02,CORE03,chr18q,-0.4025974,0.09491138,0.33241229,lower_in_core_a
CORE02,CORE03,chr19p,-0.42857143,0.07520551,0.33241229,lower_in_core_a
CORE02,CORE03,chr19q,-0.18181818,0.45987298,0.75112587,lower_in_core_a
CORE02,CORE03,chr20p,0.27272727,0.26174755,0.55763608,higher_in_core_a
CORE02,CORE03,chr20q,0.44155844,0.06666085,0.33241229,higher_in_core_a
CORE02,CORE03,chr21p,0.0,,,
CORE02,CORE03,chr21q,0.20779221,0.39613408,0.66933,higher_in_core_a
CORE02,CORE03,chr22p,0.0,,,
CORE02,CORE03,chr22q,-0.5974026,0.01274227,0.33241229,lower_in_core_a
CORE02,CORE03,locus::VHL,0.02597403,0.93455341,0.95402327,lower_in_core_a
CORE02,CORE03,locus::SETD2,-0.02597403,0.93455341,0.95402327,lower_in_core_a
CORE02,CORE03,locus::PBRM1,-0.02597403,0.93455341,0.95402327,lower_in_core_a
CORE02,CORE03,locus::BAP1,-0.02597403,0.93455341,0.95402327,lower_in_core_a
CORE02,CORE03,locus::JAK2,-0.25974026,0.28573467,0.58337495,lower_in_core_a
CORE02,CORE03,locus::CDKN2A,-0.41558442,0.08462411,0.33241229,lower_in_core_a
CORE02,CORE03,locus::PTEN,-0.42857143,0.07520551,0.33241229,lower_in_core_a
CORE02,CORE03,fga,0.24675325,0.31116503,0.60988346,lower_in_core_a
CORE02,CORE03,gain_burden,0.27272727,0.26174755,0.55763608,lower_in_core_a
CORE02,CORE03,loss_burden,0.1038961,0.68137564,0.87861596,lower_in_core_a
CORE02,CORE04,chr1p,-0.32467532,0.17983936,0.4857539,lower_in_core_a
CORE02,CORE04,chr1q,-0.5974026,0.01274227,0.32639684,lower_in_core_a
CORE02,CORE04,chr2p,-0.45454545,0.05893221,0.40945222,lower_in_core_a
CORE02,CORE04,chr2q,-0.22077922,0.36637164,0.64115037,lower_in_core_a
CORE02,CORE04,chr3p,0.06493506,0.80540976,0.92343219,higher_in_core_a
CORE02,CORE04,chr3q,-0.1038961,0.68137564,0.92343219,higher_in_core_a
CORE02,CORE04,chr4p,-0.22077922,0.36637164,0.64115037,lower_in_core_a
CORE02,CORE04,chr4q,-0.37662338,0.11870569,0.44973544,lower_in_core_a
CORE02,CORE04,chr5p,0.36363636,0.13219956,0.44973544,higher_in_core_a
CORE02,CORE04,chr5q,0.15584416,0.52897842,0.83612718,higher_in_core_a
CORE02,CORE04,chr6p,-0.36363636,0.13219956,0.44973544,lower_in_core_a
CORE02,CORE04,chr6q,0.15584416,0.52897842,0.83612718,higher_in_core_a
CORE02,CORE04,chr7p,-0.01298701,0.97816268,0.97816268,higher_in_core_a
CORE02,CORE04,chr7q,-0.05194805,0.84804997,0.92343219,higher_in_core_a
CORE02,CORE04,chr8p,-0.1038961,0.68137564,0.92343219,lower_in_core_a
CORE02,CORE04,chr8q,-0.05194805,0.84804997,0.92343219,higher_in_core_a
CORE02,CORE04,chr9p,0.03896104,0.8911397,0.92906054,higher_in_core_a
CORE02,CORE04,chr9q,0.31168831,0.1982669,0.4857539,higher_in_core_a
CORE02,CORE04,chr10p,-0.27272727,0.26174755,0.58298318,lower_in_core_a
CORE02,CORE04,chr10q,-0.35064935,0.14685239,0.44973544,lower_in_core_a
CORE02,CORE04,chr11p,-0.23376623,0.33804482,0.64115037,lower_in_core_a
CORE02,CORE04,chr11q,-0.42857143,0.07520551,0.40945222,lower_in_core_a
CORE02,CORE04,chr12p,0.22077922,0.36637164,0.64115037,higher_in_core_a
CORE02,CORE04,chr12q,0.24675325,0.31116503,0.63529527,higher_in_core_a
CORE02,CORE04,chr13p,0.0,,,
CORE02,CORE04,chr13q,-0.28571429,0.23918946,0.55810874,lower_in_core_a
CORE02,CORE04,chr14p,0.0,,,
CORE02,CORE04,chr14q,0.25974026,0.28573467,0.60873908,higher_in_core_a
CORE02,CORE04,chr15p,0.0,,,
CORE02,CORE04,chr15q,-0.51948052,0.03058557,0.37467323,lower_in_core_a
CORE02,CORE04,chr16p,-0.05194805,0.84804997,0.92343219,higher_in_core_a
CORE02,CORE04,chr16q,-0.02597403,0.93455341,0.95402327,higher_in_core_a
CORE02,CORE04,chr17p,-0.31168831,0.1982669,0.4857539,lower_in_core_a
CORE02,CORE04,chr17q,-0.42857143,0.07520551,0.40945222,lower_in_core_a
CORE02,CORE04,chr18p,-0.1038961,0.68137564,0.92343219,lower_in_core_a
CORE02,CORE04,chr18q,-0.1038961,0.68137564,0.92343219,lower_in_core_a
CORE02,CORE04,chr19p,-0.57142857,0.01724685,0.32639684,lower_in_core_a
CORE02,CORE04,chr19q,-0.42857143,0.07520551,0.40945222,lower_in_core_a
CORE02,CORE04,chr20p,0.32467532,0.17983936,0.4857539,higher_in_core_a
CORE02,CORE04,chr20q,0.38961039,0.10631627,0.44973544,higher_in_core_a
CORE02,CORE04,chr21p,0.0,,,
CORE02,CORE04,chr21q,-0.1038961,0.68137564,0.92343219,higher_in_core_a
CORE02,CORE04,chr22p,0.0,,,
CORE02,CORE04,chr22q,-0.48051948,0.04569623,0.40945222,lower_in_core_a
CORE02,CORE04,locus::VHL,0.09090909,0.72195905,0.92343219,higher_in_core_a
CORE02,CORE04,locus::SETD2,-0.09090909,0.72195905,0.92343219,lower_in_core_a
CORE02,CORE04,locus::PBRM1,-0.06493506,0.80540976,0.92343219,lower_in_core_a
CORE02,CORE04,locus::BAP1,-0.06493506,0.80540976,0.92343219,lower_in_core_a
CORE02,CORE04,locus::JAK2,0.18181818,0.45987298,0.77702676,higher_in_core_a
CORE02,CORE04,locus::CDKN2A,0.05194805,0.84804997,0.92343219,lower_in_core_a
CORE02,CORE04,locus::PTEN,-0.4025974,0.09491138,0.44973544,lower_in_core_a
CORE02,CORE04,fga,0.35064935,0.14685239,0.44973544,higher_in_core_a
CORE02,CORE04,gain_burden,0.55844156,0.01998348,0.32639684,higher_in_core_a
CORE02,CORE04,loss_burden,0.03896104,0.8911397,0.92906054,higher_in_core_a
CORE02,CORE05,chr1p,-0.34285714,0.29755762,0.84131837,lower_in_core_a
CORE02,CORE05,chr1q,-0.25714286,0.44392845,0.84131837,lower_in_core_a
CORE02,CORE05,chr2p,-0.37142857,0.25662195,0.84131837,lower_in_core_a
CORE02,CORE05,chr2q,-0.14285714,0.68679051,0.84131837,lower_in_core_a
CORE02,CORE05,chr3p,-0.25714286,0.44392845,0.84131837,lower_in_core_a
CORE02,CORE05,chr3q,-0.11428571,0.75386997,0.87951497,lower_in_core_a
CORE02,CORE05,chr4p,0.42857143,0.18593051,0.84131837,higher_in_core_a
CORE02,CORE05,chr4q,0.48571429,0.12985896,0.84131837,higher_in_core_a
CORE02,CORE05,chr5p,-0.02857143,0.96439628,0.98448787,lower_in_core_a
CORE02,CORE05,chr5q,0.17142857,0.62160303,0.84131837,higher_in_core_a
CORE02,CORE05,chr6p,-0.02857143,0.96439628,0.98448787,lower_in_core_a
CORE02,CORE05,chr6q,-0.22857143,0.499828,0.84131837,lower_in_core_a
CORE02,CORE05,chr7p,-0.37142857,0.25662195,0.84131837,lower_in_core_a
CORE02,CORE05,chr7q,-0.22857143,0.499828,0.84131837,lower_in_core_a
