gene,driver_panel_member,set_mutated_n,set_n,rest_mutated_n,rest_n,odds_ratio,zero_cell_correction_applied,effect_status,p_value,q_global,q_driver,odds_ratio_ci95_lower,odds_ratio_ci95_upper
PBRM1,True,22,75,17,28,0.2685904550499445,False,estimated,0.005682203389369537,1.0,0.08523305084054306,0.1084590217413203,0.6651436771760253
BAP1,True,13,75,0,28,12.312,True,estimated,0.01771182061020793,1.0,0.13283865457655947,0.7070168364632097,214.40132141448348
CACNA1S,False,0,75,3,28,0.048249763481551564,True,estimated,0.018524068283470266,1.0,,0.0024093014618994553,0.9662716404904665
FAT3,False,0,75,3,28,0.048249763481551564,True,estimated,0.018524068283470266,1.0,,0.0024093014618994553,0.9662716404904665
VHL,True,36,75,20,28,0.36923076923076925,False,estimated,0.04531844788181684,1.0,0.22659223940908418,0.14470186403227253,0.942153453644107
CHD4,False,1,75,3,28,0.11261261261261261,False,estimated,0.06020322192127838,1.0,,0.011198392825114447,1.1324482644507294
ARHGAP45,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
CDC42BPA,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
CHAF1B,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
CLPTM1L,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
FN1,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
HLA-DPA1,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
KCNH7,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
MYO6,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
NAT8,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
NSD3,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
PCDHA12,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
PPFIA1,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
SIPA1L3,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
SMS,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
VEZT,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
VWA2,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
VWA3B,False,0,75,2,28,0.07019867549668875,True,estimated,0.07195888063963449,1.0,,0.0032635974859214047,1.5099454092446503
ADGRG4,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
AHNAK2,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
ANK3,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
CLCC1,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
DNMT3A,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
DOCK10,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
LRP1B,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
NAP1L2,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
NCOA4,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
PNLIP,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
VWA8,False,1,75,2,28,0.17567567567567569,False,estimated,0.17882850535196299,1.0,,0.015285505784484427,2.019033158551525
FLG,False,6,75,0,28,5.330935251798561,True,estimated,0.18598259434330486,1.0,,0.29059712414445893,97.79474157748808
MUC16,False,4,75,4,28,0.3380281690140845,False,estimated,0.2083222281850669,1.0,,0.07841179083237523,1.457217617836075
