excluded_k,valid_run_count,primary_core_count,primary_core_patient_count,mean_matched_jaccard,min_matched_jaccard,matched_core_mean_jaccard,extra_core_count,missing_core_count
2,18,3,50,0.5549450549450549,0.0,0.8324175824175823,1,0
3,18,3,51,0.5677655677655677,0.0,0.8516483516483516,1,0
4,18,2,42,1.0,1.0,1.0,0,0
5,18,3,49,0.6363636363636364,0.0,0.9545454545454546,1,0
6,18,3,49,0.6363636363636364,0.0,0.9545454545454546,1,0
7,18,6,71,0.30303030303030304,0.0,0.9090909090909092,4,0
8,18,5,71,0.37312252964426873,0.0,0.9328063241106719,3,0
