subtype_id,feature,reference_population,target_n,rest_n,n_subtype,n_rest,median_subtype,median_rest,cliffs_delta,ci_low,ci_high,p_value,q_value
WO_AGENT_SUBTYPE02,original_glszm_SmallAreaHighGrayLevelEmphasis,core_rest,31,72,31,72,-0.7235977381973346,0.08709590050805877,-0.692652329749104,-0.8252688172043011,-0.5313620071684588,2.788077990036006e-08,1.2685754854663827e-05
WO_AGENT_SUBTYPE02,original_glrlm_LongRunLowGrayLevelEmphasis,core_rest,31,72,31,72,0.3832152584767584,-0.47605778404001137,0.6469534050179212,0.47040770609319,0.8064516129032258,2.1306645763263e-07,4.393466114263646e-05
WO_AGENT_SUBTYPE02,original_gldm_SmallDependenceHighGrayLevelEmphasis,core_rest,31,72,31,72,-0.5725067297246428,-0.10611120505097518,-0.6397849462365591,-0.8064516129032258,-0.45161290322580644,2.8967908445694367e-07,4.393466114263646e-05
WO_AGENT_SUBTYPE02,original_glszm_SmallAreaEmphasis,core_rest,31,72,31,72,-0.8706193090522051,0.3178972303280505,-0.6308243727598566,-0.7787186379928316,-0.4533826164874553,4.233626239132398e-07,4.815749847013102e-05
WO_AGENT_SUBTYPE02,wavelet-LHH_ngtdm_Contrast,core_rest,31,72,31,72,0.7727248549503969,-0.939195261548425,0.6146953405017921,0.4389784946236559,0.7652329749103942,8.276927519467161e-07,6.188084575264664e-05
WO_AGENT_SUBTYPE02,wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,core_rest,31,72,31,72,-0.5644686026018128,0.039118390658535736,-0.6120071684587813,-0.764336917562724,-0.43994175627240156,9.240839902737291e-07,6.188084575264664e-05
WO_AGENT_SUBTYPE02,original_glcm_JointEntropy,core_rest,31,72,31,72,-0.77949254021365,0.42450179583699266,-0.6075268817204301,-0.7741935483870968,-0.4220430107526882,1.1092124814273742e-06,6.188084575264664e-05
WO_AGENT_SUBTYPE02,wavelet-LHL_glszm_SmallAreaEmphasis,core_rest,31,72,31,72,-0.9644122630002342,0.6123313029544444,-0.6048387096774194,-0.7607750896057348,-0.4399641577060932,1.2369054321430497e-06,6.188084575264664e-05
WO_AGENT_SUBTYPE02,log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,core_rest,31,72,31,72,-0.5380816291799291,0.32118912793654397,-0.6012544802867383,-0.7553763440860215,-0.4309587813620074,1.4293173404575268e-06,6.188084575264664e-05
WO_AGENT_SUBTYPE02,wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,core_rest,31,72,31,72,0.47629839523394685,-0.5822409350964799,0.5958781362007168,0.3987231182795699,0.7544802867383512,1.772828812558716e-06,6.188084575264664e-05
