,TCGA-B0-4712,TCGA-B0-5081,TCGA-B0-5085,TCGA-B0-5115,TCGA-B0-5696,TCGA-B0-5703,TCGA-B0-5812,TCGA-B8-4148,TCGA-B8-4622,TCGA-BP-4164,TCGA-BP-4960,TCGA-BP-4965,TCGA-BP-4976,TCGA-BP-4982,TCGA-BP-4988,TCGA-BP-4989,TCGA-BP-4995,TCGA-BP-4999,TCGA-BP-5001,TCGA-BP-5004,TCGA-BP-5006,TCGA-BP-5007,TCGA-BP-5009,TCGA-BP-5180,TCGA-BP-5181,TCGA-BP-5183,TCGA-BP-5184,TCGA-BP-5186,TCGA-BP-5187,TCGA-BP-5189,TCGA-BP-5194,TCGA-BP-5195,TCGA-BP-5200,TCGA-CJ-4903,TCGA-CJ-4904,TCGA-CJ-6033,TCGA-CZ-4859,TCGA-CZ-5451,TCGA-G6-A8L7,TCGA-B0-4821,TCGA-B0-5106,TCGA-B0-5117,TCGA-B0-5697,TCGA-B0-5698,TCGA-B0-5706,TCGA-B0-5712,TCGA-B8-4151,TCGA-B8-4153,TCGA-B8-4619,TCGA-B8-5158,TCGA-B8-5164,TCGA-B8-5546,TCGA-B8-5550,TCGA-B8-5553,TCGA-B8-A54D,TCGA-B8-A54E,TCGA-B8-A54F,TCGA-B8-A54G,TCGA-BP-4770,TCGA-BP-4782,TCGA-BP-4972,TCGA-BP-4994,TCGA-BP-5000,TCGA-BP-5190,TCGA-BP-5191,TCGA-CZ-4863,TCGA-CZ-4865,TCGA-CZ-5462,TCGA-CZ-5468,TCGA-CZ-5988,TCGA-B0-5088,TCGA-B0-5702,TCGA-B0-5709,TCGA-B8-5551,TCGA-BP-4167,TCGA-BP-4962,TCGA-BP-4971,TCGA-BP-4992,TCGA-BP-5010,TCGA-BP-5175,TCGA-CJ-4637,TCGA-CJ-4641,TCGA-CJ-4900,TCGA-CJ-4902,TCGA-CJ-4923,TCGA-CJ-6027,TCGA-CJ-6028,TCGA-CJ-6030,TCGA-CZ-5985,TCGA-G6-A5PC,TCGA-B8-5159,TCGA-B8-5162,TCGA-B8-5165,TCGA-B8-5549,TCGA-BP-4967,TCGA-BP-4970,TCGA-BP-4977,TCGA-BP-4986,TCGA-BP-5174,TCGA-BP-5192,TCGA-BP-5196,TCGA-BP-5199,TCGA-CZ-5984
KCNS1,0.6708156201661851,-0.23190664641983355,-0.5511555819884151,-0.4882191747768773,-0.536044714894868,-0.5830910850328862,-0.5146798783495559,-0.5094004790997246,-0.5075429675031052,-0.5881695064496868,-0.42895253813619355,-0.5166529636266729,-0.5987295036921733,-0.4943183975379581,0.2528637282234871,-0.33130396006457596,-0.5970556370144098,-0.5558786476182167,-0.5502989353083022,-0.5834215996425561,-0.5369965401471388,-0.524684200568749,-0.43881356198399696,-0.6171921374040636,-0.6130006633709136,-0.5746404143367706,-0.6255071474788596,-0.613566181532887,-0.2534986078124499,-0.5095037627372451,-0.5850756075623139,-0.5604053045674846,-0.44289883711573413,-0.5342489821163939,-0.5743124284096558,-0.5947163335171622,-0.6255071474788596,-0.6255071474788596,3.8444297010948723,2.1538966541715383,-0.5275137627604475,-0.5595417011714636,2.61134167263374,-0.5975017618751415,0.34006143000423156,-0.5656006701816719,-0.5708197544960484,-0.6153777218800559,-0.43968774992498116,-0.49881193355477266,-0.4753152500762016,-0.3522642360195386,-0.24036395301544847,-0.554588602409531,-0.11670496039854959,-0.5260457081489018,1.1541663535433082,-0.5184212469507985,-0.02469351438819994,0.3789861634775658,-0.5704928627411308,-0.591493716239262,0.10476187782173528,-0.6255071474788596,-0.11633875129745294,-0.2272171068792591,2.9891937269008038,0.30448728409820075,2.50030402490701,1.391199657899506,-0.4824548995146388,-0.5256266100079724,-0.38662114541591525,0.42249467693726267,-0.1776356293945467,-0.33404702753451815,-0.41526943889100665,-0.006522169074076992,0.5276610836987399,0.9330771981202164,1.0852506569009222,1.4277663557625169,-0.4957462440234823,-0.167328883801634,-0.4072130634689891,2.998392755714728,1.9390365613884888,1.864328530852584,-0.26895977993244186,-0.5848549348580061,-0.546878753427022,-0.36621133295336117,-0.5050709709919343,-0.45288142635778406,0.7952876103586188,2.1714520814912097,-0.4746137497615909,-0.027739058169152682,-0.574749763893611,-0.6149245676015558,3.5075780208784764,-0.38097664073513077,0.15869199742570303
TSPAN8,0.24822179004433267,-0.2677998205068505,-0.6695921914023834,-0.6162580710218216,-0.20256841864986927,-0.26240111884031897,0.19196016879025704,-0.306019986590168,-0.6733940767553931,-0.6397903387268887,-0.760750259053129,-0.31189870936283687,-0.6175069139435339,-0.331200729903085,-0.700099311538323,-0.5614664261339142,-0.1472684128369242,-0.6000934149546794,-0.5925310040200313,-0.2923681145363841,-0.540271649852888,-0.7542382840891624,-0.7619307831126785,-0.6445993794506335,-0.693225774295983,-0.6458858939176291,-0.5206658061905235,0.07513866917883377,-0.39242937135503103,-0.7650252299526524,-0.6881659959447819,-0.7029138977253858,-0.3904572250341782,-0.2264264603419352,-0.6235399354768962,-0.6250344885801357,-0.6557530196523603,-0.5000034160095687,-0.8086716175486375,-0.6381128837108816,-0.6094959445270192,-0.6732284620445714,1.225766780647122,-0.6097283253783703,0.9719710596439634,-0.5329525869751448,-0.37688654117692183,-0.47600045493597903,-0.025328327856055117,-0.5467040750536629,0.8772550929248801,0.8652094013376056,-0.29136870237169715,2.570410836753878,-0.43449236985473244,0.5014290692123523,-0.1265476941603544,-0.5382568990729603,-0.6151666725318878,0.15333366372548804,-0.24442916342102777,-0.055921920917848034,-0.6988226933394217,-0.7797235869410543,-0.6754666894492136,4.5081245205351665,1.9727770200411923,-0.006575337509739077,-0.6300860641092331,1.1795143763822014,-0.6706651026935816,1.4045099818475728,1.1682326829105378,2.1862845814035676,-0.37252636217256185,-0.5046413578518211,-0.26488072878897145,0.5865668640319376,0.47221337840431227,-0.6013980613714991,4.080736418733575,0.7954907821061252,-0.7232881276724554,0.1626552026164293,2.2032219629493746,0.9183970404157722,2.4431657329607925,-0.30264481697393714,-0.09667111367339852,-0.18151542571487528,-0.6789588448125826,-0.5128648872682142,0.9795312617688715,-0.673476894890516,1.621063552577068,1.392905366047367,-0.793805940341449,-0.6006304063052782,0.5765404079552959,-0.6922961376307832,-0.3691488317956785,0.922760573987743,-0.13843425733063744
SMOC1,-0.499339365508337,-0.4663783147669454,-0.44014393874949037,-0.4399461937756147,-0.5379453173448792,-0.6572890045796921,-0.3496437611073484,-0.38677467613720934,-0.06579722170519295,-0.5732624218729979,-0.5305974688812218,-0.2510022042553337,-0.6017788854380063,-0.3629901489666296,-0.3778325609693716,-0.5922212230858128,3.754126186713581,-0.04586176078714725,-0.4751193953111919,-0.6291309560309802,-0.47429616684938464,-0.4928002858514043,-0.6312648029229665,-0.5490103910080564,-0.541420426731088,-0.5931644000444352,0.6831172487701667,0.05211912914189719,-0.4204603746262079,-0.4725151809573467,-0.4581281695018087,0.3669859940184901,-0.22783228261789612,-0.5967104758063919,-0.17779683058132445,-0.5373551934516191,-0.6689677167386316,-0.5721103320182147,-0.5670592369795431,0.624230024265575,-0.45356355859336966,3.734717705636388,0.26304391157812235,-0.5984494032277934,-0.5251271438925399,-0.6013024619598177,-0.14205433161408107,-0.66828140806934,4.042797736136152,-0.15505439561591405,-0.5514802554575041,2.476266681179521,-0.06152615923690385,-0.10194902035301243,-0.5074940920138821,2.450501641092851,-0.45799357281845243,-0.4331187562934753,1.7021161815332744,0.24945715091696402,0.5323132034533743,4.047228315396436,-0.4355415946930402,-0.567288195229295,-0.4252423442721147,-0.5070667270894138,-0.508848805055584,-0.5636320957209936,-0.5584033047715182,-0.581447765472928,-0.5928498937595722,1.346882959876999,0.6637074096389027,-0.1584303621092957,0.34864775731967457,0.19664941430919744,-0.28038310311924713,-0.585101980641663,0.44400149207110023,-0.3051337134086564,-0.3977538852892872,0.6539958852967745,-0.05770010180962124,0.0139162786373399,-0.17696903466083191,-0.5464730164876002,1.1478319079543327,-0.005196145180457525,-0.6038464163424301,-0.5823016284946404,-0.523166241751119,-0.4678744329842914,0.42366400303878926,-0.5224411051730666,-0.5964736192106956,-0.17872295009043873,-0.5921426712791801,1.4334745439715966,-0.6207288536231451,-0.09563345217550857,0.48591006196345465,0.099357718406313,1.3210745426841717
INSYN1,-0.6605740147224731,-0.5158388934038182,-0.21274333065925105,-0.057927831988741636,0.33666064732438367,-0.5917300838146765,0.3686879741870703,-0.4732447968305616,0.06440400312012202,0.11356570127803174,-0.15600910212661515,-0.6252971177210007,-0.6156064898123097,-0.18750316111623783,-0.5324404763932935,-0.5556678490301872,4.120308042816057,0.519959143181084,-0.26055173751255695,-0.19779834692114537,-0.3610702581987801,0.7500142689205321,-0.5543802575371266,-0.7169914193285166,0.681682998840016,-0.5525095131742841,-0.2085352864432413,-0.24612108858002768,-0.4030582531423189,0.030487348782321812,-0.2869665799773581,0.49545300520216756,0.06725605211371072,-0.10377550160017268,1.1508646545367496,-0.42229805950482896,-0.12357538888517604,0.8625006612886306,-0.740051823153771,-0.3798398221789264,0.26388193897631274,4.403533703282281,0.2682390654123863,0.16797951792884822,-0.7058631900825297,0.4576983203177284,0.37128385921483675,1.456655289048325,3.34616518960946,-0.6387790602204249,-0.7470179733288745,2.6596223681722253,0.5759212078442636,-0.41529032591364623,-0.5559020841320416,0.10257011688394353,-0.14531766711810876,-0.5841798039432445,0.8568456462411314,-0.3768485435832637,-0.01839150811936907,4.689158593027393,-0.3579155438754327,0.28911969213456673,-0.7579387672239708,-0.4463474625629025,-0.1142378948101263,-0.6868246728975121,-0.740051823153771,-0.5611827839803403,-0.4256017435764547,-0.7222590656310514,0.5910507088171996,-0.6972831745092822,-0.44483218434672905,-0.5086868219464109,-0.1155191735793802,-0.6244357350018519,-0.018790154968573506,-0.6142624778499746,-0.5180030737656782,-0.202337826265527,-0.5198281454963988,0.15543602677763627,0.19895652416538845,-0.7552343270333096,-0.42517502249052896,-0.3104473945010702,-0.5329012591612836,-0.6382820034124101,-0.334129755922572,-0.4980830932612356,0.8757194415135131,-0.6773379536219195,-0.5508746643695765,-0.5128828060511758,-0.6349314879361682,-0.284649706012496,-0.6152398128398592,0.475444223447922,-0.35041361128460985,-0.08718021527236242,-0.5533276555954355
TUBA3E,0.5600558982377019,-0.3056806352816733,-0.5337483987919455,-0.49698183326826323,-0.5337483987919455,-0.5337483987919455,-0.25610926053010397,-0.31105291722039374,-0.3917693634899325,-0.11567603947951173,-0.26476287411842797,-0.4612390860865045,-0.5062243797373253,-0.5036530364364995,-0.22601926065445055,-0.43742605459997985,-0.5118505337782372,-0.4627310094228073,-0.4644892287435707,2.7978083945309873,-0.3261378909531282,0.9580803032570104,-0.42645866807443644,0.1872680731517781,-0.45922433656953787,0.20652065165736894,-0.37137448654964417,-0.3643032061407577,-0.3233289896436977,1.8014523572104628,-0.5087105212109382,-0.5337483987919455,-0.4861166077982141,-0.5096329737063633,2.4137221214565634,-0.5022783985862217,-0.477245729472714,-0.49044774575797684,0.5714954234812661,-0.21156120211967136,-0.4993524919229967,-0.4928020784825633,-0.5337483987919455,1.5755907255727932,-0.47706737360912055,0.25527123840544724,-0.49153363337978595,-0.5337483987919455,-0.5070523683514353,-0.19103762389647738,-0.5337483987919455,-0.48494699320658546,0.137490498053703,-0.02341033500061438,-0.03396094305460542,-0.5337483987919455,-0.4400806717394282,0.013786259337088772,-0.5033779491408974,-0.4979840798497858,-0.4309492823760484,-0.4920770446189404,-0.474307145878517,-0.4883699361366107,0.8025821347508388,-0.3160796569072368,-0.48791884120209617,-0.5021868269924807,-0.15501544461074798,-0.4131965803295646,2.4919462492831568,4.284982696154156,-0.5337483987919455,0.21256526602429668,0.43588630350752156,0.27783293096096634,-0.45573060469173676,1.0650811549322345,0.014741463038121447,-0.4938906714593343,-0.5337483987919455,-0.2538524944527294,-0.09086309290417013,2.9919411672186325,-0.0770877706728743,1.2660824752313717,5.319319590643843,-0.44964742748469533,0.5140221396748957,1.1858948638910294,-0.4729744354320417,-0.5337483987919455,-0.32918394545080687,-0.3918508537349713,-0.37633194729599323,-0.5078810817526365,-0.3415444000172104,-0.3917693634899325,-0.5337483987919455,-0.47066883894311434,-0.4204761269251035,-0.36327472921054327,-0.47421824012448127
ZNF114,2.5183636684472637,-0.6228397148945859,-0.6510853444203311,-0.4944033789839352,0.3205642917258316,0.2627566614107657,-0.11016997629349372,-0.4754849251999438,1.9672996692938605,-0.6054632671358644,2.4090844871605714,-0.1231589467129237,-0.42700167838993286,-0.07941165864706538,2.534398390959807,-0.36771099227667237,-0.3682381265763402,0.3557796268103524,-0.47158158794443283,-0.5153660426447491,-0.09809489803531352,-0.6361322403027819,1.19645926946699,3.630102032136957,1.4241739379327072,-0.4108366884132338,0.03766620082853742,0.11764472798420274,-0.23260236364152984,0.5799717619592174,0.8273420588883147,2.9057804316348337,-0.4405796426563525,1.2606191121671357,-0.09231238915904597,0.32420123238653425,-0.49662999171387623,-0.5458905247852187,-0.3467106907198209,-0.3485273049034556,-0.5543675277113876,-0.7718739482613948,-0.21943271042617768,-0.7991542080847523,-0.7800227742231934,-0.6558889949315505,-0.8382734032380139,-0.46920718143196105,-0.6879963754223007,2.8435159482588137,-0.8519147783686921,-0.7962301679861643,-0.3224714737219053,-0.5405699367368535,-0.8082111716520833,-0.8013515154560756,0.4951644548922473,-0.6180488704202214,0.01409829426427123,-0.36052793373225334,-0.6742825085803079,-0.49044353181885053,-0.2717784923499621,-0.7156320894872724,-0.13856287736385198,-0.42920892926090626,0.502025411224334,-0.8316304647419595,0.7956506717260524,-0.6519574304823041,-0.617411408654852,0.0585981097152261,-0.47510360105765764,-0.6910259868790752,-0.5423745144594758,-0.8377708762661443,-0.5173331641722629,-0.6489076576798638,1.4939366320793661,-0.7881014871578914,0.8455777847082401,-0.6395845060138401,-0.8020847683933614,0.12949128514957126,0.8998190861991068,1.350713299755615,2.688813075248963,1.5219301567565664,-0.8731621037738596,-0.7699638981155121,-0.6573116219419586,-0.6444546490368376,0.006587990815435201,-0.745733894151713,-0.7363981514872825,-0.33878165522285353,-0.6698533742267324,-0.1993427185016399,-0.5261227362619008,-0.47234230493096846,2.0186556358862826,-0.3103072497689989,-0.7940413993780108
CCL21,0.9570619930913411,1.859152827387182,-0.7289014709885888,0.5017159627186001,0.061746782347941946,-0.9430940015663406,1.6117210572351397,0.7788863589682392,-0.8657844633458232,-0.48234123340661594,0.478094117701661,-1.0072363680419416,-0.9938043549934231,-0.43325481344138034,0.9036624234336629,0.15882748595653115,-0.5524469695106851,-0.3708236618370465,0.21606225379731187,-0.7713139002591357,-0.5609597204832691,-0.7880067659027734,-1.1267367603568021,-0.5517015737241217,-0.5858077035103926,-0.6067560371265803,1.354576968356565,0.7406617143566021,1.229243900629237,-0.7499078020282925,-0.7822587678311782,-0.8599271958770107,0.24388880246470684,0.4084257221097007,-0.8122218691896018,-0.7481551385610701,-1.0617462874382841,-1.1018122878432641,-0.7162601129669747,0.5534303143250445,-0.5783302988970621,1.6846054886487973,0.9845739737786319,-0.9877329054332591,-0.8618858891179108,-1.145993382424888,-1.0626925369315725,-1.0841667015327197,0.37645155444012,-1.0546443675494026,-1.0813385532442794,0.21295835048436584,0.34856948382904435,0.46318776961659974,0.12607596478043165,-0.9854138897166989,-0.3844448444555597,-1.145993382424888,-1.1149198539452476,0.71529748293597,-0.2429794305066936,-0.37372514063236517,0.7338479486808571,-0.819880438802184,-1.055683544147255,-0.6704345373711056,0.1734811686833445,-1.0830773842625745,-1.0849303944022275,-0.9255275067488516,0.014469343580651096,2.409854956600474,3.154349916817779,-0.7740478879944507,1.31439910915675,1.4894711813972765,2.0293004617364923,-0.9480777400173618,0.9060564785940182,-0.7905828235701523,0.5892144175890239,2.0529558114298707,1.0597806434121213,0.9979527361698107,2.253692398152182,0.582746355769451,-0.12550467898724887,-0.8069628594862489,0.3508782233963114,-0.5478761661110858,-0.7052154025877964,0.5483974286467114,1.5951605648797786,-0.5751068891085395,0.477482535012697,1.5011534269276499,-1.0989004879322641,0.9412713850569719,0.34819316064054107,-1.0241738333304116,0.7120590742721391,1.1166610200684937,-0.9802054881618911
PYGM,-0.04427431081097162,-0.009874506850083828,-0.2889772170563103,1.2686446179634492,0.2519710716384968,0.5030727297763004,1.28244827944785,0.6393251845778978,0.5161214223029181,-0.3860677065556122,-0.03735424497404167,0.9280583307695329,0.04887705641811701,1.334769363639055,1.4934582924820248,0.6830719696877273,-0.49048868378108323,2.238976033042505,0.34857965629819576,0.052395989853019326,0.9055062621195836,0.7378341043247474,-0.492538137016255,-1.4813092515658912,0.9717296344385613,-1.1229224941764095,1.1114977755468227,1.6332702878496475,0.989478096950761,0.3456159850569963,0.7511340387480959,0.9314132947067545,0.3961582742132039,-0.2565479789119472,1.217999887776474,0.45351813613672554,0.37028330850528884,-0.40302119318244634,-1.5834859662032053,-0.530152572522997,0.3124881595783523,-0.9682795143233413,-0.4372649145822905,-0.864633642583952,-1.2668055588695082,-0.7517668480395698,-0.41701252013244156,-0.3700091806910712,-1.5805354787591552,-0.5048153711241841,-1.0327409782669648,-0.6599807016236346,0.3600515327643377,0.6999248355092199,-1.6426351676899926,-1.7728202755904015,0.18741614329930212,-0.9549543992219377,-1.7661707044011623,0.6803430065810806,0.6807331008385356,-0.5290731552939295,0.35263654447531223,-0.9702395495715659,-1.595215542236448,0.41115410590582285,0.14151041814297566,-1.6464173588937618,-0.8378211990317964,-0.6505327483095534,0.23708268532897955,-0.12217784756393207,1.435144667471484,-0.9995412978288823,0.5654704083001296,0.5032675714601273,2.049775907552675,-1.2314059223415696,2.104276061936075,-1.3413284107835521,-0.5380646857767187,0.05348502952470864,-0.7988114139380115,1.2911846595176042,1.547448026270884,-1.0673447670473741,-0.86125106162369,-0.8748990708492581,-1.3250941943733954,-1.6238374067617087,-0.5865270985061626,-0.19925318856355229,1.384797071893035,-1.434355300246216,-0.98685376255049,1.1884786107736118,0.37900339224012686,0.2664332638070907,-0.20577360342489123,1.5190689737991774,0.19853644823520641,2.206631557701499,-0.6182931621547694
FDCSP,0.026024419665065322,-0.32774126976101653,-0.43686676307460365,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.39650391521087947,-0.4033821755122288,0.2856472825595532,-0.44106088241500985,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,0.8058323920523572,-0.4393539776751619,-0.4822161010590587,-0.4306225102572568,-0.4822161010590587,-0.42687686136798203,-0.4822161010590587,-0.4822161010590587,-0.3340270710760122,-0.207632961696148,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.09737231129438842,-0.4327626707854764,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.08712899631261994,-0.4822161010590587,-0.03441364734727472,-0.4822161010590587,-0.1747920238762047,2.4211833297088527,-0.026389315843101314,-0.4822161010590587,-0.3965655796140169,-0.420721042201112,-0.4214236458989293,2.5415288299797196,-0.4822161010590587,-0.3156665449604863,-0.4822161010590587,-0.4822161010590587,-0.0013499280904218725,-0.4822161010590587,-0.3808342616618806,-0.4822161010590587,-0.4822161010590587,0.5336317558640199,-0.4822161010590587,-0.2952128280863082,1.0524337793777325,-0.3051482982281591,-0.4069407993056288,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.4423767353022644,-0.4822161010590587,-0.3866463941988556,-0.4822161010590587,-0.4822161010590587,-0.15323390025605785,-0.3867071929291572,0.9488195638598436,1.050749065594158,3.2309347261805694,-0.26566615489119555,2.315730670463022,0.3475606805483181,2.427143503417953,-0.32212100917071873,-0.4822161010590587,2.530876133236679,0.9893502238080233,0.604363869485321,1.046059951181412,4.890518080269483,4.167639332833831,-0.40070956714724243,0.26587407867526897,-0.4822161010590587,-0.4822161010590587,-0.20402100512941035,-0.17879661986643877,-0.41449253634955413,-0.4822161010590587,0.07499172393270286,-0.4822161010590587,-0.4822161010590587,0.19139637280442748,-0.4822161010590587,-0.4822161010590587,-0.4822161010590587,-0.2530038210474608,-0.4822161010590587
TWIST2,1.3983777320706139,-0.07962500252109316,-0.4026454658583092,0.6277161336719637,0.5054306589443023,-0.24555331652361717,0.9779781056779004,-0.28328938209947696,0.1790121772513588,-0.8276291965515119,-0.4551492067006218,0.9505423266764276,-0.8361204455510753,0.4622360262503866,0.2405266626444465,0.003972017524141424,-0.9479986033948992,0.42265795329597466,0.4392748527729049,-0.45467729579728,-0.6878328577340016,-0.21170706638057823,-0.656388902417809,-0.892664166539942,-0.010320888669333375,-0.5784694208430778,-0.14170408012496724,0.5870217470435738,0.08323468892990935,-0.6101000735410367,-0.30805241869743755,-0.32157805648997634,0.25844089020137356,-0.18240057802151302,0.3792614824990041,0.9266179068376502,-0.7814473147349429,-0.0904147973567605,-0.7908606805607261,-0.35833438597161005,0.6097283494424792,-0.8474965197564144,-0.47602042886133905,-0.924384504201813,-0.7351916404316482,-0.20235621867843764,-0.42950780540680167,0.43712831397767365,-0.7554606666162318,-0.43916423437022023,-0.6028226896855408,-0.7744611367311762,0.7450361458694948,-0.5930470031869263,-0.9115988108280405,-1.0254663810638998,0.591108355991109,-0.9394346880171632,5.456865940305036,-0.18460840293649744,0.2777483807218553,-0.8792997525917268,-0.5127352422328537,-0.9446086370343321,-0.8644869221221158,-0.5798056140583925,-0.38416855190122595,-0.7585546231489941,-0.8157996132232588,-0.7081748152633264,-0.26555536494491,0.829920076031388,3.643304981283663,-0.5236013224136861,0.4615286451953128,-0.12876223163614908,1.2422991745658476,-0.31936675570524375,1.9532124705661866,-0.9198513099186375,-0.28502768524315447,1.2681384657146653,-0.35278667881619563,0.46102322509850924,1.26024862213729,2.7139133181845896,0.05034006489751797,-0.1471204688532598,-0.791415742187229,-0.7108428999959303,-0.4038729072086056,0.2065141742901013,0.3297729657996578,-0.8936359605014392,-0.09530182253031615,-0.13185552655311064,-0.713514425199806,0.35386667005774214,-0.8010605143455672,-0.29942461141597354,2.69522271424228,1.6533282800590172,-0.45593596382416557
COLGALT2,-0.7919515163109707,-0.5661382364398247,-0.6461314864950417,-0.5381153022154062,-0.47880065613823825,-0.592538774408171,-0.15036910840405465,-0.45808483802916783,1.6707057244215018,-0.6521676591110628,-0.6524425706491759,-0.44933973395152776,-0.42029082567643494,-0.5012879812534228,0.2882034450302383,-0.5977119499980623,-0.33414040370641823,-0.2240239368461532,-0.5801381871037384,-0.32873793005954033,-0.4518854715850939,-0.4989125798405242,-0.6003713417049489,0.07330021277252348,-0.5675718656617634,-0.3856929546277636,-0.26961404618056933,-0.6316823317394277,1.128559281014294,0.25355675661953,-0.6111871615071885,0.5391302065902089,1.59126656198422,-0.5424738009706026,-0.04219048312740402,-0.5687457881293995,-0.5961184272327282,-0.35011614128057283,3.133179340091778,0.2262770170879083,-0.4080847595453957,-0.2340555324573543,-0.06977809048050604,-0.14815863069641505,-0.33820422478101647,-0.6510684835364041,-0.568354385241992,-0.7061175800940818,-0.6847963818610266,-0.4879563327683708,-0.27841032607105487,1.1043090951777992,-0.34693097709472276,-0.22086904497539697,-0.27928171563828785,0.6142327802636269,1.783655205295621,0.47041195241615213,0.6102939232587934,-0.3055350687261214,-0.3799984534601544,-0.34806781033425055,-0.524348640018621,-0.819171907070494,-0.6811535924696958,-0.38359874889416906,0.2564467028193593,-0.7215427823806738,-0.5779057210883133,0.8305832921375634,-0.43438950947098126,-0.1356565544524395,4.904799353243185,2.1187838313008016,-0.6608500699271532,-0.36866969912313535,-0.682413622729683,0.23642305273278202,0.06962235640284863,-0.2897754549402555,1.8241863132392029,1.1249291260432732,-0.07629359968044568,-0.20020083926443843,-0.11880849959243599,5.112434669210015,-0.11143138344736789,1.323221117295322,-0.5332580026219824,-0.5363240603158644,-0.574890259365679,0.5361173287068668,0.2629884114286184,-0.49143430650995956,-0.7622383409178458,-0.2501306396773806,-0.36820899496065046,0.4329609170332273,-0.7745026158643138,-0.6619559662624003,-0.04916106074779444,0.18340659577036772,0.6189715905534917
LGALS9,0.5380063659989096,0.7583412757525885,-0.4581687105604838,0.2886677702262537,0.7750477805772789,-0.8745741776528475,0.24027072067424382,0.5517313931683105,0.06767224949639705,-1.161271713298546,-0.4110552841052271,-0.12216566533497539,-0.7596184582275807,0.396611377384622,1.8524083620884668,0.8171837355044925,-1.4125344964083972,-0.886068625063446,-0.8689847747987856,-0.7824549942729703,-0.5708535954174982,-0.14421184440724202,0.048889225075925,-0.018754233793486737,0.014744882474779331,0.6101902495292478,0.07562363910495301,-0.20168774408511295,-0.47221469223070517,-0.509010318905728,-0.18005622484274908,-0.30992106231864547,-0.5232806918887973,-0.8543557689020284,-0.18579835673401787,0.9062526765639445,-1.2980585135658669,-0.31070634081673254,-1.0428325608207218,0.32627484076683305,-0.027191167362932082,-3.543134118758939,0.4136002462316835,-0.12484183686527751,-0.6947690884153382,-0.6031434669774997,-0.3683845809605782,-0.8514252630048609,-2.683537825220058,0.22303877358186977,0.7284095012491092,-2.4000876554429276,1.0460568192668296,0.6156280401220039,0.6270117607736723,-1.6745483002288717,-0.2468609604705841,1.6348163047925783,-0.4476534078572465,0.6662171731973113,0.8097050437114203,-1.9337280900602356,-0.21926867260288765,-1.8495201332504358,-0.24422577480523183,0.21565731435625476,1.0713622901522133,0.26096695782924145,-0.36553088156285074,0.011525706008809007,0.7261940806937198,1.5507493014172564,0.9512140652203591,2.362267685412227,0.9291898784725842,0.4642526463131434,1.0284711680844212,-0.6678533305315979,-0.117538919734735,-1.1550323590178628,2.0018366606683644,1.2420038989728537,0.046475648247129984,0.6230686956443456,1.9640832136923658,1.5612569377307957,0.36185341776626767,1.3556464397402215,0.7706548502471292,1.0059911035552318,-0.7506305166905978,0.8642199896298978,-0.27387026590833624,-0.6913100167857892,-0.9985385754736742,0.710267003365306,0.004263426962556957,-0.14911479375839182,-0.4982646227626609,-1.0824961437790332,0.8013543196004526,1.7367390041891866,-0.632826294544088
