pathway,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-2.064820238373088,-1.3188599193026436,2.6853576989542813,-1.1702182872676876
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,-0.6120981179263955,1.0972292684299307,0.9051493843534109,-1.6750035383676596
REACTOME_INSULIN_RECEPTOR_RECYCLING,-1.8115967964839572,1.855788678680987,0.5538671931060093,-1.5921296530681874
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,-1.2054002333400289,1.5416063638548072,0.915017159191361,-1.8132594727049978
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,-1.76946675426887,-0.5462180767982773,2.0583848559315374,-1.115137954845724
REACTOME_INTERFERON_GAMMA_SIGNALING,-1.8120789623988414,0.9035812089686764,1.9237821456967454,-1.1058086571952663
REACTOME_INTERLEUKIN_10_SIGNALING,-1.8131754265908195,-0.7505127059487222,2.2748215588818237,-1.7193228907166045
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,-1.71132520187119,0.9048043302952606,1.7023386175290878,-1.1352459236945265
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,-1.6268353203989692,-1.5555077022102615,2.216965644707303,0.6896497885503843
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,-1.6038235124847247,-1.2579585080486912,1.8262403735745074,0.8041036919107046
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,-1.230590572399044,1.7908331081444024,-1.3712692585241462,-0.6349807359615647
REACTOME_IRAK4_DEFICIENCY_TLR2_4,-1.4398950410895928,-0.6632690112302018,1.7487115331849503,-0.47882597366342766
REACTOME_KERATAN_SULFATE_DEGRADATION,-1.841393192387481,1.1041066941612487,1.4548948734360536,-0.9883531740861132
REACTOME_KERATINIZATION,-1.8811443259604446,1.1499625787665628,1.0208343048643183,-1.1038169550110373
REACTOME_LAMININ_INTERACTIONS,-0.999122171653005,-1.0055797356925826,-1.4830881203614126,2.1340131896577352
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,-1.468154258848694,2.1434637605214357,-1.5379408941568877,-1.6227219255351255
REACTOME_METABOLISM_OF_POLYAMINES,-1.4344520161728103,1.4372369140862453,1.5618882106893315,-1.8396648212641504
REACTOME_METABOLISM_OF_STEROID_HORMONES,-0.96082138647827,1.0707057906559543,-0.9364175368792311,-1.8816126846436887
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,-1.4119059897973891,1.870497223138573,-1.2252604954045545,-1.190509751560565
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,-1.3021390463387281,1.8625048661837966,-1.2940952559437853,-1.1927841078269366
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,-1.4030713937761263,-0.8017438766839725,-0.6343967181857709,1.9454941970653306
REACTOME_MET_PROMOTES_CELL_MOTILITY,-1.3729427019731326,0.723488761054167,-0.9328177407739195,1.979824892195232
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,-1.7169773629169105,1.3326275191063262,1.4275495222347676,-1.011774253766987
REACTOME_MITOCHONDRIAL_BIOGENESIS,-0.9131696475847088,1.7727188798018527,-1.2242587550594448,-1.1349576111786308
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,-1.2399922375208179,1.8498852460873976,-1.5135184344331896,-1.3896999081906936
