pathway,WO_AGENT_SUBTYPE01,WO_AGENT_SUBTYPE02,WO_AGENT_SUBTYPE03,WO_AGENT_SUBTYPE04
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,-0.5493533565956484,-0.5704755775521063,-1.0150566906184517,1.9941888464637743
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,-1.7071290307444769,-1.4617710392544263,2.4982116075821743,-1.6169549733035966
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,-1.5552500065032306,2.53819770178817,-1.845298526842072,-1.4062175494231544
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-1.4111395349332956,-1.6766892100426303,1.9566893702195092,-1.0893789341300184
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,-0.8983171393356412,1.8615933392787731,-1.3172026610744798,-0.8656543030935832
REACTOME_COLLAGEN_DEGRADATION,-1.7331668412031906,0.7705094695506474,1.0843393742268197,1.066862993232871
REACTOME_COMPLEMENT_CASCADE,-1.789159014353413,-0.9290655418732282,1.8240226660310654,-1.1253597037923952
REACTOME_COMPLEX_III_ASSEMBLY,-1.6173710584987853,1.8824818267616459,0.8023445460574611,-1.9695174938415532
REACTOME_COMPLEX_IV_ASSEMBLY,-1.8865788924152018,1.9312160038875843,1.8860372756385986,-2.2853614907727686
REACTOME_COMPLEX_I_BIOGENESIS,-1.689580052197569,2.2141479969413376,1.3171298485077088,-2.0018894565271985
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,-1.2375539205841386,1.7557002587474595,-1.150475063423641,-0.8830108399693551
REACTOME_CRISTAE_FORMATION,-1.8827633324491873,2.2066636371507133,1.4231636958343254,-1.7106385647249003
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,-1.7416435930603829,1.0858835660682813,2.0023787822322774,-1.800040823378459
REACTOME_DAP12_INTERACTIONS,-1.6283433705986479,1.0627734356594727,1.798114911712546,-0.6407939054695498
REACTOME_DAP12_SIGNALING,-1.283147386765739,-0.678621578502887,1.7681110195041267,0.9313714659938033
REACTOME_DEADENYLATION_OF_MRNA,-0.585666306805973,0.643311513731824,-1.2932986643142508,1.9886647059501694
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,-1.58909083101578,1.4600319629728158,1.6587378175710774,-1.8648465826332092
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,-0.9369187514000503,1.8744434483463106,-2.1071451325168367,0.9562311525881438
REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,-1.1553609026022733,1.3950475153653128,1.0787056745390835,-1.7774204166165244
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,-1.1086349818079781,1.2474662837105062,1.087385923606723,-1.6705049953419133
REACTOME_DEGRADATION_OF_DVL,-1.4890160564296309,1.378053159133718,1.5515594666763515,-1.6773858957415557
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,-1.337172343429218,1.3724830940242447,1.3513285590398818,-1.7625269955108562
REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,-1.409670263303281,1.7504700398015653,-0.7174337575613062,-0.6634985015538609
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,-1.8449555263836368,1.484543924068182,1.6591483181662905,-1.4593405079585546
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,-1.7968843448319982,1.1687933300746454,0.8540480198638583,-0.9418917546535454
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,-1.7138286432326895,1.076278384827008,0.8760590307225538,-1.1167174086861054
REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND,-1.742645452897894,1.1799797314518687,0.8433040411608862,-1.003378128553534
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,-1.61420744420925,1.8065897501440489,-1.1829387018124606,-1.0294634853236968
REACTOME_DIGESTION,-0.9616926692360025,1.1868748945681498,0.8947757701189191,-1.7828278909826634
REACTOME_DNA_METHYLATION,-0.55008614696132,0.9225755424982949,1.2175045106706583,-1.7253636227493796
REACTOME_ELASTIC_FIBRE_FORMATION,-1.7451718461265735,-1.211954171647764,1.6997244901533406,1.2500130981073507
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,-0.893658575535377,1.7414336507448582,-1.4102535910092817,-0.9296681401032221
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,1.9316907434070012,1.1686455906024331,-2.038669815748385,1.3104645387560423
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,-0.6053156749583242,-2.333667210997583,1.8657192130339095,-1.1511233539627783
REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2,1.4714942851346817,-0.9425944288478586,-1.9011788596305021,2.7459700816488546
REACTOME_FATTY_ACID_METABOLISM,-1.4626091202016809,1.802207609206053,-1.0653300528890701,-1.2915123857280455
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,-1.5528532859355688,1.4930023726494526,1.6253107446254418,-1.8952150396000116
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,-1.741096604011567,1.9442187467435879,1.6758721970398833,-2.0213786123321036
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,-1.9111244939249297,1.2876788723000046,0.8788951250701977,-1.1916808825345946
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,-1.4054064613391357,1.1553499947903774,1.6203655537123551,-1.719997668620072
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,-1.892784370401781,-1.012328321147106,2.498021927704103,-0.991168635796668
REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,-1.5593956538301952,1.5715815283175085,1.5114734826833713,-1.7476946852292752
REACTOME_HEME_SIGNALING,1.251653502310327,-1.0492194101216687,-1.4862109258547151,2.4860131067426363
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-2.0705344894483995,-1.3348450623841213,2.6897570150127788,-1.1708103499178797
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,-0.6169344336609949,1.1012465388892096,0.9106280195387725,-1.6810782017453991
