subtype_id,gene,reference_population,direction,subtype_mutated_n,subtype_n,subtype_frequency,rest_mutated_n,rest_n,rest_frequency,odds_ratio,ci_low,ci_high,p_value,driver_panel_member,q_global,q_driver
WO_AGENT_SUBTYPE01,A2M,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,AAAS,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AADAC,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,AADACL3,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AAGAB,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AAMDC,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,AAR2,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AARS2,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,AASDH,core_rest,depleted,1,39,0.02564102564102564,2,64,0.03125,0.8157894736842105,0.07151665525195282,9.305698973607816,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AASDHPPT,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AASS,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCA1,core_rest,depleted,0,39,0.0,2,64,0.03125,0.0,0.014801663467229918,6.7657400724413765,0.5248429468874928,False,1.0,
WO_AGENT_SUBTYPE01,ABCA10,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABCA12,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCA13,core_rest,depleted,1,39,0.02564102564102564,2,64,0.03125,0.8157894736842105,0.07151665525195282,9.305698973607816,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCA4,core_rest,depleted,0,39,0.0,2,64,0.03125,0.0,0.014801663467229918,6.7657400724413765,0.5248429468874928,False,1.0,
WO_AGENT_SUBTYPE01,ABCA6,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCA7,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABCB1,core_rest,enriched,1,39,0.02564102564102564,1,64,0.015625,1.6578947368421053,0.10072182241261349,27.289170237497032,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCB11,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCB4,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABCC12,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABCC3,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCC4,core_rest,enriched,2,39,0.05128205128205128,1,64,0.015625,3.4054054054054053,0.2984296220792807,38.85936621962933,0.5554223611967135,False,1.0,
WO_AGENT_SUBTYPE01,ABCC6,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCC9,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABCD3,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABCD4,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCG1,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABCG8,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABHD12,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABHD18,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ABI2,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABL1,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABL2,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ABTB2,core_rest,enriched,1,39,0.02564102564102564,1,64,0.015625,1.6578947368421053,0.10072182241261349,27.289170237497032,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AC013489.1,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AC090517.4,core_rest,depleted,0,39,0.0,2,64,0.03125,0.0,0.014801663467229918,6.7657400724413765,0.5248429468874928,False,1.0,
WO_AGENT_SUBTYPE01,AC098582.1,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,AC109583.1,core_rest,depleted,0,39,0.0,2,64,0.03125,0.0,0.014801663467229918,6.7657400724413765,0.5248429468874928,False,1.0,
WO_AGENT_SUBTYPE01,AC245033.1,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ACACA,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ACAD10,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ACADM,core_rest,enriched,1,39,0.02564102564102564,0,64,0.0,inf,0.19971913920256534,126.47969048246881,0.3786407766990291,False,1.0,
WO_AGENT_SUBTYPE01,ACADS,core_rest,enriched,1,39,0.02564102564102564,1,64,0.015625,1.6578947368421053,0.10072182241261349,27.289170237497032,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ACAN,core_rest,enriched,1,39,0.02564102564102564,1,64,0.015625,1.6578947368421053,0.10072182241261349,27.289170237497032,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ACAP1,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ACD,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ACE,core_rest,enriched,1,39,0.02564102564102564,1,64,0.015625,1.6578947368421053,0.10072182241261349,27.289170237497032,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ACE2,core_rest,depleted,0,39,0.0,1,64,0.015625,0.0,0.02129912415496039,13.481834911403515,1.0,False,1.0,
WO_AGENT_SUBTYPE01,ACIN1,core_rest,enriched,2,39,0.05128205128205128,0,64,0.0,inf,0.4020346003394871,183.9642656068569,0.14106225014277554,False,1.0,
