subtype_id,pathway,direction,cliffs_delta,q_value,subtype_median,rest_median,consistent_patient_n,subtype_n,consistency_fraction
WO_AGENT_SUBTYPE01,HALLMARK_ADIPOGENESIS,up,0.10737179487179487,0.6621338979778509,3572.5368297336836,3508.7782780307625,24,39,0.6153846153846154
WO_AGENT_SUBTYPE01,HALLMARK_ALLOGRAFT_REJECTION,down,-0.2828525641025641,0.15537171102563405,1584.572560919226,2043.1667975183477,31,39,0.7948717948717948
WO_AGENT_SUBTYPE01,HALLMARK_ANDROGEN_RESPONSE,up,0.19391025641025642,0.2722189650719123,3116.1185692519794,2964.6092921066347,28,39,0.717948717948718
WO_AGENT_SUBTYPE01,HALLMARK_ANGIOGENESIS,up,0.24278846153846154,0.16546797744292668,3615.202253096678,3364.2746686516825,28,39,0.717948717948718
WO_AGENT_SUBTYPE01,HALLMARK_APICAL_JUNCTION,down,-0.05608974358974359,0.8160808147709215,2211.104156760117,2243.3271595111055,23,39,0.5897435897435898
WO_AGENT_SUBTYPE01,HALLMARK_APICAL_SURFACE,down,-0.1330128205128205,0.5662661066445671,587.4762408996885,682.4928631490088,21,39,0.5384615384615384
WO_AGENT_SUBTYPE01,HALLMARK_APOPTOSIS,down,-0.1762820512820513,0.32284157707171585,3279.74273639489,3356.053266171112,26,39,0.6666666666666666
WO_AGENT_SUBTYPE01,HALLMARK_BILE_ACID_METABOLISM,up,0.052884615384615384,0.8200914163386958,1347.532337337937,1321.8354199437135,20,39,0.5128205128205128
WO_AGENT_SUBTYPE01,HALLMARK_CHOLESTEROL_HOMEOSTASIS,up,0.06169871794871795,0.7933841752753962,2442.471872485178,2400.4885458972612,25,39,0.6410256410256411
WO_AGENT_SUBTYPE01,HALLMARK_COAGULATION,down,-0.21875,0.21305791815567393,2742.85536725774,2917.5565470587126,29,39,0.7435897435897436
WO_AGENT_SUBTYPE01,HALLMARK_COMPLEMENT,down,-0.2724358974358974,0.15537171102563405,2238.8667391166337,2435.8059434755896,33,39,0.8461538461538461
WO_AGENT_SUBTYPE01,HALLMARK_DNA_REPAIR,down,-0.0921474358974359,0.6816810260723329,2222.1426394876453,2272.4835836087564,25,39,0.6410256410256411
WO_AGENT_SUBTYPE01,HALLMARK_E2F_TARGETS,down,-0.032852564102564104,0.8625024409742531,734.0333313662368,760.7346908538825,23,39,0.5897435897435898
WO_AGENT_SUBTYPE01,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,down,-0.03926282051282051,0.8544117520756644,3069.746347682195,3046.5354187208927,18,39,0.46153846153846156
WO_AGENT_SUBTYPE01,HALLMARK_ESTROGEN_RESPONSE_EARLY,up,0.004807692307692308,0.9810146424424325,1727.03519643239,1738.3961677338684,19,39,0.48717948717948717
WO_AGENT_SUBTYPE01,HALLMARK_ESTROGEN_RESPONSE_LATE,down,-0.25400641025641024,0.15537171102563405,1816.9180202062125,1901.15957163347,26,39,0.6666666666666666
WO_AGENT_SUBTYPE01,HALLMARK_FATTY_ACID_METABOLISM,up,0.06570512820512821,0.7830972544166788,3071.286270818614,3107.910857774235,19,39,0.48717948717948717
WO_AGENT_SUBTYPE01,HALLMARK_G2M_CHECKPOINT,down,-0.020032051282051284,0.9038563270340261,696.1954721003603,721.9829958446808,24,39,0.6153846153846154
WO_AGENT_SUBTYPE01,HALLMARK_GLYCOLYSIS,down,-0.14182692307692307,0.5230070638487304,2913.337527300765,2978.7369689373804,21,39,0.5384615384615384
WO_AGENT_SUBTYPE01,HALLMARK_HEDGEHOG_SIGNALING,up,0.22916666666666666,0.18657429170324655,1050.3965886248798,952.1830628773578,28,39,0.717948717948718
