subtype_id,feature,reference_population,target_n,rest_n,n_subtype,n_rest,median_subtype,median_rest,cliffs_delta,ci_low,ci_high,p_value,q_value,analysis_role
WO_AGENT_SUBTYPE01,prob_adipose_tissue,candidate_rest,39,64,39,64,2.8548426390133022e-05,6.255298411121202e-06,0.0953525641025641,-0.1266025641025641,0.32213541666666656,0.4204194343369222,0.5255242929211527,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_blank_space,candidate_rest,39,64,39,64,6.990934704417871e-14,1.3352711815430282e-14,0.1762820512820513,-0.04971955128205128,0.3854567307692306,0.13559346237012065,0.2711869247402413,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_clear_cell_renal_cell_carcinoma,candidate_rest,39,64,39,64,0.9860988280721622,0.985032984312195,-0.0985576923076923,-0.32371794871794873,0.14346955128205105,0.40490665772230516,0.5255242929211527,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_cyst_content,candidate_rest,39,64,39,64,1.6797259919811285e-07,4.407848398493268e-07,-0.004006410256410256,-0.2203926282051282,0.2179687499999999,0.975591758917247,0.975591758917247,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_fibrocollagenous_tissue,candidate_rest,39,64,39,64,0.002664267335192344,0.002799308131926358,0.1233974358974359,-0.10819310897435898,0.3293269230769231,0.2966416058786643,0.49440267646444047,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_hemorrhage,candidate_rest,39,64,39,64,0.0005467969714075252,0.0015535132649610363,-0.3333333333333333,-0.5440905448717949,-0.11378205128205128,0.0047276547526692945,0.024660959421394794,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_inflammation,candidate_rest,39,64,39,64,0.001126269231622825,0.0009336023553702694,-0.01282051282051282,-0.24204727564102563,0.22600160256410234,0.9160694398312017,0.975591758917247,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_marker,candidate_rest,39,64,39,64,2.9579485728796222e-06,1.1764816416206031e-06,0.2299679487179487,0.009595352564102566,0.44471153846153844,0.051421759915727325,0.1285543997893183,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_necrosis,candidate_rest,39,64,39,64,6.0436062475316474e-05,0.00026988903190629037,-0.2620192307692308,-0.4631610576923077,-0.044811698717949044,0.026425057708417094,0.08808352569472365,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE01,prob_renal_parenchyma,candidate_rest,39,64,39,64,0.0061622641669454485,0.002728093361796326,0.3317307692307692,0.11538461538461539,0.5440905448717948,0.004932191884278959,0.024660959421394794,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_adipose_tissue,candidate_rest,31,72,31,72,1.8305344179893636e-06,2.8637665708943175e-05,-0.26881720430107525,-0.5054659498207885,-0.017876344086021748,0.031287654199308255,0.11820024672667673,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_blank_space,candidate_rest,31,72,31,72,3.725016785462419e-14,1.7750213871904633e-14,0.02867383512544803,-0.21953405017921146,0.2652553763440859,0.8208250485789413,0.8208250485789413,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_clear_cell_renal_cell_carcinoma,candidate_rest,31,72,31,72,0.9861158896494444,0.9849622893504308,0.12813620071684587,-0.12461917562724013,0.38082437275985664,0.30556602874011085,0.5092767145668514,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_cyst_content,candidate_rest,31,72,31,72,3.370797260644085e-07,2.1482999637199708e-07,0.04390681003584229,-0.20698924731182797,0.2984094982078852,0.7273045070759332,0.8208250485789413,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_fibrocollagenous_tissue,candidate_rest,31,72,31,72,0.002019084259946787,0.002799308131926358,-0.15053763440860216,-0.40504032258064515,0.11297043010752651,0.2284661648259677,0.4569323296519354,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_hemorrhage,candidate_rest,31,72,31,72,0.0015488322756708073,0.0011773135958525224,0.2625448028673835,0.026881720430107527,0.48212365591397827,0.03546007401800302,0.11820024672667673,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_inflammation,candidate_rest,31,72,31,72,0.0008017916000738291,0.0010877847146099997,-0.06451612903225806,-0.3252912186379928,0.19444444444444445,0.6071942459051857,0.8208250485789413,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_marker,candidate_rest,31,72,31,72,1.0158931238293581e-06,2.4146125583537207e-06,-0.21057347670250895,-0.4615143369175627,0.03680555555555519,0.09178672574774271,0.2294668143693568,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_necrosis,candidate_rest,31,72,31,72,0.00017413681006295164,0.0001588984309468312,0.02867383512544803,-0.22134856630824373,0.2661290322580645,0.8208250485789413,0.8208250485789413,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE02,prob_renal_parenchyma,candidate_rest,31,72,31,72,0.0018407821821520994,0.005507620617560952,-0.3333333333333333,-0.558266129032258,-0.10120967741935508,0.007560931386526057,0.07560931386526057,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_adipose_tissue,candidate_rest,20,83,20,83,2.9656897313294606e-05,9.962553861384813e-06,0.14698795180722893,-0.131355421686747,0.41445783132530123,0.3110749321352406,0.6221498642704812,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_blank_space,candidate_rest,20,83,20,83,1.9187066984411483e-16,3.5204697374813335e-14,-0.3228915662650602,-0.5819578313253012,-0.04213855421686763,0.025734207719048337,0.12867103859524168,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_clear_cell_renal_cell_carcinoma,candidate_rest,20,83,20,83,0.9849622893504308,0.9857952777154512,0.027710843373493974,-0.21927710843373494,0.27716867469879486,0.8512005229712913,0.8642925851578176,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_cyst_content,candidate_rest,20,83,20,83,7.248893572663665e-07,1.6797259919811285e-07,0.06867469879518072,-0.2241265060240964,0.38674698795180723,0.6376039847135382,0.8642925851578176,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_fibrocollagenous_tissue,candidate_rest,20,83,20,83,0.0028269422674968656,0.0026514202599659128,-0.0746987951807229,-0.34102409638554215,0.19400602409638537,0.6081350008903107,0.8642925851578176,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_hemorrhage,candidate_rest,20,83,20,83,0.0014113382525339107,0.0013069445817309195,0.04457831325301205,-0.2421686746987952,0.330240963855421,0.760893568976443,0.8642925851578176,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_inflammation,candidate_rest,20,83,20,83,0.0014197700086788078,0.0008454541983427937,0.18072289156626506,-0.06397590361445782,0.43253012048192774,0.21261372512158994,0.5315343128039748,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_marker,candidate_rest,20,83,20,83,8.318435640876854e-07,2.3289460422857815e-06,-0.27951807228915665,-0.5482228915662651,0.01210843373493943,0.05359935184810985,0.17866450616036617,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_necrosis,candidate_rest,20,83,20,83,0.0005963478393203518,0.0001283139555221397,0.39518072289156625,0.10237951807228915,0.6446084337349396,0.006325156309165427,0.06325156309165426,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE03,prob_renal_parenchyma,candidate_rest,20,83,20,83,0.004153512110334765,0.0035865564523790143,0.02530120481927711,-0.23132530120481928,0.26626506024096386,0.8642925851578176,0.8642925851578176,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE04,prob_adipose_tissue,candidate_rest,13,90,13,90,3.6674677809023645e-05,1.1079188928264155e-05,0.10085470085470086,-0.22226495726495726,0.4188034188034188,0.5612758361345778,0.8018226230493969,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE04,prob_blank_space,candidate_rest,13,90,13,90,2.2918333067686035e-14,1.9447322284928697e-14,0.02735042735042735,-0.3247863247863248,0.36760683760683716,0.8776678774229443,0.8776678774229443,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE04,prob_clear_cell_renal_cell_carcinoma,candidate_rest,13,90,13,90,0.9838637322023575,0.9855681987067988,-0.0735042735042735,-0.41196581196581195,0.26666666666666666,0.672984232376691,0.8298729259892933,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE04,prob_cyst_content,candidate_rest,13,90,13,90,9.053647275980478e-09,2.650073306684872e-07,-0.17264957264957265,-0.48042735042735046,0.1606837606837607,0.3182609246128816,0.8018226230493969,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE04,prob_fibrocollagenous_tissue,candidate_rest,13,90,13,90,0.0039728303927973885,0.0026578437975791286,0.12991452991452992,-0.2376068376068376,0.4888888888888889,0.4533933285177084,0.8018226230493969,auxiliary_segmentation_classifier_characterization
WO_AGENT_SUBTYPE04,prob_hemorrhage,candidate_rest,13,90,13,90,0.0017475615525380233,0.0012257941910471584,0.147008547008547,-0.223974358974359,0.5010256410256401,0.39583838185373477,0.8018226230493969,auxiliary_segmentation_classifier_characterization
