case_id,subtype_id,is_core,HALLMARK_ADIPOGENESIS,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANGIOGENESIS,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_SURFACE,HALLMARK_APOPTOSIS,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COAGULATION,HALLMARK_COMPLEMENT,HALLMARK_DNA_REPAIR,HALLMARK_E2F_TARGETS,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_G2M_CHECKPOINT,HALLMARK_GLYCOLYSIS,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_HYPOXIA,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MTORC1_SIGNALING,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYOGENESIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PEROXISOME,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PROTEIN_SECRETION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SPERMATOGENESIS,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_UP,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_XENOBIOTIC_METABOLISM
TCGA-B0-5702,WO_AGENT_SUBTYPE03,True,3159.060928860209,1305.595174703867,1717.3274254428843,2754.5542634831672,2108.3600231021583,1302.781769513006,2566.8415235351877,836.6158581373984,2187.350548368595,2603.5670779054053,1751.5856125267383,2669.952337178327,327.5196339156937,2428.8439607885502,1468.3399748497459,1860.5714217843724,2812.8110990439873,302.11215078048645,2541.3875085280715,77.14389788347762,1812.4393972748776,2544.000470559593,1650.0145701831798,977.1704752135274,652.3076217650769,2078.068536534084,1558.8664160066019,-368.02799273028086,1277.668181532582,523.7688570112787,2417.446001262092,3622.9452675286693,2054.8028206452445,2274.5487208017685,2401.5197443728275,4481.151070479637,2565.268811899352,1145.3612084618644,2104.174052010251,1809.897290915791,1522.3842943756545,3755.0400035420607,-882.6506162118039,2669.007984569562,1652.1291111605524,2410.4417500217214,691.4287763331276,2755.853360851939,688.0469037829926,1966.1872546456743
TCGA-B0-5703,WO_AGENT_SUBTYPE01,True,3667.4924034907726,1585.1962595179266,3004.608536280998,3407.4126740726233,2170.1523921045928,757.7965715979799,3078.0320176719597,1565.7805776418772,2503.381274068871,2713.2018222634633,2106.242730840775,2350.6669474089613,994.0971619211823,2869.332314693139,1846.6450947007943,1943.2708743408166,3225.6768670718584,902.9519645570699,2854.680258799136,1441.1314887991712,2194.523567955519,3322.2346438115155,2014.5478729499218,1799.5425249347918,987.1849424500342,2705.4655824939973,2343.0692193733958,-1255.2913010855536,1073.923405151817,1188.0009804838037,3307.6047070223167,4356.012323520303,2466.9860052270205,2126.4871749556887,2472.931956594729,4495.66670343009,2798.2293567211127,2223.244140589267,2792.1937904659135,2406.0355512937285,3238.6860626343214,3863.423354050946,-1246.5836389911856,3684.898138151123,2891.3959735859007,3278.5799001299474,1729.4497829743786,3053.0978519197733,1425.9626885687949,2633.659101790733
TCGA-B0-5706,WO_AGENT_SUBTYPE02,True,3340.7636267651214,2731.686703815112,3353.0713826167002,3873.724484423299,2293.155378472573,1119.631173442006,3617.18000635097,1384.1236805172457,2885.841686107183,3217.237887786154,2799.1576416327016,2167.612999879252,892.9672455420186,3590.194678462919,2052.217529741375,2288.6111843556837,2835.288731671216,984.8782040845172,3288.0716800126984,1190.7348640028222,2295.7099669822865,4088.1637330163594,2542.5623268885092,2855.6338022305445,2097.248935390904,3421.993605123803,3340.4140054373947,-609.6640292391439,1832.8636714517397,1445.4174227042267,3581.2980837537616,4262.31770705047,1746.5151757232888,2155.1772438169446,2280.0679792919636,4097.757132759318,3046.139926228285,1744.7693771288568,2586.0968573411656,2675.0458951772853,3813.3329709194995,3751.1503390844455,-1295.1670276707273,3662.8637868358537,3916.6566845458065,3624.0911027704406,2088.9015322067216,3223.9925860641924,1452.5401605219986,2251.5856789774607
TCGA-B0-5709,WO_AGENT_SUBTYPE03,True,3422.5377061704694,2732.73721739506,3242.022077586612,3947.8672500217117,2612.6561276885805,1412.4302719716998,3627.0823465331105,1174.7972841740911,2238.411455037676,3030.7847619433924,2709.4383098359276,2019.4204178438004,818.4459175904694,3773.2618527567165,1847.3490249547976,1924.3590746071495,2999.8306509800077,953.0465088080728,2858.0068391788045,1124.4719996351332,2267.3974220992686,3519.815768796373,2467.5990882753904,3030.924416265655,2316.5996600323497,3857.8551261933026,3533.485451592609,-1196.0823749732126,2193.162465733313,1831.4900354783413,3128.8129482060203,4169.2082398814455,1534.6644246132118,2210.312757569427,2591.4449719405784,4057.7085212466454,2706.9731210291666,2125.0643146907123,2511.1277587214126,2508.085676300524,3486.453498129418,3806.3588107874693,-1490.8163174777383,3841.944252277537,3480.31736428522,3178.570988142187,2321.343198918037,2968.365692081986,1222.570004932938,2538.7266884202
TCGA-B0-5712,WO_AGENT_SUBTYPE02,True,3818.085812248655,1003.1487163795055,2812.3571589155126,2637.7347981432367,1889.6813026632008,165.46926809741854,3001.5238440072962,1835.51814874518,2543.2420453197956,2505.601754822592,1717.9172472620367,2365.4256086282585,709.4115784277728,2336.7451287488884,1776.1225401838929,1949.6194834190137,3736.902710542834,467.6292182630541,3051.7970222188897,763.8492017866947,2456.442144627671,3420.9412541741076,1552.666616107238,1512.1947081326725,549.2766305673313,2829.928689139506,2085.17940374944,-1068.1321018859207,864.280394220923,875.5676485587792,3207.621383474854,4367.1421902074535,2266.620807129447,1653.317515011854,2055.7608576911653,4937.6853051791395,2879.9277596902257,2570.4675438205886,2998.8113773429995,2279.7113336331277,3438.8818523823475,4081.6913347295567,-1165.8774047212346,3232.2172807327515,2705.7166399458774,3255.2649399646843,1310.8179736353986,3069.304633673705,745.2726941079909,2963.0924953150015
TCGA-B0-5812,WO_AGENT_SUBTYPE01,True,3408.622357997373,1726.7129078968082,3333.860627194942,4115.187852592424,2384.1508767377563,718.4331616798636,3444.0752917260043,1184.666333602927,2417.1991312414984,2951.139172017315,2380.6997223857334,2157.7764214667204,813.2049066657564,3449.4617520194615,1604.8846145003718,1683.9248760888004,2999.2507160476343,920.8313113978611,2792.217915498264,1392.9362040715732,2405.1567822164316,3481.573472623779,2233.8445700082775,2136.9559050117296,1454.938797291079,3292.273571899069,2752.4753857132328,-1094.9575802195804,1741.2084253668045,1523.559346240475,3161.909409064493,4325.776357657118,1338.5764626255122,2126.684023440026,2710.608320452676,4184.627892920021,2642.2743275550465,2523.1591539882484,2628.8769541875,2463.81780103606,3655.6236631926095,3664.6007804108604,-1123.1858934947195,4207.549784394509,3017.5721012363047,3090.9430103878076,2369.346526688142,3030.806770297284,1580.291557683443,2136.3706441127233
TCGA-B8-4148,WO_AGENT_SUBTYPE01,True,3522.442601271843,2639.7040972824516,3213.543724635195,3025.0885638752043,1931.190297817745,154.6539902472914,3420.8810224294275,1283.5856669326322,2412.455945334923,2266.11856431845,2404.839646338377,2124.537020561739,906.256174709969,2192.8060375381783,1850.0252548449125,1823.7007974158132,3116.176106587527,923.6439087074177,2641.303774629915,680.0620623015611,2392.0968552004224,3189.9904006736324,2201.670318301467,2930.111599020541,1788.3030096410157,4325.25262790673,3707.843104225338,-898.3741356757164,1348.6656372960642,1601.5792600956065,3061.5994499855497,4170.749619545585,1744.6011883269484,1686.7881876541705,2292.181904819259,4050.641491064117,2733.767047985224,3127.513325298425,2560.260763549648,2534.4790011353643,3381.775448408187,3585.6801117456152,-1346.18299450602,3738.6859088846304,3333.069025152611,3174.516285620073,1810.3922434177048,3203.2348133777796,1360.055479879874,2361.2817711427206
TCGA-B8-4151,WO_AGENT_SUBTYPE02,True,3915.308324489879,824.1330767841046,2963.0022119478017,2554.1552274500273,1538.0461806094172,-284.94981003623434,2821.1279488870123,1564.4117592578486,2438.115059815046,2287.6640110936787,1805.2406205569387,2566.762249415423,644.6963656610615,1888.4624011128672,1584.7698678642892,1662.4603839509718,3860.4806516534536,438.56156835848924,2989.385803251723,644.524977969616,2408.507617267246,3260.251321227379,1668.5563655861506,1594.579413719085,760.2447346588096,3121.807034169952,2330.9066537367153,-1156.0708450734783,670.2130862090153,770.4915450901963,3156.5687764341565,4378.3233156227,1948.001356291703,1401.694960227016,1869.3572883716015,4880.830324099883,2676.8371041178343,2507.605145876957,3128.8778779622926,2323.34113127174,3402.366817431852,3848.6502489572213,-1373.6678710071483,3339.2434874006412,2550.174842791722,3173.5169053630643,1268.34270908484,3208.3662661834423,837.4833508140382,2970.7188206336587
TCGA-B8-4153,WO_AGENT_SUBTYPE02,True,3668.238387648171,1246.0424346607588,2736.605036163085,3459.165246950126,2007.7790775207823,352.61898270509846,3170.790839819484,1149.4550755568698,2662.0089811289654,2668.2336900383043,2110.121222180005,2329.778165395657,448.744872498909,2709.566294695216,1516.6190056713185,1665.4160254664293,3211.604256792517,419.9488198492945,2841.4821428998575,921.2059963896008,2258.666762155194,3553.8578254899794,2091.5398089532364,1566.9297684019393,1099.223343179794,2795.0340289554633,2181.087380127373,-1081.5037374281837,1329.9561604690798,919.7847862676217,3108.494715974499,4049.6996155552943,1603.712212297125,2094.0906341823265,2394.509815563123,4505.487365834943,2979.8875602587277,1925.389569278529,2698.7745509576107,2259.371105894803,3172.5429417937166,4007.0656084696266,-1236.3326117382412,3728.5360326303044,3276.7062788017265,3084.1678028817214,1693.5392529168203,3169.295202357852,1776.0168990762668,2538.829753710488
TCGA-B8-4619,WO_AGENT_SUBTYPE02,True,3980.2874888503393,34.7005782111255,3275.5809080249337,2759.00665523316,1566.5061974362616,337.4949261765569,2885.5150847155637,1131.7160998651198,2364.756692800611,1877.965848928783,1433.2134943422961,2157.28431388813,410.5212505403533,1883.2440652981159,1388.1322109878247,1647.448126193568,3590.8158093098064,601.8339904665963,1882.6515139560288,501.34899203617533,2581.1230560018166,2603.5955863763365,1298.9609403896475,853.5882112005429,-10.612058010705368,1699.1250985231372,1156.585530558249,-1059.394384581955,508.7575243161291,1480.9517927711104,3039.00803801034,4260.385697278573,1673.7074048779987,1649.0458144951972,1708.3168238846265,5262.761634716135,2150.4654433419737,1434.0651100421364,2661.0122564873536,2487.91814338302,4182.417709627015,3445.294791255619,-647.2430712166406,3430.066332809951,1728.5171624958311,3137.6725384401216,2067.477591843046,2630.567589339301,404.8952321185543,1933.963359028995
TCGA-B8-4622,WO_AGENT_SUBTYPE01,True,3630.3767203448997,1754.9781436321327,3265.9756282050557,3503.7859372334096,2386.0122327716135,315.2522828370784,3172.037528983703,1511.2982719984911,2323.242750606719,3100.079461524282,2372.480856533748,2082.8279513214156,633.3374915336854,3037.7802701660976,1714.2736672064648,1816.9180202062125,3071.286270818614,550.7297018581248,2891.101824262435,1133.0650094580487,2487.2814975876545,3527.7443059907464,2149.145874746405,2460.936598260363,1594.7492589849999,2957.564079919901,2620.5939030768477,-1246.8043816120671,1617.2859865002138,1434.3592188158118,3035.966714765498,4055.062954787082,1076.5337310345321,1960.280131085914,2440.223571291999,4222.790210867153,2693.945245518855,1786.8410168418277,2696.1887095836482,2481.820157632269,3571.946114602437,3688.5942881895153,-1437.6422712665662,3693.2329341226177,2632.5151079537272,2900.291248203248,1968.0799012589232,2844.495047042731,1276.1022204472083,2596.568969788739
TCGA-B8-5158,WO_AGENT_SUBTYPE02,True,3558.6588289330793,2105.0264027643007,3228.0206902179652,2981.4594660212333,2246.2427645640273,626.5967347358801,3348.85316974524,1743.7434155868941,2701.3370896262095,3260.3900320846806,2506.850642434877,2222.680782780084,1555.0285245976902,3432.2023201093352,2121.9497066847553,2023.5301112067955,3156.4958115630834,1457.3781614576428,3393.9607900839683,1599.8061656900436,2393.3587426772738,3700.9576183851414,2085.7103909683347,2917.4968997007427,2125.4164920643816,3012.3245675063035,2776.509657735328,-1462.188405207431,1715.8617041966163,1683.7725141474675,3693.3697035104196,4394.7982964240555,1904.1416000735408,1756.6804171833692,2475.525504912868,4284.500586175131,2778.191210530563,2202.5507054904856,2900.0326030794404,2572.1721264740218,3736.642855174915,3981.9150064229143,-1077.365360592622,3139.6343446062565,3129.8418824320233,3475.4730040638387,1902.0158702749704,3026.177480571002,846.7313182425178,2847.7974619035385
TCGA-B8-5159,WO_AGENT_SUBTYPE04,True,3792.2055011265566,1427.7210715901683,3341.3137976953894,2972.2678518728017,2181.900777434984,326.69945309948616,2963.594739916959,1754.1335364675833,2114.4564915115125,2395.528110572247,2036.9972374328308,1933.517505429466,744.085102807062,2425.3551641257227,1870.6311914796015,2085.0367455050855,3592.8733877620853,716.4683514637027,2750.0394789367792,1349.1248952628275,2567.7684006450945,3043.3214666052,1794.6451919326755,1891.9256244626376,1095.6028710070314,3130.991872786909,2523.8101592673756,-1077.3926732917298,1180.1220126723356,1648.8862203262006,3245.0814741647864,4244.604052188188,1611.1277015398346,1710.2810463159294,2230.7661300659947,4449.822944623589,2371.865016878388,3215.842176458248,2848.308552835935,2400.957563726485,3699.5340536800313,3843.112755146476,-965.0394881443226,3573.693845935919,2155.7716938097974,3119.4826926947517,1860.0199493267737,2732.9036376526874,576.5469687527211,2680.1512651444655
TCGA-B8-5162,WO_AGENT_SUBTYPE04,True,3240.351185681141,3207.108240836972,3324.6934604209446,3958.99692154934,2553.1115922111712,907.6923345843761,3846.0272299310927,855.2691462922276,2507.1749020460957,3106.9923543793875,3131.990111346685,2304.9412073226013,1148.8968084452827,3851.0864584354385,1487.8480389451815,1633.8506070267385,2575.724334800151,1221.2695922262374,2939.6249022931916,1093.1911171748216,2518.7808072884272,3506.964243440998,2682.0780309787824,3330.0218893746023,2576.0832040201058,3839.622722654546,3719.0920960013973,-1391.6368912547277,2305.949791272108,1592.9650003584338,3554.752836394083,4431.654964220654,1799.7065721153376,1938.590749400938,2345.959445327094,3965.70229261884,2998.2547767956676,2249.51836361217,2298.5499000146474,2576.554674088694,3688.419306169156,3874.604091928095,-1071.13672656794,3725.396772564516,3749.303510463591,3567.17703137004,2132.1214527036127,3000.4310938199533,1192.5699280058525,2182.2417403332647
