case_id,subtype_id,is_core,HALLMARK_ADIPOGENESIS,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANGIOGENESIS,HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_SURFACE,HALLMARK_APOPTOSIS,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COAGULATION,HALLMARK_COMPLEMENT,HALLMARK_DNA_REPAIR,HALLMARK_E2F_TARGETS,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_G2M_CHECKPOINT,HALLMARK_GLYCOLYSIS,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_HYPOXIA,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_MITOTIC_SPINDLE,HALLMARK_MTORC1_SIGNALING,HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V2,HALLMARK_MYOGENESIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PEROXISOME,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PROTEIN_SECRETION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SPERMATOGENESIS,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_UP,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_XENOBIOTIC_METABOLISM
TCGA-B8-5164,WO_AGENT_SUBTYPE02,True,3465.3882827215975,2955.7389808925027,3307.755794195662,2678.487145495663,2011.7645504173215,564.510726026233,3507.920759686038,1590.2613829074107,2278.4308127550257,2538.1047594051915,2703.914115646834,1977.2784765179658,962.5248454172252,2168.1803401058496,1745.8984536409807,1800.102609940559,3229.1427984546553,1017.6054708495803,2917.2901539290588,1224.5241474079548,2485.395871818627,3196.1521568789003,2453.3581683844222,2914.884058580211,2157.2402583887606,3984.722389428809,3639.2440369586657,-1351.1319077209127,1736.5949208614156,1626.2191540245558,3258.6395502952655,4158.862189815836,1297.068643733155,1386.6160636062186,1791.3775345641325,4265.91614626566,2835.8175134087696,1958.3101020002914,2756.1449790673732,2717.183561449385,3886.098503698998,3910.998079908385,-1105.797448672205,3519.358375077438,3383.546351566173,3141.8611183671974,1622.9403299622018,3095.768111290601,528.2137930078061,2590.9235350242125
TCGA-B8-5165,WO_AGENT_SUBTYPE04,True,3671.569905818912,1186.7797000010896,3517.6339352946025,4242.437456398267,2350.9512143956445,1203.2869709071656,3302.0203595606736,1583.8852248595404,2398.880793367094,2870.5398008180146,2336.502844332371,1930.522978032478,535.062137162151,3255.3701400640402,2014.0497264424512,2159.996435836136,3470.1198659235224,670.3217942551992,2809.5812326418354,1477.7195222017644,2598.726943514095,3517.3379666049377,2178.0677666005167,1925.449217199165,1160.6488995866157,3001.898675451379,2471.7103632380495,-610.2211357183342,1657.1415214702783,1623.969323715828,3098.785579457791,4233.6375549137965,1310.83100387161,2287.120380305063,2629.4391076338197,4264.905937063851,2704.828910773337,2564.5866471873796,2836.823037082966,2325.995802439449,3615.9412693092327,3647.840886412905,-1144.0161258895341,4041.5234029955573,2701.9356522997496,3144.7259541194535,2442.016365425603,3091.821691989725,1320.970125424814,2689.112681874395
TCGA-B8-5546,WO_AGENT_SUBTYPE02,True,3702.008424038884,-100.6038483372231,3030.6297172120794,2380.155431045827,1610.5876458149596,712.8315274598262,2566.498335899305,1968.5600732855628,1994.2223176191465,1767.3441815508077,1142.3809396922916,2316.15325862836,598.209525049494,1553.230171613981,1483.0971273939394,1867.5460439915469,3529.373473178892,685.7262109567364,2154.4481742147027,1167.0799817382185,2605.6863875988074,2232.518388680217,1258.1947124951694,756.2393446364113,-489.7670957130549,1553.9021294816666,1009.1838394790111,-1221.8696563048843,821.9633518460432,1226.911200425293,3065.510484689312,4345.21372079028,1656.8936313642307,1330.4565086468165,1667.7251155828408,5182.246444339658,2272.1287957625636,1403.5538082268213,3205.4511006036482,2004.253054461954,3769.3854445627094,3917.748553877058,-725.1117584731765,2700.5648612478553,1123.7407088387808,3175.8516077222166,1510.7889243325726,2808.5662528961266,593.1344232165247,2712.357980826384
TCGA-B8-5549,WO_AGENT_SUBTYPE04,True,3759.260455964076,1705.404888025836,3378.064374956558,3353.0600467017293,2254.6478461667602,717.4324293881082,3217.2496329399546,1778.462943175642,2511.0966431147135,3018.8512538558452,2559.1754484962275,2053.334006456642,683.5237804534727,2958.467429689046,1999.7526330007477,2076.4740403059186,3238.0163629107983,717.1534551867544,3051.999156304606,1097.2249882549977,2510.2161968578393,3627.9508522229225,2173.823851188652,2153.842865042867,1438.0975847883901,3126.493012615784,2781.0705289042617,-973.3157547028823,1431.859669525038,1507.2258092066768,3356.5790904381674,4112.111775597783,1475.527851046747,1962.681518651686,2288.457143567648,4342.943063315248,2859.268998144552,2761.84394471253,2845.7250253640077,2407.2443521913037,3754.834696676201,3815.929268110768,-1143.3362458787942,3741.4130322925275,2878.4953371912816,3259.048557667579,2074.3945456533693,3082.532145956956,1142.341539632771,2766.6576800932808
TCGA-B8-5550,WO_AGENT_SUBTYPE02,True,3615.855946431321,1659.792226832581,3258.161956264741,4100.519111255134,2612.2338028983277,429.5029134536053,3066.4018032444537,1576.133811534146,2131.8577336577637,3137.862960689552,2200.566524454114,2210.434840111231,1027.9122014103878,3933.303403340926,1894.0594211931157,1943.8283215494357,3203.1104877743555,1004.6762714480965,3308.4866466981357,1456.3144127965006,2321.1560996055296,3399.7327369950644,1909.5697139619479,2153.8822629312335,1401.302402559415,2886.1241102262666,2402.201921025012,-1120.6609378727799,1721.2495784704006,1667.4851538661005,3548.2429793586434,4425.069758328254,2024.6156773246812,2284.7131793928165,2486.7892330604864,4637.083019189967,2556.8296851214254,1825.5879782189368,2731.9530148239983,2414.172813399152,3506.075793935119,3899.7357815823725,-1000.4743883292131,3493.7390815835424,2430.2997605847677,3356.4520832118315,1962.483922854336,2995.7765918252844,1209.8640293792396,2763.301343313853
TCGA-B8-5551,WO_AGENT_SUBTYPE03,True,3292.3189370090968,3461.0324172687524,3189.230577590266,2976.4592581999086,2280.9629422201824,1129.659122566004,3703.50714588117,870.8675375670191,2594.4823471471263,2898.605626231175,2922.5601324915715,2412.491469887267,1815.256906787864,3021.1622036500057,1727.0312787263183,1963.759367963843,2697.310441989581,1871.3566455991786,3208.001176144836,1125.4234705296003,2330.3864505259426,3445.5694831908795,2520.985791852435,3451.596142359116,2744.555359772002,4318.606581813959,4010.883533007267,-1068.4951107145125,2173.2819427345084,1997.8427354218093,3783.6529200313744,4622.107383747809,2473.263107221179,1557.5707090183078,2056.9008655267835,3950.868636405815,3013.705123551452,1445.0335903281511,2544.179042329083,2978.078727423387,3673.1595613766212,4190.728915498097,-803.6828289428313,3464.451708460597,3450.1072950391444,3640.889051457324,1650.3238824307518,3089.7001744820464,1116.3492230060792,2414.4864330391656
TCGA-B8-5553,WO_AGENT_SUBTYPE02,True,3648.3243568474936,2057.4715104610195,3451.2177772574596,3257.708880030661,2416.1690619601377,881.47028286164,3298.0718308131836,1546.5432846464182,2208.871629592126,2755.1537225107286,2442.3343304887167,1907.7890339969708,498.5993359041304,2801.2278209008964,2064.806952786962,2050.9733947442955,3252.8007146854716,483.1997090143186,3003.389633015013,1160.721969598928,2594.677788106206,3506.3639864159722,2306.4946792383644,2714.104280543378,1809.3303559751512,3163.367941728049,2935.993325323132,-1029.5562021827127,1660.8528798059815,1577.8677846626533,3134.1821875299793,4125.204487372837,1631.7322478469387,1990.8393731456154,2620.269234862528,4247.018275488848,2778.548142463972,2739.3804089337145,2808.429987038161,2491.3480423560013,3664.4591349198718,4003.070560075498,-1274.63194797292,3620.101056848279,3155.149077761941,3109.9509824992147,2062.6272240691915,3110.506843639647,1160.7843319060166,2617.4389087579257
TCGA-B8-A54D,WO_AGENT_SUBTYPE02,True,3601.876493148681,2465.459553523616,2608.6029062475063,2604.7614608885315,1984.172231843867,332.75464942728104,3228.027734553644,1248.4032419736232,2169.3925568089808,2532.7240415568076,2445.0489711800656,2330.2685181895604,988.2276536297359,1986.840020543431,1577.8279390556672,1783.6786968406632,3074.847829664458,707.3431479811043,2817.4252141705456,490.5709845731426,2343.141459311052,3055.481210818585,1766.8932849331286,2765.7116063919802,1402.4470130854852,3687.2158036651763,3017.7437592221413,-1130.3013519248807,948.6270928843087,1287.9855268609908,3034.393324145457,4103.090032046939,1438.66236159884,1354.0668582732387,1588.4038686116337,4578.134343750324,2976.0683619001056,1054.5992512878665,2706.267035282609,2455.8243458733505,3424.28615783817,3782.896897377127,-1725.7586351948048,3186.7357621416686,2657.68719627433,2793.7756157014546,1214.2130741372011,3027.8460523193153,648.8342785903096,2382.45088875493
TCGA-B8-A54E,WO_AGENT_SUBTYPE02,True,4009.072609398794,476.5032140259873,2635.7031207247537,1320.775170999258,1104.9169025008987,106.1436325639279,2355.824034942355,2160.7922727623527,1937.4205225102578,1863.9651132618374,1367.6319154546509,2278.9243126977444,446.2555375631455,629.8504311884699,1065.3061062979032,1597.5628157306746,3880.7434880143783,443.4679865317494,2423.0797767730037,153.22781061977548,2755.153254839679,1850.5509466118692,920.1724219681882,935.3088723436549,-112.79855661038346,2735.3444953386906,1717.5029814981008,-848.7296046877373,532.5697774761538,900.9298638098089,3429.3479319788694,4132.779079547795,1933.9372395457203,1261.8755077438027,445.39739658535564,5582.27514389739,2453.5802220893856,2368.6844694600604,2942.202050815872,2493.3266830873627,3756.70455620967,4078.4480028535036,-415.927009065269,1582.5418471258881,1154.823196105268,3261.168607504709,599.2973226075519,3015.926232026295,-369.7987955253111,2883.300733232113
TCGA-B8-A54F,WO_AGENT_SUBTYPE02,True,3328.4638308031545,1428.9208939848413,2927.0137996784306,3701.2670149171236,2388.064206761089,734.7366169243332,3428.9060018683094,947.0545419121481,2402.986666188729,2886.8168868161965,2132.386361347354,2369.5075788721197,627.2655552446558,3467.4666456393425,1990.7369018482632,1997.3738809392235,2538.9499021263737,519.5022260232636,2833.526001676877,1099.4688695070463,2300.1839099168756,3754.030874903814,1993.2848629248938,2151.5235379468295,1450.0771210198081,2730.5827865979372,2348.6900553253745,-1260.7431538552892,1604.1022275672412,1465.658453469794,2935.8092603692767,4123.704395996803,1601.4948589873457,2007.3271687829674,2625.150976154163,3817.750212536306,3360.135579384526,2011.817379593197,2276.832625872854,2370.362635352527,3414.222931717487,3553.8232256342517,-1541.5463629094284,3646.319454378584,3117.0229162132046,2959.0508883521406,2017.085700655748,2827.8603677779765,1730.1024964115632,2157.769000477233
TCGA-B8-A54G,WO_AGENT_SUBTYPE02,True,3431.940869538589,3116.078068724044,2516.858786749308,2105.1800044547354,1733.451358507994,427.4173054940047,3456.030893768543,1019.3125741803642,2251.4095130789547,2444.17634733441,2549.3170279976694,2537.3735836612404,1207.9584803970774,1765.9023541905253,1370.9655999190263,1605.0270339409935,2964.6988571023157,1059.1215184354523,2806.3570825770275,638.0853981426635,2260.0512628129854,3217.4108296046143,2005.789113726525,3062.166323722129,2081.4989089265555,4273.151078077858,3730.315350156141,-1249.9457560742521,1112.1958140123434,1252.5477851232163,3078.6141916466495,4292.395761072834,1613.8855966872661,1174.3894066186294,1777.438264441601,4369.429118766313,2928.8696174303413,1512.9816836551872,2540.0882926938875,2514.9863682694413,3281.668708326849,3930.5273063572104,-1373.2460253107038,3139.516470582351,2998.030877149007,3037.1582085760474,996.8774069430683,2989.3756069026076,591.7234729800075,2385.4955189969405
TCGA-BP-4164,WO_AGENT_SUBTYPE01,True,3679.495279856046,1022.4825960816852,3140.534489475898,2474.2819237781605,1663.343718561564,-476.7568658139462,2978.7899038283977,1660.0615407287196,2461.860159588393,2098.305695417742,1608.595700840534,2261.5367479658626,911.0833311818542,2166.9525247998545,1581.6831675926487,1624.5889599351403,3445.995319602235,667.9694496868024,2932.8695192989544,707.2901378756133,2477.253354896622,3395.544604520367,1797.5039596652741,1708.5310925791227,960.1325431392297,3012.324519214276,2366.6906572774606,-1345.5592656642857,947.743299282125,1221.8311179129669,3331.0043909736314,4349.074404354322,1982.9700898538758,1511.0507145815882,2188.9703323733675,4378.121898712602,2749.325085132741,3312.368205529079,2891.5393426555383,2380.8790853800665,3780.6638657124277,3735.146805462873,-1262.8012742783103,3701.0470389523107,2702.4569568945717,3198.5719362686195,1665.760609203554,2945.7640590010387,1168.9140123986863,2561.624427227477
TCGA-BP-4167,WO_AGENT_SUBTYPE03,True,3373.547508570472,2927.9332930542196,2806.3970254138303,3977.1640784726214,2484.475315282776,935.0823576908251,3626.683294379399,893.435223734884,2400.3317186261693,3203.1152685414827,2721.857106759092,2361.132140296724,815.5945905872104,4007.7779008704874,1553.422746943893,1879.0240754047345,2722.8418260303115,775.6702480876065,3061.3179035095472,448.1109722899928,2158.013758902017,3492.9735581771056,2335.0619023483614,2952.637628522467,1994.357180325619,3452.3950079510396,3162.5894585490687,-1172.79020781505,1860.818204340586,989.7075804234655,3252.21216231155,4131.248742443593,1547.5825431235535,2254.86224154325,2490.0118596769653,4252.6732314709825,2873.9492790209342,1193.1121912185681,2427.921344383276,2453.699340792179,3031.066597077108,4030.155138737776,-1429.8710870135046,3566.1183016767172,3278.5340330062536,3256.8896000610666,1842.1336218809893,3123.648600190456,998.7599589109823,2515.513067309571
TCGA-BP-4770,WO_AGENT_SUBTYPE02,True,2804.579725577717,1574.503352009252,2723.0995838890885,3770.565083171222,2325.544579228984,1369.6899906829603,3595.5290466736114,75.33685748049265,2761.587427371288,3155.662413905683,1995.233240885047,2690.4832460643875,2185.9930706012274,4714.219314717147,1150.336777445351,1171.4781817928833,2327.89406228558,2192.7304420841765,2972.102302648431,812.4182863364213,1798.6032387236728,3382.778173995842,2075.838095905896,1758.916934316313,1454.1632155782563,2333.1237600830054,2083.5758592958928,-1949.3405420186918,1772.0496939370378,1640.1192565349838,3535.0837088669023,4794.286032796,2581.969119814018,1703.0733802317718,2625.5095908917892,3987.4528486741347,2467.5465186695546,1439.0393108465178,2283.647723481511,2148.2598692057145,3410.791469792174,3279.5729011892035,-478.52949271745365,3911.2038832435237,3094.9679751411813,3743.286210305414,2210.3344964164507,2766.4828415352013,1841.4889051302498,1515.3712133750732
TCGA-BP-4782,WO_AGENT_SUBTYPE02,True,3643.326572347918,1950.6813302365663,3158.0520733144294,3887.299829655645,2475.8307102714816,970.1034310134046,3333.900023717484,1421.6744254036876,2250.114677299217,3101.4445827414847,2556.734539324195,2082.988663076141,438.15409644813917,3332.9395184861696,1946.7969418318453,2000.9382272922157,3231.602148263729,552.5612577913316,3164.341909785997,1019.2391594427581,2470.5496940894063,3466.595920949082,2125.1601362142874,2598.3116434206668,1637.0016325318602,3349.0546771678473,2881.135151064558,-1077.4726647160014,1572.6906569100684,1299.5169682251935,3227.6931757963384,4165.737779758739,1468.6273210060726,2130.688886014378,2554.7167565271457,4345.900815250505,2884.4322389098015,2778.8261025577385,2762.72044756137,2442.774808103816,3598.8887072607367,3982.244416113407,-1512.5502416459412,3470.8288820935777,2725.5139617071436,3146.438374244831,1948.1417391441046,2910.090096101857,1167.884370766622,2795.9400207652707
TCGA-BP-4960,WO_AGENT_SUBTYPE01,True,3262.432502304755,2156.272518036909,2533.1719570462037,3928.6035054037375,2429.9259548592254,799.1239114651153,3379.6770091464523,1019.0818233425653,2563.2033807098524,3213.779646761768,2587.1786985180343,2454.6248996034365,559.4408542179044,3397.6039050493036,1521.9425193306015,1719.9732065378212,2764.5965190565285,631.0283984473135,3097.8352663704763,1003.1633921200837,2151.6833969860254,3755.711652818304,2239.402927055975,2662.170959727576,1956.1830893046763,2765.3813290890603,2496.492226301404,-1171.6262782524082,1859.169782106448,1089.8426687819674,3107.3597792269793,4123.251648397318,2051.2405949785543,2217.6002363518637,2507.127509761257,4192.323911647952,3029.259623386796,648.0727936250623,2453.4873085669287,2417.2796229300293,3001.2517735135625,3996.5283000775826,-1496.1599616807644,3536.4230078210985,3728.8182029969594,3179.8960759670863,1604.7633241254998,3219.2400697239136,1818.8205408225795,2599.479565103985
TCGA-BP-4962,WO_AGENT_SUBTYPE03,True,3856.939184378778,2205.7657412277104,3111.9590796839493,3375.4892906016357,2402.6623653013257,234.1624740631505,3305.145496907234,1769.069197211512,2762.326118107887,2854.7428270445407,2341.877465859986,2245.2702422566417,628.5622974442795,3481.0570752608155,2104.270589695733,2101.8810597914107,3429.7316700822994,508.15446883900586,3279.448823333674,895.7089445322845,2497.8706846809846,3530.49532778888,1974.339765713209,2465.705230450886,1723.3022431208437,3147.043211330304,2759.9499486953,-1018.6138694545452,1497.1465348503398,1102.6963817783426,3434.1421385864996,4111.841128461842,1630.8503351738418,2192.1865579481064,2173.1001888442024,4919.291194498016,2805.005183512423,1974.7330791197446,2910.7632858209718,2462.552516113925,3348.3901776615585,4136.235619022956,-1438.0812794498188,3216.985722727014,2613.015511835618,3110.4271652985253,1714.0710089005743,2966.1457712680385,164.67556802946,2949.313119247552
TCGA-BP-4965,WO_AGENT_SUBTYPE01,True,3572.5368297336836,1370.0776592400525,3368.6327264418787,3793.3195447809658,2456.888820439319,792.636262851921,3197.491686355279,1577.607216804553,2221.8086036202803,2729.7552726773347,2290.17958611002,1968.8091135263157,729.8395568330106,2954.573695290952,2012.275429202682,1949.4139780500482,3116.2338041348175,857.5819850591242,2872.5335448185933,1340.5103976402888,2436.206575047281,3376.214072349091,2157.599942203593,2204.274511674511,1405.6345300026987,3101.134166257245,2555.44168998235,-1280.485170224717,1663.2513799451763,1643.1077166145415,3140.969104089263,4176.130895642951,1241.3814666803391,1984.0579392913742,2781.6347198348385,4180.7209946272815,2717.439897321715,2537.5263773889264,2771.8315706288076,2475.0914243215384,3688.682654061464,3761.3440058591823,-1292.513424895852,3920.3533613191166,2577.8392171409705,3050.241273789048,2141.07545399798,2973.2809637343535,1569.954593348889,2625.112137724078
TCGA-BP-4967,WO_AGENT_SUBTYPE04,True,3444.0633307749285,1139.9980715884467,3130.7840540523684,3413.117870146428,2287.2883075634254,400.81852303091364,3120.9136085410073,1570.8239780035701,2364.538724484013,2854.6098583431994,2101.6529261905307,2177.924636712697,939.9795047436473,3015.7356156015503,2105.5910834304377,2038.5292492783692,3024.3994418294296,1027.3587217019467,3328.458162231641,1591.733161514123,2404.7386257963763,3635.0680410228642,1947.9097857086508,2043.242565633308,1103.7230448348719,2456.841690275479,2113.7110349896884,-1252.544923136963,1365.2412542163902,1559.1287728762918,3239.459774517609,4269.006326326476,1718.6947769271028,1852.2754088106785,2580.8093863156237,4336.479228709596,2812.39153449078,1232.19650190201,2812.4217750403805,2407.036571490218,3808.7985632199834,3731.7354510964597,-1211.2003665569018,3542.980798187855,2582.210074977038,3217.1340868923,2022.6308699159244,2837.6639320950626,1186.7010630194918,2681.593398266471
TCGA-BP-4970,WO_AGENT_SUBTYPE04,True,3208.776890574355,2179.5869169489397,3340.5479818452695,4216.618011087006,2597.919954666534,1172.1029986703998,3538.709093433752,1028.5540509406255,2335.0000147817045,2967.3272888954525,2512.1260148023957,1888.039627639373,558.9809093348858,3737.851220756659,2016.2298703253036,2002.3200674473073,2754.88562020465,735.3831224661453,2893.562389747628,1112.1249925338016,2440.8403548727138,3411.3965546385543,2325.5155519257123,2701.5026148304387,2057.4977810974906,3580.8624621821764,3233.2072384067224,-1182.1670423979722,2004.608562305184,1713.2181198619555,3112.473640727939,4091.286745449449,1343.7994433757885,2176.828316588085,2433.167217519518,3788.59245210907,2696.7179374576917,2106.5024944582474,2359.604582245973,2579.934747179953,3709.2349374802106,3576.673640533001,-1406.4464187531003,3979.990716988271,3160.8348068735313,3032.7967511114566,2404.0782132596614,2922.637667265365,1067.249458911724,2268.5530262113753
TCGA-BP-4971,WO_AGENT_SUBTYPE03,True,2993.070068689415,2402.9413158294465,2515.818217879256,4380.147239340411,2771.5000507251943,521.3407598388385,3449.616253290873,412.4167225603942,2086.0150976789046,2993.5603450939507,2400.244551088431,2271.134666353474,388.292520877274,3704.8826390968534,1362.6642339458404,1534.0028284772634,2420.9053641553,564.9930031497124,2537.035829366433,1446.7856154343435,2041.2888031230286,3372.4785223390772,2198.345758926628,2737.843532563882,1902.7299978835863,3593.049252108025,3016.0821872377965,-1075.68754748655,1770.254990212261,1407.6830173565177,2744.3527745633746,3933.4835728500957,1326.376235059629,2523.310533803836,2895.5966461842254,3846.528389251429,2950.0365946263264,538.4044062500589,1994.3720135535414,2262.5463746367604,2906.715891244835,3570.713415858221,-1784.0320332943484,3873.3923452718227,3543.6521493185082,2880.4029722261384,2111.716472656177,2852.5777756610023,1831.608710612929,2095.6849078357473
TCGA-BP-4972,WO_AGENT_SUBTYPE02,True,3513.219647981151,1919.885369397257,3247.0966790543334,4205.357548157704,2527.059863184022,518.4879723158383,3356.0541886206847,1412.2050702601318,2395.010575440506,3019.0169111973237,2561.701747675802,1959.3393365897045,579.5309975723594,3553.202306735273,1869.591584312143,1911.336035147272,3149.374475963683,758.5041053934328,3110.121714363365,1326.3746423485227,2608.1774211127404,3662.6958881143973,2331.5753544579275,2350.2786582367808,1835.8903310338737,3039.158295467898,2781.3617849778566,-1165.6412280354416,1971.3044644109987,1509.149676733803,3254.9984098268587,4129.673084547207,1081.9798735596887,2244.8855311418956,2735.9887198547003,4184.967798214616,2770.056924721179,2496.9658221634154,2684.3324585902474,2438.712464717103,3789.3305503701904,3855.5452811764526,-1394.9382998533865,4028.323169496868,3147.579002853682,3139.130343596881,2314.6361656044337,2963.127250363438,1208.91587371264,2567.9125641627024
TCGA-BP-4976,WO_AGENT_SUBTYPE01,True,3771.3357969195185,849.8467364137414,3296.3682113095756,3567.7025226361466,2186.286883570282,545.4947744181454,2998.3175618715177,1807.0635420126273,2336.15826520224,2576.4474640334047,1921.8002761277357,2198.4433674708416,933.7485346748454,2614.8979638969604,1853.8400320139817,1988.9076628912735,3490.3428895449506,999.744987704853,3080.0707211468334,1240.8209945003537,2520.412400292267,3366.7112023312684,1849.7367397026273,1472.893941868695,736.626898718855,2354.14104833508,1897.7633696945604,-1000.5740644112402,1176.0174495567808,1631.4817903754856,3229.07890923373,4363.663891083673,1723.443184414933,1933.4696197006397,2564.1701949193684,4559.938690196437,2367.4071752071986,2789.259058449632,3078.419700440266,2376.161111144601,3678.7713576346896,3767.1525072910435,-1029.2209210923247,3509.9251351598587,1977.0763254176636,3104.837620386008,2066.717673059762,2855.874143981725,1132.6423156767796,2698.1413425828396
TCGA-BP-4977,WO_AGENT_SUBTYPE04,True,3650.179170796523,1482.5024411545191,2987.987702891335,3432.689248532378,2106.39621128025,210.76351335089748,3119.5393298397685,1515.0849415086132,2206.3048511080915,2784.7921699727794,2093.06387123527,2169.7177544556225,868.2848487173824,2712.0995166282464,1704.4498683571737,1889.121786484924,3146.5056925006647,887.660778452172,2911.5897259819076,994.7085044060459,2405.4752138773338,3323.635548232677,1879.5192570144627,2023.1522589778551,1269.2551466364748,2940.3861527251956,2513.897972492292,-968.3109262397902,1277.7067763709128,1200.9155995757874,3124.6167232999233,4113.45331953574,1524.898086442353,2006.3355014097806,2600.1984821832284,4496.530042452911,2697.849633658867,1636.4867248024539,2887.602349826746,2547.5195025281173,3675.726839619193,3844.3769602392813,-1353.6627735407383,3662.685280636073,2476.463070872179,3040.183405810946,1796.8428467642161,2844.5245603648273,1026.5782088513088,2453.3452834568207
TCGA-BP-4982,WO_AGENT_SUBTYPE01,True,3481.5254931690315,1610.3279328618846,3244.654938790064,4312.64403646043,2491.585078678526,950.8669694063301,3362.727975576893,1208.7510335248444,2119.940639686255,2860.3873722154967,2368.2046234039317,1932.264566352681,431.3822264727596,3352.6210846680724,1698.6848826572004,1665.4491471620877,3026.2252602890576,613.797906777897,2872.4470774403217,1702.5034745269031,2592.563400890165,3662.373197269205,2154.263591440077,2284.128775126831,1558.9713393670845,3177.249872531419,2707.149791526933,-1171.3984257484763,1653.7547889455964,1737.9344935308445,2825.654947807873,3916.561840234923,567.2791975484088,2284.4944790960353,2753.491512404158,3905.0154168515664,2743.113303694893,2582.865849779285,2542.3152861492918,2420.1555199597033,3572.232058597642,3640.733766074616,-1429.8382363698856,3972.3450987552696,3083.240325763394,2811.7957155295726,2372.904998328343,2913.369259701998,1656.9818078409007,2609.17491275462
TCGA-BP-4986,WO_AGENT_SUBTYPE04,True,3128.979646328392,1936.6986168056164,3314.0298591426545,4095.9840035077796,2640.613778035001,759.3472204320988,3478.5799466920625,907.6948069319433,2333.984197502723,3211.1853005825287,2419.3439112481155,2110.682597311078,454.6049646039346,3927.437763819901,1988.847348981718,1767.077346464337,2564.9668600941613,726.8125365026071,2922.3453654147725,1435.0205900990431,2187.753746441961,3687.281388701341,2249.4501330911125,2612.3279250801497,1898.1987621276776,3153.291922707561,2769.334015393705,-1310.6795911715608,2147.988207751052,1641.315964750056,3159.140451762106,4216.23282592828,1388.3234830970187,2098.2231141479715,2645.0337076158075,3814.9844034614,2958.459954371432,1570.3599949833297,2360.267371013115,2271.6913333210287,3752.480682792917,3600.41940205813,-1267.5559869464187,4007.204253126758,3308.3307232586367,3512.484040551627,2393.137200144084,2899.058051037864,1366.847182838861,2319.7139141310654
TCGA-BP-4988,WO_AGENT_SUBTYPE01,True,2853.8623512074173,2591.514667569917,2573.6941834318486,4107.31441891044,2330.0318514232767,352.2461921396243,3445.396508703312,332.281434362033,1943.4017524515039,2709.519616984223,2431.8198479238963,2321.047747386723,979.478969006128,3096.2397567966354,1041.8688656317709,1272.9278296553057,2302.1208467667084,1051.0133276141814,2235.6387657113346,1280.1861010624089,2948.9887579391943,3342.781417788573,2314.582896433557,3040.3180913102806,1569.5086004166333,4185.452000749226,3509.7660566997492,-1079.5690996146923,1718.4673311418574,1652.7048574313321,2724.660947442866,3962.4746422733024,1541.0827018250193,2216.408229568611,2394.7067450132963,3596.461409808192,3090.677676469846,147.0571643731655,1890.4831550502122,2363.603171833939,2697.0561997848636,3901.627963285616,-1514.5588857142175,3221.663428532066,3232.686784094213,2846.5828336587074,1857.2297333939432,2811.3899391028244,1993.847977331201,2082.190797864755
TCGA-BP-4989,WO_AGENT_SUBTYPE01,True,3176.370081830498,3170.901513441374,2707.6214514533203,3723.303920531236,2138.083771901309,18.744607785374683,3588.173646862535,592.4555437795425,1960.2545195070552,2432.818445319256,2550.4435684475584,2368.3253657015566,1279.1694601990994,3166.9268152569866,1074.455381136262,1416.7344224725412,2775.8869670819904,1171.0697236884407,2546.794506666821,992.6834145619805,2050.144696685612,3050.8670287922414,2304.1233452195484,2824.4800304974688,1955.239745644496,3867.6555186680944,3535.6448663197625,-1397.3179386327474,1383.259161315782,1369.194990062897,3194.2808258176283,4489.452541317025,2096.846536863436,1747.0207704333334,2311.6407008332135,4316.634478879353,2825.704039500193,1089.4713726039508,2293.4873357878105,2554.6801288381357,3079.001991264873,3908.6250790319245,-1598.9853024173462,3667.983658844676,3344.6596969092016,3293.958449747065,1648.3717865118597,2995.456300590049,1082.4472716363762,2006.1477233839914
