subtype_id,member_count,stability_source,selected_k,common_accept_set_count,occurrence_frequency,supporting_k_count,supporting_ks,supporting_run_count,min_pair_recurrence_similarity,mean_pair_recurrence_similarity,median_pair_recurrence_similarity
WO_AGENT_SUBTYPE01,39,consensus_partition,4,0,,0,[],0,,,
WO_AGENT_SUBTYPE02,31,consensus_partition,4,0,,0,[],0,,,
WO_AGENT_SUBTYPE03,20,consensus_partition,4,0,,0,[],0,,,
WO_AGENT_SUBTYPE04,13,consensus_partition,4,0,,0,[],0,,,
