subtype_id,gene,reference_population,wald_stat,log2_fold_change,p_value,padj,target_n,rest_n
WO_AGENT_SUBTYPE01,TSPAN6,candidate_rest,-0.6900433697731342,-0.08971721843034539,0.4901669140974445,0.734936564299069,39,64
WO_AGENT_SUBTYPE01,TNMD,candidate_rest,-3.977711377630059,-1.659784039725586,6.958175893759712e-05,0.0018691928585322188,39,64
WO_AGENT_SUBTYPE01,DPM1,candidate_rest,-2.0389689978508243,-0.16911305941426324,0.041453121773610345,0.1692676391717295,39,64
WO_AGENT_SUBTYPE01,SCYL3,candidate_rest,-2.2035721206875274,-0.13695636918492235,0.027554449751655583,0.13086849651280816,39,64
WO_AGENT_SUBTYPE01,C1orf112,candidate_rest,-0.16318960266657867,-0.018905992659547736,0.8703691523413334,0.9658132962792602,39,64
WO_AGENT_SUBTYPE01,FGR,candidate_rest,0.13412132308735153,0.024252024866915047,0.8933066385939358,0.9744682054823341,39,64
WO_AGENT_SUBTYPE01,CFH,candidate_rest,-2.387671212180858,-0.6524525166601459,0.016955503017883438,0.0953612112653153,39,64
WO_AGENT_SUBTYPE01,FUCA2,candidate_rest,-2.0295341957690605,-0.2162735999671068,0.04240390965309704,0.17189513008373758,39,64
WO_AGENT_SUBTYPE01,GCLC,candidate_rest,1.2909542989948142,0.14806190602500072,0.19671952511186241,0.44022529558170664,39,64
WO_AGENT_SUBTYPE01,NFYA,candidate_rest,-0.39113387264640426,-0.026669489652840883,0.6956982842502804,0.8790693821714983,39,64
WO_AGENT_SUBTYPE01,STPG1,candidate_rest,-1.0048823743951014,-0.09735697991124044,0.3149534924969468,0.5751443074836867,39,64
WO_AGENT_SUBTYPE01,NIPAL3,candidate_rest,-0.5512823653072547,-0.07604313766288127,0.5814401253174417,0.8045840624189913,39,64
WO_AGENT_SUBTYPE01,LAS1L,candidate_rest,-1.5295017434696083,-0.14969599108886647,0.12614010718070034,0.33768027718610655,39,64
WO_AGENT_SUBTYPE01,ENPP4,candidate_rest,1.04177266068035,0.16229564885967115,0.29751709224445,0.5567136868166872,39,64
WO_AGENT_SUBTYPE01,SEMA3F,candidate_rest,0.927424109320191,0.1287758126769252,0.35370637775097824,0.6179244437502216,39,64
WO_AGENT_SUBTYPE01,CFTR,candidate_rest,0.47132950953730285,0.14685508234032743,0.6374054456013594,0.8434411832562824,39,64
WO_AGENT_SUBTYPE01,ANKIB1,candidate_rest,0.43700507827406543,0.05275714286186998,0.6621076651606319,0.8576882895770034,39,64
WO_AGENT_SUBTYPE01,CYP51A1,candidate_rest,1.5868166555158603,0.3703856284806176,0.11255417547148953,0.31670517342954285,39,64
WO_AGENT_SUBTYPE01,KRIT1,candidate_rest,0.18135732712499159,0.02005816687373566,0.8560871114273723,0.9602098171944038,39,64
WO_AGENT_SUBTYPE01,RAD52,candidate_rest,0.6329135681094693,0.09482918146741477,0.5267900869410518,0.7643643987553354,39,64
WO_AGENT_SUBTYPE01,BAD,candidate_rest,-1.4672989549970157,-0.24186586211721603,0.14229474787643248,0.3641434936116757,39,64
WO_AGENT_SUBTYPE01,LAP3,candidate_rest,-2.2137347854305944,-0.32323043121019857,0.026847028539160864,0.12897686375508025,39,64
WO_AGENT_SUBTYPE01,CD99,candidate_rest,-1.332629418429533,-0.1870126442691062,0.18265344609359335,0.42080394137340643,39,64
WO_AGENT_SUBTYPE01,HS3ST1,candidate_rest,-1.4266115268193007,-0.26860867439769925,0.1536918998448762,0.38058998727820176,39,64
WO_AGENT_SUBTYPE01,AOC1,candidate_rest,-1.642692901149981,-0.5825275211722154,0.10044648828835569,0.29705612665738956,39,64
WO_AGENT_SUBTYPE01,WNT16,candidate_rest,-1.0940329085433294,-0.3349773439078259,0.27394054538848855,0.533511427113236,39,64
WO_AGENT_SUBTYPE01,HECW1,candidate_rest,-2.7098226181112053,-0.9036147211067663,0.00673191998590481,0.05096501043435681,39,64
WO_AGENT_SUBTYPE01,MAD1L1,candidate_rest,-0.5287158939275376,-0.09226992694948759,0.5970025498299139,0.8155642188359113,39,64
WO_AGENT_SUBTYPE01,LASP1,candidate_rest,-0.5700793365607102,-0.05514213010746227,0.5686238893960525,0.7945944837522506,39,64
WO_AGENT_SUBTYPE01,SNX11,candidate_rest,0.008022016476559217,0.000630740544612077,0.9935994255560135,0.9988379418630343,39,64
WO_AGENT_SUBTYPE01,TMEM176A,candidate_rest,-0.0893862357528073,-0.015701868163388456,0.9287749619601202,0.9853490641734179,39,64
WO_AGENT_SUBTYPE01,M6PR,candidate_rest,0.04296273531436378,0.005710056345356943,0.9657312393207695,0.9919775658037183,39,64
WO_AGENT_SUBTYPE01,KLHL13,candidate_rest,-1.7961569957251704,-0.343574480896411,0.0724695519454908,0.24097724159564543,39,64
WO_AGENT_SUBTYPE01,CYP26B1,candidate_rest,1.2877216609361297,0.2938498956879383,0.19784287058524286,0.4418240888750016,39,64
WO_AGENT_SUBTYPE01,ICA1,candidate_rest,-2.2643403711026573,-0.3412044879022683,0.023553188370922185,0.11846029496407179,39,64
WO_AGENT_SUBTYPE01,DBNDD1,candidate_rest,-1.6079631997755117,-0.3428300064909487,0.10784323875263556,0.30957988020632116,39,64
WO_AGENT_SUBTYPE01,ALS2,candidate_rest,0.458803414777312,0.03841942404017694,0.6463753423545275,0.8487440814210707,39,64
WO_AGENT_SUBTYPE01,CASP10,candidate_rest,-0.35919970680399416,-0.03450021525107837,0.7194456959473499,0.8930723518998666,39,64
WO_AGENT_SUBTYPE01,CFLAR,candidate_rest,0.6320391018229835,0.074131044232901,0.5273613268133586,0.7646250819080017,39,64
WO_AGENT_SUBTYPE01,TFPI,candidate_rest,2.7077508002490367,0.5439245819714866,0.006774086599381243,0.05118461937504498,39,64
WO_AGENT_SUBTYPE01,NDUFAF7,candidate_rest,-3.5320827824167567,-0.29177206501420005,0.0004123002639730416,0.00717889689705612,39,64
WO_AGENT_SUBTYPE01,RBM5,candidate_rest,-0.01134725309061976,-0.001705095401104377,0.9909463962424558,0.9984415096368194,39,64
WO_AGENT_SUBTYPE01,MTMR7,candidate_rest,0.9438146606242936,0.13100876727059152,0.34526436747664546,0.6084123115931211,39,64
WO_AGENT_SUBTYPE01,SLC7A2,candidate_rest,2.283882540615961,0.6310132595236572,0.022378434989169794,0.11454785021222391,39,64
WO_AGENT_SUBTYPE01,ARF5,candidate_rest,-0.3344193101121136,-0.03347206290892228,0.7380631700178213,0.9031093909852878,39,64
WO_AGENT_SUBTYPE01,SARM1,candidate_rest,0.8860051141865762,0.08557587619810604,0.3756147713526621,0.6386337693887512,39,64
WO_AGENT_SUBTYPE01,POLDIP2,candidate_rest,-1.2993313910759394,-0.12110714163676878,0.1938302259136211,0.4363704206266948,39,64
WO_AGENT_SUBTYPE01,PLXND1,candidate_rest,2.2665063523588764,0.3002028881191927,0.023420398664116396,0.1179283101255938,39,64
WO_AGENT_SUBTYPE01,AK2,candidate_rest,-0.30334875054016575,-0.027893527222163695,0.7616240977367656,0.9155682294238648,39,64
WO_AGENT_SUBTYPE01,CD38,candidate_rest,-4.2891171097997,-1.149830642615457,1.793847738881351e-05,0.0006963781371956767,39,64
WO_AGENT_SUBTYPE01,FKBP4,candidate_rest,-0.9041778045131803,-0.08300032679462399,0.36590112743208447,0.6289916057474466,39,64
WO_AGENT_SUBTYPE01,KDM1A,candidate_rest,-2.811578899509673,-0.23027725443402686,0.004929899816865035,0.04135940279957692,39,64
WO_AGENT_SUBTYPE01,RBM6,candidate_rest,0.34094888674379104,0.06281877456045715,0.7331420610497346,0.9003112467109486,39,64
WO_AGENT_SUBTYPE01,CAMKK1,candidate_rest,0.18286550868683146,0.025981777711838534,0.8549035465900084,0.9598901969109396,39,64
WO_AGENT_SUBTYPE01,RECQL,candidate_rest,0.5045772771436522,0.07594538123108298,0.6138557728709013,0.8278816258627113,39,64
WO_AGENT_SUBTYPE01,VPS50,candidate_rest,-0.7184351481286697,-0.06387720685932047,0.4724890213860059,0.7196678656853653,39,64
WO_AGENT_SUBTYPE01,HSPB6,candidate_rest,-3.106808361337199,-1.0386894583310309,0.0018911895415647502,0.021322750952981348,39,64
WO_AGENT_SUBTYPE01,ARHGAP33,candidate_rest,1.8735146555839428,0.4545502109192616,0.06099735089019429,0.21569772317516162,39,64
WO_AGENT_SUBTYPE01,NDUFAB1,candidate_rest,-2.2939168903234646,-0.31598825216265763,0.021795273039537457,0.11246916034650145,39,64
WO_AGENT_SUBTYPE01,PDK4,candidate_rest,2.9480148898312257,0.9657506802463611,0.003198216598675634,0.030611276883682287,39,64
WO_AGENT_SUBTYPE01,SLC22A16,candidate_rest,1.5391898197363636,0.47259724549119736,0.12375796220257025,0.33366821763010707,39,64
WO_AGENT_SUBTYPE01,ZMYND10,candidate_rest,-0.9946401612197409,-0.24027398958218324,0.31991130727946737,0.5813281337268393,39,64
WO_AGENT_SUBTYPE01,ABCB5,candidate_rest,-1.9838344981213616,-0.7752234190867411,0.04727429293920422,0.18464280067165395,39,64
WO_AGENT_SUBTYPE01,ARX,candidate_rest,-10.74977951162493,-6.361201098570093,5.940344573777005e-27,3.851125387179633e-23,39,64
WO_AGENT_SUBTYPE01,SLC25A13,candidate_rest,0.054142693802981895,0.005438911869739718,0.9568214773762765,0.9905669691972612,39,64
WO_AGENT_SUBTYPE01,ST7,candidate_rest,-0.5020428958167056,-0.06700020999357495,0.6156373472940009,0.82907705079082,39,64
WO_AGENT_SUBTYPE01,CDC27,candidate_rest,0.21200749844981126,0.015156223022875259,0.832101184378024,0.9509099203812321,39,64
WO_AGENT_SUBTYPE01,SLC4A1,candidate_rest,-4.883773336959118,-2.4723738871385037,1.0407470671791038e-06,7.552794667748653e-05,39,64
WO_AGENT_SUBTYPE01,CALCR,candidate_rest,-0.6754034926581964,-0.27102033822027427,0.49941944710357766,0.7417310369475398,39,64
WO_AGENT_SUBTYPE01,HCCS,candidate_rest,-2.6691842814413382,-0.31283354302819155,0.007603571978618535,0.055407220461653015,39,64
WO_AGENT_SUBTYPE01,DVL2,candidate_rest,0.9902152362515523,0.0620203649805938,0.32206892690415534,0.5836437531024325,39,64
WO_AGENT_SUBTYPE01,PRSS22,candidate_rest,-0.9330001693562149,-0.46088876948841456,0.3508198809102542,0.6149703347294757,39,64
WO_AGENT_SUBTYPE01,UPF1,candidate_rest,-2.8350172647397596,-0.159095124984349,0.004582320923187843,0.0393820413765269,39,64
WO_AGENT_SUBTYPE01,SKAP2,candidate_rest,0.912569203391893,0.1128754132538627,0.3614691575173403,0.6256865116193264,39,64
WO_AGENT_SUBTYPE01,SLC25A5,candidate_rest,-2.3789835864955093,-0.439513444419452,0.017360448957819394,0.09685696264504573,39,64
WO_AGENT_SUBTYPE01,MCUB,candidate_rest,-4.675006491622927,-0.7856394903712024,2.9394432134546442e-06,0.0001696416351883661,39,64
WO_AGENT_SUBTYPE01,HOXA11,candidate_rest,-3.492223614879554,-0.9867151625738444,0.00047901704464380014,0.007973090910886686,39,64
WO_AGENT_SUBTYPE01,POLR2J,candidate_rest,-1.3436073050380126,-0.2501132925438125,0.1790754060267351,0.41561307539546194,39,64
WO_AGENT_SUBTYPE01,DHX33,candidate_rest,-0.005336751179545702,-0.00038078740469669326,0.995741908841391,0.9992017627831664,39,64
WO_AGENT_SUBTYPE01,MEOX1,candidate_rest,-1.9895354118375954,-0.5934378695573995,0.04664213717576952,0.1827811658133269,39,64
WO_AGENT_SUBTYPE01,THSD7A,candidate_rest,-0.3938790711657447,-0.09723326655361438,0.6936703227343735,0.8782141437088081,39,64
WO_AGENT_SUBTYPE01,LIG3,candidate_rest,0.09897294835554214,0.0072464681627727135,0.921159748709279,0.9848459822164914,39,64
WO_AGENT_SUBTYPE01,RPAP3,candidate_rest,-1.9214215840626927,-0.14196566880847453,0.0546785795785395,0.20209876363037146,39,64
