subtype_id,feature,reference_population,target_n,rest_n,n_subtype,n_rest,median_subtype,median_rest,cliffs_delta,ci_low,ci_high,p_value,q_value
WO_AGENT_SUBTYPE01,HALLMARK_ADIPOGENESIS,candidate_rest,39,64,39,64,3572.5368297336836,3508.7782780307625,0.10737179487179487,-0.11782852564102564,0.33495592948717934,0.36404713432639413,0.6621338979778509
WO_AGENT_SUBTYPE01,HALLMARK_ALLOGRAFT_REJECTION,candidate_rest,39,64,39,64,1584.572560919226,2043.1667975183477,-0.2828525641025641,-0.49521233974358975,-0.06490384615384616,0.016544182767803485,0.15537171102563405
WO_AGENT_SUBTYPE01,HALLMARK_ANDROGEN_RESPONSE,candidate_rest,39,64,39,64,3116.1185692519794,2964.6092921066347,0.19391025641025642,-0.03854166666666666,0.4198717948717949,0.10059341631790412,0.2722189650719123
WO_AGENT_SUBTYPE01,HALLMARK_ANGIOGENESIS,candidate_rest,39,64,39,64,3615.202253096678,3364.2746686516825,0.24278846153846154,0.014423076923076924,0.4511418269230768,0.0397123145863024,0.16546797744292668
WO_AGENT_SUBTYPE01,HALLMARK_APICAL_JUNCTION,candidate_rest,39,64,39,64,2211.104156760117,2243.3271595111055,-0.05608974358974359,-0.2740584935897436,0.16989182692307683,0.6365430355213189,0.8160808147709215
WO_AGENT_SUBTYPE01,HALLMARK_APICAL_SURFACE,candidate_rest,39,64,39,64,587.4762408996885,682.4928631490088,-0.1330128205128205,-0.35743189102564105,0.09697516025641015,0.2604824090565009,0.5662661066445671
WO_AGENT_SUBTYPE01,HALLMARK_APOPTOSIS,candidate_rest,39,64,39,64,3279.74273639489,3356.053266171112,-0.1762820512820513,-0.3974759615384615,0.04328926282051271,0.13559346237012065,0.32284157707171585
WO_AGENT_SUBTYPE01,HALLMARK_BILE_ACID_METABOLISM,candidate_rest,39,64,39,64,1347.532337337937,1321.8354199437135,0.052884615384615384,-0.16828926282051282,0.27323717948717946,0.6560731330709566,0.8200914163386958
WO_AGENT_SUBTYPE01,HALLMARK_CHOLESTEROL_HOMEOSTASIS,candidate_rest,39,64,39,64,2442.471872485178,2400.4885458972612,0.06169871794871795,-0.16911057692307693,0.2933293269230766,0.6029719732093011,0.7933841752753962
WO_AGENT_SUBTYPE01,HALLMARK_COAGULATION,candidate_rest,39,64,39,64,2742.85536725774,2917.5565470587126,-0.21875,-0.4335136217948718,0.00641025641025641,0.06391737544670217,0.21305791815567393
