subtype_id,feature,reference_population,target_n,rest_n,n_subtype,n_rest,median_subtype,median_rest,cliffs_delta,ci_low,ci_high,p_value,q_value
WO_AGENT_SUBTYPE01,original_shape_Elongation,core_rest,39,64,39,64,0.1253309946361874,0.2939836638334752,-0.10897435897435898,-0.3485576923076923,0.11943108974358953,0.35690501876071157,0.7483492328853629
WO_AGENT_SUBTYPE01,original_shape_Flatness,core_rest,39,64,39,64,-0.0031625381500408555,0.28543315843765327,-0.04887820512820513,-0.28131009615384617,0.19631410256410256,0.6808190113488126,0.9097489772309156
WO_AGENT_SUBTYPE01,original_shape_LeastAxisLength,core_rest,39,64,39,64,-0.07652190645772017,-0.23647923201908372,0.08253205128205128,-0.14903846153846154,0.30777243589743547,0.4858602922382049,0.8121191978670418
WO_AGENT_SUBTYPE01,original_shape_MajorAxisLength,core_rest,39,64,39,64,-0.2097589561944089,-0.39708367740992406,0.1450320512820513,-0.0905849358974359,0.37341746794871783,0.21973307134825304,0.58466986820734
WO_AGENT_SUBTYPE01,original_shape_Maximum2DDiameterColumn,core_rest,39,64,39,64,-0.1486242454202817,-0.4023960353325945,0.15224358974358973,-0.07856570512820513,0.37742387820512807,0.19759011712529284,0.5584242441722211
WO_AGENT_SUBTYPE01,original_shape_Maximum2DDiameterRow,core_rest,39,64,39,64,-0.07930323825305928,-0.3209887325388669,0.047275641025641024,-0.1947315705128205,0.2860777243589742,0.6908162724985395,0.9110765332951754
WO_AGENT_SUBTYPE01,original_shape_Maximum2DDiameterSlice,core_rest,39,64,39,64,-0.4434101249384665,-0.4040283414483925,0.08092948717948718,-0.15626001602564102,0.3089142628205127,0.4944086575831794,0.8121191978670418
WO_AGENT_SUBTYPE01,original_shape_MinorAxisLength,core_rest,39,64,39,64,-0.1676459770910413,-0.3028784096190891,0.03205128205128205,-0.21875,0.2748397435897436,0.7882647608277252,0.9487626846990488
WO_AGENT_SUBTYPE01,original_shape_Sphericity,core_rest,39,64,39,64,0.4002303060769486,0.2965758061037143,0.09375,-0.14264823717948716,0.32536057692307674,0.4283049488843803,0.7921396800664853
WO_AGENT_SUBTYPE01,original_shape_SurfaceVolumeRatio,core_rest,39,64,39,64,-0.2220021230305582,-0.15130503273074966,-0.06891025641025642,-0.29254807692307694,0.1610977564102562,0.5610225372801014,0.8424595856846409
WO_AGENT_SUBTYPE01,original_firstorder_Kurtosis,core_rest,39,64,39,64,-0.4286595046147065,-0.09888983154087694,-0.2203525641025641,-0.4358974358974359,0.0008213141025639932,0.06199186051274715,0.39727178215915426
WO_AGENT_SUBTYPE01,original_firstorder_Minimum,core_rest,39,64,39,64,0.015658000945725965,0.13177313452057698,-0.08814102564102565,-0.31650641025641024,0.1306690705128202,0.45657292160436946,0.7921396800664853
WO_AGENT_SUBTYPE01,original_firstorder_Range,core_rest,39,64,39,64,0.29210398696042283,0.12114521496888861,0.13701923076923078,-0.08094951923076923,0.36538461538461536,0.2463554472364783,0.6125231065169269
WO_AGENT_SUBTYPE01,original_firstorder_Skewness,core_rest,39,64,39,64,0.13994632955788935,-0.1218498184622736,0.10657051282051282,-0.11784855769230769,0.34615384615384615,0.3676514690626228,0.7569294951289293
WO_AGENT_SUBTYPE01,original_glcm_Autocorrelation,core_rest,39,64,39,64,0.2774307801303671,-0.28062634722547125,0.23798076923076922,0.016826923076923076,0.4527443910256409,0.04380685296641998,0.3431352431875059
WO_AGENT_SUBTYPE01,original_glcm_Idmn,core_rest,39,64,39,64,0.16235893017915617,0.23162529563977427,-0.12740384615384615,-0.3509815705128205,0.09863782051282008,0.2811864390987481,0.6527542336220937
WO_AGENT_SUBTYPE01,original_glcm_Idn,core_rest,39,64,39,64,0.060633751709386306,0.21421377394799015,-0.14983974358974358,-0.37580128205128205,0.06893028846153836,0.2047862255173547,0.5714376698383725
