subtype_id,collection,pathway,reference_population,ES,NES,nominal_p,fdr_q,fwer_p,lead_genes,target_n,rest_n
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_COAGULATION,candidate_rest,-0.42836098948858403,-1.5909599702284647,0.001034126163391934,0.006706281833616299,0.074,ITIH1;PLAU;TMPRSS6;C2;C8G;COMP;F3;CTSK;LEFTY2;APOC1;CTSE;C1QA;TIMP1;HRG;C1S;CTSB;CFI;WDR1;S100A1;ANXA1;MMP15;F8;C9;CAPN5;MBL2;S100A13;SERPING1;TFPI2;TF;PREP;CFD;PLEK;SERPINC1;LGMN;MMP2;USP11;CFH;MEP1A;MMP9;MMP10;C1R;CFB;RAC1;ARF4;ISCU;PROZ;RABIF;ITGB3;MMP14;F10;APOC3;MMP11;LRP1;C3;MSRB2;CSRP1;CAPN2;MMP7;FN1;DCT;PROC;CPQ;FURIN,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,candidate_rest,-0.4140145486511858,-1.5763868055773231,0.001,0.007470288624787776,0.09,COL8A2;LRRC15;GREM1;MFAP5;LOXL1;FMOD;COL11A1;COMP;IGFBP2;SLIT2;COL7A1;FUCA1;ADAM12;OXTR;CAPG;DCN;CD44;COL16A1;BASP1;LAMC2;SAT1;TIMP1;CXCL1;QSOX1;DST;FBLN1;IL6;WIPF1;SPOCK1;CADM1;GPC1;SGCD;PLAUR;COL6A2;SFRP4;COL1A2;PFN2;SDC1;SGCG;SFRP1;TFPI2;TNFRSF12A;ECM1;FBN2;MMP2;ANPEP;LAMA3;LUM;PVR;FAP;POSTN;SERPINE2;ITGB3;MMP14;THBS2;CDH6;NNMT;GAS1;PPIB;MYL9;LRP1;P3H1;GLIPR1;CRLF1;PRRX1;COL3A1;PTX3;FSTL1;COL5A1;FBLN2;SDC4;SPP1;FN1;EFEMP2;SERPINH1;RGS4;TPM2;COL1A1;CXCL12;MXRA5;HTRA1;COL6A3;ITGB5;CXCL8;TGFBI;NTM;WNT5A;TAGLN;EMP3;TPM4;FAS;PLOD1;BMP1;FBLN5;MATN3;MEST;INHBA;IL15,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_PROTEIN_SECRETION,candidate_rest,-0.4184711724250225,-1.4953588904482915,0.004381161007667032,0.01889121065691524,0.234,TSPAN8;GLA;CTSC;RAB9A;OCRL;ATP6V1H;DST;RAB22A;DNM1L;YKT6;CD63;VPS45;SH3GL2;GNAS;BET1;COPB2;ICA1;AP2M1;SEC22B;SOD1;CLTA;SCAMP3;SEC24D;RAB5A;ERGIC3;GOLGA4;RAB2A;ARF1;COPE;ARFGEF1;RER1;RPS6KA3;KRT18;VAMP7;GBF1;GOSR2;TPD52;SEC31A;STX16,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_GLYCOLYSIS,candidate_rest,-0.37764175467719213,-1.4495720158941587,0.0050968399592252805,0.02974775648799418,0.349,UGP2;DPYSL4;LHX9;CASP6;BIK;ARTN;TALDO1;DCN;GALK1;CD44;IRS2;KDELR3;ME1;SDC3;IL13RA1;B4GALT4;CHPF2;QSOX1;B4GALT2;B3GNT3;LHPP;CHST6;PYGB;KIF2A;GPC1;SLC25A10;GMPPB;VLDLR;POLR3K;MDH1;EXT1;G6PD;TPBG;ME2;GPC3;ISG20;SDC1;CAPN5;IDH1;GPC4;GALE;HS6ST2;MET;B4GALT7;HOMER1;COPB2;SOD1;GAPDHS;AURKA;XYLT2;FAM162A;DLD;PC;B3GAT1;GOT2;MDH2;FUT8;PSMC4;BPNT1;TXN;GFUS;GNPDA1;ELF3;PKM;COL5A1;NDUFV3;TPI1;TPST1,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_APOPTOSIS,candidate_rest,-0.3791284586559747,-1.4184582165925714,0.01238390092879257,0.04345217883418224,0.489,CCNA1;GUCY2D;CASP6;BIK;LEF1;CD38;NEFH;GPX1;DCN;CD44;SAT1;CASP3;TIMP1;IL6;DNM1L;IL18;CD2;SLC20A1;GNA15;IGFBP6;ANXA1;IL1A;CD14;HGF;BCL2L1;BCAP31;PMAIP1;ISG20;DAP3;PLPPR4;TNFRSF12A;SC5D;TNFSF10;TSPO;EBP;DPYD;GPX3;MMP2;FASLG;GCH1;BID;SPTAN1;CASP4;BCL2L11;LUM;SOD1;TIMP2;HMOX1;GPX4;IFNB1;DAP;SOD2;CDC25B;XIAP;TAP1;GSR;CASP1;SATB1;IRF1;LGALS3;KRT18;BMF;DDIT3,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_KRAS_SIGNALING_UP,candidate_rest,-0.36869265074679,-1.4051189776764714,0.00408997955010225,0.04709783531409168,0.535,FGF9;SLPI;EPHB2;LY96;PLAU;VWA5A;EPB41L3;GPNMB;TSPAN1;NR0B2;DCBLD2;PIGR;SNAP91;KCNN4;FUCA1;CMKLR1;CTSS;ALDH1A2;ALDH1A3;ADAMDEC1;FCER1G;LAPTM5;CSF2;ITGB2;ETV4;ST6GAL1;PDCD1LG2;MAFB;LCP1;PCP4;GFPT2;SCG3;PLAUR;IL2RG;IL10RA;SERPINA3;DOCK2;TMEM158;CSF2RA;ADAM8;TLR8;LIF;G0S2;SEMA3B;NAP1L2;CFH;AMMECR1;MMP9;RABGAP1L;MMP10;CFB;GADD45G;AKT2;PSMB8;LAT2;CLEC4A;SCG5;C3AR1;CROT;IKZF1;WNT7A;TNFRSF1B;CPE;MMP11;MMD;CXCL10;GALNT3;CBX8;F13A1;PRRX1;SATB1;ETV5;SPP1;TOR1AIP2;RELN;BTC;PRELID3B;ZNF639;MAP4K1;RGS16;ITGBL1;F2RL1;IL1B,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_TGF_BETA_SIGNALING,candidate_rest,0.3346268524039632,1.3999905104023271,0.02054794520547945,0.14375000000000002,0.068,SKI;BMP2;NOG;ID3;CTNNB1;HDAC1;TJP1;KLF10;BCAR3;SMURF2;WWTR1;HIPK2;APC;SMAD6;ENG;BMPR1A;PMEPA1;THBS1;BMPR2;SPTBN1;SMAD7;PPM1A;ID2;JUNB,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_FATTY_ACID_METABOLISM,candidate_rest,-0.37207718476450347,-1.3913111281370378,0.007238883143743537,0.051138519924098666,0.587,VNN1;CYP1A1;ADH1C;ACSL5;BMPR1B;REEP6;LTC4S;CBR1;DECR1;ME1;HSPH1;ERP29;PDHA1;UROS;PCBD1;ECHS1;CEL;FH;PRDX6;ACSL4;MDH1;ACOT8;FABP1;IDH1;HCCS;FASN;G0S2;PTS;CBR3;HSP90AA1;SUCLG1;SDHA;GLUL;GAPDHS;HADH;ECI2;PDHB;DLD;GSTZ1;SMS;GABARAPL1;CPOX;MDH2;GCDH;UBE2L6;IDH3G,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_UV_RESPONSE_UP,candidate_rest,-0.371403307478859,-1.3903704319630457,0.008290155440414507,0.04897189209583097,0.596,TCHH;PPIF;CYP1A1;IGFBP2;CNP;LHX2;BAK1;KCNH2;FGF18;SULT1A1;CASP3;RASGRP1;IL6;PRKCD;RAB27A;BSG;YKT6;HTR7;NPTXR;CCNE1;ONECUT1;GPX3;GCH1;BID;ALAS1;ATP6V1F;CHRNA5;BCL2L11;PDLIM3;HLA-F;CLTB;SHOX2;SIGMAR1;TST;MGAT1;HMOX1;MMP14;ATP6V1C1;LYN;PRKACA;SELENOW;ARRB2;OLFM1;TYRO3;SOD2;GRINA;RPN1;TAP1;NAT1;CCND3;CLCN2;NKX2-5;ACAA1;MRPL23;POLE3;IRF1;FURIN;CYB5B;STIP1;CDC34;GAL;CTSV;PPP1R2;H2AX;ATF3;GRPEL1;TGFBRAP1;AQP3;CREG1;CYB5R1;SLC25A4;MAOA;GLS;DGAT1;KLHDC3;SPR;EPHX1;AP2S1;CDKN1C;TUBA4A;TMBIM6;FKBP4;COL2A1;MARK2;MSX1;E2F5;PSMC3;EPCAM;PTPRD;HSPA2;CCK,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_BILE_ACID_METABOLISM,candidate_rest,-0.37084782144839046,-1.3612852880711852,0.02736842105263158,0.06443123938879457,0.712,TFCP2L1;DIO1;NR0B2;AKR1D1;ABCA6;ACSL5;HSD17B6;TTR;GC;CYP8B1;HACL1;IDH1;GSTK1;AMACR;HAO1;DIO2;LCK;SOD1;ALDH8A1;ABCA3;AQP9;SOAT2;ABCA4;SLC23A1;CH25H;NPC1;PEX16;ABCD1;CROT;KLF1;LONP2;ABCD2;SLC29A1;RXRA;PEX11G;PEX26;SULT2B1;ALDH1A1;PEX7;PAOX;PEX13;PFKM;AGXT;HSD3B7;PIPOX;HSD17B4,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_DNA_REPAIR,candidate_rest,-0.362727738455569,-1.3573818742785524,0.027253668763102725,0.06396434634974534,0.724,CCNO;TK2;PDE6G;RAE1;HPRT1;NME1;NPR2;NCBP2;COX17;BCAP31;SDCBP;CETN2;USP11;GSDME;CSTF3;SNAPC5;DGUOK;ITPA;NT5C3A;RAD51;POLR2G;POLR2K;POLD4;GPX4;GTF2H5;POLA2;SURF1;ADA;EDF1;ARL6IP1;TAF13;ZNF707;POLR2D;CANT1;SEC61A1;ADRM1;NUDT9;TARBP2;APRT;GTF2B;PCNA;VPS28;GTF2A2;RRM2B;NME3;HCLS1;CMPK2;GTF3C5;POLR2J;RPA2;RBX1;MRPL40;SNAPC4;GUK1;POLR1C;MPC2;DDB1;AK1;UPF3B;RALA,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_PEROXISOME,candidate_rest,-0.3743842460216224,-1.3549512894027704,0.034482758620689655,0.06314172528094429,0.736,DIO1;NUDT19;ACSL5;CACNA1B;CRABP1;STS;TTR;SEMA3C;PRDX1;CADM1;CRABP2;CTPS1;CEL;ACSL4;ACOT8;IDH1;TSPO;IDE;GSTK1;SOD1;ECI2;ABCD1;PABPC1;SCGB1A1;ABCC5;LONP2;SOD2;ABCD2;ABCB9;PEX14;SULT2B1;ACAA1;ALDH1A1;FABP6;ITGB1BP1;SMARCC1;CTBP1;PEX13;MVP;HSD3B7;PEX2;CDK7;HSD17B4;PEX11B;RDH11;SLC25A4;PRDX5;SLC25A19,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_IL2_STAT5_SIGNALING,candidate_rest,-0.3538203918228352,-1.352739556012407,0.018292682926829267,0.061799660441426145,0.741,COCH;NCS1;CTSZ;CAPG;ENPP1;CD44;CDCP1;CSF2;CASP3;ETV4;TNFRSF18;MUC1;TNFSF11;CD86;IL10;PRAF2;ITGAE;BATF;S100A1;BCL2L1;GALM;SLC29A2;TNFRSF9;CST7;IL10RA;GPR65;IRF4;GLIPR2;GSTO1;TLR7;TNFSF10;CCNE1;LIF;ECM1;LTB;SERPINC1;IL2RA;AMACR;SYNGR2;CKAP4;RABGAP1L;SNX14;PLEC;NFKBIZ;ICOS;COL6A1;CD48;EOMES;CSF1;GPX4;MAP6;MYO1E;GABARAPL1;EEF1AKMT1;PRNP;PENK;TNFRSF1B;FGL2;DRC1;RHOH;CXCL10;PTGER2;XBP1;CCR4;IKZF2;CCND3;IL2RB;SPP1;SOCS1;FURIN;MYO1C;HK2;ITIH5;HOPX;TNFRSF8;PIM1;RGS16,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_WNT_BETA_CATENIN_SIGNALING,candidate_rest,0.3232302847489627,1.3451487023393989,0.041666666666666664,0.10416666666666667,0.098,NUMB;NOTCH4;DLL1;JAG1;HDAC5;MYC;HEY2;CTNNB1;FZD1;JAG2;NOTCH1;KAT2A;GNAI1;MAML1,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_KRAS_SIGNALING_DN,candidate_rest,-0.3524995804348661,-1.3408808548264455,0.013347022587268994,0.06873477522698752,0.802,SPTBN2;TFCP2L1;ITIH3;CCNA1;TENM2;KRT5;TG;GDNF;PTGFR;IGFBP2;BMPR1B;SLC29A3;SLC12A3;CLDN8;NPY4R;CNTFR;SMPX;HTR1D;TFF2;DCC;TENT5C;RYR2;NUDT11;CPA2;KRT15;PDCD1;SLC38A3;DTNB;SPHK2;SLC16A7;TGM1;SNCB;IL12B;MX1;KLK7;PLAG1;KRT4;CLDN16;CD80;SLC30A3;RSAD2;MACROH2A2;PCDHB1;IFNG;PTPRJ;UPK3B;GRID2;INSL5;SHOX2;AKR1B10;RIBC2;TFAP2B;ENTPD7;ARHGDIG;SCGB1A1;NGB;PNMT;TSHB;KCND1;RGS11;CD40LG;C5;FGGY;PKP1;CPEB3;TLX1;LYPD3;CCR8,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_APICAL_JUNCTION,candidate_rest,-0.350566440471091,-1.3361056918059877,0.01842374616171955,0.06925580079230335,0.815,COL17A1;MDK;CDH3;PPP2R2C;LAMB3;ITGA3;SLIT2;ITGB4;COL16A1;CLDN8;SPEG;CLDN7;KCNH2;LAMC2;SYK;SDC3;CLDN19;RHOF;CD86;FYB1;CERCAM;CALB2;CDH15;ARPC2;CADM3;LDLRAP1;ATP1A3;ACTN2;NECTIN2;SRC;SLC30A3;FLNC;MYL12B;ACTB;CLDN11;MPZL1;PTPRC;MMP2;KRT31;RAC2;MMP9;LAMA3;CNTN1;AKT2;HADH;INPPL1;DSC3;CD209;CDSN;ADAM23;CDH6;VAV2;ALOX15B;PFN1;ZYX;IKBKG;SHROOM2;MYL9;ACTG2;CLDN6;CD276;CD274;NEXN;NECTIN4;ACTG1;CLDN14;CTNND1;MYH10;AMIGO2;ARHGEF6;EXOC4;NECTIN1;GRB7;CNN2;TGFBI;MAPK14;CLDN9;CD99,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_APICAL_SURFACE,candidate_rest,-0.4171895778076865,-1.3352861325584195,0.07773851590106007,0.06723259762308997,0.82,ATP6V0A4;DCBLD2;PCSK9;MAL;NTNG1;RHCG;GATA3;PLAUR;IL2RG;SRPX;NCOA6;LYN;GAS1;SHROOM2;SCUBE1;EFNA5;RTN4RL1;IL2RB;SULF2;LYPD3,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_ADIPOGENESIS,candidate_rest,-0.34869138199668354,-1.3266538846529228,0.016376663254861822,0.07021353010317356,0.839,APOE;STAT5A;TALDO1;REEP6;LTC4S;DRAM2;DECR1;ME1;UQCRQ;SULT1A1;COX7B;NMT1;LEP;SNCG;ECHS1;SLC25A10;CHCHD10;TKT;UQCRC1;AIFM1;DHRS7B;UCP2;IDH1;NDUFS3;APLP2;ADIPOQ;GPX3;SUCLG1;PEMT;SLC25A1;COQ3;IMMT;NDUFAB1;PPM1B;CS;SOD1;POR;HADH;SLC19A1;ALDH2;TST;COX6A1;DLD;GHITM;OMD;GPX4;MCCC1;CMPK1;MDH2;MRPL15;IDH3G;PTCD3;C3;ORM1;ABCB8;QDPR;UBQLN1;SDHB;PEX14;UQCR11;UQCR10;ARAF;COX8A;ATP1B3;COQ9;MGLL;ATP5PO;ITSN1;HSPB8;ITIH5;MTCH2;IDH3A;NKIRAS1;NABP1;PRDX3;GBE1;GPAT4;PREB;CD151;VEGFB;GRPEL1;DHCR7;DNAJC15;RMDN3;IFNGR1;RAB34;ACADS;NDUFA5;GPAM;PGM1;CRAT;DGAT1;CIDEA;CAVIN1;MAP4K3;SLC1A5;UCK1;RTN3;BCL6;CPT2;UBC;CYC1;RETN;YWHAG;ACOX1;MIGA2;SDHC;SQOR;ESRRA;CYP4B1;FAH;ARL4A;TANK;LPCAT3;ADIPOR2,39,64
WO_AGENT_SUBTYPE01,HALLMARK,HALLMARK_ANGIOGENESIS,candidate_rest,0.3338818313062822,1.308281841975604,0.09340659340659341,0.0875,0.123,JAG1;LPL;NRP1;PTK2;KCNJ8;PGLYRP1;VEGFA;JAG2;SLCO2A1;THBD;PDGFA;PRG2,39,64
