feature,reference_population,group_count,available_n,kruskal_p,epsilon_squared,q_value
log-sigma-1-0-mm-3D_firstorder_Range,core,4,103,0.00012758955694671482,0.17775592024369385,0.0005528880801024308
log-sigma-1-0-mm-3D_firstorder_Skewness,core,4,103,0.01697748582828023,0.07267906607086104,0.030057416544231535
log-sigma-1-0-mm-3D_glcm_ClusterProminence,core,4,103,0.00015992531311784965,0.17297807584552663,0.0006382983988475579
log-sigma-1-0-mm-3D_glcm_ClusterShade,core,4,103,0.0018521080394461847,0.12079700074592768,0.004957112693811847
log-sigma-1-0-mm-3D_glcm_Contrast,core,4,103,4.970812174610735e-06,0.24596451106183945,4.9167816074954004e-05
log-sigma-1-0-mm-3D_glcm_Idn,core,4,103,0.8271593155768584,0.0,0.8438508712723556
log-sigma-1-0-mm-3D_glcm_Imc1,core,4,103,0.0009190973308741158,0.13580544023339583,0.0027512452996560706
log-sigma-1-0-mm-3D_glcm_Imc2,core,4,103,0.008674938723632243,0.08739534735101954,0.01694033098391704
log-sigma-1-0-mm-3D_glcm_InverseVariance,core,4,103,3.776987213934922e-06,0.2517073271927642,4.0000899826030266e-05
log-sigma-1-0-mm-3D_glcm_MCC,core,4,103,0.04210409150836906,0.05249864040307086,0.06260575698139843
log-sigma-1-0-mm-3D_glcm_MaximumProbability,core,4,103,5.7138391440239295e-06,0.2430502106217014,5.531482575597634e-05
log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,core,4,103,0.002387562762592796,0.11533749816531882,0.006068944452400683
log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,core,4,103,0.5937339628236282,0.0,0.6239005844913414
log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,core,4,103,0.012206989631495972,0.07992705048584492,0.0223059449089585
log-sigma-1-0-mm-3D_glrlm_RunEntropy,core,4,103,0.0819728925371189,0.037409218955388894,0.10905750322920789
log-sigma-1-0-mm-3D_glrlm_RunVariance,core,4,103,0.0006492384334044925,0.14322387475980672,0.0020657586517415674
log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,core,4,103,0.032628334645679345,0.058202094066605425,0.05172784760900384
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,core,4,103,7.088518479276752e-05,0.19016637230337877,0.0003707213687437842
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,core,4,103,0.21383174003344566,0.014977540280486352,0.2507562930804582
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,core,4,103,2.3238035501040213e-07,0.3098162720461501,1.0635454955333434e-05
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,core,4,103,0.24067689094789674,0.012119698234155547,0.277939049191099
log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,core,4,103,0.03397396979153435,0.05730028535203251,0.053560662734056526
log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,core,4,103,0.018778061007535624,0.07045664102989034,0.03279477359294325
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,core,4,103,1.818427678712453e-05,0.21878964547301571,0.00012349023788271136
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,core,4,103,0.4009632934185622,0.0,0.44173922156282275
log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,core,4,103,0.23064615537037972,0.013151508899419113,0.2677142874834764
log-sigma-1-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,core,4,103,0.0009529909311727114,0.13503159545463592,0.0028340579979319195
log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,core,4,103,0.12615585497758613,0.02745639663657465,0.15856606081436933
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,core,4,103,0.19233359605403258,0.01751642153302004,0.2279748463218583
log-sigma-1-0-mm-3D_glszm_ZonePercentage,core,4,103,0.00011661530731311569,0.17965691687836247,0.0005253461864105707
log-sigma-1-0-mm-3D_glszm_ZoneVariance,core,4,103,0.13852599206884725,0.025271552964342175,0.17174203376382968
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,core,4,103,0.002552346882037056,0.11390074587694411,0.006416120615065527
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,core,4,103,0.009206498451015925,0.08609750203862288,0.017527015879549145
log-sigma-1-0-mm-3D_gldm_DependenceVariance,core,4,103,0.004790183664055993,0.1003042618162225,0.010478526765122486
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,core,4,103,0.0018504796986731457,0.12081589040621964,0.004957112693811847
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,core,4,103,0.04792865900193075,0.04958663863780802,0.06967265126478751
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,core,4,103,0.00037487741085293275,0.15491335530664296,0.001292191075288518
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,core,4,103,0.0008708690873735378,0.13695689336935857,0.002641636231699731
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,core,4,103,4.63696324442551e-05,0.19911014561150658,0.00025116884240638176
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,core,4,103,0.36535431713084765,0.0017724243362051606,0.4054541812061846
log-sigma-1-0-mm-3D_ngtdm_Busyness,core,4,103,0.04241160571448716,0.05233534416843994,0.06283366925158251
log-sigma-1-0-mm-3D_ngtdm_Coarseness,core,4,103,0.041970434371023026,0.05256997794339099,0.06260575698139843
log-sigma-1-0-mm-3D_ngtdm_Complexity,core,4,103,7.304191942685332e-05,0.18953422501327782,0.0003776599243092984
log-sigma-1-0-mm-3D_ngtdm_Contrast,core,4,103,0.2546632391070977,0.010744836082112257,0.2911351100344961
log-sigma-2-0-mm-3D_firstorder_Kurtosis,core,4,103,0.07827091037057424,0.03846609837358811,0.10456677887715622
log-sigma-2-0-mm-3D_firstorder_Maximum,core,4,103,0.00794895707976057,0.08930083463799017,0.015725110744743736
log-sigma-2-0-mm-3D_firstorder_Median,core,4,103,0.2448276385052079,0.011704221641825871,0.2820166468857458
log-sigma-2-0-mm-3D_firstorder_Minimum,core,4,103,0.002433912394927444,0.1149236749154836,0.006152389664955483
log-sigma-2-0-mm-3D_firstorder_Range,core,4,103,0.002639798876341147,0.11317517748231563,0.006492478317487686
log-sigma-2-0-mm-3D_firstorder_Skewness,core,4,103,0.46586968091585457,0.0,0.5046921543255091
log-sigma-2-0-mm-3D_glcm_ClusterShade,core,4,103,0.0041225258388579,0.10355360722269095,0.009194849297452668
log-sigma-2-0-mm-3D_glcm_Contrast,core,4,103,0.0013921303108392327,0.1269213819311386,0.003862312752633237
log-sigma-2-0-mm-3D_glcm_Correlation,core,4,103,0.007656749831269466,0.09011676922069867,0.015279917426436872
log-sigma-2-0-mm-3D_glcm_Imc1,core,4,103,0.4272785872992364,0.0,0.46733595485853985
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,core,4,103,0.018333640817128113,0.07098505921231087,0.03220774738144128
log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,core,4,103,0.002068951517171177,0.11841815537218969,0.00537927394464506
log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,core,4,103,0.0014745092293678927,0.12568916678145972,0.00404157650218308
log-sigma-2-0-mm-3D_glrlm_RunEntropy,core,4,103,0.5617743943381794,0.0,0.5916836792219251
log-sigma-2-0-mm-3D_glrlm_RunVariance,core,4,103,0.053690687764732924,0.04702696822959862,0.07586727618929652
log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,core,4,103,0.0029276874611720884,0.11094452457048548,0.007011041025438422
log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,core,4,103,0.002824392092726909,0.11171883217282942,0.00690913119457389
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,core,4,103,0.2082755673286575,0.015610183620133215,0.24487179104532086
log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,core,4,103,0.002958127151210136,0.11072150677838603,0.007046847402097444
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,core,4,103,0.02298910864975158,0.06598389284071841,0.038666746419648276
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,core,4,103,0.0025822872427096015,0.1136496006716925,0.006420440958649555
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,core,4,103,0.5580627464637442,0.0,0.589138166220426
log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,core,4,103,0.4649666442787833,0.0,0.5046921543255091
log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,core,4,103,0.0004539234113440713,0.15084517389559643,0.0014858644040399455
log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,core,4,103,0.023030756146018728,0.06594380688974665,0.038666746419648276
log-sigma-2-0-mm-3D_glszm_ZoneEntropy,core,4,103,0.1010629800141799,0.032598382582723,0.131007566685048
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,core,4,103,0.003949442867567442,0.1044811885189874,0.008852199530754612
log-sigma-2-0-mm-3D_gldm_DependenceVariance,core,4,103,0.058475917894577796,0.04509662979633348,0.08166199596241176
log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,core,4,103,0.001955850550717703,0.11962628123280016,0.005204163746061725
log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,core,4,103,0.0031756809760543014,0.10919083265622533,0.007486709036811954
log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,core,4,103,0.002876864605876805,0.11132205196865856,0.006962624445074183
log-sigma-2-0-mm-3D_ngtdm_Busyness,core,4,103,0.07674019131142847,0.038917265730727846,0.1029993718191739
log-sigma-2-0-mm-3D_ngtdm_Complexity,core,4,103,0.0020340752999884544,0.1187835660582533,0.005318990008590499
log-sigma-2-0-mm-3D_ngtdm_Contrast,core,4,103,0.02982497487226672,0.06020387720561206,0.048293108778937215
log-sigma-2-0-mm-3D_ngtdm_Strength,core,4,103,0.12591007620577369,0.027501838986697495,0.15856606081436933
log-sigma-3-0-mm-3D_firstorder_10Percentile,core,4,103,0.020986329323254956,0.06800085883959309,0.03603313147955096
log-sigma-3-0-mm-3D_firstorder_90Percentile,core,4,103,0.014607151523204876,0.07598769080194781,0.026166354106528417
log-sigma-3-0-mm-3D_firstorder_Energy,core,4,103,0.05329846266146599,0.04719252710531742,0.07578375159677195
log-sigma-3-0-mm-3D_firstorder_Entropy,core,4,103,0.0017064377119018167,0.12255567655420685,0.004621602136400753
log-sigma-3-0-mm-3D_firstorder_InterquartileRange,core,4,103,0.007005776667870391,0.0920509693528798,0.014294297685565147
log-sigma-3-0-mm-3D_firstorder_Kurtosis,core,4,103,0.07513080815655603,0.03940108625116671,0.10143773801552816
log-sigma-3-0-mm-3D_firstorder_Maximum,core,4,103,0.0391714433417068,0.054117135417576415,0.05954549285719302
log-sigma-3-0-mm-3D_firstorder_Mean,core,4,103,0.12700710454785305,0.02729965667942975,0.15919623297320423
log-sigma-3-0-mm-3D_firstorder_Minimum,core,4,103,0.023115065991526,0.06586287547043014,0.038666746419648276
log-sigma-3-0-mm-3D_firstorder_Range,core,4,103,0.019151487245925653,0.07002205249091505,0.03325926220189379
log-sigma-3-0-mm-3D_firstorder_Skewness,core,4,103,0.02801816204955484,0.06159416743446687,0.045857063786141905
log-sigma-3-0-mm-3D_glcm_ClusterProminence,core,4,103,0.0014249716932846002,0.1264216845494401,0.003929467396633292
log-sigma-3-0-mm-3D_glcm_ClusterShade,core,4,103,0.04154590147493582,0.052798044677516746,0.0623874098055967
log-sigma-3-0-mm-3D_glcm_ClusterTendency,core,4,103,0.001598200603291095,0.12396172805541836,0.004354378889206277
log-sigma-3-0-mm-3D_glcm_Contrast,core,4,103,0.010075675784467488,0.084126803891192,0.019022541418807912
log-sigma-3-0-mm-3D_glcm_Correlation,core,4,103,0.0076373932297050485,0.09017189998001407,0.015279917426436872
log-sigma-3-0-mm-3D_glcm_Idn,core,4,103,0.04722571102686607,0.04991919774075446,0.06887082858084635
log-sigma-3-0-mm-3D_glcm_Imc1,core,4,103,0.7266568965831816,0.0,0.7531409748185595
log-sigma-3-0-mm-3D_glcm_MaximumProbability,core,4,103,0.002083887567529139,0.11826352970924021,0.005387322972873626
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,core,4,103,0.16137680001739377,0.02168209352675323,0.19685373728663316
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,core,4,103,0.05974884074161165,0.04460896816771416,0.0831367661695208
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,core,4,103,0.06635376833441692,0.04223002873175119,0.09148777149139303
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,core,4,103,0.27355167944491393,0.00899331695845693,0.3119448976126212
log-sigma-3-0-mm-3D_glrlm_RunEntropy,core,4,103,0.05711105573976022,0.04563109416755589,0.08045055839501826
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,core,4,103,0.023507226237078314,0.06549019672257943,0.039178710395130524
log-sigma-3-0-mm-3D_glrlm_RunVariance,core,4,103,0.04824197084254586,0.0494399404081635,0.06990476666674639
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,core,4,103,0.12509918883897408,0.027652366157269053,0.1585518967179198
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,core,4,103,0.41581820242658574,0.0,0.45589706531107593
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,core,4,103,0.08776528768391843,0.03584447886466726,0.11541388987336094
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,core,4,103,0.015505980359958167,0.07467479132178355,0.027667533583454768
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,core,4,103,0.05346515318472612,0.04712202255385626,0.0757839398724311
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,core,4,103,0.31502374633560465,0.0055009947852462425,0.3521764240361182
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,core,4,103,0.022961816943509603,0.06601019992944769,0.038666746419648276
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,core,4,103,0.1037269001782704,0.03199772273948937,0.13369897898332303
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,core,4,103,0.011194667427198353,0.08182322467658223,0.02070558406250102
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,core,4,103,0.007432131910497774,0.09076515979356345,0.014962920439276491
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,core,4,103,0.8121661591632438,0.0,0.8304170840882605
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,core,4,103,0.1633241742579752,0.021398793547604388,0.19816666476634326
log-sigma-3-0-mm-3D_glszm_ZoneVariance,core,4,103,0.03179138129988228,0.05878153234871057,0.05075466137349627
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,core,4,103,0.011598271752473337,0.08104773310692462,0.021279087287803908
log-sigma-3-0-mm-3D_gldm_DependenceVariance,core,4,103,0.09866435532693066,0.033152355740228796,0.12826366192500985
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,core,4,103,0.07836762988375884,0.038437877834153346,0.10456677887715622
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,core,4,103,0.14436848520013548,0.02430331151632549,0.17801534082943535
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,core,4,103,0.03670336781594871,0.05557367353122512,0.056802831143730144
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,core,4,103,0.04253356072414816,0.05227090312071899,0.06283366925158251
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,core,4,103,0.05241235018482859,0.04757095909195469,0.07499251362923588
log-sigma-3-0-mm-3D_ngtdm_Busyness,core,4,103,0.08243920624113503,0.03727936862738966,0.10935813072803627
log-sigma-3-0-mm-3D_ngtdm_Complexity,core,4,103,0.01789045450277832,0.0715247007496883,0.03155099534404704
log-sigma-3-0-mm-3D_ngtdm_Contrast,core,4,103,0.06924032838792832,0.04126163706495668,0.09432439945062092
wavelet-LLH_firstorder_Energy,core,4,103,1.4617462417876092e-06,0.27152789792940113,2.301154685504514e-05
wavelet-LLH_firstorder_Kurtosis,core,4,103,0.03994875699365851,0.05367691718422899,0.060187696795081534
wavelet-LLH_firstorder_Mean,core,4,103,0.39869415562824784,0.0,0.44030543886129314
wavelet-LLH_firstorder_Median,core,4,103,0.5964492451067274,0.0,0.6253096924506012
wavelet-LLH_firstorder_Skewness,core,4,103,0.002319129051655897,0.1159632904055801,0.0059281107781091755
wavelet-LLH_firstorder_Uniformity,core,4,103,1.2933625190841139e-05,0.22593832076895948,9.195565518834513e-05
wavelet-LLH_glcm_ClusterShade,core,4,103,0.00014098168712143206,0.1756453618628088,0.0005949177979640177
wavelet-LLH_glcm_ClusterTendency,core,4,103,0.026217861527104997,0.06306969582223099,0.04337864361757372
wavelet-LLH_glcm_Correlation,core,4,103,0.0008057325910902113,0.13861689977532346,0.00251049405877937
wavelet-LLH_glcm_Idn,core,4,103,0.0004228309963564904,0.15235439247099333,0.0014250970617940971
wavelet-LLH_glcm_Imc1,core,4,103,0.0002873088743518382,0.1605631424929648,0.0010628092506511089
wavelet-LLH_glcm_InverseVariance,core,4,103,9.43664898261719e-05,0.18412860090086727,0.0004472578424052939
wavelet-LLH_glcm_JointAverage,core,4,103,1.9454480139829605e-05,0.21737215675397745,0.00012645412090889243
wavelet-LLH_glcm_JointEnergy,core,4,103,7.941006140545353e-05,0.18777078572544623,0.00040146197710534844
wavelet-LLH_glcm_MCC,core,4,103,0.0032852622217838016,0.10845875478123915,0.007626501586283824
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,core,4,103,9.892447309614015e-05,0.183132542772621,0.0004640271676159151
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,core,4,103,0.00014051342823977875,0.17571572649085962,0.0005949177979640177
wavelet-LLH_glrlm_RunEntropy,core,4,103,0.03796023423557847,0.05482037315916692,0.05835103573374393
wavelet-LLH_glrlm_RunLengthNonUniformity,core,4,103,0.003325949213080528,0.10819308047198353,0.007676810118891108
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,core,4,103,0.006950336249790511,0.09222382062489028,0.014245058529976047
wavelet-LLH_glrlm_RunVariance,core,4,103,0.006004065136001704,0.09540499806044608,0.012706277380840816
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,core,4,103,0.00015819449724262244,0.17320834766027327,0.0006382983988475579
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,core,4,103,1.2681181933768765e-05,0.22635165873258806,9.195565518834513e-05
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,core,4,103,0.004247071287064519,0.10290969810462741,0.009380667163176485
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,core,4,103,0.10843296406452327,0.030971830974842553,0.13819887576851006
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,core,4,103,0.003193529135290257,0.1090699046684495,0.007489978126582819
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,core,4,103,0.00023206390672549535,0.16509251279651543,0.0008873031727739528
wavelet-LLH_glszm_SizeZoneNonUniformity,core,4,103,1.1336812573365271e-05,0.2287011418394174,8.59708286813533e-05
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,core,4,103,0.00036847552317673083,0.15527939120232415,0.0012798195652321568
wavelet-LLH_glszm_SmallAreaEmphasis,core,4,103,4.4253526039282336e-05,0.20009361297274778,0.00024555310180333494
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,core,4,103,0.00834022481574236,0.08825349621803401,0.016427715546159193
wavelet-LLH_glszm_ZoneEntropy,core,4,103,0.05264150488696519,0.047472501212654256,0.07508427813031085
wavelet-LLH_gldm_DependenceEntropy,core,4,103,0.156323422082761,0.022432547229579377,0.19223555958826016
wavelet-LLH_gldm_DependenceNonUniformityNormalized,core,4,103,0.02635897599617801,0.06295050494380769,0.043454108979206506
wavelet-LLH_gldm_DependenceVariance,core,4,103,0.00010060748062238034,0.1827762687576224,0.0004671061600324801
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,core,4,103,9.90671281425373e-06,0.23152720196252907,7.90799005348324e-05
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,core,4,103,0.002006702907403746,0.11907473544227061,0.00530497644633606
wavelet-LLH_ngtdm_Busyness,core,4,103,0.007179130557780211,0.09151908022755319,0.014517797350177759
wavelet-LLH_ngtdm_Contrast,core,4,103,5.648347678010749e-05,0.19495411148606803,0.000298836999243592
wavelet-LLH_ngtdm_Strength,core,4,103,0.00975383572796399,0.08483622961687953,0.01849164690093173
wavelet-LHL_firstorder_Energy,core,4,103,2.612433038484903e-05,0.2111799482809388,0.00015848760433475077
wavelet-LHL_firstorder_Kurtosis,core,4,103,0.538762649258419,0.0,0.5700860590990248
wavelet-LHL_firstorder_Maximum,core,4,103,4.665103901933855e-09,0.3908219888206156,2.122622275379904e-06
wavelet-LHL_firstorder_Mean,core,4,103,0.10435099873986434,0.031859139599629716,0.1341234588323115
wavelet-LHL_firstorder_Skewness,core,4,103,0.029681358146127886,0.06031132715285518,0.04823220698745781
wavelet-LHL_glcm_Autocorrelation,core,4,103,2.571208890300391e-07,0.3077132002696334,1.0635454955333434e-05
wavelet-LHL_glcm_ClusterShade,core,4,103,0.25082571817061344,0.01111506640428055,0.28747028153055193
wavelet-LHL_glcm_Correlation,core,4,103,0.0028412742337900194,0.11159038341878154,0.006913260836227053
wavelet-LHL_glcm_Idmn,core,4,103,0.9797808361534308,0.0,0.9797808361534308
wavelet-LHL_glcm_Imc1,core,4,103,2.3454886281723595e-05,0.2134447682431251,0.0001442158548403275
wavelet-LHL_glcm_InverseVariance,core,4,103,3.288540927066909e-06,0.25460142390928486,3.688092113344616e-05
wavelet-LHL_glcm_MCC,core,4,103,0.010433101045135871,0.08336467524113594,0.019455167932527957
wavelet-LHL_glrlm_LongRunEmphasis,core,4,103,3.868218884275454e-06,0.25120843238179225,4.0000899826030266e-05
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,core,4,103,0.041723685902895116,0.052702260318078446,0.062448279887556836
