subtype_id,feature,reference_population,target_n,rest_n,n_subtype,n_rest,median_subtype,median_rest,cliffs_delta,ci_low,ci_high,p_value,q_value,analysis_role
SUBTYPE01,prob_adipose_tissue,candidate_rest,10,93,10,93,6.650602329610847e-05,1.0542613109497393e-05,0.15913978494623657,-0.21725806451612903,0.5269892473118274,0.4129629457517492,0.5162036821896865,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_blank_space,candidate_rest,10,93,10,93,1.919643224059265e-14,2.274686822670931e-14,0.23870967741935484,-0.05381720430107527,0.5419892473118277,0.21838996831661373,0.38524811480628884,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_clear_cell_renal_cell_carcinoma,candidate_rest,10,93,10,93,0.9854968234398263,0.9850375693414355,-0.16989247311827957,-0.5075268817204301,0.1677956989247309,0.3819092403381311,0.5162036821896865,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_cyst_content,candidate_rest,10,93,10,93,1.645483924760979e-07,3.370797260644085e-07,-0.08817204301075268,-0.3549462365591398,0.1849999999999997,0.6519064919021247,0.6519064919021247,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_fibrocollagenous_tissue,candidate_rest,10,93,10,93,0.004039878326740484,0.0026514202599659128,0.23225806451612904,-0.12043010752688173,0.5591935483870965,0.23114886888377328,0.38524811480628884,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_hemorrhage,candidate_rest,10,93,10,93,0.0005036211112457443,0.0013939880617693855,-0.3634408602150538,-0.6817204301075269,0.019408602150537344,0.06053698482605844,0.3026849241302922,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_inflammation,candidate_rest,10,93,10,93,0.0008684592937949396,0.0009910121826109794,-0.12903225806451613,-0.4645161290322581,0.2129032258064516,0.5074909662109844,0.5638788513455383,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_marker,candidate_rest,10,93,10,93,3.7674975255280947e-06,1.4348574185277703e-06,0.25161290322580643,0.03225806451612903,0.4581182795698922,0.1944067762987144,0.38524811480628884,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_necrosis,candidate_rest,10,93,10,93,8.66474784908937e-05,0.00017387000451567943,-0.3225806451612903,-0.6301075268817204,-0.008602150537634409,0.09586730197609653,0.3195576732536551,auxiliary_segmentation_classifier_characterization
SUBTYPE01,prob_renal_parenchyma,candidate_rest,10,93,10,93,0.00904392625238077,0.0031971356494575913,0.4150537634408602,0.07741935483870968,0.7118279569892473,0.03201768708645001,0.3026849241302922,auxiliary_segmentation_classifier_characterization
