subtype_id,collection,pathway,reference_population,ES,NES,nominal_p,fdr_q,fwer_p,lead_genes,target_n,rest_n
SUBTYPE01,HALLMARK,HALLMARK_MTORC1_SIGNALING,candidate_rest,-0.4230714805071068,-1.5990986136902317,0.001,0.006852127348734706,0.072,PSAT1;HMBS;EBP;YKT6;ARPC5L;GLA;HPRT1;MLLT11;RRP9;CDKN1A;SORD;BCAT1;RPN1;PSMC4;ATP5MC1;CDC25A;FKBP2;TOMM40;PSMD14;G6PD;PSME3;SLC7A5;PLOD2;HSPE1;HK2;PSMA4;IDH1;SERP1;HSPA4;MAP2K3;DDIT3;ABCF2;ADIPOR2;NMT1;ME1;NUPR1;RRM2;BTG2;PSMG1;VLDLR;TRIB3;SC5D;ACSL3;ACACA;SERPINH1;DDX39A;GMPS;MTHFD2;SDF2L1;HSPA5;DHCR7;NFKBIB;PSMD13;XBP1;TUBG1;SLC1A5;QDPR;AURKA;EIF2S2;EDEM1;BUB1;GGA2;UNG;PSMB5;LGMN;GSK3B;ELOVL5;CCT6A;SLA;PPIA;HSPA9;IMMT;HSP90B1;PSMC2;CCNF;TM7SF2;CTSC;STIP1;ALDOA;GOT1;PLK1;SLC7A11;ATP6V1D;PNO1;SQLE;TFRC;CD9;GBE1;TXNRD1;RDH11;PSMA3;SLC37A4;RAB1A;ITGB2;PRDX1;SLC2A3;LDLR;HSPD1;ETF1;INSIG1;PPA1;CYB5B;ATP2A2;GPI,10,93
SUBTYPE01,HALLMARK,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,candidate_rest,-0.43572960314205816,-1.5884103771219822,0.001,0.007247442388084785,0.084,IGFBP1;PSAT1;EIF4G1;TUBB2A;CHAC1;SRPRB;ERN1;ARFGAP1;RRP9;YIF1A;H2AX;LSM4;SPCS1;SLC7A5;PREB;ATP6V0D1;SERP1;PARN;EXOSC4;EIF2AK3;BANF1;TATDN2;DDX10;WFS1;MTHFD2;HSPA5;XBP1;SPCS3;SRPRA;GOSR2;WIPI1;NFYA;EDEM1;ALDH18A1;NOP56;DCP1A;DKC1;KDELR3;EXOSC1;EXOC2;CEBPB;TSPYL2;HSPA9;HSP90B1,10,93
SUBTYPE01,HALLMARK,HALLMARK_ADIPOGENESIS,candidate_rest,-0.4110724979463164,-1.5558517233798246,0.001,0.00996058748721396,0.125,REEP6;ITIH5;ABCB8;TST;UQCRQ;COX6A1;COX7B;SLC25A10;SULT1A1;FAH;PREB;PTGER3;IDH1;NDUFAB1;AIFM1;SUCLG1;ACOX1;STAT5A;CHCHD10;UQCRC1;ADIPOR2;LTC4S;TKT;NMT1;ME1;SNCG;GPX4;POR;UBQLN1;COQ3;DECR1;PIM3;DHRS7B;ATP1B3;PTCD3;SLC5A6;DRAM2;TALDO1;JAGN1;DHCR7;ALDH2;YWHAG;LEP;SLC1A5;QDPR;MIGA2;SLC25A1;DGAT1;APOE;G3BP2;UQCR10;ESRRA;UQCR11;CS;IDH3G;NDUFS3;COX8A;APLP2;SLC19A1;BCL6;ECHS1;PPM1B;ATP5PO;ETFB;GPX3;PEMT;IMMT;ARAF;ABCA1;CD151;ALDOA;GHITM;IDH3A;SORBS1;IFNGR1;MTCH2;SDHC;SOD1;GPAM;DNAJB9;GBE1;DLD;NDUFB7;NKIRAS1;HADH;LAMA4;DHRS7;MDH2;MCCC1;BCL2L13;ADIPOQ;ELMOD3;GPAT4;MGLL;UCP2;HSPB8;MRPL15;ANGPTL4,10,93
SUBTYPE01,HALLMARK,HALLMARK_GLYCOLYSIS,candidate_rest,-0.40829043803366416,-1.5531499568194866,0.001,0.009594233256607477,0.13,DPYSL4;GMPPB;HOMER1;PYGB;QSOX1;ARTN;SLC25A10;GALK1;B4GALT4;B3GAT1;MET;B4GALT7;ISG20;POLR3K;PSMC4;TXN;TPBG;COPB2;G6PD;CHPF2;LHX9;KIF2A;PLOD2;PC;HK2;SDC1;IDH1;IL13RA1;B3GAT3;CHST6;BIK;GOT2;GPC1;B3GNT3;GNPDA1;CHST2;B4GALT1;GFUS;CLDN9;ME1;KIF20A;RBCK1;MDH1;VLDLR;HMMR;GALE;GAPDHS;MIOX;B4GALT2;TALDO1;HSPA5;CHPF;CENPA;IDUA;MERTK;AURKA;P4HA2;EXT2;GAL3ST1;UGP2;CAPN5;KDELR3;CASP6;PGLS;ALDOB;GLCE;FAM162A;PPIA;CHST1;CD44;ALDOA;GOT1;XYLT2;SDHC;PKM;SOD1;TGFBI;PLOD1;PFKFB1;DLD;LHPP;NT5E;AGL;SLC37A4;DEPDC1;MDH2;NDST3;GFPT1;SDC3;IRS2;AKR1A1,10,93
SUBTYPE01,HALLMARK,HALLMARK_MYC_TARGETS_V2,candidate_rest,-0.4498677950094243,-1.5321435336112113,0.011389521640091117,0.011531486110819346,0.165,RRP9;SORD;GNL3;HSPE1;HK2;PUS1;RRP12;SLC29A2;TBRG4;NIP7;NOC4L;PRMT3;AIMP2;NOP56;SLC19A1;GRWD1;UNG;PPRC1;SUPV3L1;MAP3K6;TCOF1;RABEPK;PLK1;NDUFAF4;LAS1L;SRM;DUSP2;BYSL;UTP20;IMP4;TFB2M;HSPD1;MYBBP1A;PA2G4;IPO4;RCL1,10,93
SUBTYPE01,HALLMARK,HALLMARK_HEME_METABOLISM,candidate_rest,-0.3925377958388527,-1.487785926945032,0.001,0.018179001323446003,0.262,SLC4A1;XK;ADD2;CA1;HBD;MOCOS;ALAS2;SLC6A8;HMBS;GDE1;ACSL6;DCUN1D1;EPB41;SPTA1;ARL2BP;AHSP;ELL2;HBQ1;NFE2;SLC30A10;ATG4A;PC;CPOX;BSG;TENT5C;GATA1;FTCD;LRP10;MAP2K3;TMEM9B;ACKR1;RHAG;MYL4;CTNS;SLC25A38;EPB42;MPP1;BTG2;LPIN2;TMCC2;MOSPD1;NNT;GMPS;UROS;TFDP2;HBB;NARF;IGSF3;AQP3;SPTB;CTSB;SLC10A3;GAPVD1;TSPAN5;HEBP1;BACH1;P4HA2;HAGH;PIGQ;HTATIP2;SLC11A2;CDR2;PGLS;PPOX;BMP2K;SLC66A2;ALAD;GYPA;SLC22A4;TOP1;SLC7A11;CCND3;RBM5;GYPB;BLVRA;MARCHF2;TFRC;UBAC1;UROD;CLCN3;KEL;RNF123;EPOR;PPP2R5B;NUDT4;NFE2L1;SELENBP1;SDCBP;AGPAT4;RANBP10;UCP2;KAT2B,10,93
SUBTYPE01,HALLMARK,HALLMARK_P53_PATHWAY,candidate_rest,-0.3830110671004252,-1.4572801276563787,0.004073319755600814,0.024953938889170357,0.357,SLC19A2;TCHH;ST14;CD82;SPHK1;KRT17;SFN;BAK1;BLCAP;ALOX15B;GPX2;TAX1BP3;UPP1;ZMAT3;SEC61A1;CDKN1A;RRP8;OSGIN1;LDHB;VWA5A;AK1;SOCS1;ADA;LIF;NINJ1;ZNF365;AEN;DCXR;SDC1;SLC3A2;DDIT3;SAT1;STEAP3;RRAD;WRAP73;CSRNP2;NUPR1;SLC35D1;BTG2;PIDD1;TRIB3;VDR;IRAK1;TNNI1;VAMP8;SESN1;IP6K2;RGS16;RHBDF2;FBXW7;TGFB1;ABCC5;CDK5R1;DGKA;MKNK2;HRAS;RALGDS;H1-2;TNFSF9;FUCA1;TSPYL2;FAM162A;CTSD;ACVR1B;TRAF4;SLC7A11;SERPINB5;CCND3;NOL8;RAP2B;RXRA;PHLDA3;SERTAD3;PTPN14;ITGB4;ISCU;S100A10;H2AJ;BAX;BAIAP2,10,93
SUBTYPE01,HALLMARK,HALLMARK_APICAL_SURFACE,candidate_rest,-0.4453144541500335,-1.4533673940469414,0.030821917808219176,0.024480249844197492,0.363,RHCG;ATP6V0A4;NTNG1;PCSK9;DCBLD2;HSPB1;ADIPOR2;B4GALT1;PLAUR;SLC34A3;SULF2;MAL;RTN4RL1,10,93
SUBTYPE01,HALLMARK,HALLMARK_PROTEIN_SECRETION,candidate_rest,-0.38547620258143717,-1.3971308476826028,0.025423728813559324,0.04323035810436538,0.569,SH3GL2;TSPAN8;OCRL;YKT6;GLA;GNAS;DNM1L;COPB2;ICA1;RAB22A;KRT18;COPE;STX16;CD63;GOLGA4;VPS45;AP2S1;RER1;AP2M1;RAB9A;IGF2R;RAB5A;AP1G1;GOSR2;SEC24D;CLTA;DST;RPS6KA3;ATP6V1H;ARFGEF2;ERGIC3;CTSC;ABCA1;NAPG;YIPF6;SOD1,10,93
SUBTYPE01,HALLMARK,HALLMARK_COAGULATION,candidate_rest,-0.3774260047401161,-1.3942946766375295,0.01664932362122789,0.042711593807113,0.581,FGG;TF;MMP9;FGA;C2;COMP;TMPRSS6;C8G;PLAU;KLKB1;WDR1;MMP10;ITIH1;MMP15;TIMP1;RABIF;F2;CPN1;F11;CTSK;SERPINE1;C1QA;ARF4;USP11;CAPN2;F8;ANXA1;PROZ;LEFTY2;S100A13;ITGB3;FURIN;CTSB;MMP2;F3;CFB;CASP9;CAPN5;CFI;C1S;DUSP14;PREP;LGMN;HTRA1;C9;C1R;MBL2;CTSV;PEF1;MAFF;SERPINA1;MST1;MMP14;CD9;ISCU,10,93
SUBTYPE01,HALLMARK,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,candidate_rest,-0.3633648316498673,-1.3933989817550683,0.011133603238866396,0.041275909981663826,0.587,COMP;LRRC15;COL11A1;PFN2;COL7A1;IL6;SLC6A8;GREM1;FBN2;QSOX1;ADAM12;TNFRSF12A;GADD45B;TIMP1;MFAP5;LAMC2;PVR;SDC4;IGFBP2;PLOD2;AREG;SDC1;BASP1;CAPG;GPC1;SAT1;NNMT;COL8A2;SPOCK1;COL6A2;SERPINE1;SFRP4;PLAUR;CD59;SERPINH1;GLIPR1;FSTL1;SGCG;SLIT2;FMOD;P3H1;TGFB1;ITGB3;MMP2;PTX3;TPM2;DST;IGFBP4;MSX1;LOXL1;ITGA5;COL5A3;PRSS2;DPYSL3;ECM1;LGALS1;TPM4;LAMA3;HTRA1;COL5A2;PPIB;PRRX1;FUCA1;CALU;CD44;WIPF1;OXTR;FSTL3;FAP;COL1A2;TGFBI;PCOLCE2;PLOD1;MMP14;SERPINE2;LOXL2;PLOD3;COLGALT1,10,93
SUBTYPE01,HALLMARK,HALLMARK_PEROXISOME,candidate_rest,-0.38352310881532997,-1.3879469256372094,0.02875399361022364,0.041991241957630626,0.606,DIO1;CTPS1;SEMA3C;CRABP1;ECI2;CRABP2;HSD3B7;CEL;ESR2;ACOT8;IDH1;TTR;ACOX1;ACSL4;PRDX5;SULT2B1;ABCD1;TSPO;CACNA1B;UGT2B17;SLC35B2;NUDT19;SOD2;FABP6;ACSL5;GSTK1;ACAA1;IDE;MVP;ABCC5;STS;HRAS;ELOVL5;IDH2;LONP2;SOD1;TOP2A;CTBP1;PEX13;ABCB9;RDH11;CDK7;SCGB1A1;SLC25A4;PRDX1;MLYCD;HSD17B4;ABCD3;SLC25A19;ISOC1;SMARCC1;ITGB1BP1;FIS1;ABCC8;CADM1;DLG4;CRAT;EHHADH,10,93
SUBTYPE01,HALLMARK,HALLMARK_BILE_ACID_METABOLISM,candidate_rest,-0.38126280037354143,-1.3840865845333694,0.029288702928870293,0.041552003025019435,0.617,GC;TFCP2L1;DIO1;NPC1;AQP9;PAOX;HSD3B7;PEX26;IDH1;TTR;PIPOX;HACL1;PRDX5;CYP39A1;NR0B2;SULT2B1;PEX11G;ABCD1;ABCA4;PEX16;ALDH8A1;SLC35B2;AKR1D1;AGXT;ACSL5;CROT;PNPLA8;GSTK1;HAO1;SOAT2;HSD17B6;CYP8B1;ABCA3;IDH2;ABCA6;CYP46A1;SLC29A1;ABCA1;LONP2;PEX7;SOD1;GNMT;RXRA;PEX13;ABCG4,10,93
SUBTYPE01,HALLMARK,HALLMARK_KRAS_SIGNALING_UP,candidate_rest,-0.3568186465742494,-1.3695776655583345,0.009072580645161291,0.046947321247260324,0.673,PIGR;MMP9;SLPI;EPB41L3;PCP4;G0S2;SCG5;FGF9;TSPAN1;ST6GAL1;PLAU;GADD45G;EPHB2;SCG3;EREG;NAP1L2;TMEM100;MMP10;ETV4;GPNMB;LY96;CPE;GFPT2;SERPINA3;ADAM8;F13A1;VWA5A;LIF;DCBLD2;TMEM158;NR0B2;PCSK1N;IGF2;PLAUR;RBP4;BIRC3;TSPAN13;KCNN4;CROT;RGS16;AMMECR1;BTC;CFB;HOXD11;CTSS;LAPTM5;AKT2;CBR4;CCL20;TLR8;APOD;PDCD1LG2;CMKLR1;CSF2;ADAMDEC1;PRRX1;FUCA1;AVL9;ACE;IL2RG;SEMA3B;CSF2RA;C3AR1;SATB1;SNAP91;PRELID3B;HKDC1;ANKH;MMD;GALNT3;MAFB;DOCK2;RABGAP1L;F2RL1;FCER1G;ITGB2;ETV5;MAP4K1;PSMB8;IL10RA;PTCD2;HBEGF;TNFRSF1B,10,93
SUBTYPE01,HALLMARK,HALLMARK_APICAL_JUNCTION,candidate_rest,-0.36071743736894823,-1.3687614676975453,0.010183299389002037,0.04518538747557928,0.674,LAMB3;COL17A1;MMP9;MDK;PPP2R2C;CADM3;SYK;KCNH2;CLDN7;ALOX15B;CDH15;CDH3;NECTIN1;CLDN8;FLNC;SRC;CALB2;LAMC2;NECTIN2;CLDN19;ATP1A3;CERCAM;KRT31;B4GALT1;CD276;CLDN9;ACTN2;VAV2;INPPL1;ACTG1;ACTB;DLG1;SPEG;PLCG1;SLIT2;ITGA3;VASP;ADAM15;TUBG1;CLDN11;ICAM5;CDH8;MMP2;ITGA10;AMH;AMIGO1;AKT2;ADRA1B;HRAS;MPZL1;LAMA3;THBS3;SIRPA;ARHGEF6;ARPC2;DSC3;PIK3CB;LIMA1;IRS1;CD99;ACTG2;CD86;ZYX;SHROOM2;TGFBI;NRAP;MAPK11;CLDN14;ITGB4;CLDN4;PFN1;CADM2;CLDN5;MYL12B;HADH;BAIAP2;STX4;CDH4;MAPK14;SDC3;LDLRAP1;INSIG1;FSCN1;DHX16;MVD;WASL;EXOC4,10,93
SUBTYPE01,HALLMARK,HALLMARK_APOPTOSIS,candidate_rest,-0.36036723324507625,-1.363465131969031,0.014329580348004094,0.04627213217007978,0.695,GUCY2D;LEF1;IL6;CCNA1;BCL2L11;EBP;EREG;SLC20A1;TNFRSF12A;CDKN1A;GPX1;CDC25B;GADD45B;TIMP1;ISG20;BCAP31;F2;DNM1L;LGALS3;HSPB1;BIK;KRT18;BCL2L10;DDIT3;SAT1;XIAP;IGFBP6;BTG2;GPX4;SC5D;TSPO;CASP3;ANXA1;BIRC3;SOD2;IGF2R;AIFM3;CD38;MMP2;PLPPR4;DPYD;CASP9;CD14;CASP6;RHOT2;LMNA;PMAIP1;GPX3;GNA15;CD44;IFNGR1;SATB1;DNAJA1;DAP;SOD1;ANKH;TOP2A;GCH1;BCL2L1;CD69;DAP3;BAX,10,93
SUBTYPE01,HALLMARK,HALLMARK_KRAS_SIGNALING_DN,candidate_rest,-0.3505541499090197,-1.328930812669503,0.023445463812436288,0.06503013737851877,0.815,SPTBN2;KRT15;TENM2;BMPR1B;AKR1B10;TGM1;OXT;TFCP2L1;KRT13;ITIH3;SHOX2;CCNA1;NPHS1;TG;RYR2;CLDN8;KRT5;C5;PTPRJ;PCDHB1;PTGFR;IGFBP2;ARHGDIG;CPA2;SLC38A3;TENT5C;YBX2;TNNI3;UPK3B;CHST2;TCL1A;MEFV;SLC12A3;CYP39A1;PNMT;CNTFR;BTG2;SNCB;SPHK2;DCC;SLC16A7;GPRC5C;RIBC2;DLK2;MACROH2A2;HTR1D;UGT2B17;FGF16;ENTPD7;SPRR3;IDUA;RGS11;IL12B;RYR1;KCND1,10,93
SUBTYPE01,HALLMARK,HALLMARK_G2M_CHECKPOINT,candidate_rest,-0.349261763821135,-1.323872648129548,0.018163471241170535,0.06591721410115209,0.83,HMGB3;UPF1;CKS2;UBE2S;MYBL2;ATF5;CDC25B;H2AX;E2F3;JPT1;CDC25A;ORC6;POLA2;SLC7A5;CDKN3;TNPO2;KPNA2;UBE2C;CDC20;GSPT1;TROAP;KNL1;NUP50;HMMR;BIRC5;E2F4;KMT5A;PTTG1;DDX39A;KIF23;HSPA8;SS18;KIF2C;CENPA;TGFB1;HMGA1;AURKB;ORC5;AURKA;RAD23B;CENPF;E2F1;MKI67;CENPE;XPO1;EFNA5;DKC1;SLC38A1;KIF4A;BUB1;CDC45;CHMP1A;SUV39H1;RAD54L;POLQ;STIL;TPX2;CDC6;CCNB2;TRAIP;TACC3;PRIM2;ODC1;SRSF2;CCNF;TOP1;SNRPD1;NUP98;RBM14;BCL3;PLK1;MT2A;CUL1;TOP2A;SQLE;DBF4;KIF15;DTYMK,10,93
