subtype_id,collection,pathway,reference_population,ES,NES,nominal_p,fdr_q,fwer_p,lead_genes,target_n,rest_n
SUBTYPE01,HALLMARK,HALLMARK_OXIDATIVE_PHOSPHORYLATION,candidate_rest,-0.5603076805743775,-2.138986083320806,0.001,0.001,0.001,UQCRQ;COX6A1;HCCS;COX7B;NDUFS8;PDHA1;COX5B;CYCS;ATP6V0B;MRPL35;NDUFA1;COX5A;COX17;NDUFB1;SLC25A5;SDHA;NDUFA6;COX6C;ATP5MC1;ATP5F1E;NQO2;ATP5MF;LDHB;FH;COX4I1;ATP5MC3;COX7A2;NDUFA2;NDUFA3;SLC25A3;IDH1;NDUFAB1;FDX1;NDUFA8;AIFM1;GOT2;SUCLG1;ATP6V0E1;FXN;UQCRFS1;PMPCA;NDUFB3;NDUFA9;HSD17B10;UQCRC1;NDUFB2;MRPS12;TCIRG1;NDUFA4;NDUFB8;TIMM17A;ATP6V1F;NDUFS2;GPX4;POR;MDH1;SLC25A12;DECR1;ATP5MG;ATP5F1A;GLUD1;NDUFS7;NNT;NDUFB5;NDUFS6;TIMM50;COX6B1;ATP6AP1;SURF1;ATP5F1D;ATP5F1B;SLC25A20;ACAA1;NDUFC2;MRPL34;NDUFS1;COX10;ATP5ME;UQCR10;UQCRH;OGDH;PDHB;ATP6V1H;UQCR11;CS;IDH3G;NDUFS3;COX8A;COX7C;ECHS1;MRPS15;RHOT2;ATP5PO;MTX2;MRPS11;SUPV3L1;MFN2;ALAS1;ETFB;OPA1;IDH2;ACADVL;HSPA9;IMMT;NDUFB6;ATP6V1G1;ATP5F1C;TIMM10;IDH3A;OAT;ATP5PF;ATP6V1E1;SDHC;ATP6V1D;IDH3B;TIMM13;UQCRC2;ISCU;ATP5PD;TOMM70;DLD;NDUFB7;TIMM8B;NDUFV1;BAX;PDHX;NDUFB4;ECI1;PDK4;MDH2;SLC25A4;NDUFC1,10,93
SUBTYPE01,HALLMARK,HALLMARK_ESTROGEN_RESPONSE_LATE,candidate_rest,-0.49985379283200737,-1.904465760330133,0.001,0.001,0.001,GJB3;KRT19;PKP3;MDK;TFAP2C;CCN5;PCP4;LTF;TRIM29;TMPRSS3;ST14;TJP3;DNAJC12;KRT13;SFN;CCNA1;S100A9;AGR2;PPIF;PTGES;TST;PRLR;GLA;CALCR;HPRT1;CPE;SORD;SERPINA3;OLFM1;NBL1;ISG20;LAMC2;COX6C;SLC2A8;DHRS2;TPBG;ANXA9;ALDH3B1;SLC7A5;TNNC1;DCXR;AREG;PTGER3;CDC20;KLK10;GFUS;MYB;KIF20A;SULT2B1;FABP5;ABHD2;RBBP8;PLXNB1;WFS1;SIAH2;GALE;IL17RB;FLNB;AMFR;SCNN1A;PDLIM3;DHCR7;XBP1;SLC22A5;OVOL2;SCUBE2;TSPAN13;ITPK1;SLC26A2;IGFBP4;CLIC3;LSR;LARGE1;CA12;SERPINA5;BATF;STIL;ABCA3;ELOVL5;RAB31;CDC6;ETFB;SLC24A3;IDH2;TH;CKB;SLC29A1;CD44;NXT1;SEMA3B;ASCL1,10,93
SUBTYPE01,HALLMARK,HALLMARK_UV_RESPONSE_UP,candidate_rest,-0.463984587665518,-1.748782698441777,0.001,0.002898976955233914,0.009,SLC6A12;TCHH;IL6;LHX2;SHOX2;PRKCD;SLC6A8;KCNH2;PPIF;BAK1;BCL2L11;TST;MAPK8IP2;YKT6;CYP1A1;SULT1A1;CCNE1;OLFM1;H2AX;RPN1;IGFBP2;CLCN2;BSG;CLTB;RRAD;MGAT1;ATP6V1F;AP2S1;BTG2;DNAJB1;CHKA;PTPRD;CASP3;PDLIM3;NKX2-5;TYRO3;SELENOW;SOD2;AQP3;CDC34;POLR2H;ACAA1;SIGMAR1;FURIN;SPR;DGAT1;HTR7;MSX1;FEN1;PPP1R2;NPTXR;MAOA;ALAS1;NPTX2;GPX3;RFC4;HLA-F;CTSV;CHRNA5;STIP1;ALDOA;MARK2;STARD3;DNAJA1;CCND3;CNP;ONECUT1;PSMC3;GCH1;FGF18;MMP14;TFRC;CCK;EIF5;MRPL23;UROD;PRKACA;SLC25A4;NR4A1;RAB27A;GAL;GGH;GLS;NXF1;CYB5B;CEBPG;CXCL2;ATF3;CDK2;PDAP1,10,93
SUBTYPE01,HALLMARK,HALLMARK_XENOBIOTIC_METABOLISM,candidate_rest,-0.4544888895400068,-1.716245432972393,0.001,0.003382139781106233,0.014,IGFBP1;ANGPTL3;ARG2;SLC6A12;VNN1;REG1A;FABP1;IGF1;GAD1;CYP2C18;PTGES;CRP;PTGDS;KYNU;NPC1;HPRT1;ACP2;UPP1;AQP9;CYP1A1;CYP17A1;ITIH1;SSR3;MAN1A1;GABARAPL1;ITIH4;BCAT1;CBR1;CYP26A1;FAH;NINJ1;F11;PC;GCKR;DCXR;PTS;IDH1;ACOX1;MPP2;HES6;HACL1;BCAR1;NMT1;GSTO1;CYP4F2;SERPINE1;SLC35D1;LPIN2;POR;RBP4;FETUB;NQO1;PGD;ALDH2;SLC22A1;CROT;TTPA;GSS;AKR1C2;CCL25;SLC1A5;CFB;APOE;VTN;ADH1C;CES1;CYP2J2;IGFBP4;CYP2E1;NFS1;CASP6;HGFAC;GART;SLC35B1;ELOVL5;MAOA;ALAS1;PEMT;MBL2,10,93
SUBTYPE01,HALLMARK,HALLMARK_COMPLEMENT,candidate_rest,-0.4466469809694346,-1.6950942412697299,0.001,0.00483162825872319,0.025,F5;C2;TMPRSS6;MMP13;LTF;PRSS3;IL6;PRKCD;S100A9;SCG3;KLK1;MMP12;KLKB1;KYNU;F7;PCSK9;CR1;ITIH1;SRC;MMP15;CR2;ATOX1;TIMP1;RABIF;F2;CTSL;KIF2A;LGALS3;PHEX;PPP4C;IRF7;RNF4;FDX1;RCE1;S100A12;DGKG;HSPA1A;ACTN2;ME1;SERPINE1;PIM1;C1QA;PLAUR;CD59;USP14;F8;CASP3;HSPA5;CASP5;PRSS36;S100A13;GRB2;CTSB;ITGAM;GNB4;F3;CFB;CTSS;CASP9;CDK5R1;CPM;ERAP2;PRDM4;C1S;PREP;CD55;LGMN;C9;C1R;CEBPB;CTSV;PLA2G7;CTSC;CTSD;C1QC;FCN1;PIK3R5;MAFF;SERPINA1;MMP14;SIRT6;CP;PFN1,10,93
SUBTYPE01,HALLMARK,HALLMARK_IL6_JAK_STAT3_SIGNALING,candidate_rest,-0.46255771129028106,-1.6662141511741024,0.001,0.005314791084595509,0.033,INHBE;REG1A;CXCL13;IL6;BAK1;PLA2G2A;TNFRSF12A;IL2RA;IL1R2;SOCS1;IL13RA1;PTPN1;CNTFR;DNTT;PIM1;CCR1;TLR2;IL17RB;TGFB1;ITGB3;GRB2;CD38;CXCL9;CD14;CSF2RB;CSF2;CXCL11;CD44;IL2RG;ACVR1B;STAT2;CSF2RA;IL4R;IL1R1;IFNGR1;PIK3R5;LTB;TNFRSF1A;CD9;STAT3;EBI3;IRF9;LEPR,10,93
SUBTYPE01,HALLMARK,HALLMARK_FATTY_ACID_METABOLISM,candidate_rest,-0.4429587537637809,-1.6553647920097514,0.001,0.0051077213020788,0.037,BMPR1B;VNN1;REEP6;G0S2;FABP1;HCCS;ECI2;PDHA1;CYP1A1;GABARAPL1;CBR1;HSPH1;ERP29;SDHA;HSP90AA1;CEL;GPD1;FH;ACOT8;CPOX;PTS;IDH1;GSTZ1;SUCLG1;ACOX1;HSD17B10;ACSL4;ADIPOR2;LTC4S;ME1;MDH1;DECR1;KMT5A;GAPDHS;PCBD1;UROS;SLC22A5;ACSL5;ACAA1;GLUL;SMS;IL4I1;ADH1C;PDHB;IDH3G;HSDL2;FASN;ECHS1;PRDX6;LGALS1;ELOVL5;ALAD;MAOA;ODC1;ACADVL;ALDOA;TP53INP2;SDHC;IDH3B;BLVRA;ENO3;S100A10;GCDH;RDH11;DLD;UROD;HADH;ECI1;MDH2;TDO2;ACSS1;MLYCD;HSD17B4;D2HGDH;MGLL,10,93
SUBTYPE01,HALLMARK,HALLMARK_ESTROGEN_RESPONSE_EARLY,candidate_rest,-0.43641038646636576,-1.6532549251676978,0.001,0.00483162825872319,0.039,KCNK15;KRT19;TSKU;KRT15;SLC19A2;GREB1;TFAP2C;CCN5;TMPRSS3;TJP3;TUBB2B;TIPARP;KRT13;SFN;PPIF;PTGES;CLDN7;KRT8;RHOBTB3;UNC119;GLA;CALCR;OLFM1;NBL1;CALB2;DHRS2;TPBG;ANXA9;TMEM164;ALDH3B1;SLC7A5;AREG;KRT18;RRP12;KLK10;B4GALT1;MYB;REEP1;SULT2B1;P2RY2;LAD1;SYBU;ABHD2;RBBP8;WFS1;SIAH2;NADSYN1;IL17RB;FLNB;AMFR;SCNN1A;PDLIM3;DHCR7;XBP1;SLC22A5;OVOL2;AQP3;ITPK1;SLC26A2;SYT12;MREG;IGFBP4;CLIC3;FASN;CA12;SEC14L2;MLPH;ABCA3;PMAIP1;ELOVL5;RAB31;ESRP2;SLC24A3;FHL2;ASB13;CD44;NXT1;RETREG1;SEMA3B,10,93
SUBTYPE01,HALLMARK,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,candidate_rest,-0.5012276597845148,-1.6354973141970601,0.005841121495327103,0.005153736809304736,0.046,SELENOS;ATOX1;NDUFA6;TXN;G6PD;HMOX2;NDUFS2;GPX4;SBNO2;PTPA;LAMTOR5;NQO1;SOD2;MBP;TXNRD2;CDKN2D;IPCEF1;PRDX6;GPX3;ABCC1;MPO;FTL;GLRX2;SRXN1;SOD1;TXNRD1;NDUFB4,10,93
SUBTYPE01,HALLMARK,HALLMARK_INFLAMMATORY_RESPONSE,candidate_rest,-0.4288904274008785,-1.6248330960860111,0.001,0.005701321345293364,0.056,CD82;SPHK1;ROS1;IL6;SELENOS;ICOSLG;EREG;STAB1;AQP9;LPAR1;CDKN1A;MET;NDP;SLC31A2;TIMP1;PVR;BDKRB1;TPBG;LIF;ATP2B1;FFAR2;DCBLD2;SLC31A1;IRF7;GPR132;CHST2;MEFV;RTP4;PTAFR;SERPINE1;BTG2;MSR1;MARCO;C5AR1;FPR1;ADRM1;P2RY2;PLAUR;TLR2;IL18RAP;NPFFR2;CYBB;SELE;RGS16;ITGB3;IL12B;CXCL9;F3;CD14;SLC11A2;CCL20;ITGA5;CD55;CMKLR1;ATP2C1;NLRP3;TNFSF9;CXCL11;CCL17;HRH1;GNA15;ABCA1;ACVR1B;IL4R;PDPN;IL1R1;C3AR1;LY6E;PIK3R5;CD70;OSM;GCH1;MMP14;LAMP3;TAPBP;EBI3;SLC7A2;CD69;SELL;HPN;CCRL2;SLC7A1;KCNMB2;RIPK2;ADGRE1;LDLR;IL10RA;SLAMF1;HBEGF;TNFRSF1B;FZD5;RGS1;RHOG;ATP2A2;KCNA3,10,93
