subtype_id,member_count,stability,clinical,survival,rna,wxs,known_taxonomy,ct_quantitative,wsi_semantic_phenotype,wsi_semantic_status,warnings,representative_patient
SUBTYPE01,10,"{'common_accept_set_count': 12, 'supporting_run_count': 12, 'supporting_k_count': 6, 'supporting_ks': '[2, 3, 4, 5, 6, 7]', 'mean_pair_recurrence_similarity': 0.9846153846153846, 'min_pair_recurrence_similarity': 0.9230769230769232}","{'age_median_years': 53.5, 'sex_counts': {'male': 8, 'female': 2}, 'stage_counts': {'I': 7, 'III': 2, 'IV': 1}, 'grade_counts': {'G3': 6, 'G2': 4}, 't_stage_counts': {'T1': 7, 'T3': 2, 'T2': 1}, 'm_stage_counts': {'M0': 9, 'M1': 1}}","{'OS': {'n': 10, 'event_n': 1, 'median_survival_days': nan}}","{'hallmark_concordant_up': [], 'hallmark_concordant_down': [], 'marker_genes_up': [], 'marker_genes_down': []}","{'enriched_drivers': [{'subtype_id': 'SUBTYPE01', 'gene': 'PBRM1', 'reference_population': 'core_rest', 'direction': 'enriched', 'subtype_mutated_n': 10, 'subtype_n': 10, 'subtype_frequency': 1.0, 'rest_mutated_n': 14, 'rest_n': 69, 'rest_frequency': 0.2028985507246377, 'odds_ratio': inf, 'ci_low': 4.443210853381579, 'ci_high': 1454.091139202404, 'p_value': 1.3613399145945904e-06, 'driver_panel_member': True, 'q_global': 0.004877680913992417, 'q_driver': 2.0420098718918857e-05}, {'subtype_id': 'SUBTYPE01', 'gene': 'VHL', 'reference_population': 'core_rest', 'direction': 'enriched', 'subtype_mutated_n': 10, 'subtype_n': 10, 'subtype_frequency': 1.0, 'rest_mutated_n': 31, 'rest_n': 69, 'rest_frequency': 0.4492753623188406, 'odds_ratio': inf, 'ci_low': 1.4467108081894349, 'ci_high': 455.36244980587475, 'p_value': 0.0011063057058118809, 'driver_panel_member': True, 'q_global': 1.0, 'q_driver': 0.008297292793589107}], 'depleted_drivers': []}","{'clearcode34': {'ccA': 0.7142857142857143, 'ccB': 0.2857142857142857}, 'tcga_mrna_profile': {'m1': 0.42857142857142855, 'm2': 0.42857142857142855, 'm3': 0.0, 'm4': 0.14285714285714285}}","{'enriched': [], 'depleted': []}",,not_available,[],TCGA-BP-4989
SUBTYPE02,15,"{'common_accept_set_count': 11, 'supporting_run_count': 11, 'supporting_k_count': 5, 'supporting_ks': '[2, 3, 4, 5, 6]', 'mean_pair_recurrence_similarity': 0.9507936507936507, 'min_pair_recurrence_similarity': 0.9166666666666666}","{'age_median_years': 56.0, 'sex_counts': {'male': 12, 'female': 3}, 'stage_counts': {'I': 12, 'II': 2, 'III': 1}, 'grade_counts': {'G2': 8, 'G3': 6, 'G4': 1}, 't_stage_counts': {'T1': 12, 'T2': 2, 'T3': 1}, 'm_stage_counts': {'M0': 15}}","{'OS': {'n': 15, 'event_n': 1, 'median_survival_days': nan}}","{'hallmark_concordant_up': [], 'hallmark_concordant_down': [], 'marker_genes_up': [], 'marker_genes_down': []}","{'enriched_drivers': [], 'depleted_drivers': []}","{'clearcode34': {'ccA': 1.0, 'ccB': 0.0}, 'tcga_mrna_profile': {'m1': 0.7142857142857143, 'm2': 0.21428571428571427, 'm3': 0.07142857142857142, 'm4': 0.0}}","{'enriched': [{'feature': 'log-sigma-1-0-mm-3D_glszm_GrayLevelVariance', 'direction': 'enriched', 'median_subtype': 0.6883288897604546, 'median_rest': -0.0530236122875092, 'cliffs_delta': 0.6625, 'ci95': [0.4333333333333333, 0.8604687499999998], 'q_value': 0.0145561193243298}, {'feature': 'wavelet-HLL_glcm_ClusterProminence', 'direction': 'enriched', 'median_subtype': 0.2770029796102946, 'median_rest': -0.285019426756543, 'cliffs_delta': 0.65625, 'ci95': [0.43328125, 0.8396354166666664], 'q_value': 0.0145561193243298}, {'feature': 'log-sigma-1-0-mm-3D_glcm_ClusterProminence', 'direction': 'enriched', 'median_subtype': 0.8297902637327866, 'median_rest': -0.3660663135637489, 'cliffs_delta': 0.6166666666666667, 'ci95': [0.3478645833333333, 0.8354166666666667], 'q_value': 0.0145561193243298}], 'depleted': [{'feature': 'log-sigma-1-0-mm-3D_glcm_MaximumProbability', 'direction': 'depleted', 'median_subtype': -0.7435116902624451, 'median_rest': 0.0506848715779705, 'cliffs_delta': -0.6458333333333334, 'ci95': [-0.85, -0.3916666666666666], 'q_value': 0.0145561193243298}, {'feature': 'wavelet-HLL_glszm_GrayLevelNonUniformityNormalized', 'direction': 'depleted', 'median_subtype': -0.9297664433257384, 'median_rest': 0.0424664445623931, 'cliffs_delta': -0.6291666666666667, 'ci95': [-0.8208854166666666, -0.38125], 'q_value': 0.0145561193243298}, {'feature': 'wavelet-HLL_glcm_JointEnergy', 'direction': 'depleted', 'median_subtype': -0.8652574856042524, 'median_rest': 0.0287689454309547, 'cliffs_delta': -0.6, 'ci95': [-0.7958854166666666, -0.3644791666666672], 'q_value': 0.0148308433690674}]}",,not_available,[],TCGA-BP-5001
SUBTYPE03,11,"{'common_accept_set_count': 8, 'supporting_run_count': 8, 'supporting_k_count': 5, 'supporting_ks': '[2, 4, 6, 7, 8]', 'mean_pair_recurrence_similarity': 1.0, 'min_pair_recurrence_similarity': 1.0}","{'age_median_years': 53.0, 'sex_counts': {'male': 9, 'female': 2}, 'stage_counts': {'I': 8, 'III': 2, 'II': 1}, 'grade_counts': {'G3': 6, 'G2': 5}, 't_stage_counts': {'T1': 9, 'T2': 1, 'T3': 1}, 'm_stage_counts': {'M0': 11}}","{'OS': {'n': 11, 'event_n': 0, 'median_survival_days': nan}}","{'hallmark_concordant_up': [], 'hallmark_concordant_down': [], 'marker_genes_up': [], 'marker_genes_down': []}","{'enriched_drivers': [{'subtype_id': 'SUBTYPE03', 'gene': 'VHL', 'reference_population': 'core_rest', 'direction': 'enriched', 'subtype_mutated_n': 11, 'subtype_n': 11, 'subtype_frequency': 1.0, 'rest_mutated_n': 30, 'rest_n': 68, 'rest_frequency': 0.4411764705882353, 'odds_ratio': inf, 'ci_low': 1.6443831458837235, 'ci_high': 512.5950824989235, 'p_value': 0.0004827692775389357, 'driver_panel_member': True, 'q_global': 1.0, 'q_driver': 0.007241539163084036}], 'depleted_drivers': []}","{'clearcode34': {'ccA': 0.5555555555555556, 'ccB': 0.4444444444444444}, 'tcga_mrna_profile': {'m1': 0.5, 'm2': 0.1, 'm3': 0.2, 'm4': 0.2}}","{'enriched': [], 'depleted': []}",,not_available,[],TCGA-B8-5549
SUBTYPE04,16,"{'common_accept_set_count': 7, 'supporting_run_count': 7, 'supporting_k_count': 5, 'supporting_ks': '[4, 5, 6, 7, 8]', 'mean_pair_recurrence_similarity': 1.0, 'min_pair_recurrence_similarity': 1.0}","{'age_median_years': 59.5, 'sex_counts': {'male': 10, 'female': 6}, 'stage_counts': {'I': 6, 'IV': 5, 'III': 3, 'II': 2}, 'grade_counts': {'G4': 7, 'G3': 5, 'G2': 4}, 't_stage_counts': {'T1': 7, 'T3': 6, 'T2': 3}, 'm_stage_counts': {'M0': 11, 'M1': 5}}","{'OS': {'n': 16, 'event_n': 7, 'median_survival_days': 2299.0}}","{'hallmark_concordant_up': [{'pathway': 'HALLMARK_ALLOGRAFT_REJECTION', 'gsea_nes': 2.876211431665564, 'gsea_fdr': 0.001, 'ssgsea_cliffs_delta': 0.6884920634920635, 'ssgsea_q': 0.0011848371734019, 'consistency_fraction': 0.9375}, {'pathway': 'HALLMARK_COMPLEMENT', 'gsea_nes': 1.737035288845527, 'gsea_fdr': 0.0019124241624901, 'ssgsea_cliffs_delta': 0.4742063492063492, 'ssgsea_q': 0.0226325493792316, 'consistency_fraction': 0.8125}, {'pathway': 'HALLMARK_IL6_JAK_STAT3_SIGNALING', 'gsea_nes': 2.262971307211016, 'gsea_fdr': 0.001, 'ssgsea_cliffs_delta': 0.6309523809523809, 'ssgsea_q': 0.0026864550801553, 'consistency_fraction': 0.875}, {'pathway': 'HALLMARK_INFLAMMATORY_RESPONSE', 'gsea_nes': 2.0309855654973727, 'gsea_fdr': 0.001, 'ssgsea_cliffs_delta': 0.501984126984127, 'ssgsea_q': 0.0172393606607279, 'consistency_fraction': 0.8125}, {'pathway': 'HALLMARK_INTERFERON_ALPHA_RESPONSE', 'gsea_nes': 2.67465970292373, 'gsea_fdr': 0.001, 'ssgsea_cliffs_delta': 0.5337301587301587, 'ssgsea_q': 0.0105525678227883, 'consistency_fraction': 0.8125}, {'pathway': 'HALLMARK_INTERFERON_GAMMA_RESPONSE', 'gsea_nes': 2.698537266349521, 'gsea_fdr': 0.001, 'ssgsea_cliffs_delta': 0.5456349206349206, 'ssgsea_q': 0.0105525678227883, 'consistency_fraction': 0.8125}], 'hallmark_concordant_down': [], 'marker_genes_up': [], 'marker_genes_down': []}","{'enriched_drivers': [{'subtype_id': 'SUBTYPE04', 'gene': 'BAP1', 'reference_population': 'core_rest', 'direction': 'enriched', 'subtype_mutated_n': 9, 'subtype_n': 16, 'subtype_frequency': 0.5625, 'rest_mutated_n': 2, 'rest_n': 63, 'rest_frequency': 0.031746031746031744, 'odds_ratio': 39.214285714285715, 'ci_low': 7.019866436390283, 'ci_high': 219.05832796334104, 'p_value': 2.528626859687538e-06, 'driver_panel_member': True, 'q_global': 0.009060070038260447, 'q_driver': 3.792940289531307e-05}], 'depleted_drivers': []}","{'clearcode34': {'ccA': 0.0, 'ccB': 1.0}, 'tcga_mrna_profile': {'m1': 0.07142857142857142, 'm2': 0.14285714285714285, 'm3': 0.42857142857142855, 'm4': 0.35714285714285715}}","{'enriched': [{'feature': 'wavelet-HHL_glcm_JointAverage', 'direction': 'enriched', 'median_subtype': 0.875807895168202, 'median_rest': -0.5261117988652211, 'cliffs_delta': 0.7698412698412699, 'ci95': [0.5693452380952381, 0.9365575396825394], 'q_value': 0.0005908339389107}, {'feature': 'original_glszm_HighGrayLevelZoneEmphasis', 'direction': 'enriched', 'median_subtype': 0.9273845171988268, 'median_rest': -0.2534809688964041, 'cliffs_delta': 0.7638888888888888, 'ci95': [0.571329365079365, 0.9126984126984128], 'q_value': 0.0005908339389107}, {'feature': 'wavelet-LHL_firstorder_Maximum', 'direction': 'enriched', 'median_subtype': 0.8564058798961491, 'median_rest': -0.4062781783344223, 'cliffs_delta': 0.7341269841269841, 'ci95': [0.4979662698412698, 0.9186507936507936], 'q_value': 0.0005908339389107}], 'depleted': [{'feature': 'original_glszm_LowGrayLevelZoneEmphasis', 'direction': 'depleted', 'median_subtype': -0.5519059562326456, 'median_rest': -0.0038766610430497, 'cliffs_delta': -0.75, 'ci95': [-0.9107638888888888, -0.5455853174603177], 'q_value': 0.0005908339389107}, {'feature': 'wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis', 'direction': 'depleted', 'median_subtype': -0.9947460503122784, 'median_rest': 0.168992863428908, 'cliffs_delta': -0.7361111111111112, 'ci95': [-0.9067460317460316, -0.5277281746031749], 'q_value': 0.0005908339389107}, {'feature': 'wavelet-HHL_glszm_LowGrayLevelZoneEmphasis', 'direction': 'depleted', 'median_subtype': -0.7352754246897337, 'median_rest': -0.0172010630825948, 'cliffs_delta': -0.7281746031746031, 'ci95': [-0.9464285714285714, -0.4562996031746034], 'q_value': 0.0005908339389107}]}",,not_available,[],TCGA-CJ-4637
SUBTYPE05,27,"{'common_accept_set_count': 3, 'supporting_run_count': 3, 'supporting_k_count': 3, 'supporting_ks': '[5, 6, 7]', 'mean_pair_recurrence_similarity': 1.0, 'min_pair_recurrence_similarity': 1.0}","{'age_median_years': 61.0, 'sex_counts': {'male': 16, 'female': 11}, 'stage_counts': {'I': 15, 'III': 8, 'IV': 3, 'II': 1}, 'grade_counts': {'G2': 13, 'G3': 11, 'G4': 3}, 't_stage_counts': {'T1': 15, 'T3': 9, 'T2': 2, 'T4': 1}, 'm_stage_counts': {'M0': 23, 'M1': 2, 'unknown': 2}}","{'OS': {'n': 27, 'event_n': 5, 'median_survival_days': nan}}","{'hallmark_concordant_up': [], 'hallmark_concordant_down': [], 'marker_genes_up': [], 'marker_genes_down': []}","{'enriched_drivers': [], 'depleted_drivers': [{'subtype_id': 'SUBTYPE05', 'gene': 'VHL', 'reference_population': 'core_rest', 'direction': 'depleted', 'subtype_mutated_n': 2, 'subtype_n': 27, 'subtype_frequency': 0.07407407407407407, 'rest_mutated_n': 39, 'rest_n': 52, 'rest_frequency': 0.75, 'odds_ratio': 0.02666666666666667, 'ci_low': 0.005541562275195189, 'ci_high': 0.12832321930119672, 'p_value': 6.87030161910836e-09, 'driver_panel_member': True, 'q_global': 2.461629070126525e-05, 'q_driver': 1.030545242866254e-07}]}","{'clearcode34': {'ccA': 0.36363636363636365, 'ccB': 0.6363636363636364}, 'tcga_mrna_profile': {'m1': 0.2, 'm2': 0.35, 'm3': 0.3, 'm4': 0.15}}","{'enriched': [{'feature': 'original_glrlm_LongRunLowGrayLevelEmphasis', 'direction': 'enriched', 'median_subtype': 0.4418079060795731, 'median_rest': -0.4929172671653796, 'cliffs_delta': 0.6709401709401709, 'ci95': [0.4657407407407407, 0.83764245014245], 'q_value': 7.556784948434718e-05}, {'feature': 'original_glcm_MaximumProbability', 'direction': 'enriched', 'median_subtype': 1.0137392097579183, 'median_rest': -0.4980854942068341, 'cliffs_delta': 0.6666666666666666, 'ci95': [0.4529202279202279, 0.8376068376068376], 'q_value': 7.556784948434718e-05}, {'feature': 'wavelet-LLH_firstorder_Uniformity', 'direction': 'enriched', 'median_subtype': 0.4231984316948131, 'median_rest': 0.1962415913537012, 'cliffs_delta': 0.6367521367521367, 'ci95': [0.4372863247863248, 0.8034188034188035], 'q_value': 0.000127678646927}], 'depleted': [{'feature': 'original_glszm_SmallAreaHighGrayLevelEmphasis', 'direction': 'depleted', 'median_subtype': -0.7667961859104985, 'median_rest': 0.2114396505119421, 'cliffs_delta': -0.7207977207977208, 'ci95': [-0.8618233618233618, -0.5498219373219375], 'q_value': 7.556784948434718e-05}, {'feature': 'wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis', 'direction': 'depleted', 'median_subtype': -0.5078768609382925, 'median_rest': -0.2995491909647241, 'cliffs_delta': -0.6894586894586895, 'ci95': [-0.8361823361823362, -0.4871794871794871], 'q_value': 7.556784948434718e-05}, {'feature': 'wavelet-LLL_ngtdm_Complexity', 'direction': 'depleted', 'median_subtype': -0.858348255097296, 'median_rest': 0.2680289830811957, 'cliffs_delta': -0.6837606837606838, 'ci95': [-0.8618233618233618, -0.4956908831908834], 'q_value': 7.556784948434718e-05}]}",,not_available,[],TCGA-B8-5164
