pathway,SUBTYPE01,SUBTYPE02,SUBTYPE03,SUBTYPE04,SUBTYPE05
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT,-1.696865921478649,-1.0082302900701212,-1.6584186845329894,1.2448994937616966,1.1288562246533367
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,-1.8077051468935952,-1.5768379224642932,-2.1577534009870547,1.66815562589657,1.9649005748251167
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,-1.7949903827920246,-1.839005842314902,-1.872985245317147,1.8604365670148635,1.8096112301437377
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,-1.8039709465530713,-1.5479863993299792,-2.172121109465574,1.7330555885469516,1.935364169085583
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,-1.7942030982404598,-1.4922591168480428,-2.1330012820251736,1.5763475820696613,1.9023887381465352
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,-1.7427378126629645,-1.8392815480646048,-1.8037808130062596,1.7989520326145538,1.7665264431830907
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,-1.7923171565712597,-1.8679849049372088,-1.8396606506132631,1.8502112288408814,1.7897261364552375
KEGG_MEDICUS_VARIANT_NOTCH_OVEREXPRESSION_TO_NOTCH_SIGNALING_PATHWAY,2.1517961475599536,2.1041541860495547,-1.2830080152546532,-1.667926071372239,-1.4358020782003524
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,-1.8549716795580387,-1.8387361772353175,-1.8633611184431171,1.9489037109308756,1.8396161594949947
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,-1.5791108973430368,-1.3205119207503657,0.9003648795107745,-0.7020672883070334,1.8589255303211343
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,-1.7150492957301324,-1.5594502947245705,-1.54104684986647,1.3322968172044658,1.6015409647350916
REACTOME_ABC_TRANSPORTER_DISORDERS,-1.6888898862192634,-1.5276797176410652,-1.6316956733267611,1.3207530036390487,1.6166196665552752
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,-1.8323523928502317,-1.9986429826898464,-1.9047855500218045,1.9331821868942556,1.8801980419503737
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,-0.5766668259950278,-1.8990326793673271,1.7889074180113533,0.9518156588075546,1.2527982534766975
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,-0.7243959467544165,-1.5375996800091296,-0.6602198202105228,1.6731774559970132,-1.0539191843483975
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,-1.5657374468248346,-1.6486533526088707,-1.6507623788069572,1.667187181746087,1.787514607694642
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,-0.5603123343318236,-1.6566799760764825,1.9334657194493725,0.880796726299254,0.8519727800126828
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,-1.2160589860435915,-1.625148809852706,-1.0256953783131584,0.7835357054280817,1.1187522942706185
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,-1.247625548823229,-1.6192294213311975,-0.9394293084614562,1.1652682072206164,0.7967204000127899
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,-1.9478056758526492,-1.3666923930734862,-2.1065950076009883,1.078097575281142,2.6132223743234446
REACTOME_AGGREPHAGY,-1.616292994320621,-1.1608905044921838,-1.2785255130945175,-0.7693990136784691,1.1350920476148172
