subtype_id,pathway,direction,cliffs_delta,q_value,subtype_median,rest_median,consistent_patient_n,subtype_n,consistency_fraction
SUBTYPE03,HALLMARK_ESTROGEN_RESPONSE_EARLY,up,0.28609625668449196,0.7926303262473863,1988.847348981718,1745.4301595384445,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_ESTROGEN_RESPONSE_LATE,up,0.20320855614973263,0.838231175958226,1955.9648218813063,1882.5834460208112,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_FATTY_ACID_METABOLISM,down,-0.06417112299465241,0.9375153554974508,3146.5056925006647,3112.5344051789243,5,11,0.45454545454545453
SUBTYPE03,HALLMARK_G2M_CHECKPOINT,up,0.27807486631016043,0.7926303262473863,735.3831224661453,695.8958351787237,9,11,0.8181818181818182
SUBTYPE03,HALLMARK_GLYCOLYSIS,up,0.06684491978609626,0.9375153554974508,2939.6249022931916,2987.6121518785662,4,11,0.36363636363636365
SUBTYPE03,HALLMARK_HEDGEHOG_SIGNALING,up,0.4090909090909091,0.7926303262473863,1112.1249925338016,964.9281222380405,10,11,0.9090909090909091
SUBTYPE03,HALLMARK_HEME_METABOLISM,up,0.17647058823529413,0.8841059330815959,2440.8403548727138,2391.6359837644663,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_HYPOXIA,up,0.0962566844919786,0.9375153554974508,3506.964243440998,3463.419650745986,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_IL2_STAT5_SIGNALING,up,0.029411764705882353,0.9499826203519535,2173.823851188652,2127.908966587465,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_IL6_JAK_STAT3_SIGNALING,up,0.05614973262032086,0.9389360539967766,2153.842865042867,2258.283675308062,5,11,0.45454545454545453
SUBTYPE03,HALLMARK_INFLAMMATORY_RESPONSE,up,0.08021390374331551,0.9375153554974508,1438.0975847883901,1519.927436662102,5,11,0.45454545454545453
SUBTYPE03,HALLMARK_INTERFERON_ALPHA_RESPONSE,up,0.08021390374331551,0.9375153554974508,3130.991872786909,3120.4852042798125,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_INTERFERON_GAMMA_RESPONSE,up,0.08288770053475936,0.9375153554974508,2769.334015393705,2706.291249800168,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_KRAS_SIGNALING_DN,down,-0.10695187165775401,0.9375153554974508,-1239.8927131070095,-1153.3790980353824,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_KRAS_SIGNALING_UP,up,0.14705882352941177,0.8973628952547876,1536.8866969325136,1545.9100248138743,5,11,0.45454545454545453
SUBTYPE03,HALLMARK_MITOTIC_SPINDLE,up,0.3074866310160428,0.7926303262473863,1559.1287728762918,1342.9143142760577,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_MTORC1_SIGNALING,up,0.045454545454545456,0.9389360539967766,3229.878386774113,3218.1464895037366,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_MYC_TARGETS_V1,up,0.12566844919786097,0.9375153554974508,4244.604052188188,4231.247294103692,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_MYC_TARGETS_V2,down,-0.15240641711229946,0.8973628952547876,1611.1277015398346,1674.8776162560775,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_MYOGENESIS,up,0.12566844919786097,0.9375153554974508,1961.4393390842424,1932.889284627482,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_NOTCH_SIGNALING,up,0.25133689839572193,0.7926303262473863,2561.079759702943,2413.1398208695364,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_OXIDATIVE_PHOSPHORYLATION,down,-0.19518716577540107,0.846038032629136,4336.479228709596,4361.918155305366,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_P53_PATHWAY,down,-0.06149732620320856,0.9375153554974508,2812.39153449078,2854.6845185329644,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_PANCREAS_BETA_CELLS,up,0.026737967914438502,0.9499826203519535,2106.5024944582474,1966.521590560018,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_PEROXISOME,up,0.11764705882352941,0.9375153554974508,2836.823037082966,2674.1552238566337,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_PI3K_AKT_MTOR_SIGNALING,up,0.03208556149732621,0.9499826203519535,2407.036571490218,2410.10418234644,4,11,0.36363636363636365
SUBTYPE03,HALLMARK_PROTEIN_SECRETION,up,0.36363636363636365,0.7926303262473863,3699.5340536800313,3501.288132515852,9,11,0.8181818181818182
SUBTYPE03,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,down,-0.2647058823529412,0.7926303262473863,3815.929268110768,3857.0657330697754,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_SPERMATOGENESIS,up,0.07754010695187166,0.9375153554974508,-1211.2003665569018,-1293.8402262832897,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_TGF_BETA_SIGNALING,up,0.24866310160427807,0.7926303262473863,3725.396772564516,3574.63224939914,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_TNFA_SIGNALING_VIA_NFKB,down,-0.09893048128342247,0.9375153554974508,2878.4953371912816,3089.1041504522877,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,up,0.15240641711229946,0.8973628952547876,3259.048557667579,3182.963849926611,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_UV_RESPONSE_DN,up,0.28342245989304815,0.7926303262473863,2022.6308699159244,1846.6008954122217,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_UV_RESPONSE_UP,down,-0.3449197860962567,0.7926303262473863,2961.939694652926,3017.7220022773135,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_WNT_BETA_CATENIN_SIGNALING,down,-0.06149732620320856,0.9375153554974508,1142.341539632771,1146.7133237913981,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_XENOBIOTIC_METABOLISM,up,0.05080213903743316,0.9389360539967766,2680.1512651444655,2617.3412950130382,6,11,0.5454545454545454
SUBTYPE04,HALLMARK_ADIPOGENESIS,down,-0.49007936507936506,0.018846187133053798,3383.9790041302,3600.9974897217817,13,16,0.8125
SUBTYPE04,HALLMARK_ALLOGRAFT_REJECTION,up,0.6884920634920635,0.0011848371734019432,2710.386995412285,1574.503352009252,15,16,0.9375
SUBTYPE04,HALLMARK_ANDROGEN_RESPONSE,down,-0.2996031746031746,0.1580254067337248,2951.3146097489334,3130.161399221306,11,16,0.6875
SUBTYPE04,HALLMARK_ANGIOGENESIS,down,-0.1984126984126984,0.33063732650676503,3309.671516034227,3567.7025226361466,12,16,0.75
SUBTYPE04,HALLMARK_APICAL_JUNCTION,up,0.04563492063492063,0.8163770819983132,2223.0147708717013,2222.4284870459996,8,16,0.5
SUBTYPE04,HALLMARK_APICAL_SURFACE,up,0.06349206349206349,0.7617231166380412,768.3048409739877,712.8315274598262,9,16,0.5625
SUBTYPE04,HALLMARK_APOPTOSIS,up,0.3373015873015873,0.12889781578502219,3492.839743444181,3279.74273639489,11,16,0.6875
SUBTYPE04,HALLMARK_BILE_ACID_METABOLISM,down,-0.3948412698412698,0.06441100024909245,1027.2187714103243,1421.6744254036876,11,16,0.6875
SUBTYPE04,HALLMARK_CHOLESTEROL_HOMEOSTASIS,down,-0.10119047619047619,0.5976335025274467,2367.9479615556584,2434.782137783999,11,16,0.6875
SUBTYPE04,HALLMARK_COAGULATION,up,0.1884920634920635,0.35571412894881876,2933.8190713087747,2784.7921699727794,12,16,0.75
SUBTYPE04,HALLMARK_COMPLEMENT,up,0.4742063492063492,0.0226325493792316,2622.661075706233,2200.566524454114,13,16,0.8125
SUBTYPE04,HALLMARK_DNA_REPAIR,up,0.2757936507936508,0.2070874588617202,2326.8892428193535,2222.1426394876453,12,16,0.75
SUBTYPE04,HALLMARK_E2F_TARGETS,up,0.21825396825396826,0.31314944246911475,817.0202540888399,724.9774631046512,11,16,0.6875
SUBTYPE04,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,up,0.14682539682539683,0.47426669897960305,3175.406913851919,2993.5247134064366,11,16,0.6875
SUBTYPE04,HALLMARK_ESTROGEN_RESPONSE_EARLY,down,-0.20238095238095238,0.33063732650676503,1719.7550243077167,1776.1225401838929,9,16,0.5625
SUBTYPE04,HALLMARK_ESTROGEN_RESPONSE_LATE,down,-0.017857142857142856,0.9361386250745558,1869.7977485945535,1906.263873425516,10,16,0.625
SUBTYPE04,HALLMARK_FATTY_ACID_METABOLISM,down,-0.3948412698412698,0.06441100024909245,2898.026157360214,3181.2574851022373,12,16,0.75
SUBTYPE04,HALLMARK_G2M_CHECKPOINT,up,0.16071428571428573,0.44067583777856845,800.7601718871547,701.2838375269239,10,16,0.625
SUBTYPE04,HALLMARK_GLYCOLYSIS,up,0.16865079365079366,0.4203294729116333,3024.2519641968543,2955.407511999989,11,16,0.6875
SUBTYPE04,HALLMARK_HEDGEHOG_SIGNALING,down,-0.23015873015873015,0.29416344221966184,913.5865158587362,1050.3965886248798,10,16,0.625
SUBTYPE04,HALLMARK_HEME_METABOLISM,down,-0.5436507936507936,0.010552567822788305,2233.676610446081,2413.0908037479403,14,16,0.875
SUBTYPE04,HALLMARK_HYPOXIA,down,-0.00992063492063492,0.9562226099543418,3490.950804266052,3462.3747620321856,7,16,0.4375
SUBTYPE04,HALLMARK_IL2_STAT5_SIGNALING,up,0.3055555555555556,0.1580254067337248,2266.590332331967,2085.7103909683347,11,16,0.6875
SUBTYPE04,HALLMARK_IL6_JAK_STAT3_SIGNALING,up,0.6309523809523809,0.0026864550801553155,2958.803518613872,2153.842865042867,14,16,0.875
SUBTYPE04,HALLMARK_INFLAMMATORY_RESPONSE,up,0.501984126984127,0.017239360660727916,1948.5435891046027,1405.6345300026987,13,16,0.8125
SUBTYPE04,HALLMARK_INTERFERON_ALPHA_RESPONSE,up,0.5337301587301587,0.010552567822788305,3530.464462277856,3091.9322578618767,13,16,0.8125
SUBTYPE04,HALLMARK_INTERFERON_GAMMA_RESPONSE,up,0.5456349206349206,0.010552567822788305,3132.003074652578,2562.077504597667,13,16,0.8125
SUBTYPE04,HALLMARK_KRAS_SIGNALING_DN,down,-0.2619047619047619,0.2264252798641629,-1217.489764756027,-1131.5652075033622,12,16,0.75
