subtype_id,pathway,direction,cliffs_delta,q_value,subtype_median,rest_median,consistent_patient_n,subtype_n,consistency_fraction
SUBTYPE01,HALLMARK_ADIPOGENESIS,down,-0.09855072463768116,0.9666713037821678,3515.038362616968,3558.6588289330793,6,10,0.6
SUBTYPE01,HALLMARK_ALLOGRAFT_REJECTION,down,-0.005797101449275362,1.0,1638.8218235724903,1659.792226832581,5,10,0.5
SUBTYPE01,HALLMARK_ANDROGEN_RESPONSE,down,-0.09565217391304348,0.9666713037821678,2975.3179144189157,3113.2036546771697,7,10,0.7
SUBTYPE01,HALLMARK_ANGIOGENESIS,up,0.3565217391304348,0.9666713037821678,3841.9610805884145,3407.4126740726233,8,10,0.8
SUBTYPE01,HALLMARK_APICAL_JUNCTION,down,-0.11884057971014493,0.9666713037821678,2174.593964330713,2240.4133223589524,7,10,0.7
SUBTYPE01,HALLMARK_APICAL_SURFACE,up,0.005797101449275362,1.0,747.2541748506751,708.0435838078429,7,10,0.7
SUBTYPE01,HALLMARK_APOPTOSIS,up,0.04057971014492753,1.0,3289.2992916452877,3305.145496907234,4,10,0.4
SUBTYPE01,HALLMARK_BILE_ACID_METABOLISM,down,-0.04927536231884058,1.0,1331.4608124478746,1382.857332044633,5,10,0.5
SUBTYPE01,HALLMARK_CHOLESTEROL_HOMEOSTASIS,up,0.020289855072463767,1.0,2425.990634512749,2407.4359027604287,7,10,0.7
SUBTYPE01,HALLMARK_COAGULATION,down,-0.08695652173913043,0.9666713037821678,2818.097171190938,2854.6098583431994,6,10,0.6
SUBTYPE01,HALLMARK_COMPLEMENT,down,-0.0782608695652174,0.9666713037821678,2314.4764492323147,2320.2861237466313,5,10,0.5
SUBTYPE01,HALLMARK_DNA_REPAIR,up,0.11884057971014493,0.9666713037821678,2236.106654042173,2245.2702422566417,5,10,0.5
SUBTYPE01,HALLMARK_E2F_TARGETS,up,0.12753623188405797,0.9666713037821678,766.6894082662657,729.3692458504129,7,10,0.7
SUBTYPE01,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,up,0.16231884057971013,0.9666713037821678,3205.423386912364,2993.5247134064366,8,10,0.8
SUBTYPE01,HALLMARK_ESTROGEN_RESPONSE_EARLY,down,-0.14492753623188406,0.9666713037821678,1733.4865462568237,1776.1225401838929,6,10,0.6
SUBTYPE01,HALLMARK_ESTROGEN_RESPONSE_LATE,down,-0.5043478260869565,0.5262019648415479,1731.3294556708297,1924.3590746071495,10,10,1.0
SUBTYPE01,HALLMARK_FATTY_ACID_METABOLISM,down,-0.10144927536231885,0.9666713037821678,2996.202663803562,3146.5056925006647,6,10,0.6
SUBTYPE01,HALLMARK_G2M_CHECKPOINT,up,0.005797101449275362,1.0,695.8019922700983,716.4683514637027,3,10,0.3
SUBTYPE01,HALLMARK_GLYCOLYSIS,up,0.002898550724637681,1.0,3013.5444402879134,2972.102302648431,6,10,0.6
SUBTYPE01,HALLMARK_HEDGEHOG_SIGNALING,up,0.13623188405797101,0.9666713037821678,1094.9785764777225,994.7085044060459,6,10,0.6
SUBTYPE01,HALLMARK_HEME_METABOLISM,down,-0.0927536231884058,0.9666713037821678,2380.043125956584,2402.1378252981567,6,10,0.6
SUBTYPE01,HALLMARK_HYPOXIA,up,0.17971014492753623,0.9666713037821678,3504.260602666642,3460.24338054289,7,10,0.7
SUBTYPE01,HALLMARK_IL2_STAT5_SIGNALING,down,-0.008695652173913044,1.0,2130.987262778333,2125.1601362142874,4,10,0.4
SUBTYPE01,HALLMARK_IL6_JAK_STAT3_SIGNALING,down,-0.06376811594202898,0.9884782186139239,2177.044437221166,2284.128775126831,6,10,0.6
SUBTYPE01,HALLMARK_INFLAMMATORY_RESPONSE,down,-0.08115942028985507,0.9666713037821678,1381.4099891689975,1558.9713393670845,7,10,0.7
SUBTYPE01,HALLMARK_INTERFERON_ALPHA_RESPONSE,up,0.17391304347826086,0.9666713037821678,3265.467584792133,3121.807034169952,6,10,0.6
SUBTYPE01,HALLMARK_INTERFERON_GAMMA_RESPONSE,up,0.09565217391304348,0.9666713037821678,2723.2246056732665,2707.149791526933,5,10,0.5
SUBTYPE01,HALLMARK_KRAS_SIGNALING_DN,neutral,0.0,1.0,-1148.3213616743024,-1171.3984257484763,0,10,
SUBTYPE01,HALLMARK_KRAS_SIGNALING_UP,down,-0.17391304347826086,0.9666713037821678,1450.1788137905778,1552.8986614794976,7,10,0.7
SUBTYPE01,HALLMARK_MITOTIC_SPINDLE,down,-0.017391304347826087,1.0,1358.5034679547389,1364.896436437837,5,10,0.5
SUBTYPE01,HALLMARK_MTORC1_SIGNALING,down,-0.23768115942028986,0.9666713037821678,3178.0951174410607,3229.07890923373,7,10,0.7
SUBTYPE01,HALLMARK_MYC_TARGETS_V1,up,0.13043478260869565,0.9666713037821678,4263.415014053409,4233.6375549137965,5,10,0.5
SUBTYPE01,HALLMARK_MYC_TARGETS_V2,down,-0.17391304347826086,0.9666713037821678,1457.6843891480867,1676.0478276341564,6,10,0.6
SUBTYPE01,HALLMARK_MYOGENESIS,up,0.23478260869565218,0.9666713037821678,2055.2798489265747,1932.3089495543245,7,10,0.7
SUBTYPE01,HALLMARK_NOTCH_SIGNALING,up,0.2608695652173913,0.9666713037821678,2522.366091465247,2419.2966214019452,6,10,0.6
SUBTYPE01,HALLMARK_OXIDATIVE_PHOSPHORYLATION,down,-0.09855072463768116,0.9666713037821678,4301.5031074595645,4345.900815250505,6,10,0.6
SUBTYPE01,HALLMARK_P53_PATHWAY,down,-0.09855072463768116,0.9666713037821678,2756.695250261259,2869.0549474819973,7,10,0.7
SUBTYPE01,HALLMARK_PANCREAS_BETA_CELLS,up,0.25217391304347825,0.9666713037821678,2376.8791714331837,1955.0244240121483,7,10,0.7
SUBTYPE01,HALLMARK_PEROXISOME,up,0.014492753623188406,1.0,2702.751353784548,2698.7745509576107,5,10,0.5
SUBTYPE01,HALLMARK_PI3K_AKT_MTOR_SIGNALING,down,-0.04927536231884058,1.0,2378.3227762388015,2407.2443521913037,6,10,0.6
SUBTYPE01,HALLMARK_PROTEIN_SECRETION,down,-0.2463768115942029,0.9666713037821678,3429.140819342687,3558.4866097710956,8,10,0.8
SUBTYPE01,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,down,-0.10434782608695652,0.9666713037821678,3836.2970131048064,3848.6502489572213,5,10,0.5
SUBTYPE01,HALLMARK_SPERMATOGENESIS,down,-0.3333333333333333,0.9666713037821678,-1368.6480432191033,-1267.5559869464187,7,10,0.7
SUBTYPE01,HALLMARK_TGF_BETA_SIGNALING,up,0.30434782608695654,0.9666713037821678,3777.9096428114335,3566.1183016767172,8,10,0.8
SUBTYPE01,HALLMARK_TNFA_SIGNALING_VIA_NFKB,up,0.07246376811594203,0.9701694998672098,3106.5383274873716,3034.5846612873656,6,10,0.6
SUBTYPE01,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,down,-0.24347826086956523,0.9666713037821678,3153.2088317630914,3236.765947653368,7,10,0.7
SUBTYPE01,HALLMARK_UV_RESPONSE_DN,up,0.17681159420289855,0.9666713037821678,2056.8244873997446,1851.068168943454,6,10,0.6
SUBTYPE01,HALLMARK_UV_RESPONSE_UP,down,-0.17101449275362318,0.9666713037821678,2998.2247715963485,3017.1087866838006,7,10,0.7
SUBTYPE01,HALLMARK_WNT_BETA_CATENIN_SIGNALING,up,0.27246376811594203,0.9666713037821678,1293.5563774398765,1132.6423156767796,6,10,0.6
SUBTYPE01,HALLMARK_XENOBIOTIC_METABOLISM,down,-0.17391304347826086,0.9666713037821678,2500.2999681482065,2621.0866126515166,6,10,0.6
SUBTYPE02,HALLMARK_ADIPOGENESIS,up,0.2708333333333333,0.23977514563974925,3625.6182701978314,3517.6571421362914,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_ALLOGRAFT_REJECTION,down,-0.49375,0.058468289443738504,1370.0776592400525,1943.6899735210914,14,15,0.9333333333333333
SUBTYPE02,HALLMARK_ANDROGEN_RESPONSE,up,0.33125,0.1398918957001539,3282.732768118225,3025.90085723947,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_ANGIOGENESIS,up,0.17291666666666666,0.4447405866176577,3567.7025226361466,3403.5016998230235,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_APICAL_JUNCTION,up,0.0020833333333333333,0.9950132539607978,2240.4133223589524,2221.9167278116,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_APICAL_SURFACE,down,-0.1375,0.5433277147497095,545.4947744181454,721.3930777749874,9,15,0.6
SUBTYPE02,HALLMARK_APOPTOSIS,down,-0.2625,0.24529781673174084,3200.125913904125,3337.264903195599,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_BILE_ACID_METABOLISM,up,0.12291666666666666,0.5956749548407868,1397.815068096439,1366.4584884132419,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_CHOLESTEROL_HOMEOSTASIS,down,-0.11458333333333333,0.6091229555903188,2386.089368365183,2412.6121030416098,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_COAGULATION,down,-0.37083333333333335,0.12047153336966278,2706.741502227289,2887.203277132738,13,15,0.8666666666666667
SUBTYPE02,HALLMARK_COMPLEMENT,down,-0.34375,0.1359787821107759,2132.3039506854857,2367.754647893258,12,15,0.8
SUBTYPE02,HALLMARK_DNA_REPAIR,down,-0.33958333333333335,0.1359787821107759,2172.5317115472717,2248.811109851061,10,15,0.6666666666666666
SUBTYPE02,HALLMARK_E2F_TARGETS,down,-0.3375,0.1359787821107759,680.1101523962552,775.0740087047179,12,15,0.8
SUBTYPE02,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,down,-0.20833333333333334,0.35598597938768484,2869.332314693139,3075.4234128931994,10,15,0.6666666666666666
SUBTYPE02,HALLMARK_ESTROGEN_RESPONSE_EARLY,up,0.10208333333333333,0.6329636688417563,1846.6450947007943,1745.4301595384445,9,15,0.6
SUBTYPE02,HALLMARK_ESTROGEN_RESPONSE_LATE,down,-0.09375,0.6568635940056666,1845.1658722974298,1895.853256125275,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_FATTY_ACID_METABOLISM,up,0.2125,0.35598597938768484,3225.6768670718584,3107.910857774235,9,15,0.6
SUBTYPE02,HALLMARK_G2M_CHECKPOINT,down,-0.175,0.4447405866176577,696.1954721003603,716.8109033252285,10,15,0.6666666666666666
SUBTYPE02,HALLMARK_GLYCOLYSIS,down,-0.37916666666666665,0.11641766562669105,2854.680258799136,3003.2795756069254,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_HEDGEHOG_SIGNALING,up,0.22083333333333333,0.34676426848069675,1078.9519987981594,993.6959594840132,9,15,0.6
SUBTYPE02,HALLMARK_HEME_METABOLISM,up,0.39166666666666666,0.1060609059598462,2503.3240382240638,2378.6501233603785,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_HYPOXIA,down,-0.11041666666666666,0.6091229555903188,3444.6933528492973,3485.2507614893884,10,15,0.6666666666666666
SUBTYPE02,HALLMARK_IL2_STAT5_SIGNALING,down,-0.16458333333333333,0.4620415819225513,2072.4270217564062,2135.4277175768384,10,15,0.6666666666666666
SUBTYPE02,HALLMARK_IL6_JAK_STAT3_SIGNALING,down,-0.46041666666666664,0.058468289443738504,1830.6073385701702,2428.5336276295843,14,15,0.9333333333333333
SUBTYPE02,HALLMARK_INFLAMMATORY_RESPONSE,down,-0.39375,0.1060609059598462,1093.1233490434042,1621.8291179140333,13,15,0.8666666666666667
SUBTYPE02,HALLMARK_INTERFERON_ALPHA_RESPONSE,down,-0.5270833333333333,0.058468289443738504,2780.627840201434,3173.297081762205,13,15,0.8666666666666667
SUBTYPE02,HALLMARK_INTERFERON_GAMMA_RESPONSE,down,-0.475,0.058468289443738504,2343.0692193733958,2772.9218365645165,14,15,0.9333333333333333
SUBTYPE02,HALLMARK_KRAS_SIGNALING_DN,up,0.31666666666666665,0.1618283366305665,-1090.2356145444046,-1181.9473215652233,12,15,0.8
SUBTYPE02,HALLMARK_KRAS_SIGNALING_UP,down,-0.2520833333333333,0.253851939076705,1471.9450006536172,1587.5600039932115,12,15,0.8
SUBTYPE02,HALLMARK_MITOTIC_SPINDLE,up,0.15625,0.4753030531515511,1489.2425770678583,1356.354191142209,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_MTORC1_SIGNALING,down,-0.2708333333333333,0.23977514563974925,3178.633544124242,3234.669080645861,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_MYC_TARGETS_V1,down,-0.19791666666666666,0.3830700382498863,4232.087646985547,4239.120803550992,9,15,0.6
SUBTYPE02,HALLMARK_MYC_TARGETS_V2,down,-0.25833333333333336,0.24529781673174084,1489.0097998374558,1690.5800617621467,9,15,0.6
SUBTYPE02,HALLMARK_MYOGENESIS,up,0.29583333333333334,0.20246211622175064,1984.0579392913742,1925.974081935205,10,15,0.6666666666666666
SUBTYPE02,HALLMARK_NOTCH_SIGNALING,up,0.35625,0.13119846282251704,2539.6782163293365,2398.0147799679753,12,15,0.8
SUBTYPE02,HALLMARK_OXIDATIVE_PHOSPHORYLATION,down,-0.014583333333333334,0.9742116007020118,4377.935495360227,4339.7111460124215,7,15,0.4666666666666667
SUBTYPE02,HALLMARK_P53_PATHWAY,down,-0.1625,0.4620415819225513,2743.113303694893,2864.1619728132746,9,15,0.6
SUBTYPE02,HALLMARK_PANCREAS_BETA_CELLS,up,0.46875,0.058468289443738504,2537.5263773889264,1917.021661540501,12,15,0.8
SUBTYPE02,HALLMARK_PEROXISOME,up,0.06041666666666667,0.8018370558884073,2700.948725147562,2686.962530411955,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_PI3K_AKT_MTOR_SIGNALING,down,-0.27291666666666664,0.23977514563974925,2376.161111144601,2416.7228533605403,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_PROTEIN_SECRETION,down,-0.025,0.9422317945696522,3530.801925361263,3520.2247288450585,6,15,0.4
SUBTYPE02,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,down,-0.40625,0.1060609059598462,3761.5188642421035,3875.9049757561106,13,15,0.8666666666666667
SUBTYPE02,HALLMARK_SPERMATOGENESIS,down,-0.04375,0.8671280464066441,-1292.513424895852,-1282.1502600360286,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_TGF_BETA_SIGNALING,up,0.3541666666666667,0.13119846282251704,3734.6176528686547,3554.549549932286,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_TNFA_SIGNALING_VIA_NFKB,down,-0.20833333333333334,0.35598597938768484,2769.6511167958142,3115.5467921265104,12,15,0.8
SUBTYPE02,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,down,-0.18958333333333333,0.40304669149110706,3104.837620386008,3223.325976040868,8,15,0.5333333333333333
SUBTYPE02,HALLMARK_UV_RESPONSE_DN,up,0.2604166666666667,0.24529781673174084,2066.717673059762,1824.8910103586568,11,15,0.7333333333333333
SUBTYPE02,HALLMARK_UV_RESPONSE_UP,up,0.008333333333333333,0.9847996766412449,2983.91553044596,3011.9393478727225,7,15,0.4666666666666667
SUBTYPE02,HALLMARK_WNT_BETA_CATENIN_SIGNALING,up,0.4270833333333333,0.08817255890134677,1438.3224245842966,1082.8970959210324,12,15,0.8
SUBTYPE02,HALLMARK_XENOBIOTIC_METABOLISM,up,0.11041666666666666,0.6091229555903188,2633.659101790733,2604.0836081461816,10,15,0.6666666666666666
SUBTYPE03,HALLMARK_ADIPOGENESIS,up,0.0053475935828877,1.0,3642.781112657188,3546.4545175549624,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_ALLOGRAFT_REJECTION,down,-0.0427807486631016,0.9389360539967766,1705.404888025836,1657.56221088352,5,11,0.45454545454545453
SUBTYPE03,HALLMARK_ANDROGEN_RESPONSE,up,0.232620320855615,0.838231175958226,3314.0298591426545,3043.5819555575076,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_ANGIOGENESIS,up,0.2192513368983957,0.838231175958226,3432.689248532378,3470.6929597244152,5,11,0.45454545454545453
SUBTYPE03,HALLMARK_APICAL_JUNCTION,up,0.3235294117647059,0.7926303262473863,2287.2883075634254,2208.361072022668,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_APICAL_SURFACE,up,0.10160427807486631,0.9375153554974508,717.4324293881082,715.6323445698449,6,11,0.5454545454545454
SUBTYPE03,HALLMARK_APOPTOSIS,neutral,0.0,1.0,3251.591219154321,3318.6802918986677,0,11,
SUBTYPE03,HALLMARK_BILE_ACID_METABOLISM,up,0.16042780748663102,0.8973628952547876,1570.8239780035701,1336.641355116878,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_CHOLESTEROL_HOMEOSTASIS,down,-0.21122994652406418,0.838231175958226,2364.538724484013,2416.2679029792225,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_COAGULATION,up,0.17647058823529413,0.8841059330815959,2955.6322943010155,2805.6358508387125,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_COMPLEMENT,up,0.013368983957219251,0.9887390522355815,2319.43109068791,2327.000609966621,5,11,0.45454545454545453
SUBTYPE03,HALLMARK_DNA_REPAIR,down,-0.30213903743315507,0.7926303262473863,2169.7177544556225,2248.811109851061,8,11,0.7272727272727273
SUBTYPE03,HALLMARK_E2F_TARGETS,up,0.1443850267379679,0.8973628952547876,786.981821173682,729.6044013417118,7,11,0.6363636363636364
SUBTYPE03,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,up,0.20855614973262032,0.838231175958226,3015.7356156015503,3046.5354187208927,5,11,0.45454545454545453
