subtype_id,feature,reference_population,target_n,rest_n,n_subtype,n_rest,median_subtype,median_rest,cliffs_delta,ci_low,ci_high,p_value,q_value
SUBTYPE01,HALLMARK_ADIPOGENESIS,core_rest,10,69,10,69,3515.038362616968,3558.6588289330793,-0.09855072463768116,-0.40869565217391307,0.21746376811594162,0.6213552260408013,0.9666713037821678
SUBTYPE01,HALLMARK_ALLOGRAFT_REJECTION,core_rest,10,69,10,69,1638.8218235724903,1659.792226832581,-0.005797101449275362,-0.3101449275362319,0.31891304347826044,0.9823551893827882,1.0
SUBTYPE01,HALLMARK_ANDROGEN_RESPONSE,core_rest,10,69,10,69,2975.3179144189157,3113.2036546771697,-0.09565217391304348,-0.41463768115942023,0.25514492753623147,0.6318060587079461,0.9666713037821678
SUBTYPE01,HALLMARK_ANGIOGENESIS,core_rest,10,69,10,69,3841.9610805884145,3407.4126740726233,0.3565217391304348,-0.014565217391304343,0.6551449275362314,0.07089273213174048,0.9666713037821678
SUBTYPE01,HALLMARK_APICAL_JUNCTION,core_rest,10,69,10,69,2174.593964330713,2240.4133223589524,-0.11884057971014493,-0.39717391304347827,0.18268115942028945,0.550413965735939,0.9666713037821678
SUBTYPE01,HALLMARK_APICAL_SURFACE,core_rest,10,69,10,69,747.2541748506751,708.0435838078429,0.005797101449275362,-0.30442028985507247,0.3073913043478253,0.9823551893827882,1.0
SUBTYPE01,HALLMARK_APOPTOSIS,core_rest,10,69,10,69,3289.2992916452877,3305.145496907234,0.04057971014492753,-0.2898550724637681,0.3565942028985503,0.8422262603892642,1.0
SUBTYPE01,HALLMARK_BILE_ACID_METABOLISM,core_rest,10,69,10,69,1331.4608124478746,1382.857332044633,-0.04927536231884058,-0.4,0.27246376811594203,0.8077890950083215,1.0
SUBTYPE01,HALLMARK_CHOLESTEROL_HOMEOSTASIS,core_rest,10,69,10,69,2425.990634512749,2407.4359027604287,0.020289855072463767,-0.3188405797101449,0.3392028985507242,0.9236498152101165,1.0
SUBTYPE01,HALLMARK_COAGULATION,core_rest,10,69,10,69,2818.097171190938,2854.6098583431994,-0.08695652173913043,-0.35942028985507246,0.1913768115942025,0.6635959836140204,0.9666713037821678
SUBTYPE01,HALLMARK_COMPLEMENT,core_rest,10,69,10,69,2314.4764492323147,2320.2861237466313,-0.0782608695652174,-0.33043478260869563,0.20579710144927535,0.6960033387231608,0.9666713037821678
SUBTYPE01,HALLMARK_DNA_REPAIR,core_rest,10,69,10,69,2236.106654042173,2245.2702422566417,0.11884057971014493,-0.20297101449275362,0.42318840579710143,0.550413965735939,0.9666713037821678
SUBTYPE01,HALLMARK_E2F_TARGETS,core_rest,10,69,10,69,766.6894082662657,729.3692458504129,0.12753623188405797,-0.1246376811594203,0.39710144927536234,0.5212806895085891,0.9666713037821678
SUBTYPE01,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,core_rest,10,69,10,69,3205.423386912364,2993.5247134064366,0.16231884057971013,-0.13927536231884058,0.4377536231884054,0.4131842753451511,0.9666713037821678
SUBTYPE01,HALLMARK_ESTROGEN_RESPONSE_EARLY,core_rest,10,69,10,69,1733.4865462568237,1776.1225401838929,-0.14492753623188406,-0.4405797101449275,0.16528985507246335,0.46548940754873536,0.9666713037821678
SUBTYPE01,HALLMARK_ESTROGEN_RESPONSE_LATE,core_rest,10,69,10,69,1731.3294556708297,1924.3590746071495,-0.5043478260869565,-0.7304347826086957,-0.2492753623188406,0.010524039296830958,0.5262019648415479
SUBTYPE01,HALLMARK_FATTY_ACID_METABOLISM,core_rest,10,69,10,69,2996.202663803562,3146.5056925006647,-0.10144927536231885,-0.4289855072463768,0.22318840579710145,0.6109802248640606,0.9666713037821678
SUBTYPE01,HALLMARK_G2M_CHECKPOINT,core_rest,10,69,10,69,695.8019922700983,716.4683514637027,0.005797101449275362,-0.281231884057971,0.2812318840579706,0.9823551893827882,1.0
SUBTYPE01,HALLMARK_GLYCOLYSIS,core_rest,10,69,10,69,3013.5444402879134,2972.102302648431,0.002898550724637681,-0.336231884057971,0.33050724637681117,0.9941179702577749,1.0
SUBTYPE01,HALLMARK_HEDGEHOG_SIGNALING,core_rest,10,69,10,69,1094.9785764777225,994.7085044060459,0.13623188405797101,-0.22608695652173913,0.487028985507246,0.49296216706893803,0.9666713037821678
SUBTYPE01,HALLMARK_HEME_METABOLISM,core_rest,10,69,10,69,2380.043125956584,2402.1378252981567,-0.0927536231884058,-0.4289855072463768,0.25514492753623147,0.6423309888867357,0.9666713037821678
SUBTYPE01,HALLMARK_HYPOXIA,core_rest,10,69,10,69,3504.260602666642,3460.24338054289,0.17971014492753623,-0.20007246376811594,0.5159420289855072,0.3645294792580438,0.9666713037821678
SUBTYPE01,HALLMARK_IL2_STAT5_SIGNALING,core_rest,10,69,10,69,2130.987262778333,2125.1601362142874,-0.008695652173913044,-0.30144927536231886,0.29282608695652135,0.9705962435024371,1.0
SUBTYPE01,HALLMARK_IL6_JAK_STAT3_SIGNALING,core_rest,10,69,10,69,2177.044437221166,2284.128775126831,-0.06376811594202898,-0.345,0.21746376811594162,0.7512434461465822,0.9884782186139239
SUBTYPE01,HALLMARK_INFLAMMATORY_RESPONSE,core_rest,10,69,10,69,1381.4099891689975,1558.9713393670845,-0.08115942028985507,-0.3536231884057971,0.20579710144927535,0.685135461632564,0.9666713037821678
SUBTYPE01,HALLMARK_INTERFERON_ALPHA_RESPONSE,core_rest,10,69,10,69,3265.467584792133,3121.807034169952,0.17391304347826086,-0.1421014492753623,0.4667391304347822,0.3803347685981999,0.9666713037821678
SUBTYPE01,HALLMARK_INTERFERON_GAMMA_RESPONSE,core_rest,10,69,10,69,2723.2246056732665,2707.149791526933,0.09565217391304348,-0.17971014492753623,0.3623913043478257,0.6318060587079461,0.9666713037821678
SUBTYPE01,HALLMARK_KRAS_SIGNALING_DN,core_rest,10,69,10,69,-1148.3213616743024,-1171.3984257484763,0.0,-0.36231884057971014,0.37971014492753624,1.0,1.0
