feature,reference_population,group_count,available_n,kruskal_p,epsilon_squared,q_value
wavelet-LHL_glcm_InverseVariance,core,5,79,7.8266921976719e-06,0.337803475224361,6.848355672962913e-05
wavelet-LHL_glcm_MCC,core,5,79,0.028585078316845692,0.0922495708452986,0.04908004012892373
wavelet-LHL_glrlm_LongRunEmphasis,core,5,79,3.1899992886518583e-06,0.3636808557694635,3.622623666491347e-05
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,core,5,79,0.2533277952268251,0.01822928653624873,0.3001670490317849
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,core,5,79,7.934754553897087e-08,0.469274472617035,6.550797657944614e-06
wavelet-LHL_glrlm_RunEntropy,core,5,79,2.6328392701999493e-06,0.3692023683637606,3.237680724164802e-05
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,core,5,79,4.839303088265721e-06,0.35167793224755195,4.786701967741093e-05
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,core,5,79,0.5601524639760416,0.0,0.5954498213634551
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,core,5,79,0.008824713752860619,0.129243630497586,0.018710096956322374
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,core,5,79,1.0521479976473665e-06,0.39552800067040583,2.0289804076222073e-05
wavelet-LHL_glszm_SmallAreaEmphasis,core,5,79,2.2719928819880126e-06,0.3734394287123719,2.871546559179294e-05
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,core,5,79,0.0698118309366749,0.06314937348165171,0.1044881022242996
wavelet-LHL_glszm_ZoneEntropy,core,5,79,0.04739309435010908,0.07590870646250386,0.07461542536089838
wavelet-LHL_glszm_ZonePercentage,core,5,79,1.7560009029297002e-05,0.3144102124996119,0.00012484068919265838
wavelet-LHL_glszm_ZoneVariance,core,5,79,0.10190897736370995,0.05043064605169011,0.14267256830919392
wavelet-LHL_gldm_DependenceEntropy,core,5,79,0.00017774525738006714,0.24678152548405655,0.0007851853602711704
wavelet-LHL_gldm_DependenceVariance,core,5,79,1.0042428106145055e-05,0.33059720105606133,8.3828119157563e-05
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,core,5,79,0.8220533736747914,0.0,0.8367657383043179
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,core,5,79,0.9905101409007593,0.0,0.9905101409007593
wavelet-LHL_ngtdm_Contrast,core,5,79,0.034171970524488234,0.08651545064915307,0.057373603648126
wavelet-LHH_firstorder_Kurtosis,core,5,79,0.0769072665913996,0.05992150810188786,0.11251706205494154
wavelet-LHH_firstorder_Mean,core,5,79,0.4074148796909314,0.0,0.4499363355810043
wavelet-LHH_firstorder_Median,core,5,79,0.3265601724701707,0.008614062494600403,0.36687624314550044
wavelet-LHH_firstorder_Skewness,core,5,79,0.09630815015067752,0.05235000211661606,0.13651155239426252
wavelet-LHH_glcm_ClusterProminence,core,5,79,0.0009540563858441187,0.19690609157776856,0.00301097249293829
wavelet-LHH_glcm_ClusterShade,core,5,79,0.017080129168034825,0.10860461115603504,0.03193620473983338
wavelet-LHH_glcm_Correlation,core,5,79,0.0053314019814302005,0.14479116882993454,0.012128939507753707
wavelet-LHH_glcm_Idm,core,5,79,0.0015654552939627113,0.18203625050539574,0.004508114928816668
wavelet-LHH_glcm_Imc1,core,5,79,0.00018369805951430973,0.24581108402706428,0.0008036790103751051
wavelet-LHH_glcm_Imc2,core,5,79,0.060773599741529745,0.06774420133597332,0.09310433630436375
wavelet-LHH_glcm_InverseVariance,core,5,79,0.009864900993235214,0.12578380127826302,0.02003808014250903
wavelet-LHH_glcm_JointAverage,core,5,79,0.008188283804866902,0.13156307343016205,0.017657199674002085
wavelet-LHH_glcm_MaximumProbability,core,5,79,5.371329434963688e-05,0.2818726490443261,0.00028752410504805624
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,core,5,79,0.0009348042038820085,0.19751631954163545,0.0029743770123518455
wavelet-LHH_glrlm_RunEntropy,core,5,79,0.03975184743752631,0.08162765721705588,0.06486911541185879
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,core,5,79,0.07032156582681016,0.06290736327524295,0.10456311258561642
wavelet-LHH_glszm_GrayLevelNonUniformity,core,5,79,7.659691541287176e-05,0.27149698503643255,0.0003872399612539628
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,core,5,79,0.00783104679607623,0.13294359572107,0.01697905697721049
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,core,5,79,0.25814572386818624,0.017528782738434213,0.3050813100260383
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,core,5,79,0.01734760203691313,0.10811476572948055,0.0322169752114101
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,core,5,79,0.001893062535769242,0.17630542954635062,0.00515774523218566
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,core,5,79,0.003227718201136463,0.16013014821805407,0.007827368031137663
wavelet-LHH_glszm_SmallAreaEmphasis,core,5,79,7.098472286674222e-05,0.27372368052747764,0.0003636857922110299
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,core,5,79,0.14008827518380412,0.039481451748065485,0.18475410205400256
wavelet-LHH_glszm_ZoneEntropy,core,5,79,0.391777621380707,0.0014398920971859647,0.4337197511635564
wavelet-LHH_glszm_ZoneVariance,core,5,79,0.17977060946597123,0.030695672297728967,0.22409760906032028
wavelet-LHH_gldm_DependenceEntropy,core,5,79,0.025389309212310394,0.0960381915286974,0.04443129112154319
wavelet-LHH_gldm_DependenceNonUniformityNormalized,core,5,79,0.00023069644537729344,0.23909283132384435,0.0009542443876969865
wavelet-LHH_gldm_DependenceVariance,core,5,79,0.012915423087012184,0.11738089931127879,0.02511332266919036
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,core,5,79,1.4238576817017024e-05,0.3204892115216482,0.00010797587419571242
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,core,5,79,0.008882155917726665,0.12904240510648698,0.018710096956322374
wavelet-LHH_ngtdm_Busyness,core,5,79,0.019875802463451116,0.10381670364265312,0.03617396048348103
wavelet-LHH_ngtdm_Contrast,core,5,79,2.7348173364314457e-05,0.30154257681156393,0.00017470153095833427
wavelet-LHH_ngtdm_Strength,core,5,79,0.03559032728021703,0.08520398995082547,0.05927582034108139
wavelet-HLL_firstorder_Kurtosis,core,5,79,0.3105888151622618,0.010544960596384293,0.3559645110801741
wavelet-HLL_firstorder_Maximum,core,5,79,0.00022225960262404562,0.24019243063546858,0.0009277809100361538
wavelet-HLL_firstorder_Mean,core,5,79,0.22184104972941884,0.02311413506429351,0.267030893192819
wavelet-HLL_firstorder_Median,core,5,79,0.2005190798553735,0.026779733919765916,0.24658427387620255
wavelet-HLL_firstorder_Skewness,core,5,79,0.3395872756600092,0.007095298693399925,0.3805719468603551
wavelet-HLL_glcm_Autocorrelation,core,5,79,0.0004345761460410582,0.2203468356158221,0.0015946140842635604
wavelet-HLL_glcm_ClusterProminence,core,5,79,4.517613522387461e-06,0.3536605751320939,4.567809228191766e-05
wavelet-HLL_glcm_ClusterShade,core,5,79,0.020609872111043932,0.10266809063090696,0.03736052514153382
wavelet-HLL_glcm_Contrast,core,5,79,2.7446654969695117e-07,0.4339407675800083,1.0406856676009399e-05
wavelet-HLL_glcm_Correlation,core,5,79,0.15954646625863775,0.03492501131741644,0.20277553672536364
wavelet-HLL_glcm_Idn,core,5,79,0.5901446185036032,0.0,0.6215643551368969
wavelet-HLL_glcm_Imc1,core,5,79,0.00010933531167674402,0.26106754013795114,0.0005076282327848829
wavelet-HLL_glcm_Imc2,core,5,79,0.5599872315589068,0.0,0.5954498213634551
wavelet-HLL_glcm_InverseVariance,core,5,79,0.11376580614802939,0.046672385849601185,0.1545177367085175
wavelet-HLL_glcm_JointEnergy,core,5,79,8.014198123842162e-07,0.40332334312160206,1.889822405390307e-05
wavelet-HLL_glcm_MCC,core,5,79,0.6655973724300899,0.0,0.6898560465961068
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,core,5,79,0.6339224712083775,0.0,0.6615475330270912
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,core,5,79,5.091039105902107e-07,0.4163009380928676,1.544281862123639e-05
wavelet-HLL_glrlm_RunEntropy,core,5,79,0.006562562647757318,0.1384000855717629,0.014637088258478332
wavelet-HLL_glrlm_RunVariance,core,5,79,1.2394107845359156e-05,0.3245078997294192,9.722963913169683e-05
wavelet-HLL_glszm_GrayLevelNonUniformity,core,5,79,0.06409747062719356,0.0659833452554969,0.09721449711791025
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,core,5,79,1.7437687716902884e-05,0.31461299295555645,0.00012484068919265838
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,core,5,79,0.3139607634702487,0.010130625447081036,0.3580254320274766
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,core,5,79,0.013168626658737857,0.11677329659924582,0.025496702679683934
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,core,5,79,0.0011924028061855811,0.190221101063664,0.0035693636632528913
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,core,5,79,0.00028013156951488353,0.2333567629770159,0.0010987919321488967
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis,core,5,79,8.306911672045306e-07,0.402296442011632,1.889822405390307e-05
wavelet-HLL_glszm_ZoneEntropy,core,5,79,0.7022380902955172,0.0,0.7212603410484432
wavelet-HLL_glszm_ZoneVariance,core,5,79,0.10829907052836014,0.04835751135197322,0.1479762074786903
wavelet-HLL_gldm_DependenceEntropy,core,5,79,0.002631486053312364,0.16633638493211214,0.006615061625729976
wavelet-HLL_gldm_DependenceNonUniformityNormalized,core,5,79,0.0023070964547467353,0.1703241705456894,0.005998450782341512
wavelet-HLL_gldm_DependenceVariance,core,5,79,0.00039614897658784643,0.22309424643285378,0.001488226521028548
wavelet-HLL_gldm_LargeDependenceEmphasis,core,5,79,6.464889302334052e-06,0.3433236444154166,5.7676953579646935e-05
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,core,5,79,0.3082590928786164,0.010833402447326458,0.35508325888549486
wavelet-HLL_ngtdm_Contrast,core,5,79,0.3065725270430529,0.011043341601094497,0.35403680153448996
wavelet-HLL_ngtdm_Strength,core,5,79,0.13821024727721862,0.03995136534693469,0.18334012393916757
wavelet-HLH_firstorder_Kurtosis,core,5,79,0.026547690617060932,0.09461422836818387,0.046103813857872995
wavelet-HLH_firstorder_Maximum,core,5,79,1.6068243467438474e-06,0.3833866342608426,2.444617777054723e-05
wavelet-HLH_firstorder_Mean,core,5,79,0.3208763197008959,0.00929217767825367,0.3613829838215536
wavelet-HLH_firstorder_Median,core,5,79,0.13442372400927033,0.040916906189849174,0.1798905718359353
wavelet-HLH_firstorder_Skewness,core,5,79,0.014142774293228844,0.11453729045501129,0.027266789421267472
wavelet-HLH_firstorder_Uniformity,core,5,79,1.0133069348716407e-05,0.33033728492589226,8.3828119157563e-05
wavelet-HLH_glcm_ClusterProminence,core,5,79,0.1750766355440911,0.03163753187882928,0.21884579443011387
wavelet-HLH_glcm_ClusterShade,core,5,79,0.038674262463989764,0.08251788324573135,0.06352631559969438
wavelet-HLH_glcm_Imc1,core,5,79,0.00014602085486432575,0.2525679271763133,0.0006578167224085962
wavelet-HLH_glcm_Imc2,core,5,79,0.0010597115229975557,0.1937598271459036,0.003257896911918161
wavelet-HLH_glcm_InverseVariance,core,5,79,0.01790767803376384,0.10711240440670813,0.03298782795693339
wavelet-HLH_glcm_MCC,core,5,79,0.0003990409572867755,0.22287848118544326,0.001488226521028548
wavelet-HLH_glcm_MaximumProbability,core,5,79,0.00010498969048376177,0.26225751787460605,0.000492477414124862
wavelet-HLH_glrlm_LongRunEmphasis,core,5,79,0.017825132270924218,0.10725820469491355,0.03296924871248179
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,core,5,79,0.0015166265791418197,0.1829905333267678,0.004395319066939668
wavelet-HLH_glrlm_RunEntropy,core,5,79,0.1397679032584492,0.03956120389664677,0.18475410205400256
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,core,5,79,0.18565666267580327,0.029545347634746044,0.230320057455406
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,core,5,79,0.0017873191707681439,0.17804049885216236,0.004958720870118936
wavelet-HLH_glszm_GrayLevelVariance,core,5,79,0.0017854083390388632,0.17807277534577887,0.004958720870118936
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,core,5,79,0.2692788742215979,0.015951937265228366,0.3165940252476151
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,core,5,79,0.0006068052862035607,0.210419074964662,0.0021238185017124628
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,core,5,79,1.8242278263383081e-06,0.3797441992626289,2.6774956805933235e-05
wavelet-HLH_glszm_SmallAreaEmphasis,core,5,79,6.622004510416597e-07,0.40878349004931214,1.772360030729148e-05
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,core,5,79,1.91869204439682e-07,0.4441472326757129,8.73004880200553e-06
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,core,5,79,0.390659487432697,0.001554719276237629,0.4335367482484808
wavelet-HLH_glszm_ZoneEntropy,core,5,79,0.0011096175491308472,0.19238005456107715,0.0033658398990302364
wavelet-HLH_glszm_ZonePercentage,core,5,79,0.9701305061152946,0.0,0.9722673574503503
wavelet-HLH_gldm_DependenceEntropy,core,5,79,0.0017115475305381235,0.17934723237334,0.004807124237005223
wavelet-HLH_gldm_DependenceVariance,core,5,79,0.000930624548769379,0.19765044064490206,0.0029743770123518455
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,core,5,79,0.00783648783563561,0.13292211047353425,0.01697905697721049
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,core,5,79,3.340785756843742e-05,0.29571882008590933,0.00020000756833735562
wavelet-HLH_ngtdm_Complexity,core,5,79,0.0004976613458463532,0.2163198526489663,0.001782959939843234
wavelet-HLH_ngtdm_Contrast,core,5,79,0.0020161230457494323,0.17440271687107156,0.005460333248904712
wavelet-HLH_ngtdm_Strength,core,5,79,0.14921308343915474,0.03727728555655766,0.19243798018619376
wavelet-HHL_firstorder_Energy,core,5,79,0.00022035763982959406,0.24044603255441874,0.0009277809100361538
wavelet-HHL_firstorder_Kurtosis,core,5,79,0.11779874032043364,0.0454767483248496,0.15951912751725386
wavelet-HHL_firstorder_Mean,core,5,79,0.7592451209990064,0.0,0.7763068091113436
wavelet-HHL_firstorder_Median,core,5,79,0.6887136798133988,0.0,0.7089699645137929
wavelet-HHL_firstorder_Skewness,core,5,79,0.9376791987970062,0.0,0.941819062809355
wavelet-HHL_glcm_ClusterShade,core,5,79,0.8407672961849728,0.0,0.8520024939068209
wavelet-HHL_glcm_Contrast,core,5,79,7.820869957597861e-07,0.4040222832153212,1.889822405390307e-05
wavelet-HHL_glcm_Correlation,core,5,79,0.0007111189717313765,0.20568963346257638,0.0023967343121316766
wavelet-HHL_glcm_Idm,core,5,79,9.061471974635662e-07,0.3998070650483614,1.9633189278377267e-05
wavelet-HHL_glcm_Idn,core,5,79,0.16926736016623392,0.03283519422759958,0.2132006950566471
wavelet-HHL_glcm_Imc1,core,5,79,0.004035777511479243,0.15331733020419688,0.009534727919866405
wavelet-HHL_glcm_InverseVariance,core,5,79,0.0006308049004276354,0.2092633657823526,0.0021909635854547647
wavelet-HHL_glcm_JointAverage,core,5,79,1.6334702471637528e-07,0.4487317668646778,8.258099582883417e-06
wavelet-HHL_glcm_MCC,core,5,79,0.009672950273299015,0.12639455299661007,0.019736288674219966
wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,core,5,79,0.03569576873287099,0.08510851436879857,0.05927582034108139
wavelet-HHL_glrlm_RunEntropy,core,5,79,1.1269086008406745e-06,0.3935609732286947,2.0289804076222073e-05
wavelet-HHL_glrlm_RunVariance,core,5,79,2.3530034040488666e-05,0.3059136956288855,0.000157443610123858
wavelet-HHL_glszm_GrayLevelNonUniformity,core,5,79,0.00944023790035644,0.12715109204428873,0.019441856147364763
wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,core,5,79,1.566835931480324e-05,0.31771572637078915,0.00011687054898746678
wavelet-HHL_glszm_LargeAreaEmphasis,core,5,79,0.05242236728786334,0.07260866123603424,0.08168553806841719
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,core,5,79,0.14929803737522285,0.03725734940924765,0.19243798018619376
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,core,5,79,0.004468673936602123,0.15020183553806948,0.010409066362710181
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,core,5,79,2.9449865993364728e-06,0.36598011957584725,3.5262339544686715e-05
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,core,5,79,0.027605266906574624,0.09336570459988146,0.04762672563302814
wavelet-HHL_glszm_SmallAreaEmphasis,core,5,79,0.0036646437976150647,0.15626198371847094,0.008822290623888118
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,core,5,79,0.0007445231967348134,0.2043195424999223,0.0024726865293017526
wavelet-HHL_glszm_ZoneEntropy,core,5,79,0.005375723906469672,0.14453697944204263,0.012168927250963685
wavelet-HHL_glszm_ZonePercentage,core,5,79,4.239900306410755e-06,0.35548869316670023,4.447954057352912e-05
wavelet-HHL_gldm_DependenceEntropy,core,5,79,3.940263149074468e-06,0.35759995287289587,4.26861841149734e-05
wavelet-HHL_gldm_DependenceNonUniformityNormalized,core,5,79,0.14815732259097125,0.03752590910818721,0.19243798018619376
wavelet-HHL_gldm_DependenceVariance,core,5,79,0.4839092261523662,0.0,0.5217504689557503
wavelet-HHL_gldm_LargeDependenceEmphasis,core,5,79,1.6437811124894846e-05,0.3163256549846734,0.00012063232357785735
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,core,5,79,8.806701681842772e-05,0.26741052005688115,0.00043554883317809364
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,core,5,79,2.3217754427937681e-07,0.43871236851062756,9.603707513374223e-06
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,core,5,79,0.03368998322357854,0.0869730705964882,0.05677386061751198
wavelet-HHL_ngtdm_Busyness,core,5,79,0.0876901809352993,0.05551773724242076,0.1262627605239278
wavelet-HHL_ngtdm_Contrast,core,5,79,0.4623469120035758,0.0,0.5020712290253628
wavelet-HHH_firstorder_Energy,core,5,79,9.702241407272707e-07,0.3978502308407376,2.006599927413219e-05
wavelet-HHH_firstorder_Kurtosis,core,5,79,0.02424846927366745,0.0975034125034123,0.042811449262899835
wavelet-HHH_firstorder_Maximum,core,5,79,1.611835896959158e-06,0.3832972698676811,2.444617777054723e-05
wavelet-HHH_firstorder_Mean,core,5,79,0.2822983228629504,0.014176787547040857,0.33019469640782123
wavelet-HHH_firstorder_Median,core,5,79,0.20363310506480675,0.026223495863527468,0.24933338446751896
wavelet-HHH_firstorder_Skewness,core,5,79,0.6818088202582921,0.0,0.7034535447109364
wavelet-HHH_glcm_ClusterShade,core,5,79,0.46523127950291887,0.0,0.5040005527948287
wavelet-HHH_glcm_Correlation,core,5,79,0.00027691764228055074,0.23369794420427306,0.0010956306716317444
wavelet-HHH_glcm_Imc1,core,5,79,0.0008276889639597454,0.20115633434066985,0.0027093415726739865
wavelet-HHH_glcm_Imc2,core,5,79,0.039793931302965005,0.08159336263766614,0.06486911541185879
wavelet-HHH_glcm_InverseVariance,core,5,79,0.0008522200285570307,0.20028320754586598,0.0027530941349254608
wavelet-HHH_glcm_MaximumProbability,core,5,79,0.002075327114957594,0.17352777259422797,0.005554551984151207
wavelet-HHH_glcm_SumEntropy,core,5,79,0.0010176759595522556,0.1949727647670681,0.0031715243944950428
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,core,5,79,0.0049251523756991145,0.14722269738092525,0.011317900661328774
wavelet-HHH_glrlm_RunEntropy,core,5,79,0.3138772632682107,0.010140841359195655,0.3580254320274766
wavelet-HHH_glrlm_RunPercentage,core,5,79,0.6275314818446855,0.0,0.6563835039984641
wavelet-HHH_glrlm_RunVariance,core,5,79,0.06160908919872693,0.06729313749883313,0.09406756907859314
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,core,5,79,0.02245081683215401,0.09995348358523565,0.04005930062207873
wavelet-HHH_glszm_GrayLevelVariance,core,5,79,0.01687586543624805,0.1089837459754214,0.03172941641939199
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,core,5,79,0.16937399988403998,0.032812876999905774,0.2132006950566471
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,core,5,79,0.00134181992428045,0.18667477419519887,0.003990379513383038
wavelet-HHH_glszm_SmallAreaEmphasis,core,5,79,0.0007331946728806726,0.20477725099956112,0.0024529674717698974
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,core,5,79,0.011297137958290609,0.12156264578732941,0.022446278476079596
wavelet-HHH_glszm_ZoneEntropy,core,5,79,0.025646001185129812,0.09571730465088543,0.04470854612733358
wavelet-HHH_gldm_DependenceEntropy,core,5,79,9.914901955235475e-05,0.26393632700594744,0.0004755465688786153
wavelet-HHH_gldm_DependenceNonUniformity,core,5,79,0.14456047642813527,0.03838526062022876,0.189066458505116
wavelet-HHH_gldm_DependenceVariance,core,5,79,0.00043424305619436037,0.22036960003732103,0.0015946140842635604
wavelet-HHH_gldm_SmallDependenceEmphasis,core,5,79,0.6042927429647142,0.0,0.6349958384502193
wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,core,5,79,0.0688213457071326,0.06362445551132233,0.10334558513777338
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,core,5,79,0.0006601814531457134,0.20790655010591685,0.0022756254634946935
wavelet-HHH_ngtdm_Contrast,core,5,79,0.10331381426382216,0.049964688149023266,0.14291702767605655
wavelet-LLL_firstorder_10Percentile,core,5,79,0.058760040573410485,0.06885598738842388,0.09062989308780262
wavelet-LLL_firstorder_90Percentile,core,5,79,0.002340876026316003,0.16988395436575765,0.006051696545305576
wavelet-LLL_firstorder_Energy,core,5,79,0.06069831487842626,0.06778513517833107,0.09310433630436375
wavelet-LLL_firstorder_InterquartileRange,core,5,79,0.0378732978089413,0.08319516258202991,0.062436052547348894
wavelet-LLL_firstorder_Kurtosis,core,5,79,0.31851034971033837,0.009577347413581364,0.35960845935038205
wavelet-LLL_firstorder_Maximum,core,5,79,0.00026568818326223154,0.2349216387705309,0.0010793582445028157
wavelet-LLL_firstorder_Median,core,5,79,0.01104761583901237,0.12225900382545922,0.022098124898097597
wavelet-LLL_firstorder_Minimum,core,5,79,0.9244502728556001,0.0,0.9305860047550841
wavelet-LLL_firstorder_Skewness,core,5,79,0.1352918033322891,0.040693364538301115,0.17999348104149573
wavelet-LLL_glcm_Autocorrelation,core,5,79,0.010219502586092045,0.12468546653673229,0.020574662286158764
wavelet-LLL_glcm_ClusterProminence,core,5,79,0.006999113002722106,0.13641377532595883,0.015534616664578333
wavelet-LLL_glcm_ClusterShade,core,5,79,0.7883341273055497,0.0,0.8042422150762896
wavelet-LLL_glcm_ClusterTendency,core,5,79,0.0184063029854403,0.10624533480546154,0.033634007463354765
wavelet-LLL_glcm_Idmn,core,5,79,0.22902993472002472,0.021948017853871973,0.2747080105145872
wavelet-LLL_glcm_Idn,core,5,79,0.13117992245780852,0.041764143314776216,0.17606744754661616
wavelet-LLL_glcm_Imc1,core,5,79,0.06187533883252921,0.06715061580567909,0.09415812431037053
wavelet-LLL_glcm_Imc2,core,5,79,0.3600059427315691,0.004806346910776932,0.40147721554623517
wavelet-LLL_glcm_InverseVariance,core,5,79,0.00027383876032890584,0.2340284905158314,0.0010950679216100274
wavelet-LLL_glcm_JointEnergy,core,5,79,0.00025390740149547325,0.23626179365499034,0.0010407916007246878
wavelet-LLL_glcm_SumEntropy,core,5,79,0.004592005481801652,0.14936845900849038,0.010605900985887064
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,core,5,79,0.2959364907991983,0.01238981501639717,0.34349771253478373
wavelet-LLL_glrlm_RunVariance,core,5,79,5.375867431204345e-06,0.3486460449949374,4.991876900404034e-05
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,core,5,79,0.049919833301109794,0.07421100869281246,0.07805334760139161
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,core,5,79,0.001802416446287465,0.1777866762043975,0.004970299897338161
wavelet-LLL_glszm_GrayLevelVariance,core,5,79,0.0011876621329103506,0.19034067691108775,0.0035693636632528913
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis,core,5,79,0.0002040289890505695,0.24271706545440688,0.0008675999067103657
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,core,5,79,0.0023006527949118536,0.17040886542468794,0.005998450782341512
wavelet-LLL_glszm_ZoneEntropy,core,5,79,0.6498783825628845,0.0,0.6751019727536814
wavelet-LLL_glszm_ZonePercentage,core,5,79,0.0022222437549184455,0.17145862166827358,0.00584462952883175
wavelet-LLL_gldm_DependenceNonUniformityNormalized,core,5,79,1.339768837593441e-05,0.32225286131931685,0.00010332115611949417
wavelet-LLL_gldm_DependenceVariance,core,5,79,2.2680230488257765e-06,0.3734896821447449,2.871546559179294e-05
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,core,5,79,0.033218286569759586,0.0874270674587129,0.05618706464401714
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,core,5,79,0.00029780086793383545,0.23154769232696415,0.0011482999568635179
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,core,5,79,9.993243492998622e-05,0.26370552946502274,0.0004755465688786153
wavelet-LLL_ngtdm_Busyness,core,5,79,0.09855302400926334,0.05156848699965775,0.13925970783917646
wavelet-LLL_ngtdm_Complexity,core,5,79,8.358787397125004e-06,0.33590290952632723,7.175940123946937e-05
wavelet-LLL_ngtdm_Contrast,core,5,79,0.0355774817435828,0.08521563997829822,0.05927582034108139
wavelet-LLL_ngtdm_Strength,core,5,79,0.07304341030986296,0.06164254156342771,0.10825652016608353
