subtype_id,gene,wald_stat,log2_fold_change,p_value,padj,target_n,rest_n
SUBTYPE01,CIAPIN1,-2.595941825057086,,,,10,93
SUBTYPE01,SPPL2B,-1.5038125089547238,,,,10,93
SUBTYPE01,FAM214B,-2.0626944822483013,,,,10,93
SUBTYPE01,COPZ2,-0.04486348630509534,,,,10,93
SUBTYPE01,PRKAR2B,-0.8643300748025351,,,,10,93
SUBTYPE01,MSL3,-1.4165293341828276,,,,10,93
SUBTYPE01,CREBBP,0.249915164685051,,,,10,93
SUBTYPE01,TSPOAP1,0.0002334566763717548,,,,10,93
SUBTYPE01,MPO,-1.0769198204533612,,,,10,93
SUBTYPE01,PON1,-0.8922158160715616,,,,10,93
SUBTYPE01,GCFC2,2.1516510558128674,,,,10,93
SUBTYPE01,WDR54,1.5031708696145079,,,,10,93
SUBTYPE01,CROT,-1.4909392030829678,,,,10,93
SUBTYPE01,ABCB4,-0.6015283254298789,,,,10,93
SUBTYPE01,KMT2E,1.4799264228770082,,,,10,93
SUBTYPE01,RHBDD2,-1.7507785769689883,,,,10,93
SUBTYPE01,SOX8,-1.5124107311592472,,,,10,93
SUBTYPE01,IBTK,-0.7724373682151873,,,,10,93
SUBTYPE01,ZNF195,-0.27308302987717625,,,,10,93
SUBTYPE01,MYCBP2,-0.8363765220664113,,,,10,93
SUBTYPE01,FBXL3,1.77907652487267,,,,10,93
SUBTYPE01,ITGAL,-0.26813287473780156,,,,10,93
SUBTYPE01,PDK2,1.8422623715238458,,,,10,93
SUBTYPE01,ITGA3,-1.5189806542817126,,,,10,93
SUBTYPE01,ZFX,-1.3685450576532412,,,,10,93
SUBTYPE01,LAMP2,-0.16407506627628982,,,,10,93
SUBTYPE01,ITGA2B,0.09192169393631522,,,,10,93
SUBTYPE01,ASB4,-1.3913387284021916,,,,10,93
SUBTYPE01,GDE1,-2.8536683384965436,,,,10,93
SUBTYPE01,REX1BD,-2.531375637855408,,,,10,93
SUBTYPE01,CRLF1,0.23271052507136197,,,,10,93
SUBTYPE01,OSBPL7,-1.6027068196918088,,,,10,93
SUBTYPE01,TMEM98,0.009665704010231759,,,,10,93
SUBTYPE01,YBX2,-1.956116421553825,,,,10,93
SUBTYPE01,KRT33A,-1.905351315361525,,,,10,93
SUBTYPE01,MAP3K14,-0.8770924926035757,,,,10,93
SUBTYPE01,ABCC8,-0.7078900001801958,,,,10,93
SUBTYPE01,CACNG3,0.6047578214709631,,,,10,93
SUBTYPE01,TMEM132A,-1.6537231474646563,,,,10,93
SUBTYPE01,AP2B1,-0.3235406251192224,,,,10,93
SUBTYPE01,TAC1,-0.8691861842834844,,,,10,93
SUBTYPE01,ZNF263,-1.3577808228169888,,,,10,93
SUBTYPE01,CX3CL1,1.0457433369945948,,,,10,93
SUBTYPE01,SPATA20,-0.15858046871397602,,,,10,93
SUBTYPE01,CACNA1G,-0.5668179232301587,,,,10,93
SUBTYPE01,TNFRSF12A,-2.4269806126260964,,,,10,93
SUBTYPE01,DLX6,0.6620866376368102,,,,10,93
SUBTYPE01,MAP3K9,-2.711695753533061,,,,10,93
SUBTYPE01,RALA,-0.8492993088143254,,,,10,93
SUBTYPE01,BAIAP2L1,-2.8537232117183984,,,,10,93
SUBTYPE01,KDM7A,-0.21908502242023115,,,,10,93
SUBTYPE01,ETV1,0.22754494374904852,,,,10,93
SUBTYPE01,AGK,-0.8749813886217708,,,,10,93
SUBTYPE01,ALDH3B1,-2.068298878186687,,,,10,93
SUBTYPE01,TTC22,1.2344023624476854,,,,10,93
SUBTYPE01,PHTF2,-0.6787226584879615,,,,10,93
SUBTYPE01,CCL26,-0.24542024897737028,,,,10,93
SUBTYPE01,FARP2,-0.030664460972250434,,,,10,93
SUBTYPE01,USH1C,0.4541599788217303,,,,10,93
SUBTYPE01,GGCT,-1.310582684373849,,,,10,93
SUBTYPE01,DBF4,-0.9933177626662728,,,,10,93
SUBTYPE01,TBXA2R,0.46638815924468885,,,,10,93
SUBTYPE01,IFRD1,-0.6928627679442967,,,,10,93
SUBTYPE01,LGALS14,-0.6518900053726511,,,,10,93
SUBTYPE01,COX10,-1.4042327875636076,,,,10,93
SUBTYPE01,GTF2IRD1,-0.3227388057350196,,,,10,93
SUBTYPE01,PAF1,-0.41595874781357317,,,,10,93
SUBTYPE01,VPS41,-0.04013976015205814,,,,10,93
SUBTYPE01,ARHGAP44,-1.0713636865293954,,,,10,93
SUBTYPE01,ELAC2,-2.95995876349534,,,,10,93
SUBTYPE01,SCIN,-3.203882494786653,,,,10,93
SUBTYPE01,ARSD,-1.9541944671478075,,,,10,93
SUBTYPE01,PNPLA4,-0.6391028200263318,,,,10,93
SUBTYPE01,MYH13,-1.0860051783163804,,,,10,93
SUBTYPE01,ADIPOR2,-1.8442780228505007,,,,10,93
SUBTYPE01,CDKL3,0.3252137969649949,,,,10,93
SUBTYPE01,UPP2,-1.709274620524963,,,,10,93
SUBTYPE01,PRSS21,-1.9900898694409497,,,,10,93
SUBTYPE01,MARK4,-0.2219251527727255,,,,10,93
SUBTYPE01,PROM1,0.11344979382772372,,,,10,93
SUBTYPE01,CCDC124,-0.3729763143717221,,,,10,93
SUBTYPE01,CEACAM21,-0.9753499397490908,,,,10,93
SUBTYPE01,PAFAH1B1,-0.23092736898181007,,,,10,93
SUBTYPE01,NOS2,0.6304531990651597,,,,10,93
SUBTYPE01,DNAH9,-0.04206107960553178,,,,10,93
SUBTYPE01,KIAA0100,-0.3788288795373893,,,,10,93
SUBTYPE01,SLC13A2,-1.4810549714078145,,,,10,93
SUBTYPE01,GAS7,-0.6739261123850534,,,,10,93
SUBTYPE01,TRAPPC6A,0.1528883370950092,,,,10,93
SUBTYPE01,MATK,-1.0016217694335967,,,,10,93
SUBTYPE01,CEACAM7,1.6672116080915467,,,,10,93
SUBTYPE01,CD79B,-0.4596398449200943,,,,10,93
SUBTYPE01,SCN4A,1.3631004081206053,,,,10,93
SUBTYPE01,ST7L,-0.20534085181023576,,,,10,93
SUBTYPE01,TKTL1,-0.2511907448460023,,,,10,93
SUBTYPE01,PAX6,-2.8180926990015553,,,,10,93
SUBTYPE01,RPUSD1,-1.431877889584822,,,,10,93
SUBTYPE01,RHBDF1,-2.1517560215043607,,,,10,93
SUBTYPE01,LUC7L,-0.7989055866291278,,,,10,93
SUBTYPE01,CACNA2D2,-0.5250208268487718,,,,10,93
SUBTYPE01,BAIAP3,0.5141919117600189,,,,10,93
SUBTYPE01,TSR3,0.19300615240752428,,,,10,93
SUBTYPE01,PIGQ,-1.3311635787049536,,,,10,93
SUBTYPE01,CRAMP1,-0.4381730736794811,,,,10,93
SUBTYPE01,TEAD3,-0.9156229732985576,,,,10,93
SUBTYPE01,SELE,-1.510005496317594,,,,10,93
SUBTYPE01,DNAJC11,1.250532316750402,,,,10,93
SUBTYPE01,FMO3,0.4516010437035749,,,,10,93
SUBTYPE01,MYLIP,2.2701205104093405,,,,10,93
SUBTYPE01,NOX1,-1.315728612592042,,,,10,93
SUBTYPE01,E2F2,-0.6362790144034455,,,,10,93
SUBTYPE01,PSMB1,-1.5965340802176198,,,,10,93
SUBTYPE01,SYN1,-3.4246966403282673,,,,10,93
SUBTYPE01,JARID2,-0.7758302362185776,,,,10,93
SUBTYPE01,CDKL5,-0.7971771955171307,,,,10,93
SUBTYPE01,CAMK1G,1.2023757993369701,,,,10,93
SUBTYPE01,CDK11A,-1.2310624112657091,,,,10,93
SUBTYPE01,NADK,-1.561321931054168,,,,10,93
SUBTYPE01,TFAP2B,-0.487544630522554,,,,10,93
SUBTYPE01,TFAP2D,1.2136811098641014,,,,10,93
SUBTYPE01,DLEC1,-1.1020969125155242,,,,10,93
SUBTYPE01,CYTH3,-0.24238463014898043,,,,10,93
SUBTYPE01,ADAM22,1.0979708263674222,,,,10,93
SUBTYPE01,SYPL1,-0.21386882228907153,,,,10,93
SUBTYPE01,CYB561,-1.9163833761330453,,,,10,93
SUBTYPE01,SPAG9,1.3407989154019706,,,,10,93
SUBTYPE01,CELSR3,-0.8977250222070174,,,,10,93
SUBTYPE01,AASS,-0.05509639572986292,,,,10,93
SUBTYPE01,PLEKHG6,1.7810798072524103,,,,10,93
SUBTYPE01,SS18L2,-1.9123353601548003,,,,10,93
SUBTYPE01,MPND,0.3022354100768145,,,,10,93
SUBTYPE01,MGST1,0.003882689322191933,,,,10,93
SUBTYPE01,CRY1,-1.4029024627258657,,,,10,93
SUBTYPE01,PGLYRP1,-0.49554708775831335,,,,10,93
SUBTYPE01,NFIX,0.7293334209575045,,,,10,93
SUBTYPE01,ST3GAL1,-1.8083131512134054,,,,10,93
SUBTYPE01,MMP25,-1.6329157899696767,,,,10,93
SUBTYPE01,IL32,-0.767847209817023,,,,10,93
SUBTYPE01,PKD1,0.31957594424338776,,,,10,93
SUBTYPE01,MAPK8IP2,-2.744677264358852,,,,10,93
SUBTYPE01,MED24,0.24734250022137297,,,,10,93
SUBTYPE01,RHOBTB2,-0.16071577122445094,,,,10,93
SUBTYPE01,HEATR5B,0.6040635960192793,,,,10,93
SUBTYPE01,SEC62,-0.7034621478331171,,,,10,93
SUBTYPE01,RPS20,-0.07906019070693342,,,,10,93
SUBTYPE01,CSDE1,1.0717506724453756,,,,10,93
SUBTYPE01,UBE3C,-1.0309444574546385,,,,10,93
SUBTYPE01,REV3L,0.8366718380532715,,,,10,93
SUBTYPE01,TENM1,0.11343877450020114,,,,10,93
SUBTYPE01,PAX7,0.273562128185937,,,,10,93
SUBTYPE01,MASP2,1.8133086241917262,,,,10,93
SUBTYPE01,IYD,-3.202496512099459,,,,10,93
SUBTYPE01,FAM76A,-0.12054605304587346,,,,10,93
SUBTYPE01,TRAF3IP3,-0.12887291029493403,,,,10,93
SUBTYPE01,POMT2,-0.6531351058926519,,,,10,93
SUBTYPE01,VTA1,0.4951126869262478,,,,10,93
SUBTYPE01,MLXIPL,-2.4701372112793756,,,,10,93
SUBTYPE01,BAZ1B,-0.5505010578950347,,,,10,93
SUBTYPE01,RANBP9,-0.6855654644959597,,,,10,93
SUBTYPE01,ETV7,-0.14079220601293785,,,,10,93
SUBTYPE01,SPRTN,1.5623427327236625,,,,10,93
SUBTYPE01,EEF1AKNMT,-0.30950165905698795,,,,10,93
SUBTYPE01,DYRK4,-0.5114719794196213,,,,10,93
SUBTYPE01,ZNF207,0.10343764490236443,,,,10,93
SUBTYPE01,UQCRC1,-1.8537757613950099,,,,10,93
SUBTYPE01,STARD3NL,0.9847206247996823,,,,10,93
SUBTYPE01,CD9,-0.9867326012138177,,,,10,93
SUBTYPE01,HHATL,-2.331165639219813,,,,10,93
SUBTYPE01,NCAPD2,-0.6698358923800681,,,,10,93
SUBTYPE01,IFFO1,-0.7794889389208237,,,,10,93
SUBTYPE01,GIPR,-1.7953089783362053,,,,10,93
SUBTYPE01,PHF7,-1.259574194221719,,,,10,93
SUBTYPE01,SEMA3G,1.1098007477662801,,,,10,93
SUBTYPE01,NISCH,-1.243318219670902,,,,10,93
SUBTYPE01,STAB1,-2.6325842833668127,,,,10,93
SUBTYPE01,FUZ,1.1428420423815144,,,,10,93
SUBTYPE01,SLC6A13,-1.6334254741034602,,,,10,93
SUBTYPE01,IDS,0.09048451338081644,,,,10,93
SUBTYPE01,PRSS3,-3.1003735601558855,,,,10,93
SUBTYPE01,ZNF200,-0.1161192224089753,,,,10,93
SUBTYPE01,CD4,-0.7348314952060476,,,,10,93
SUBTYPE01,LRRC23,-0.05385692271677355,,,,10,93
SUBTYPE01,BTK,-0.8177637971746003,,,,10,93
SUBTYPE01,HFE,0.09710550792898395,,,,10,93
SUBTYPE01,SCMH1,1.2552853991158597,,,,10,93
SUBTYPE01,FYN,0.7811631606829127,,,,10,93
SUBTYPE01,HIVEP2,-0.19797816917355665,,,,10,93
SUBTYPE01,FMO1,1.4769890764879676,,,,10,93
SUBTYPE01,ELOA,0.6076140360226541,,,,10,93
SUBTYPE01,LYPLA2,-1.2932131761625167,,,,10,93
SUBTYPE01,CLCN6,0.8299696828607352,,,,10,93
SUBTYPE01,MRC2,-1.0356548058264279,,,,10,93
SUBTYPE01,SLC6A7,0.5385122073564137,,,,10,93
SUBTYPE01,TSPAN9,-0.2626353549258725,,,,10,93
SUBTYPE01,BTBD7,0.3052649307776408,,,,10,93
SUBTYPE01,APBA3,0.04175829458913385,,,,10,93
SUBTYPE01,MKS1,-0.2550360181849898,,,,10,93
SUBTYPE01,ABHD5,-2.1467013704341724,,,,10,93
SUBTYPE01,ANOS1,-0.9781174720507547,,,,10,93
SUBTYPE01,AKAP8L,-0.6086377382114416,,,,10,93
SUBTYPE01,MBTD1,1.5560676746161115,,,,10,93
SUBTYPE01,UTP18,0.2828492736709726,,,,10,93
SUBTYPE01,RNF216,-1.2439445191608671,,,,10,93
SUBTYPE01,TTC19,-0.598221178566715,,,,10,93
SUBTYPE01,PTBP1,-1.266560770193758,,,,10,93
SUBTYPE01,DPF1,-0.44922024776971536,,,,10,93
SUBTYPE01,SYT7,-1.1753378147873683,,,,10,93
SUBTYPE01,LARS2,-2.2156548845170247,,,,10,93
SUBTYPE01,PIK3C2A,-0.060590613997846814,,,,10,93
SUBTYPE01,PLAUR,-1.6792659406185162,,,,10,93
SUBTYPE01,ANLN,-1.8625370501168237,,,,10,93
SUBTYPE01,WIZ,0.9817912327232856,,,,10,93
SUBTYPE01,RABGAP1,0.3612964974915364,,,,10,93
SUBTYPE01,DCN,0.15833009503336956,,,,10,93
SUBTYPE01,QPCTL,-0.29911624611443377,,,,10,93
SUBTYPE01,PPP5C,0.06140507039733377,,,,10,93
SUBTYPE01,CEP68,1.1483904655624992,,,,10,93
SUBTYPE01,MAP4K3,-0.6295318097717731,,,,10,93
SUBTYPE01,ZBTB32,0.06529095896544833,,,,10,93
SUBTYPE01,TYROBP,-0.35507100727395713,,,,10,93
SUBTYPE01,TMEM159,1.5769168854474511,,,,10,93
SUBTYPE01,GABRA3,-0.21625268079373638,,,,10,93
SUBTYPE01,BRCA1,0.25016836208223336,,,,10,93
SUBTYPE01,ERCC1,0.25829556493762473,,,,10,93
SUBTYPE01,CD22,-1.0536740712957142,,,,10,93
SUBTYPE01,SEMA3B,-1.0817318291913463,,,,10,93
SUBTYPE01,MBTPS2,-0.5816633366559723,,,,10,93
SUBTYPE01,PRICKLE3,-0.771804572772045,,,,10,93
SUBTYPE01,LTF,-3.487393972955209,,,,10,93
SUBTYPE01,EXTL3,-0.023327675704256423,,,,10,93
SUBTYPE01,NR1H4,-0.021899297050362962,,,,10,93
SUBTYPE01,ELOVL5,-1.1935067373064758,,,,10,93
SUBTYPE01,ALOX5,-2.8039091861815213,,,,10,93
SUBTYPE01,KDM5D,0.20341811535046275,,,,10,93
SUBTYPE01,CALCOCO1,0.8354117238811356,,,,10,93
SUBTYPE01,UBR7,0.5921168644594493,,,,10,93
SUBTYPE01,MAP4K5,0.43329249380124724,,,,10,93
SUBTYPE01,EHD3,2.107877532303444,,,,10,93
SUBTYPE01,PSMC4,-2.166287167023201,,,,10,93
SUBTYPE01,MAN2B2,-0.6863149559032534,,,,10,93
SUBTYPE01,SLC7A14,1.966081750431275,,,,10,93
SUBTYPE01,CLDN11,-1.434890180014944,,,,10,93
SUBTYPE01,SLC25A39,-1.810345696319288,,,,10,93
SUBTYPE01,MVP,-1.3798372208509724,,,,10,93
SUBTYPE01,NUB1,-1.0657966377452934,,,,10,93
SUBTYPE01,PGM3,-1.0923585433619258,,,,10,93
SUBTYPE01,RWDD2A,-0.03651055024639899,,,,10,93
SUBTYPE01,CLK1,-0.6035952713204151,,,,10,93
SUBTYPE01,POLR3B,-2.3192070903714916,,,,10,93
SUBTYPE01,ANGEL1,-1.3911889944650833,,,,10,93
SUBTYPE01,RNF14,-1.4943866447509988,,,,10,93
SUBTYPE01,DNASE1L1,-1.2173509461370697,,,,10,93
SUBTYPE01,DDX11,-0.5534313071847398,,,,10,93
SUBTYPE01,HEBP1,-1.3578859148613498,,,,10,93
SUBTYPE01,GPRC5A,-2.322976690493577,,,,10,93
SUBTYPE01,MAMLD1,1.297515894478769,,,,10,93
SUBTYPE01,CD6,-0.17301940369746463,,,,10,93
SUBTYPE01,TACC3,-1.169472367342082,,,,10,93
SUBTYPE01,UFL1,1.300258807507685,,,,10,93
SUBTYPE01,POLA2,-2.076121064947457,,,,10,93
SUBTYPE01,ZC3H3,-1.0656622547763508,,,,10,93
SUBTYPE01,CAPN1,-0.5313710799333744,,,,10,93
SUBTYPE01,ACP3,-1.4126146522195526,,,,10,93
SUBTYPE01,MDH1,-1.7029182202649846,,,,10,93
SUBTYPE01,SLC30A9,-0.8404004649606839,,,,10,93
SUBTYPE01,MTMR11,0.9323662019091923,,,,10,93
SUBTYPE01,COX15,0.05666568064307367,,,,10,93
SUBTYPE01,CCDC88C,0.36051065538592864,,,,10,93
SUBTYPE01,YAF2,-1.3673950828724382,,,,10,93
SUBTYPE01,ZMYND11,1.6067355949341287,,,,10,93
SUBTYPE01,WAS,-0.7105351814276085,,,,10,93
SUBTYPE01,DPEP1,-1.1023210858448436,,,,10,93
SUBTYPE01,BID,-0.6007525986648304,,,,10,93
SUBTYPE01,MATR3,1.3335448121649844,,,,10,93
SUBTYPE01,NPC1L1,-3.9003985419454428,,,,10,93
SUBTYPE01,XYLT2,-1.0379465864867659,,,,10,93
SUBTYPE01,RGPD5,-0.46551332500357856,,,,10,93
SUBTYPE01,STMN4,-0.40394144035001117,,,,10,93
SUBTYPE01,NUDCD3,-1.073915074496629,,,,10,93
SUBTYPE01,ISL1,0.5251936376202438,,,,10,93
SUBTYPE01,CHDH,-0.5309696322005175,,,,10,93
SUBTYPE01,IL20RA,-2.085111282687789,,,,10,93
SUBTYPE01,CLCA1,-0.339333605859213,,,,10,93
SUBTYPE01,CLCA4,0.6179446713059522,,,,10,93
SUBTYPE01,GLT8D1,-1.2527935473821938,,,,10,93
SUBTYPE01,ATP2C1,-1.1849574965038672,,,,10,93
SUBTYPE01,IGF1,-3.22765079904643,,,,10,93
SUBTYPE01,SLC38A5,-4.684809153747688,,,,10,93
SUBTYPE01,RALBP1,0.37206747166705745,,,,10,93
SUBTYPE01,RUFY3,-1.3666337302623255,,,,10,93
SUBTYPE01,CNTN1,0.7939077639982083,,,,10,93
SUBTYPE01,SLC11A1,-0.9855071308547643,,,,10,93
SUBTYPE01,WWTR1,0.9490829504168994,,,,10,93
SUBTYPE01,AGPS,2.2132134495123212,,,,10,93
SUBTYPE01,CXorf56,0.3247705708087936,,,,10,93
SUBTYPE01,ATP1A2,-0.32341859511352644,,,,10,93
SUBTYPE01,TTC27,1.7500256251893138,,,,10,93
SUBTYPE01,ZNF582,-0.20295655569494353,,,,10,93
SUBTYPE01,VSIG2,-2.234015167341018,,,,10,93
SUBTYPE01,PHLDB1,0.16259453933758788,,,,10,93
SUBTYPE01,MARCO,-1.7234865862040034,,,,10,93
SUBTYPE01,CYP24A1,-2.0723699056704037,,,,10,93
SUBTYPE01,PRDM11,0.040501934939948116,,,,10,93
SUBTYPE01,SYT13,-1.5028036237475793,,,,10,93
SUBTYPE01,SNAI2,0.006635772304208168,,,,10,93
SUBTYPE01,CD74,-0.5665843873178575,,,,10,93
SUBTYPE01,HGF,-0.268032512781565,,,,10,93
SUBTYPE01,ZRANB1,0.2895937808930037,,,,10,93
SUBTYPE01,NCDN,0.42331159872718316,,,,10,93
SUBTYPE01,ADGRA2,0.5436361710140469,,,,10,93
SUBTYPE01,ZFP64,0.2760757447489364,,,,10,93
SUBTYPE01,MNAT1,-0.09066434445385892,,,,10,93
SUBTYPE01,SAMD4A,-0.34772915027159745,,,,10,93
SUBTYPE01,RUNX3,-0.7466247147701611,,,,10,93
SUBTYPE01,MRE11,0.7585939641751129,,,,10,93
SUBTYPE01,PLEKHB1,-1.415489533023615,,,,10,93
SUBTYPE01,SERPINB1,-0.6943950819981173,,,,10,93
SUBTYPE01,CYP3A43,0.40182258674620125,,,,10,93
SUBTYPE01,SLC7A9,0.20196657878599897,,,,10,93
SUBTYPE01,SPAST,-1.0976453140546427,,,,10,93
SUBTYPE01,NRXN3,0.21069078525108337,,,,10,93
SUBTYPE01,OSBPL5,-0.6178776127431612,,,,10,93
SUBTYPE01,AQR,0.5556249369375541,,,,10,93
SUBTYPE01,CPS1,-3.534711746354632,,,,10,93
SUBTYPE01,C8B,1.7163487930200862,,,,10,93
SUBTYPE01,FHL1,-1.5964722156416136,,,,10,93
SUBTYPE01,RTF2,-0.3972998637436917,,,,10,93
SUBTYPE01,GABRA1,2.128338158174326,,,,10,93
SUBTYPE01,NLRP2,-2.112802246176666,,,,10,93
SUBTYPE01,SLC45A4,-0.7260270609885582,,,,10,93
SUBTYPE01,RNF10,-1.5551628392548693,,,,10,93
SUBTYPE01,ZNF839,0.22328054779357123,,,,10,93
SUBTYPE01,ZDHHC6,0.449689379189106,,,,10,93
SUBTYPE01,GRAMD1B,-1.0095411847081264,,,,10,93
SUBTYPE01,RNH1,0.061758111298506946,,,,10,93
SUBTYPE01,NDUFS1,-1.4214563165235823,,,,10,93
SUBTYPE01,RB1CC1,-0.37364045485511654,,,,10,93
SUBTYPE01,ERP44,-2.2066479748744032,,,,10,93
SUBTYPE01,ALAS1,-1.179613163121186,,,,10,93
SUBTYPE01,BIRC3,-1.5385345171029627,,,,10,93
SUBTYPE01,AKAP11,-0.025112263738246807,,,,10,93
SUBTYPE01,GLRX2,-1.06177976743345,,,,10,93
SUBTYPE01,SNAPC1,0.2907406968521159,,,,10,93
SUBTYPE01,DERA,-0.7974498444026163,,,,10,93
SUBTYPE01,STRAP,-2.3436096717221866,,,,10,93
SUBTYPE01,ABCC2,-0.24432868859139692,,,,10,93
SUBTYPE01,DEF6,-0.8177063873626507,,,,10,93
SUBTYPE01,PLEKHO1,-0.9091174390086018,,,,10,93
SUBTYPE01,GCLM,0.024076177539687084,,,,10,93
SUBTYPE01,UBR2,0.007174268242920465,,,,10,93
SUBTYPE01,EHD2,1.3197827706088456,,,,10,93
SUBTYPE01,DEPDC1,-0.9013074025358462,,,,10,93
SUBTYPE01,CCDC28A,0.1157859282093108,,,,10,93
SUBTYPE01,RRAGD,-0.03939908601317055,,,,10,93
SUBTYPE01,HSF2,0.8015912564329176,,,,10,93
SUBTYPE01,PHF20,-1.3426742508059297,,,,10,93
SUBTYPE01,HSD17B6,-1.30500925944338,,,,10,93
SUBTYPE01,NR1H3,0.32838177300432214,,,,10,93
