feature,group_a,group_b,n_a,n_b,median_a,median_b,cliffs_delta,ci_low,ci_high,p_value,p_adjusted_holm
log-sigma-1-0-mm-3D_gldm_DependenceVariance,SUBTYPE03,SUBTYPE05,11,27,0.35298639516864955,-0.25062749087199043,0.4478114478114478,0.10420875420875421,0.7373737373737373,0.03364172171182354,0.2691337736945883
log-sigma-1-0-mm-3D_gldm_DependenceVariance,SUBTYPE04,SUBTYPE05,16,27,-0.5748917400767675,-0.25062749087199043,-0.23148148148148148,-0.5694444444444444,0.14351851851851852,0.21359736907056215,0.8543894762822486
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE01,SUBTYPE02,10,15,0.37112589798020007,-0.3746955333519032,0.8133333333333334,0.52,1.0,0.0007909681707475441,0.007118713536727897
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE01,SUBTYPE03,10,11,0.37112589798020007,0.17804475689066898,0.03636363636363636,-0.4909090909090909,0.5636363636363636,0.915878445665947,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE01,SUBTYPE04,10,16,0.37112589798020007,-0.5959703121795534,0.6,0.225,0.8875,0.01229821706123427,0.08608751942863989
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE01,SUBTYPE05,10,27,0.37112589798020007,0.6204733742980879,-0.08148148148148149,-0.42962962962962964,0.3037037037037037,0.7195259495178964,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE02,SUBTYPE03,15,11,-0.3746955333519032,0.17804475689066898,-0.5636363636363636,-0.8909090909090909,-0.12727272727272726,0.01696816772045429,0.10180900632272574
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE02,SUBTYPE04,15,16,-0.3746955333519032,-0.5959703121795534,-0.18333333333333332,-0.5833333333333334,0.25833333333333336,0.395401747198846,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE02,SUBTYPE05,15,27,-0.3746955333519032,0.6204733742980879,-0.6790123456790124,-0.891358024691358,-0.4222222222222222,0.0003228419076912603,0.0032284190769126028
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE03,SUBTYPE04,11,16,0.17804475689066898,-0.5959703121795534,0.4431818181818182,0.011363636363636364,0.8068181818181818,0.05745470808896775,0.28727354044483877
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE03,SUBTYPE05,11,27,0.17804475689066898,0.6204733742980879,-0.06397306397306397,-0.5151515151515151,0.37373737373737376,0.7720589697507347,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,SUBTYPE04,SUBTYPE05,16,27,-0.5959703121795534,0.6204733742980879,-0.5092592592592593,-0.7731481481481481,-0.18518518518518517,0.005936088178879803,0.047488705431038426
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE02,10,15,-0.5131970477561572,0.03656530771888244,-0.17333333333333334,-0.6266666666666667,0.30666666666666664,0.4880740931652481,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE03,10,11,-0.5131970477561572,-0.09445062211984333,-0.2909090909090909,-0.7636363636363637,0.23636363636363636,0.2750629920777592,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE04,10,16,-0.5131970477561572,0.29720959434226746,-0.35,-0.775,0.1128124999999983,0.1472322553636655,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE05,10,27,-0.5131970477561572,-0.5378023760481823,0.18518518518518517,-0.20759259259259258,0.5185185185185185,0.40209679879867233,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE02,SUBTYPE03,15,11,0.03656530771888244,-0.09445062211984333,0.030303030303030304,-0.4303030303030303,0.4790909090909074,0.9173281781919101,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE02,SUBTYPE04,15,16,0.03656530771888244,0.29720959434226746,-0.16666666666666666,-0.5666666666666667,0.25833333333333336,0.44082241663543487,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE02,SUBTYPE05,15,27,0.03656530771888244,-0.5378023760481823,0.38271604938271603,0.05666666666666668,0.6840740740740734,0.04325409641227075,0.38928686771043675
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE03,SUBTYPE04,11,16,-0.09445062211984333,0.29720959434226746,-0.2727272727272727,-0.6931818181818182,0.1590909090909091,0.24619546416731197,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE03,SUBTYPE05,11,27,-0.09445062211984333,-0.5378023760481823,0.3602693602693603,-0.02356902356902357,0.7239057239057239,0.08802494775389301,0.7041995820311441
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,SUBTYPE04,SUBTYPE05,16,27,0.29720959434226746,-0.5378023760481823,0.49074074074074076,0.1712962962962963,0.7640046296296289,0.008030441101946369,0.08030441101946369
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE02,10,15,0.07223981917264989,-0.7418093782361879,0.6,0.1996666666666667,0.92,0.013571254794631683,0.09499878356242178
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE03,10,11,0.07223981917264989,-0.2920956017449264,0.18181818181818182,-0.3459090909090909,0.6727272727272727,0.5035147104262714,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE04,10,16,0.07223981917264989,-0.5661243892914434,0.6625,0.2875,0.9375,0.00565759781506436,0.04526078252051488
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE05,10,27,0.07223981917264989,0.3087253998505516,-0.23703703703703705,-0.6,0.15555555555555556,0.28135641391983135,0.844069241759494
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE02,SUBTYPE03,15,11,-0.7418093782361879,-0.2920956017449264,-0.5393939393939394,-0.8545454545454545,-0.12727272727272726,0.02239523197533693,0.13437139185202157
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE02,SUBTYPE04,15,16,-0.7418093782361879,-0.5661243892914434,-0.058333333333333334,-0.4583333333333333,0.39187499999999886,0.7972289049943062,1.0
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE02,SUBTYPE05,15,27,-0.7418093782361879,0.3087253998505516,-0.6987654320987654,-0.9012345679012346,-0.43209876543209874,0.00021454302511578267,0.001930887226042044
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE03,SUBTYPE04,11,16,-0.2920956017449264,-0.5661243892914434,0.48863636363636365,0.09090909090909091,0.8068181818181818,0.03597401390063122,0.1798700695031561
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE03,SUBTYPE05,11,27,-0.2920956017449264,0.3087253998505516,-0.3468013468013468,-0.6836700336700336,0.02356902356902357,0.10068631071603046,0.40274524286412183
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,SUBTYPE04,SUBTYPE05,16,27,-0.5661243892914434,0.3087253998505516,-0.6944444444444444,-0.8888888888888888,-0.4212962962962963,0.00017242410465420434,0.0017242410465420435
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE01,SUBTYPE02,10,15,-0.3541032515966386,0.4458501249931876,-0.6933333333333334,-0.9466666666666667,-0.32,0.004280621169921444,0.03424496935937155
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE01,SUBTYPE03,10,11,-0.3541032515966386,0.015557805390996325,-0.2727272727272727,-0.7636363636363637,0.21818181818181817,0.3072263700681952,0.9216791102045856
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE01,SUBTYPE04,10,16,-0.3541032515966386,0.48765711924037036,-0.5875,-0.8875,-0.1996875000000017,0.014255291355700065,0.09978703948990045
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE01,SUBTYPE05,10,27,-0.3541032515966386,-0.8076897848147152,0.14074074074074075,-0.26666666666666666,0.5333333333333333,0.5269382891864538,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE02,SUBTYPE03,15,11,0.4458501249931876,0.015557805390996325,0.4909090909090909,0.07878787878787878,0.8303030303030303,0.037894211400162726,0.22736526840097637
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE02,SUBTYPE04,15,16,0.4458501249931876,0.48765711924037036,0.11666666666666667,-0.3252083333333333,0.5083333333333333,0.5935945343883464,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE02,SUBTYPE05,15,27,0.4458501249931876,-0.8076897848147152,0.6938271604938272,0.45185185185185184,0.9012345679012346,0.00023785275806993363,0.0023785275806993363
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE03,SUBTYPE04,11,16,0.015557805390996325,0.48765711924037036,-0.42045454545454547,-0.7727272727272727,0.011363636363636364,0.07168038077359193,0.35840190386795967
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE03,SUBTYPE05,11,27,0.015557805390996325,-0.8076897848147152,0.3265993265993266,-0.037037037037037035,0.6702020202020192,0.12235241729585651,0.48940966918342604
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,SUBTYPE04,SUBTYPE05,16,27,0.48765711924037036,-0.8076897848147152,0.5925925925925926,0.3148148148148148,0.8287037037037037,0.0013574067831486438,0.012216661048337794
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE02,10,15,-0.4493367588067714,0.436297627230627,-0.72,-0.9466666666666667,-0.37333333333333335,0.00300089677129487,0.02400717417035896
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE03,10,11,-0.4493367588067714,-0.4316222039168197,-0.14545454545454545,-0.6363636363636364,0.4,0.5974062696275562,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE04,10,16,-0.4493367588067714,0.21467448866197728,-0.7,-0.95,-0.3625,0.0034433798490486273,0.024103658943340392
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE01,SUBTYPE05,10,27,-0.4493367588067714,-0.5784054957240103,0.25925925925925924,-0.17037037037037037,0.6594444444444434,0.2380498926300284,0.7141496778900852
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE02,SUBTYPE03,15,11,0.436297627230627,-0.4316222039168197,0.5515151515151515,0.16363636363636364,0.8666666666666667,0.01951748118217775,0.11710488709306649
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE02,SUBTYPE04,15,16,0.436297627230627,0.21467448866197728,0.09166666666666666,-0.31666666666666665,0.48354166666666554,0.6781060747462503,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE02,SUBTYPE05,15,27,0.436297627230627,-0.5784054957240103,0.8024691358024691,0.5901234567901235,0.9506172839506173,2.114011381061224e-05,0.00019026102429551018
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE03,SUBTYPE04,11,16,-0.4316222039168197,0.21467448866197728,-0.5113636363636364,-0.8409090909090909,-0.09090909090909091,0.028098115089472124,0.14049057544736063
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE03,SUBTYPE05,11,27,-0.4316222039168197,-0.5784054957240103,0.4006734006734007,0.010101010101010102,0.7173400673400664,0.05756037016888949,0.23024148067555797
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,SUBTYPE04,SUBTYPE05,16,27,0.21467448866197728,-0.5784054957240103,0.7916666666666666,0.5740740740740741,0.9445601851851845,1.835846335467376e-05,0.00018358463354673762
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE02,10,15,-0.05612206385003282,-0.15354617387391872,0.04,-0.41333333333333333,0.5066666666666667,0.8897069355331012,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE03,10,11,-0.05612206385003282,-0.3395310823364058,0.21818181818181817,-0.2909090909090909,0.6731818181818157,0.4180519085356006,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE04,10,16,-0.05612206385003282,-0.4144812734593848,0.3,-0.1625,0.7375,0.21550895222294442,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE01,SUBTYPE05,10,27,-0.05612206385003282,-0.05105210455748224,0.014814814814814815,-0.4074074074074074,0.45185185185185184,0.959087330597393,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE02,SUBTYPE03,15,11,-0.15354617387391872,-0.3395310823364058,0.18787878787878787,-0.2606060606060606,0.6242424242424243,0.4362749288405292,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE02,SUBTYPE04,15,16,-0.15354617387391872,-0.4144812734593848,0.225,-0.20833333333333334,0.625,0.29486696936813717,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE02,SUBTYPE05,15,27,-0.15354617387391872,-0.05105210455748224,-0.03209876543209877,-0.3779012345679012,0.3234567901234568,0.8748509291024451,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE03,SUBTYPE04,11,16,-0.3395310823364058,-0.4144812734593848,0.11363636363636363,-0.3409090909090909,0.5571022727272711,0.6392193319866875,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE03,SUBTYPE05,11,27,-0.3395310823364058,-0.05105210455748224,-0.21212121212121213,-0.6026936026936027,0.17845117845117844,0.31837825668164976,1.0
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,SUBTYPE04,SUBTYPE05,16,27,-0.4144812734593848,-0.05105210455748224,-0.24537037037037038,-0.5973379629629629,0.09259259259259259,0.18713162766365343,1.0
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE01,SUBTYPE02,10,15,-0.3088749863555297,-0.37666265197402743,0.21333333333333335,-0.24,0.6536666666666648,0.38990740161738124,1.0
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE01,SUBTYPE03,10,11,-0.3088749863555297,-0.3833492734388186,0.4727272727272727,-0.01818181818181818,0.8909090909090909,0.07254925722048405,0.5078448005433884
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE01,SUBTYPE04,10,16,-0.3088749863555297,-0.2704410441418884,-0.075,-0.5378124999999999,0.375,0.7719115220329524,1.0
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE01,SUBTYPE05,10,27,-0.3088749863555297,-0.24259177601325851,-0.17037037037037037,-0.5259259259259259,0.23703703703703705,0.4416061792843745,1.0
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE02,SUBTYPE03,15,11,-0.37666265197402743,-0.3833492734388186,0.22424242424242424,-0.2606060606060606,0.6609090909090893,0.35020138917929555,1.0
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE02,SUBTYPE04,15,16,-0.37666265197402743,-0.2704410441418884,-0.275,-0.6335416666666667,0.15833333333333333,0.19890577328380388,1.0
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE02,SUBTYPE05,15,27,-0.37666265197402743,-0.24259177601325851,-0.4074074074074074,-0.7086419753086419,-0.07641975308642043,0.031358160662859465,0.2822234459657352
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE03,SUBTYPE04,11,16,-0.3833492734388186,-0.2704410441418884,-0.48863636363636365,-0.8184659090909091,-0.07954545454545454,0.03597401390063122,0.28779211120504977
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE03,SUBTYPE05,11,27,-0.3833492734388186,-0.24259177601325851,-0.5218855218855218,-0.8249158249158249,-0.16481481481481572,0.013197432487036998,0.13197432487036997
log-sigma-1-0-mm-3D_ngtdm_Busyness,SUBTYPE04,SUBTYPE05,16,27,-0.2704410441418884,-0.24259177601325851,-0.12037037037037036,-0.4630787037037037,0.2361111111111111,0.5217100714438103,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE01,SUBTYPE02,10,15,-0.10616022909196654,-0.10827097259060964,-0.05333333333333334,-0.5333333333333333,0.4269999999999982,0.8460622932235979,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE01,SUBTYPE03,10,11,-0.10616022909196654,-0.10222437353602985,-0.36363636363636365,-0.7818181818181819,0.2,0.16970614227251246,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE01,SUBTYPE04,10,16,-0.10616022909196654,-0.11202235532971172,0.225,-0.2375,0.65,0.35635595702904566,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE01,SUBTYPE05,10,27,-0.10616022909196654,-0.11078815687390951,0.02962962962962963,-0.40759259259259256,0.45185185185185184,0.9047228011047952,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE02,SUBTYPE03,15,11,-0.10827097259060964,-0.10222437353602985,-0.3575757575757576,-0.7454545454545455,0.11515151515151516,0.1322988937538611,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE02,SUBTYPE04,15,16,-0.10827097259060964,-0.11202235532971172,0.26666666666666666,-0.14166666666666666,0.6168749999999988,0.21307778331415017,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE02,SUBTYPE05,15,27,-0.10827097259060964,-0.11078815687390951,0.07654320987654321,-0.2839506172839506,0.4322222222222215,0.6937659064448405,1.0
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE03,SUBTYPE04,11,16,-0.10222437353602985,-0.11202235532971172,0.5227272727272727,0.125,0.8409090909090909,0.024751436094503518,0.24751436094503518
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE03,SUBTYPE05,11,27,-0.10222437353602985,-0.11078815687390951,0.4074074074074074,0.043602693602693615,0.7104377104377104,0.053456074410622174,0.48110466969559956
log-sigma-1-0-mm-3D_ngtdm_Coarseness,SUBTYPE04,SUBTYPE05,16,27,-0.11202235532971172,-0.11078815687390951,-0.1574074074074074,-0.49074074074074076,0.1712962962962963,0.39994516516305734,1.0
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE01,SUBTYPE02,10,15,-0.16265947708235512,0.3683129078702067,-0.5466666666666666,-0.8933333333333333,-0.10666666666666667,0.024669709460034658,0.15307661733091488
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE01,SUBTYPE03,10,11,-0.16265947708235512,-0.4186583493869711,0.03636363636363636,-0.4727272727272727,0.5277272727272702,0.915878445665947,1.0
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE01,SUBTYPE04,10,16,-0.16265947708235512,0.2153769286723486,-0.55,-0.8875,-0.15,0.021868088190130697,0.15307661733091488
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE01,SUBTYPE05,10,27,-0.16265947708235512,-0.7495773367184978,0.2740740740740741,-0.15555555555555556,0.6594444444444434,0.21193085615501228,0.8374913612742807
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE02,SUBTYPE03,15,11,0.3683129078702067,-0.4186583493869711,0.5272727272727272,0.10303030303030303,0.8424242424242424,0.025634997434639234,0.15307661733091488
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE02,SUBTYPE04,15,16,0.3683129078702067,0.2153769286723486,0.05,-0.375,0.475,0.8278914966146259,1.0
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE02,SUBTYPE05,15,27,0.3683129078702067,-0.7495773367184978,0.7580246913580246,0.5111111111111111,0.9308641975308642,5.913251180224219e-05,0.0005913251180224219
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE03,SUBTYPE04,11,16,-0.4186583493869711,0.2153769286723486,-0.5909090909090909,-0.8863636363636364,-0.20454545454545456,0.011042897435097537,0.0883431794807803
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE03,SUBTYPE05,11,27,-0.4186583493869711,-0.7495773367184978,0.265993265993266,-0.15824915824915825,0.6432659932659923,0.20937284031857017,0.8374913612742807
log-sigma-1-0-mm-3D_ngtdm_Complexity,SUBTYPE04,SUBTYPE05,16,27,0.2153769286723486,-0.7495773367184978,0.7268518518518519,0.4861111111111111,0.9120370370370371,8.416832933763602e-05,0.0007575149640387242
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE01,SUBTYPE02,10,15,-0.09546447916721068,-0.058692591819510594,0.08,-0.4403333333333333,0.5469999999999982,0.7603013330253436,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE01,SUBTYPE03,10,11,-0.09546447916721068,-0.20240489544912704,0.05454545454545454,-0.45454545454545453,0.5640909090909065,0.8602588271965479,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE01,SUBTYPE04,10,16,-0.09546447916721068,-0.5249906878615944,0.225,-0.2875,0.6878124999999983,0.35635595702904566,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE01,SUBTYPE05,10,27,-0.09546447916721068,0.19557195280391504,-0.14814814814814814,-0.5777777777777777,0.3037037037037037,0.5048449995952483,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE02,SUBTYPE03,15,11,-0.058692591819510594,-0.20240489544912704,-0.030303030303030304,-0.47878787878787876,0.45454545454545453,0.9173281781919101,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE02,SUBTYPE04,15,16,-0.058692591819510594,-0.5249906878615944,0.19166666666666668,-0.23333333333333334,0.6083333333333333,0.3737931994036915,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE02,SUBTYPE05,15,27,-0.058692591819510594,0.19557195280391504,-0.27901234567901234,-0.61,0.08148148148148149,0.141562142781162,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE03,SUBTYPE04,11,16,-0.20240489544912704,-0.5249906878615944,0.19318181818181818,-0.2727272727272727,0.625,0.4155216663675966,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE03,SUBTYPE05,11,27,-0.20240489544912704,0.19557195280391504,-0.17845117845117844,-0.575925925925926,0.23905723905723905,0.40267058118461174,1.0
log-sigma-1-0-mm-3D_ngtdm_Contrast,SUBTYPE04,SUBTYPE05,16,27,-0.5249906878615944,0.19557195280391504,-0.37962962962962965,-0.685300925925926,-0.04618055555555618,0.04058307560933255,0.40583075609332553
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE01,SUBTYPE02,10,15,-0.26691424065946023,-0.5024292935046578,0.3333333333333333,-0.10666666666666667,0.76,0.17414168321504309,1.0
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE01,SUBTYPE03,10,11,-0.26691424065946023,-0.5010606797256182,0.2727272727272727,-0.23636363636363636,0.7454545454545455,0.3072263700681952,1.0
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE01,SUBTYPE04,10,16,-0.26691424065946023,-0.09986022007437122,-0.2,-0.65,0.2875,0.41397315940843393,1.0
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE01,SUBTYPE05,10,27,-0.26691424065946023,-0.20954533674279363,-0.1037037037037037,-0.49648148148148147,0.3111111111111111,0.6443034579265754,1.0
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE02,SUBTYPE03,15,11,-0.5024292935046578,-0.5010606797256182,-0.11515151515151516,-0.5515151515151515,0.34545454545454546,0.640428787412791,1.0
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE02,SUBTYPE04,15,16,-0.5024292935046578,-0.09986022007437122,-0.4583333333333333,-0.825,-0.05,0.03121652310195433,0.28098115089472125
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE02,SUBTYPE05,15,27,-0.5024292935046578,-0.20954533674279363,-0.3234567901234568,-0.6692592592592593,0.056790123456790124,0.08796185313057035,0.6157329719139925
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE03,SUBTYPE04,11,16,-0.5010606797256182,-0.09986022007437122,-0.5113636363636364,-0.8636363636363636,-0.10198863636363792,0.028098115089472124,0.28098115089472125
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE03,SUBTYPE05,11,27,-0.5010606797256182,-0.20954533674279363,-0.37373737373737376,-0.7104377104377104,-0.02340067340067432,0.0766799505657159,0.6134396045257272
log-sigma-2-0-mm-3D_firstorder_Kurtosis,SUBTYPE04,SUBTYPE05,16,27,-0.09986022007437122,-0.20954533674279363,0.06018518518518518,-0.30092592592592593,0.4075231481481475,0.753464595142203,1.0
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE01,SUBTYPE02,10,15,0.12778222166556807,0.6239013736479873,-0.41333333333333333,-0.7733333333333333,0.013333333333333334,0.09067732403710935,0.5320262511658853
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE01,SUBTYPE03,10,11,0.12778222166556807,-0.5164970319319645,0.2909090909090909,-0.23636363636363636,0.7818181818181819,0.2750629920777592,1.0
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE01,SUBTYPE04,10,16,0.12778222166556807,0.02885669899002055,-0.0875,-0.55,0.4,0.731914390166458,1.0
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE01,SUBTYPE05,10,27,0.12778222166556807,-0.5356181366922629,0.4444444444444444,0.07407407407407407,0.7851851851851852,0.04186525720058373,0.2930568004040861
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE02,SUBTYPE03,15,11,0.6239013736479873,-0.5164970319319645,0.503030303030303,0.09090909090909091,0.8666666666666667,0.03334561492730353,0.2667649194184282
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE02,SUBTYPE04,15,16,0.6239013736479873,0.02885669899002055,0.225,-0.19166666666666668,0.6166666666666667,0.29486696936813717,1.0
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE02,SUBTYPE05,15,27,0.6239013736479873,-0.5356181366922629,0.654320987654321,0.37777777777777777,0.8814814814814815,0.0005302381508967754,0.0053023815089677535
log-sigma-2-0-mm-3D_firstorder_Maximum,SUBTYPE03,SUBTYPE04,11,16,-0.5164970319319645,0.02885669899002055,-0.3977272727272727,-0.7727272727272727,0.045454545454545456,0.08867104186098089,0.5320262511658853
