feature,group_a,group_b,n_a,n_b,median_a,median_b,cliffs_delta,ci_low,ci_high,p_value,p_adjusted_holm
original_shape_Maximum2DDiameterRow,SUBTYPE01,SUBTYPE05,10,27,-0.38860698955154227,-0.23805422366311785,-0.037037037037037035,-0.5112962962962962,0.45944444444444343,0.8776911444835382,1.0
original_shape_Maximum2DDiameterRow,SUBTYPE02,SUBTYPE03,15,11,-0.3315893285095864,-0.6549617088647076,0.2606060606060606,-0.21212121212121213,0.6727272727272727,0.27575784782750923,1.0
original_shape_Maximum2DDiameterRow,SUBTYPE02,SUBTYPE04,15,16,-0.3315893285095864,-0.12674177902918188,-0.15833333333333333,-0.5666666666666667,0.25,0.46461015388609594,1.0
original_shape_Maximum2DDiameterRow,SUBTYPE02,SUBTYPE05,15,27,-0.3315893285095864,-0.23805422366311785,-0.12098765432098765,-0.4962962962962963,0.2740740740740741,0.5286949867577488,1.0
original_shape_Maximum2DDiameterRow,SUBTYPE03,SUBTYPE04,11,16,-0.6549617088647076,-0.12674177902918188,-0.45454545454545453,-0.8295454545454546,-0.022443181818183368,0.05127370614904813,0.4614633553414332
original_shape_Maximum2DDiameterRow,SUBTYPE03,SUBTYPE05,11,27,-0.6549617088647076,-0.23805422366311785,-0.47474747474747475,-0.8047138047138047,-0.07727272727272819,0.024253607369484446,0.24253607369484448
original_shape_Maximum2DDiameterRow,SUBTYPE04,SUBTYPE05,16,27,-0.12674177902918188,-0.23805422366311785,0.06018518518518518,-0.3333333333333333,0.4398148148148148,0.753464595142203,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE01,SUBTYPE02,10,15,-0.6591134801311037,-0.459455278183717,-0.013333333333333334,-0.48,0.44,0.9778735006449261,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE01,SUBTYPE03,10,11,-0.6591134801311037,-0.6737180859075528,0.23636363636363636,-0.25499999999999995,0.7090909090909091,0.3787382518865303,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE01,SUBTYPE04,10,16,-0.6591134801311037,-0.423153456407511,-0.2875,-0.725,0.2125,0.2356799134290376,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE01,SUBTYPE05,10,27,-0.6591134801311037,-0.3472290204566436,-0.21851851851851853,-0.6148148148148148,0.23722222222222122,0.32127662505165433,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE02,SUBTYPE03,15,11,-0.459455278183717,-0.6737180859075528,0.2909090909090909,-0.15757575757575756,0.696969696969697,0.22251913210641316,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE02,SUBTYPE04,15,16,-0.459455278183717,-0.423153456407511,-0.1,-0.5166666666666667,0.3333333333333333,0.6494132869819362,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE02,SUBTYPE05,15,27,-0.459455278183717,-0.3472290204566436,-0.17530864197530865,-0.5209876543209877,0.18518518518518517,0.3582268199542473,1.0
original_shape_Maximum2DDiameterSlice,SUBTYPE03,SUBTYPE04,11,16,-0.6737180859075528,-0.423153456407511,-0.5227272727272727,-0.8636363636363636,-0.10227272727272728,0.024751436094503518,0.24751436094503518
original_shape_Maximum2DDiameterSlice,SUBTYPE03,SUBTYPE05,11,27,-0.6737180859075528,-0.3472290204566436,-0.45454545454545453,-0.7575757575757576,-0.09090909090909091,0.031042538740651392,0.27938284866586255
original_shape_Maximum2DDiameterSlice,SUBTYPE04,SUBTYPE05,16,27,-0.423153456407511,-0.3472290204566436,-0.125,-0.44907407407407407,0.24074074074074073,0.5055149391228932,1.0
original_shape_MinorAxisLength,SUBTYPE01,SUBTYPE02,10,15,-0.4989127753099314,-0.412580884005295,0.013333333333333334,-0.4666666666666667,0.48,0.9778735006449261,1.0
original_shape_MinorAxisLength,SUBTYPE01,SUBTYPE03,10,11,-0.4989127753099314,-0.5989248335718093,0.2545454545454545,-0.2545454545454545,0.7090909090909091,0.34178646181502725,1.0
original_shape_MinorAxisLength,SUBTYPE01,SUBTYPE04,10,16,-0.4989127753099314,-0.16997788281309859,-0.2375,-0.6625,0.2625,0.3295425954385749,1.0
original_shape_MinorAxisLength,SUBTYPE01,SUBTYPE05,10,27,-0.4989127753099314,-0.2528088668264003,-0.13333333333333333,-0.5335185185185185,0.3037037037037037,0.5495147824094211,1.0
original_shape_MinorAxisLength,SUBTYPE02,SUBTYPE03,15,11,-0.412580884005295,-0.5989248335718093,0.21212121212121213,-0.24878787878787875,0.6242424242424243,0.3776152433844582,1.0
original_shape_MinorAxisLength,SUBTYPE02,SUBTYPE04,15,16,-0.412580884005295,-0.16997788281309859,-0.21666666666666667,-0.6085416666666666,0.19166666666666668,0.3134659820453173,1.0
original_shape_MinorAxisLength,SUBTYPE02,SUBTYPE05,15,27,-0.412580884005295,-0.2528088668264003,-0.11604938271604938,-0.48148148148148145,0.26432098765432027,0.5460102583529333,1.0
original_shape_MinorAxisLength,SUBTYPE03,SUBTYPE04,11,16,-0.5989248335718093,-0.16997788281309859,-0.4431818181818182,-0.7954545454545454,-0.03409090909090909,0.05745470808896775,0.5745470808896775
original_shape_MinorAxisLength,SUBTYPE03,SUBTYPE05,11,27,-0.5989248335718093,-0.2528088668264003,-0.3939393939393939,-0.7037037037037037,-0.037037037037037035,0.06192333989662713,0.5745470808896775
original_shape_MinorAxisLength,SUBTYPE04,SUBTYPE05,16,27,-0.16997788281309859,-0.2528088668264003,0.041666666666666664,-0.32407407407407407,0.37048611111111046,0.8308819783158858,1.0
original_shape_Sphericity,SUBTYPE01,SUBTYPE02,10,15,0.5228646195416017,0.41253712983802826,0.08,-0.4,0.52,0.7603013330253436,1.0
original_shape_Sphericity,SUBTYPE01,SUBTYPE03,10,11,0.5228646195416017,0.7359112713789638,0.01818181818181818,-0.49136363636363634,0.5277272727272702,0.9719131339533064,1.0
original_shape_Sphericity,SUBTYPE01,SUBTYPE04,10,16,0.5228646195416017,0.6416501316116254,0.0375,-0.4625,0.5375,0.8951728848152467,1.0
original_shape_Sphericity,SUBTYPE01,SUBTYPE05,10,27,0.5228646195416017,-0.433879328025211,0.5333333333333333,0.1701851851851852,0.8372222222222212,0.014475240449399225,0.1158019235951938
original_shape_Sphericity,SUBTYPE02,SUBTYPE03,15,11,0.41253712983802826,0.7359112713789638,-0.04242424242424243,-0.5272727272727272,0.4303030303030303,0.8762696636277617,1.0
original_shape_Sphericity,SUBTYPE02,SUBTYPE04,15,16,0.41253712983802826,0.6416501316116254,0.0,-0.44166666666666665,0.44187499999999885,1.0,1.0
original_shape_Sphericity,SUBTYPE02,SUBTYPE05,15,27,0.41253712983802826,-0.433879328025211,0.38271604938271603,0.01728395061728395,0.7086419753086419,0.04325409641227075,0.30277867488589527
original_shape_Sphericity,SUBTYPE03,SUBTYPE04,11,16,0.7359112713789638,0.6416501316116254,0.17045454545454544,-0.3181818181818182,0.6363636363636364,0.47428626244014527,1.0
original_shape_Sphericity,SUBTYPE03,SUBTYPE05,11,27,0.7359112713789638,-0.433879328025211,0.6296296296296297,0.23905723905723905,0.9461279461279462,0.0027589856421654023,0.02483087077948862
original_shape_Sphericity,SUBTYPE04,SUBTYPE05,16,27,0.6416501316116254,-0.433879328025211,0.6064814814814815,0.3194444444444444,0.8425925925925926,0.0010419931139197612,0.010419931139197612
original_shape_SurfaceVolumeRatio,SUBTYPE01,SUBTYPE02,10,15,-0.1753180963836648,-0.28723334407763856,-0.12,-0.5866666666666667,0.3466666666666667,0.6372871703235983,1.0
original_shape_SurfaceVolumeRatio,SUBTYPE01,SUBTYPE03,10,11,-0.1753180963836648,0.06610213310230996,-0.4727272727272727,-0.8545454545454545,0.0,0.07254925722048405,0.6529433149843564
original_shape_SurfaceVolumeRatio,SUBTYPE01,SUBTYPE04,10,16,-0.1753180963836648,-0.2897341408452786,0.15,-0.2875,0.575,0.5444462141032209,1.0
