subtype_id,collection,pathway,reference_population,ES,NES,nominal_p,fdr_q,fwer_p,lead_genes,target_n,rest_n
SUBTYPE01,HALLMARK,HALLMARK_OXIDATIVE_PHOSPHORYLATION,core_rest,-0.5706030195658773,-2.136881678288634,0.001,0.001,0.001,HCCS;UQCRQ;PDHA1;COX7B;CYCS;NDUFS8;COX6A1;COX5B;SLC25A5;MRPL35;COX5A;ATP6V0B;FH;SLC25A3;NDUFA6;ATP5MC3;NQO2;NDUFA1;COX17;FDX1;UQCRFS1;COX6C;ATP5MC1;SDHA;GOT2;SUCLG1;COX7A2;ATP5MF;NDUFA8;ATP6V0E1;COX4I1;FXN;LDHB;UQCRC1;ATP5F1E;NNT;IDH1;NDUFAB1;NDUFB1;NDUFB2;NDUFA4;AIFM1;NDUFA2;PMPCA;GLUD1;NDUFB3;ATP6V1F;MDH1;NDUFA3;TIMM17A;ATP5F1A;MRPS12;GPX4;NDUFB5;NDUFA9;HSD17B10;POR;DECR1;NDUFS2;ATP5F1B;ATP5MG;NDUFS1;COX10;CS;SLC25A12;TIMM50;OGDH;NDUFC2;COX6B1;SURF1;PDHB;ACAA1;NDUFB8;UQCRH;ATP6AP1;NDUFS6;MRPL34;ATP6V1H;ECHS1;NDUFS7;ATP6V1G1;SLC25A20;ALAS1;ATP5F1D;NDUFS3;OAT;COX8A;IMMT;TOMM70;OPA1;MFN2;NDUFB6;IDH3A;UQCR10;TCIRG1;SDHC;UQCR11;PDHX;SUPV3L1;ATP5ME;COX7C;DLD;HSPA9;ATP6V1D;ATP5F1C;IDH3G;ATP6V1E1;MTX2;ATP5PF;ATP5PO;MRPS11;MRPS15;MDH2;IDH2;UQCRC2;ETFB;SLC25A4;TIMM10;ACAT1;GPI;ISCU;TIMM8B;RHOT2;HADHA;ATP5PD;ACADVL;NDUFV1;IDH3B;TIMM13;ECI1,10,69
SUBTYPE01,HALLMARK,HALLMARK_ESTROGEN_RESPONSE_LATE,core_rest,-0.49236660475232247,-1.863406512121492,0.001,0.001,0.002,GJB3;PKP3;MDK;LTF;PCP4;TFAP2C;TRIM29;ST14;TJP3;TMPRSS3;DNAJC12;CCN5;PTGES;PPIF;SFN;CCNA1;AGR2;PRLR;SORD;TST;KRT19;HPRT1;CALCR;S100A9;GLA;ANXA9;LAMC2;NBL1;CPE;KRT13;SLC2A8;ALDH3B1;SERPINA3;DHRS2;COX6C;ABHD2;TNNC1;TPBG;PTGER3;OLFM1;SCNN1A;OVOL2;ISG20;DCXR;WFS1;AREG;KLK10;FLNB;AMFR;DHCR7;PLXNB1;GFUS;SLC7A5;SCUBE2;GALE;CDC20;XBP1;IL17RB;RBBP8;SIAH2;KIF20A;SULT2B1;CLIC3;ITPK1;PDLIM3;CA12;ABCA3;LARGE1;TSPAN13;LSR;CKB;SLC22A5;SLC26A2;ASCL1;TH;SERPINA5;CD44;SLC24A3;STIL;CISH;SEMA3B;FGFR3;IDH2;FABP5;CD9;ETFB;RAB31;NMU;CDC6;SLC29A1;HOMER2;ELOVL5;DYNLT3;BATF,10,69
SUBTYPE01,HALLMARK,HALLMARK_XENOBIOTIC_METABOLISM,core_rest,-0.4668285710894736,-1.7602738382584784,0.001,0.0036009305305974623,0.011,IGFBP1;ANGPTL3;SLC6A12;ARG2;VNN1;IGF1;REG1A;GAD1;CYP2C18;PTGES;FABP1;CRP;KYNU;HPRT1;MAN1A1;NPC1;CBR1;PTGDS;SSR3;CYP17A1;ITIH1;ACP2;CYP1A1;BCAT1;GABARAPL1;ACOX1;PC;F11;NINJ1;CYP26A1;UPP1;ITIH4;MPP2;IDH1;HACL1;SLC35D1;AQP9;FAH;FETUB;DCXR;PTS;NMT1;BCAR1;GSTO1;POR;RBP4;TTPA;CROT;LPIN2;GCKR;GSS;ADH1C;ALDH2;PGD;HES6;CCL25;SLC22A1;NQO1;CYP4F2;CASP6;ALAS1;SERPINE1;CES1;APOE;CYP2J2;HGFAC;NFS1;GART;MBL2;SLC1A5;CYP1A2;CYP2E1;AKR1C2;MAOA;CFB;SAR1B;PEMT;IL1R1;DHRS7;SERTAD1;XDH;PDLIM5;SLC35B1;VTN;GCH1;ELOVL5;ENTPD5;CYFIP2;PTGR1;SLC46A3;TMBIM6;PSMB10;TNFRSF1A;MCCC2;ESR1;CSAD;ACOX3;GSR;ATP2A2;CA2;TDO2,10,69
SUBTYPE01,HALLMARK,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,core_rest,-0.5365001171841047,-1.7451194740020637,0.001,0.0027006978979480967,0.011,SELENOS;NDUFA6;ATOX1;TXN;HMOX2;G6PD;GPX4;PTPA;NDUFS2;MBP;LAMTOR5;PRDX6;SOD2;IPCEF1;NQO1;MPO;TXNRD2;SBNO2;PRNP;GPX3;CDKN2D;SOD1;FTL;PRDX2;PRDX1;SRXN1;ABCC1;GLRX2;NDUFB4;TXNRD1;GSR,10,69
SUBTYPE01,HALLMARK,HALLMARK_MTORC1_SIGNALING,core_rest,-0.4504994505572391,-1.704080661572004,0.001,0.0033390446738267372,0.017,PSAT1;HMBS;SORD;YKT6;EBP;ARPC5L;HPRT1;GLA;CDKN1A;BCAT1;RPN1;MLLT11;RRP9;PSME3;PSMC4;HSPA4;CDC25A;PSMD14;ATP5MC1;SERP1;TOMM40;SC5D;IDH1;HK2;HSPE1;ADIPOR2;ABCF2;G6PD;DDIT3;PLOD2;NMT1;GMPS;ACSL3;MAP2K3;PSMA4;ACACA;VLDLR;DHCR7;SLC7A5;HSPA5;ME1;PSMG1;XBP1;FKBP2;QDPR;RRM2;GSK3B;SERPINH1;BTG2;EIF2S2;UNG;AURKA;GGA2;TRIB3;IMMT;LGMN;CCT6A;TUBG1;NFKBIB;PSMD13;EDEM1;MTHFD2;STIP1;HSPA9;SLC1A5;TM7SF2;ATP6V1D;SDF2L1;NUPR1;GOT1;DDX39A;SQLE;PPIA;CTSC;GBE1;HSP90B1;RDH11;HSPD1;CD9;PNO1;BUB1;PSMC2;ALDOA;GPI;ELOVL5;PSMB5;PRDX1;ITGB2;CYB5B;RAB1A;SSR1;PPA1;TXNRD1;SLC37A4;GSR;PLK1;ETF1;LDLR;INSIG1;ATP2A2;P4HA1,10,69
SUBTYPE01,HALLMARK,HALLMARK_UV_RESPONSE_UP,core_rest,-0.45814147349535994,-1.696452490462361,0.001,0.003437251870115759,0.02,SLC6A12;TCHH;PPIF;KCNH2;PRKCD;SLC6A8;LHX2;SHOX2;TST;YKT6;BAK1;BCL2L11;CYP1A1;RPN1;CCNE1;H2AX;BSG;MAPK8IP2;CLCN2;PTPRD;OLFM1;DNAJB1;ATP6V1F;CLTB;TYRO3;IL6;SULT1A1;MGAT1;ACAA1;AP2S1;CASP3;SELENOW;SIGMAR1;FURIN;RRAD;SOD2;BTG2;AQP3;PDLIM3;NKX2-5;IGFBP2;ALAS1;HTR7;PPP1R2;CHRNA5;CTSV;CDC34;SPR;STIP1;PRKACA;CHKA;DGAT1;DNAJA1;POLR2H;FEN1;MAOA;CNP;EIF5;NPTXR;GPX3;ONECUT1;SLC25A4;MSX1;ALDOA;CCK;MARK2;NPTX2;GCH1;CCND3;MRPL23;GLS;PSMC3;FGF18;RAB27A;CYB5B;GAL;TMBIM6;HLA-F;UROD;GGH,10,69
SUBTYPE01,HALLMARK,HALLMARK_FATTY_ACID_METABOLISM,core_rest,-0.4487362070647859,-1.6803117152391043,0.001,0.004208879840958073,0.029,VNN1;BMPR1B;REEP6;G0S2;FABP1;HCCS;PDHA1;CBR1;ECI2;HSP90AA1;HSPH1;CYP1A1;GABARAPL1;CEL;FH;ACOX1;ERP29;SDHA;SUCLG1;GPD1;ACSL4;GSTZ1;ACOT8;IDH1;LTC4S;ADIPOR2;CPOX;MDH1;PTS;PCBD1;HSD17B10;DECR1;ME1;HSDL2;UROS;ACSL5;ADH1C;PDHB;ACAA1;PRDX6;GAPDHS;SMS;GLUL;ECHS1;HADH;SLC22A5;ALAD;FASN;TP53INP2;SDHC;KMT5A;DLD;IDH3G;ODC1;MAOA;MDH2;RDH11;CRAT;BLVRA;ALDOA;GCDH;ELOVL5;ACADVL;IL4I1;IDH3B;ECI1;HSD17B4;S100A10;LGALS1;UROD;ENO3;CA2;TDO2;RAP1GDS1;HPGD;EHHADH;ACADS;MGLL;NSDHL,10,69
SUBTYPE01,HALLMARK,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,core_rest,-0.4585660869065329,-1.6640790630680016,0.001,0.0045420828283672535,0.035,IGFBP1;PSAT1;TUBB2A;EIF4G1;SRPRB;CHAC1;YIF1A;RRP9;ARFGAP1;ERN1;SPCS1;LSM4;H2AX;ATP6V0D1;SERP1;PREB;DDX10;PARN;WFS1;EXOSC4;SLC7A5;HSPA5;TATDN2;EIF2AK3;BANF1;SPCS3;XBP1;DCP1A;SRPRA;ALDH18A1;GOSR2;NFYA;KDELR3;EDEM1;EXOC2;MTHFD2;SEC31A;HSPA9;ATF6;DNAJB9;WIPI1;DNAJA4;HSP90B1;NOP56;POP4;DKC1;CEBPB;EXOSC1;IARS1;HYOU1;EIF4A2;SSR1;DNAJC3;SLC30A5;EIF4E,10,69
SUBTYPE01,HALLMARK,HALLMARK_ADIPOGENESIS,core_rest,-0.4409809043501828,-1.6411676404523803,0.001,0.005128598028426689,0.045,REEP6;ITIH5;TST;ABCB8;UQCRQ;COX7B;COX6A1;SLC25A10;ACOX1;SUCLG1;UBQLN1;UQCRC1;IDH1;NDUFAB1;CHCHD10;PTGER3;LTC4S;ADIPOR2;AIFM1;PREB;FAH;STAT5A;NMT1;TKT;COQ3;SNCG;GPX4;DHCR7;POR;DECR1;APLP2;SULT1A1;CS;ME1;DHRS7B;G3BP2;QDPR;TALDO1;ALDH2;YWHAG;JAGN1;SLC5A6;ATP1B3;ECHS1;PTCD3;SLC25A1;DRAM2;PIM3;NDUFS3;COX8A;IMMT;HADH;APOE;ESRRA;IDH3A;UQCR10;SDHC;MIGA2;GHITM;UQCR11;DLD;SLC1A5;PPM1B;GPAM;MTCH2;IDH3G;DNAJB9;ARAF;DGAT1;ATP5PO;SLC19A1;ABCA1;MDH2;PEMT;GBE1;GPX3;BCL2L13;DHRS7;NKIRAS1;ETFB;CRAT;SOD1;ALDOA;BCL6;CD151;AGPAT3;SORBS1;GPAT4;MCCC1;MTARC2;ARL4A;IFNGR1;NDUFB7;RMDN3;CYC1;LAMA4;MRPL15,10,69
SUBTYPE01,HALLMARK,HALLMARK_ESTROGEN_RESPONSE_EARLY,core_rest,-0.43213470408785526,-1.6324082089729923,0.001,0.005106774207029128,0.05,KCNK15;TSKU;SLC19A2;KRT15;TFAP2C;GREB1;TUBB2B;TJP3;TMPRSS3;CCN5;PTGES;PPIF;CLDN7;TIPARP;SFN;KRT19;KRT8;UNC119;RHOBTB3;CALCR;GLA;ANXA9;NBL1;KRT13;CALB2;TMEM164;ALDH3B1;DHRS2;ABHD2;TPBG;OLFM1;SCNN1A;LAD1;B4GALT1;OVOL2;KRT18;REEP1;RRP12;WFS1;AREG;KLK10;FLNB;AMFR;DHCR7;SLC7A5;P2RY2;SYT12;SYBU;XBP1;IL17RB;RBBP8;SIAH2;SULT2B1;CLIC3;ITPK1;AQP3;PDLIM3;MREG;CA12;ABCA3;SLC22A5;SLC26A2;FASN;MLPH;NADSYN1;CD44;ESRP2;SEC14L2;RETREG1;SLC24A3;CISH;SEMA3B;PMAIP1;FHL2;ASB13;MINDY1;CANT1,10,69
