subtype_id,feature,n_subtype,n_rest,median_subtype,median_rest,cliffs_delta,ci_low,ci_high,p_value,q_value
SUBTYPE04,prob_blank_space,16,87,1.3007749555314344e-16,3.5204697374813335e-14,-0.4540229885057471,-0.7054597701149425,-0.16379310344827586,0.004072921116791748,0.04072921116791748
