core_id,field,level,set_count,set_total,rest_count,rest_total,set_fraction,rest_fraction,frequency_difference,odds_ratio,q_value,set_mean,rest_mean,cliffs_delta,direction,cramers_v,epsilon_squared,available_n,missing_n
CORE01,tissue_source_site,B0,2,17,7,52,0.117647,0.134615,-0.016968,0.857143,1.0,,,,,,,,
CORE01,tissue_source_site,B8,0,17,13,52,0.0,0.25,-0.25,0.0,0.166192,,,,,,,,
CORE01,tissue_source_site,BP,13,17,17,52,0.764706,0.326923,0.437783,6.691176,0.05761,,,,,,,,
CORE01,tissue_source_site,CJ,1,17,7,52,0.058824,0.134615,-0.075792,0.401786,1.0,,,,,,,,
CORE01,tissue_source_site,CZ,1,17,7,52,0.058824,0.134615,-0.075792,0.401786,1.0,,,,,,,,
CORE01,tissue_source_site,G6,0,17,1,52,0.0,0.019231,-0.019231,0.0,1.0,,,,,,,,
CORE01,ct_phase,ART,1,17,4,52,0.058824,0.076923,-0.0181,0.75,1.0,,,,,,,,
CORE01,ct_phase,CE_UNSPECIFIED,3,17,5,52,0.176471,0.096154,0.080317,2.014286,1.0,,,,,,,,
CORE01,ct_phase,DEL,2,17,8,52,0.117647,0.153846,-0.036199,0.733333,1.0,,,,,,,,
CORE01,ct_phase,MAIN_CE_HIGH,5,17,5,52,0.294118,0.096154,0.197964,3.916667,0.459541,,,,,,,,
CORE01,ct_phase,MAIN_CE_MEDIUM,0,17,2,52,0.0,0.038462,-0.038462,0.0,1.0,,,,,,,,
CORE01,ct_phase,NC,1,17,3,52,0.058824,0.057692,0.001131,1.020833,1.0,,,,,,,,
CORE01,ct_phase,NEPH,0,17,4,52,0.0,0.076923,-0.076923,0.0,1.0,,,,,,,,
CORE01,ct_phase,UNKNOWN,5,17,21,52,0.294118,0.403846,-0.109729,0.615079,1.0,,,,,,,,
CORE01,ct_manufacturer,GE,16,17,30,52,0.941176,0.576923,0.364253,11.733333,0.05761,,,,,,,,
CORE01,ct_manufacturer,SIEMENS,1,17,22,52,0.058824,0.423077,-0.364253,0.085227,0.05761,,,,,,,,
CORE01,ct_scanner_model,Definition,0,17,1,52,0.0,0.019231,-0.019231,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,Definition AS+,0,17,3,52,0.0,0.057692,-0.057692,0.0,1.0,,,,,,,,
CORE01,ct_scanner_model,LightSpeed Plus,1,17,1,52,0.058824,0.019231,0.039593,3.1875,1.0,,,,,,,,
