feature,group_count,available_n,group_sizes,comparison_status,not_estimable_reason,kruskal_h,p_value,q_value,epsilon_squared,clinical_variable,levels,chi_square,permutations
age,6,69,17;14;14;10;9;5,estimable,,0.34557636,0.99669703,0.99669703,0.0,,,,
,6,69,,,,,0.2158,0.27864,,gender,female;male,7.15662494,9999
,6,69,,,,,0.0149,0.044700000000000004,,stage_group,I;II;III;IV,28.62526455,9999
,6,69,,,,,0.0065,0.039,,t_stage,T1;T1a;T1b;T2;T2b;T3a;T3b;T4,56.43201503,9999
,6,65,,,,,0.2322,0.27864,,m_stage,M0;M1,6.81687518,9999
,6,69,,,,,0.0817,0.1634,,grade,G2;G3;G4,16.48870215,9999
