model,covariate,status,hazard_ratio,ci_low,ci_high,p_value,reference_state,adjustment,available_n,events,analysis_role
state_plus_stage,stage_number,estimable,1.46899424,1.01467884,2.12672622,0.04163458,,"stage_group ordinal I=1, II=2, III=3, IV=4",69,15,secondary_exploratory
state_plus_stage,state_CORE02,estimable,1.92650033,0.57401165,6.4657286,0.28850671,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",69,15,secondary_exploratory
state_plus_stage,state_CORE03,estimable,1.39710502,0.44851789,4.3518942,0.56404422,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",69,15,secondary_exploratory
state_plus_stage,state_CORE04,estimable,1.2370221,0.36749128,4.16397282,0.73124062,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",69,15,secondary_exploratory
state_plus_stage,state_CORE05,estimable,2.04175926,0.57221399,7.28535302,0.27140544,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",69,15,secondary_exploratory
state_plus_stage,state_CORE06,estimable,2.07697794,0.45300233,9.52277091,0.34682718,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",69,15,secondary_exploratory
