feature,group_a,group_b,n_a,n_b,median_a,median_b,mean_a,mean_b,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,p_adjusted_holm
HALLMARK_ADIPOGENESIS,CORE01,CORE02,17,14,0.48138652,0.47707024,0.48028853,0.46734558,0.1092437,-0.35294118,0.54621849,0.6197691,1.0
HALLMARK_ADIPOGENESIS,CORE01,CORE03,17,14,0.48138652,0.46705213,0.48028853,0.46198094,0.32773109,-0.10105042,0.68928571,0.12645617,1.0
HALLMARK_ADIPOGENESIS,CORE01,CORE04,17,10,0.48138652,0.47931537,0.48028853,0.48222422,-0.04705882,-0.52941176,0.44705882,0.86050311,1.0
HALLMARK_ADIPOGENESIS,CORE01,CORE05,17,9,0.48138652,0.44913673,0.48028853,0.4574473,0.47712418,-0.09803922,0.96078431,0.05234506,1.0
HALLMARK_ADIPOGENESIS,CORE01,CORE06,17,5,0.48138652,0.47727809,0.48028853,0.46978344,0.27058824,-0.31764706,0.76470588,0.40077466,1.0
HALLMARK_ADIPOGENESIS,CORE02,CORE03,14,14,0.47707024,0.46705213,0.46734558,0.46198094,0.10204082,-0.33673469,0.55127551,0.66247185,1.0
HALLMARK_ADIPOGENESIS,CORE02,CORE04,14,10,0.47707024,0.47931537,0.46734558,0.48222422,-0.14285714,-0.57142857,0.35714286,0.57803105,1.0
HALLMARK_ADIPOGENESIS,CORE02,CORE05,14,9,0.47707024,0.44913673,0.46734558,0.4574473,0.26984127,-0.19047619,0.73015873,0.29861767,1.0
HALLMARK_ADIPOGENESIS,CORE02,CORE06,14,5,0.47707024,0.47727809,0.46734558,0.46978344,0.05714286,-0.45714286,0.57142857,0.89318885,1.0
HALLMARK_ADIPOGENESIS,CORE03,CORE04,14,10,0.46705213,0.47931537,0.46198094,0.48222422,-0.37142857,-0.77142857,0.11428571,0.13540392,1.0
HALLMARK_ADIPOGENESIS,CORE03,CORE05,14,9,0.46705213,0.44913673,0.46198094,0.4574473,0.15873016,-0.36507937,0.63492063,0.54954388,1.0
HALLMARK_ADIPOGENESIS,CORE03,CORE06,14,5,0.46705213,0.47727809,0.46198094,0.46978344,-0.05714286,-0.62857143,0.57142857,0.89318885,1.0
HALLMARK_ADIPOGENESIS,CORE04,CORE05,10,9,0.47931537,0.44913673,0.48222422,0.4574473,0.51111111,-0.04444444,0.93333333,0.06619258,1.0
HALLMARK_ADIPOGENESIS,CORE04,CORE06,10,5,0.47931537,0.47727809,0.48222422,0.46978344,0.36,-0.281,0.88,0.30969031,1.0
HALLMARK_ADIPOGENESIS,CORE05,CORE06,9,5,0.44913673,0.47727809,0.4574473,0.46978344,-0.37777778,-0.91111111,0.2,0.2977023,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE01,CORE02,17,14,0.18520238,0.21256586,0.18287662,0.19652039,-0.12605042,-0.59663866,0.35315126,0.56490854,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE01,CORE03,17,14,0.18520238,0.32319764,0.18287662,0.33309879,-0.92436975,-1.0,-0.76470588,1.383e-05,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE01,CORE04,17,10,0.18520238,0.23311513,0.18287662,0.22795132,-0.27058824,-0.76470588,0.29411765,0.25859549,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE01,CORE05,17,9,0.18520238,0.27949201,0.18287662,0.26732281,-0.63398693,-1.0,-0.17647059,0.00968025,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE01,CORE06,17,5,0.18520238,0.23301483,0.18287662,0.2362174,-0.67058824,-1.0,-0.24705882,0.02460697,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE02,CORE03,14,14,0.21256586,0.32319764,0.19652039,0.33309879,-0.54081633,-0.84693878,-0.13239796,0.01585427,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE02,CORE04,14,10,0.21256586,0.23311513,0.19652039,0.22795132,-0.12857143,-0.6,0.34285714,0.61868914,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE02,CORE05,14,9,0.21256586,0.27949201,0.19652039,0.26732281,-0.26984127,-0.71428571,0.22222222,0.29861767,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE02,CORE06,14,5,0.21256586,0.23301483,0.19652039,0.2362174,-0.17142857,-0.62857143,0.34285714,0.62160303,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE03,CORE04,14,10,0.32319764,0.23311513,0.33309879,0.22795132,0.6,0.18571429,0.91428571,0.01509919,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE03,CORE05,14,9,0.32319764,0.27949201,0.33309879,0.26732281,0.3968254,-0.07936508,0.77777778,0.12274468,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE03,CORE06,14,5,0.32319764,0.23301483,0.33309879,0.2362174,0.74285714,0.34285714,1.0,0.01427589,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE04,CORE05,10,9,0.23311513,0.27949201,0.22795132,0.26732281,-0.24444444,-0.75555556,0.26666667,0.39126728,1.0
HALLMARK_ALLOGRAFT_REJECTION,CORE04,CORE06,10,5,0.23311513,0.23301483,0.22795132,0.2362174,-0.08,-0.64,0.52,0.85914086,1.0
