Name,Term,ES,NES
TCGA-BP-5186,HALLMARK_MTORC1_SIGNALING,24497.465866621933,1.0170656613307223
TCGA-CJ-6033,HALLMARK_ANGIOGENESIS,24496.990913289337,1.0170459426084697
TCGA-B0-5703,HALLMARK_INTERFERON_ALPHA_RESPONSE,24496.99057574445,1.0170459285945583
TCGA-CJ-6033,HALLMARK_ADIPOGENESIS,24494.119536806218,1.0169267311586965
TCGA-CZ-5462,HALLMARK_ADIPOGENESIS,24491.184022972222,1.016804856907083
TCGA-B8-5546,HALLMARK_TGF_BETA_SIGNALING,24488.837287478902,1.016707427070892
TCGA-BP-5175,HALLMARK_PROTEIN_SECRETION,24488.80957322113,1.0167062764531072
TCGA-CZ-5468,HALLMARK_TGF_BETA_SIGNALING,24487.199281576886,1.0166394216875976
TCGA-BP-5190,HALLMARK_INTERFERON_ALPHA_RESPONSE,24484.481541578338,1.0165265887911668
TCGA-BP-5189,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24482.885987813243,1.0164603459008155
TCGA-BP-4986,HALLMARK_APOPTOSIS,24480.706577322773,1.0163698629266227
TCGA-BP-4992,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,24479.272820832255,1.0163103374025886
TCGA-BP-4960,HALLMARK_ANGIOGENESIS,24477.904168722638,1.0162535148287528
TCGA-BP-5196,HALLMARK_INTERFERON_GAMMA_RESPONSE,24477.451734172813,1.0162347310228224
TCGA-CJ-6028,HALLMARK_APOPTOSIS,24472.48351137455,1.0160284644304545
TCGA-B0-5117,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24466.343562929513,1.0157735510953452
TCGA-BP-5186,HALLMARK_ADIPOGENESIS,24464.322568860673,1.0156896451239945
TCGA-BP-5189,HALLMARK_ADIPOGENESIS,24461.324341367617,1.0155651671782082
TCGA-BP-5175,HALLMARK_INTERFERON_ALPHA_RESPONSE,24460.342234307187,1.0155243928641484
TCGA-BP-5191,HALLMARK_MTORC1_SIGNALING,24459.854767633344,1.0155041546232746
TCGA-CJ-4918,HALLMARK_ANGIOGENESIS,24457.05482028516,1.0153879087096411
TCGA-BP-4970,HALLMARK_APOPTOSIS,24456.946945306816,1.0153834300449176
TCGA-BP-4982,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24454.769483073407,1.0152930279568606
TCGA-BP-4164,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24451.42970307605,1.0151543697148122
TCGA-CJ-4900,HALLMARK_PROTEIN_SECRETION,24450.610867117444,1.0151203739562182
TCGA-BP-4982,HALLMARK_ADIPOGENESIS,24450.23527272414,1.0151047803367763
TCGA-BP-5187,HALLMARK_ADIPOGENESIS,24448.022745063743,1.0150129224311306
TCGA-B8-5164,HALLMARK_APOPTOSIS,24434.272361643914,1.0144420453092855
TCGA-BP-5010,HALLMARK_PROTEIN_SECRETION,24433.170797962874,1.0143963114933938
TCGA-BP-4971,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24430.76942166817,1.0142966131253024
TCGA-BP-4977,HALLMARK_ADIPOGENESIS,24430.27244561686,1.0142759800819074
TCGA-B0-5117,HALLMARK_ANDROGEN_RESPONSE,24428.927918876452,1.0142201591253295
TCGA-BP-5189,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24428.68472891598,1.0142100625643498
TCGA-B0-5085,HALLMARK_INTERFERON_ALPHA_RESPONSE,24427.51984238562,1.0141616997624245
TCGA-BP-5009,HALLMARK_ANGIOGENESIS,24426.47810865559,1.014118449917284
TCGA-CJ-4636,HALLMARK_ADIPOGENESIS,24425.955423788066,1.0140967495163793
TCGA-B0-5117,HALLMARK_ADIPOGENESIS,24425.266823813232,1.014068160788361
TCGA-BP-4960,HALLMARK_PROTEIN_SECRETION,24419.497102470687,1.0138286182379235
TCGA-BP-4971,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24414.253867350875,1.013610933909933
TCGA-BP-4971,HALLMARK_INTERFERON_GAMMA_RESPONSE,24411.543321172885,1.0134983996806337
TCGA-CJ-4923,HALLMARK_ANGIOGENESIS,24410.44898262359,1.013452965831826
TCGA-CJ-4903,HALLMARK_ADIPOGENESIS,24409.072960321027,1.0133958372683745
TCGA-BP-5195,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24408.171661124714,1.0133584178688273
TCGA-B8-5158,HALLMARK_ADIPOGENESIS,24407.548792025635,1.0133325581013057
TCGA-CJ-4904,HALLMARK_INTERFERON_GAMMA_RESPONSE,24406.427654859384,1.0132860116495364
TCGA-BP-4770,HALLMARK_APOPTOSIS,24405.21670658013,1.0132357364937639
TCGA-CJ-4918,HALLMARK_ADIPOGENESIS,24404.423008316284,1.0132027843813285
TCGA-CJ-4918,HALLMARK_NOTCH_SIGNALING,24403.608957914097,1.0131689873055345
TCGA-BP-4972,HALLMARK_APOPTOSIS,24400.672826155555,1.0130470873994375
TCGA-BP-4999,HALLMARK_MTORC1_SIGNALING,24394.046062044315,1.0127719628514547
TCGA-BP-5009,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24392.594487620572,1.0127116975771078
TCGA-B8-4622,HALLMARK_ADIPOGENESIS,24392.42963447785,1.0127048533397676
TCGA-CJ-4902,HALLMARK_ADIPOGENESIS,24391.676138399216,1.0126735703086287
TCGA-BP-5007,HALLMARK_MTORC1_SIGNALING,24389.87689775732,1.0125988709138707
TCGA-BP-5200,HALLMARK_ADIPOGENESIS,24386.39065478814,1.0124541319424885
TCGA-BP-5004,HALLMARK_INTERFERON_ALPHA_RESPONSE,24385.804790754126,1.0124298085208558
TCGA-CJ-4912,HALLMARK_PROTEIN_SECRETION,24385.747900482558,1.0124274465973004
TCGA-BP-5010,HALLMARK_MTORC1_SIGNALING,24383.917939956264,1.0123514717996207
TCGA-BP-5007,HALLMARK_ADIPOGENESIS,24383.498299664883,1.0123340495187694
TCGA-CJ-6028,HALLMARK_ANDROGEN_RESPONSE,24382.591994622497,1.0122964222906177
TCGA-B8-5165,HALLMARK_ANDROGEN_RESPONSE,24381.654233490346,1.0122574890943745
TCGA-BP-5191,HALLMARK_PROTEIN_SECRETION,24381.653637786174,1.0122574643624183
TCGA-BP-4982,HALLMARK_MTORC1_SIGNALING,24380.841130221634,1.01222373134089
TCGA-B0-5709,HALLMARK_ADIPOGENESIS,24376.09518773784,1.0120266931999984
TCGA-B0-5706,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24372.450793338394,1.0118753882274676
TCGA-BP-4992,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24371.020456966737,1.0118160046971185
TCGA-CJ-6030,HALLMARK_APOPTOSIS,24370.536415271676,1.0117959086516999
TCGA-CJ-4916,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24370.116658436316,1.0117784815322712
TCGA-CJ-4903,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24369.979360704536,1.0117727813178437
TCGA-CZ-5468,HALLMARK_APOPTOSIS,24367.956772612706,1.011688809167156
TCGA-B0-5703,HALLMARK_ADIPOGENESIS,24366.97915992703,1.011648221446855
TCGA-B8-5553,HALLMARK_INTERFERON_GAMMA_RESPONSE,24364.054236870154,1.0115267868944249
TCGA-B0-4712,HALLMARK_DNA_REPAIR,24363.148805188088,1.0114891959257295
TCGA-BP-4971,HALLMARK_PROTEIN_SECRETION,24354.40369815534,1.0111261237567102
TCGA-BP-5187,HALLMARK_ANGIOGENESIS,24354.236715966086,1.0111191911273651
TCGA-CZ-5468,HALLMARK_HYPOXIA,24347.087673282836,1.010822383046721
TCGA-BP-5000,HALLMARK_APOPTOSIS,24345.409661299283,1.0107527167238015
TCGA-CJ-6033,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24339.364398955233,1.010501734488441
TCGA-BP-4992,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24339.04909760121,1.0104886440658687
TCGA-B0-5707,HALLMARK_ADIPOGENESIS,24335.633256017743,1.0103468279613783
TCGA-CZ-5988,HALLMARK_INTERFERON_GAMMA_RESPONSE,24333.80384368242,1.0102708759230408
TCGA-B0-5085,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,24333.19695306049,1.010245679536806
TCGA-G6-A8L7,HALLMARK_MYC_TARGETS_V2,24331.651759696335,1.0101815274682062
TCGA-B8-A54D,HALLMARK_MTORC1_SIGNALING,24330.651543981334,1.0101400013339037
TCGA-CZ-4865,HALLMARK_APOPTOSIS,24325.57634187955,1.0099292932627038
TCGA-BP-4972,HALLMARK_INTERFERON_GAMMA_RESPONSE,24324.36108765077,1.0098788393360565
TCGA-CJ-4900,HALLMARK_APOPTOSIS,24322.097880411868,1.0097848773573075
TCGA-B8-5165,HALLMARK_APOPTOSIS,24317.034464540287,1.0095746586171301
TCGA-BP-4970,HALLMARK_ADIPOGENESIS,24316.28465797267,1.0095435287640786
TCGA-BP-5190,HALLMARK_TGF_BETA_SIGNALING,24308.96069388969,1.0092394584404714
TCGA-CJ-4902,HALLMARK_INTERFERON_GAMMA_RESPONSE,24307.906333352188,1.0091956843659122
TCGA-CJ-4641,HALLMARK_ADIPOGENESIS,24303.875700473167,1.0090283438615106
TCGA-CJ-4900,HALLMARK_ADIPOGENESIS,24303.495906923148,1.00901257590493
TCGA-BP-4782,HALLMARK_INTERFERON_GAMMA_RESPONSE,24298.587522306585,1.0088087936250285
TCGA-BP-4770,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24296.903844121076,1.0087388920573914
TCGA-G6-A5PC,HALLMARK_ADIPOGENESIS,24296.00315267654,1.0087014978899833
TCGA-BP-4999,HALLMARK_ADIPOGENESIS,24295.96763056296,1.0087000231120558
TCGA-BP-5180,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24292.85988633141,1.008570998340297
TCGA-CJ-4904,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24292.607419372755,1.0085605166245282
TCGA-CZ-5462,HALLMARK_APOPTOSIS,24289.97578352193,1.0084512585293615
TCGA-CZ-5984,HALLMARK_ADIPOGENESIS,24289.64153171538,1.0084373813374703
TCGA-CJ-4643,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24288.99354524327,1.008410478767491
TCGA-CJ-4916,HALLMARK_ADIPOGENESIS,24286.92658699076,1.0083246644929258
TCGA-BP-4992,HALLMARK_TGF_BETA_SIGNALING,24283.150486594866,1.0081678914590408
TCGA-CJ-4908,HALLMARK_APOPTOSIS,24282.981056080927,1.0081608571821632
TCGA-CZ-5985,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24281.230277175302,1.0080881697819566
TCGA-B0-4712,HALLMARK_ANGIOGENESIS,24280.49087868305,1.008057472042827
TCGA-CZ-5984,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24277.92876128642,1.0079511001577268
TCGA-CJ-4900,HALLMARK_IL6_JAK_STAT3_SIGNALING,24273.673017833313,1.0077744136974556
TCGA-CJ-6033,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24271.205844174852,1.0076719836084733
TCGA-B8-4153,HALLMARK_ADIPOGENESIS,24270.504925492816,1.0076428834424902
TCGA-B8-5158,HALLMARK_INTERFERON_GAMMA_RESPONSE,24270.329530821396,1.0076356015506223
TCGA-BP-4995,HALLMARK_INTERFERON_ALPHA_RESPONSE,24266.75672594538,1.007487268773109
TCGA-B8-A54D,HALLMARK_TGF_BETA_SIGNALING,24262.02622501328,1.007290871721874
TCGA-BP-4960,HALLMARK_APOPTOSIS,24259.77429955323,1.0071973781307508
TCGA-CJ-4908,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24257.74817707231,1.0071132592422005
TCGA-CZ-5468,HALLMARK_MYC_TARGETS_V2,24257.565170906346,1.0071056613425555
TCGA-BP-5195,HALLMARK_APOPTOSIS,24256.056823791063,1.0070430390262444
TCGA-BP-4982,HALLMARK_ANGIOGENESIS,24253.795383123088,1.0069491503905357
TCGA-BP-4960,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24249.41352739564,1.0067672281044693
TCGA-B8-4153,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24244.940928069514,1.0065815384002255
TCGA-BP-4782,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24244.35473640251,1.0065572013761956
TCGA-BP-4982,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24243.61265327835,1.006526392178724
TCGA-CZ-5984,HALLMARK_INTERFERON_GAMMA_RESPONSE,24237.515626904944,1.006273260846921
TCGA-B8-A54D,HALLMARK_ADIPOGENESIS,24236.303686201943,1.0062229444885147
TCGA-BP-5184,HALLMARK_APOPTOSIS,24234.955780945987,1.006166983265504
TCGA-CJ-4912,HALLMARK_MTORC1_SIGNALING,24234.18609391866,1.0061350280318593
TCGA-CJ-6027,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24231.942814219445,1.0060418933883313
TCGA-CJ-4900,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24227.909095949035,1.0058744247871847
TCGA-B8-A54D,HALLMARK_INTERFERON_GAMMA_RESPONSE,24226.252974958355,1.0058056673165223
TCGA-BP-4770,HALLMARK_DNA_REPAIR,24224.399846564695,1.0057287306543594
TCGA-BP-4782,HALLMARK_ANGIOGENESIS,24224.33079324566,1.005725863755392
TCGA-BP-4164,HALLMARK_ADIPOGENESIS,24222.680251199276,1.0056573379067555
TCGA-CJ-6028,HALLMARK_ADIPOGENESIS,24220.63638328258,1.005572482277782
TCGA-BP-5174,HALLMARK_TGF_BETA_SIGNALING,24220.317177695448,1.005559229762467
TCGA-B8-4619,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24218.39047347268,1.005479238439479
TCGA-CJ-4918,HALLMARK_APOPTOSIS,24217.387555592548,1.0054376001189047
TCGA-BP-5191,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24216.250163329827,1.0053903788013947
TCGA-BP-5000,HALLMARK_ANGIOGENESIS,24214.313518131854,1.0053099747571657
TCGA-B0-4712,HALLMARK_ADIPOGENESIS,24211.51080889691,1.0051936141777869
TCGA-CJ-6027,HALLMARK_ADIPOGENESIS,24208.494979182873,1.0050684054374515
TCGA-CJ-6028,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24206.382423809853,1.0049806980990983
TCGA-CJ-6030,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24206.33514157683,1.0049787350741937
TCGA-B8-5158,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24204.08138555306,1.0048851654832296
TCGA-CJ-6030,HALLMARK_ADIPOGENESIS,24201.26947760804,1.0047684229993632
TCGA-CJ-4641,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24199.46640021878,1.00469356431368
TCGA-BP-4986,HALLMARK_INTERFERON_GAMMA_RESPONSE,24199.213883082717,1.0046830805146871
TCGA-CJ-4902,HALLMARK_ANGIOGENESIS,24197.96252571366,1.0046311276875233
TCGA-CZ-5988,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24194.045057988733,1.0044684854810155
TCGA-CZ-5984,HALLMARK_APOPTOSIS,24192.806157024428,1.0044170498086302
TCGA-B0-5115,HALLMARK_ADIPOGENESIS,24192.3396667218,1.0043976824475027
TCGA-CZ-5468,HALLMARK_DNA_REPAIR,24190.220271654165,1.0043096911443279
TCGA-CJ-4902,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24189.730397300278,1.004289352943372
TCGA-B0-5706,HALLMARK_APOPTOSIS,24188.168647197825,1.0042245134857142
TCGA-B8-5164,HALLMARK_ADIPOGENESIS,24185.334167626144,1.0041068338915964
TCGA-CJ-4904,HALLMARK_ANDROGEN_RESPONSE,24182.20885060947,1.0039770795473821
TCGA-BP-4988,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24180.892385659008,1.0039224236371445
TCGA-BP-5187,HALLMARK_ANDROGEN_RESPONSE,24178.992022329512,1.0038435259137224
TCGA-CJ-4904,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24173.722309036682,1.0036247422866984
TCGA-BP-5192,HALLMARK_INTERFERON_ALPHA_RESPONSE,24171.52242244328,1.0035334092024866
TCGA-B0-5707,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24170.975129298393,1.00351068713534
TCGA-CJ-6027,HALLMARK_APOPTOSIS,24169.689377183433,1.0034573063353736
TCGA-B8-5158,HALLMARK_APOPTOSIS,24169.345356294398,1.0034430235587417
TCGA-BP-5009,HALLMARK_APOPTOSIS,24167.016387950458,1.0033463313644617
TCGA-B0-5707,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24165.093452247133,1.003266496499768
TCGA-BP-5186,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24165.093037285555,1.003266479271734
TCGA-BP-5187,HALLMARK_APOPTOSIS,24163.696096151663,1.0032084822174299
TCGA-BP-5009,HALLMARK_INTERFERON_GAMMA_RESPONSE,24156.6435574983,1.0029156807118131
TCGA-CJ-6028,HALLMARK_HYPOXIA,24153.711602774416,1.0027939542244093
TCGA-B0-5085,HALLMARK_ADIPOGENESIS,24152.523941801268,1.0027446458918794
TCGA-BP-4982,HALLMARK_INTERFERON_GAMMA_RESPONSE,24151.85451486058,1.0027168531741408
TCGA-BP-5189,HALLMARK_APOPTOSIS,24149.449056261077,1.0026169853202727
TCGA-BP-4988,HALLMARK_ANGIOGENESIS,24149.034716902537,1.002599783119196
TCGA-CJ-4908,HALLMARK_ADIPOGENESIS,24145.672417385158,1.0024601899302166
TCGA-CJ-4923,HALLMARK_DNA_REPAIR,24139.73049371203,1.002213498024895
TCGA-BP-5195,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24138.808080119106,1.0021752020151764
TCGA-CJ-4636,HALLMARK_APOPTOSIS,24138.11468671688,1.0021464142775778
TCGA-B0-5703,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24135.837380266246,1.00205186693934
TCGA-CJ-4636,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24135.807892197492,1.0020506426779279
TCGA-BP-5200,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24130.395325229787,1.0018259281693955
TCGA-BP-5000,HALLMARK_INTERFERON_GAMMA_RESPONSE,24126.27778970254,1.001654979712242
TCGA-BP-5191,HALLMARK_TGF_BETA_SIGNALING,24124.20377916684,1.0015688726467773
TCGA-BP-5187,HALLMARK_INTERFERON_GAMMA_RESPONSE,24124.01396401183,1.001560992057119
TCGA-B8-A54G,HALLMARK_DNA_REPAIR,24122.599087167513,1.0015022503627249
TCGA-BP-4999,HALLMARK_INTERFERON_ALPHA_RESPONSE,24118.372139551535,1.0013267594243616
TCGA-G6-A5PC,HALLMARK_MTORC1_SIGNALING,24117.374615495402,1.0012853450401404
TCGA-B0-5703,HALLMARK_ANGIOGENESIS,24116.23175002969,1.0012378964906854
TCGA-CJ-4918,HALLMARK_UV_RESPONSE_DN,24112.528756685937,1.0010841586553285
TCGA-B0-5115,HALLMARK_INTERFERON_GAMMA_RESPONSE,24108.70047484846,1.000925219195223
TCGA-CJ-4904,HALLMARK_APOPTOSIS,24106.57302887136,1.0008368936410033
TCGA-CZ-4863,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24105.857896029855,1.0008072033432254
TCGA-CJ-4902,HALLMARK_APOPTOSIS,24101.15706492859,1.000612038099651
TCGA-B0-5707,HALLMARK_DNA_REPAIR,24100.66120851764,1.0005914515405647
TCGA-BP-5009,HALLMARK_ADIPOGENESIS,24100.196276910487,1.0005721488920756
TCGA-CZ-4863,HALLMARK_APOPTOSIS,24095.63602517078,1.0003828201069378
TCGA-BP-4167,HALLMARK_ADIPOGENESIS,24094.700945182405,1.0003439982242193
TCGA-BP-5175,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24093.17393762226,1.0002806011788894
TCGA-BP-4962,HALLMARK_INTERFERON_GAMMA_RESPONSE,24092.549229890683,1.0002546650765343
TCGA-B0-4712,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24092.127030413892,1.0002371365455258
TCGA-B0-5702,HALLMARK_TGF_BETA_SIGNALING,24089.184952818185,1.0001149897850463
TCGA-CJ-4636,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24089.138301451527,1.0001130529519329
TCGA-CJ-4918,HALLMARK_INTERFERON_GAMMA_RESPONSE,24086.146945718483,0.9999888603022332
TCGA-BP-5175,HALLMARK_ADIPOGENESIS,24085.6818690325,0.9999695516304803
TCGA-CJ-4912,HALLMARK_TGF_BETA_SIGNALING,24084.40697888001,0.9999166217885479
TCGA-BP-4770,HALLMARK_INTERFERON_ALPHA_RESPONSE,24083.120865038745,0.9998632259707259
TCGA-B8-5550,HALLMARK_APOPTOSIS,24082.699867376134,0.999845747335651
TCGA-BP-5187,HALLMARK_HYPOXIA,24082.518510556776,0.9998382179122233
TCGA-CJ-6033,HALLMARK_HYPOXIA,24076.660407068142,0.9995950059844569
TCGA-BP-5196,HALLMARK_DNA_REPAIR,24076.554082352635,0.9995905916822723
TCGA-BP-5006,HALLMARK_ANDROGEN_RESPONSE,24076.042124678093,0.9995693366441526
TCGA-CZ-5988,HALLMARK_ADIPOGENESIS,24071.82026844977,0.9993940570858391
TCGA-BP-5181,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24065.094503402473,0.9991148222983297
TCGA-CJ-4903,HALLMARK_INTERFERON_GAMMA_RESPONSE,24064.352019370253,0.9990839964562866
TCGA-B0-5703,HALLMARK_MYC_TARGETS_V2,24060.122999550873,0.998908419485885
TCGA-B8-5165,HALLMARK_UV_RESPONSE_DN,24056.96095066821,0.9987771401382368
TCGA-BP-5191,HALLMARK_ADIPOGENESIS,24055.740291777383,0.998726461825271
TCGA-BP-5010,HALLMARK_HYPOXIA,24054.437851306222,0.9986723881718426
TCGA-CZ-5988,HALLMARK_UV_RESPONSE_DN,24053.30915008624,0.9986255276819047
TCGA-BP-5175,HALLMARK_APOPTOSIS,24052.442833177287,0.9985895606482237
TCGA-B0-5706,HALLMARK_HYPOXIA,24052.043487350373,0.9985729809362746
TCGA-CJ-4908,HALLMARK_INTERFERON_GAMMA_RESPONSE,24050.510370110092,0.9985093302342644
TCGA-BP-4999,HALLMARK_TNFA_SIGNALING_VIA_NFKB,24048.1024613089,0.9984093606549355
TCGA-BP-5196,HALLMARK_ADIPOGENESIS,24046.638202764367,0.9983485687716827
TCGA-BP-4971,HALLMARK_MTORC1_SIGNALING,24041.757466847375,0.9981459343877744
TCGA-CZ-5451,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24040.160936910004,0.9980796509695047
TCGA-BP-5189,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24039.25986606352,0.9980422410503981
TCGA-BP-4971,HALLMARK_APOPTOSIS,24037.286931789757,0.9979603303861346
TCGA-BP-4962,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24035.67024964457,0.9978932103050573
TCGA-BP-5006,HALLMARK_APOPTOSIS,24035.018233340037,0.9978661404278064
TCGA-CJ-4643,HALLMARK_INTERFERON_GAMMA_RESPONSE,24031.084716407197,0.9977028319034702
TCGA-BP-4770,HALLMARK_MYC_TARGETS_V2,24028.90556901826,0.9976123598525106
TCGA-CJ-4637,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24026.471408294663,0.9975113003674353
TCGA-CJ-4912,HALLMARK_ADIPOGENESIS,24025.29086314382,0.9974622874637696
TCGA-B0-5702,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,24024.073557248383,0.9974117483577116
TCGA-BP-4995,HALLMARK_APOPTOSIS,24023.712918436475,0.997396775651811
TCGA-CZ-5468,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24022.652371647353,0.9973527447415395
TCGA-CJ-6033,HALLMARK_APOPTOSIS,24021.826329730084,0.9973184498118742
TCGA-BP-5184,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24020.886691337695,0.9972794386770829
TCGA-BP-5184,HALLMARK_ANGIOGENESIS,24016.32608982794,0.9970900953704798
TCGA-BP-4770,HALLMARK_UV_RESPONSE_DN,24015.658263272624,0.9970623690962261
TCGA-B8-A54G,HALLMARK_ADIPOGENESIS,24012.668557527864,0.9969382449493844
TCGA-BP-4960,HALLMARK_ADIPOGENESIS,24010.468024721875,0.9968468850362494
TCGA-BP-4999,HALLMARK_ANDROGEN_RESPONSE,24007.390124311893,0.9967190992957555
TCGA-BP-4988,HALLMARK_MTORC1_SIGNALING,24007.296701960688,0.9967152206633317
TCGA-B8-5158,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,24006.217001559642,0.9966703945491366
TCGA-BP-5194,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24004.22394819899,0.996587648597153
TCGA-CJ-4904,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24003.19064553255,0.9965447487859841
TCGA-B0-5703,HALLMARK_CHOLESTEROL_HOMEOSTASIS,24002.957288403046,0.9965350604564017
TCGA-CJ-4916,HALLMARK_APOPTOSIS,24001.13678513776,0.9964594782975147
TCGA-BP-4782,HALLMARK_TNFA_SIGNALING_VIA_NFKB,23999.628345978675,0.9963968521598046
TCGA-BP-4986,HALLMARK_HYPOXIA,23999.088786267483,0.9963744511630044
TCGA-BP-5196,HALLMARK_ANGIOGENESIS,23998.84348405984,0.9963642669074817
TCGA-BP-5194,HALLMARK_APOPTOSIS,23998.612758653388,0.996354687839615
TCGA-CJ-6027,HALLMARK_DNA_REPAIR,23996.641127224353,0.9962728312657886
TCGA-BP-4988,HALLMARK_APOPTOSIS,23995.94799231204,0.996244054259962
TCGA-B8-A54G,HALLMARK_TNFA_SIGNALING_VIA_NFKB,23993.53526592893,0.996143884668225
TCGA-BP-5006,HALLMARK_CHOLESTEROL_HOMEOSTASIS,23991.442797585412,0.9960570112866597
TCGA-BP-5200,HALLMARK_ANGIOGENESIS,23989.02011362286,0.9959564282843205
TCGA-BP-5184,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,23984.460315699027,0.9957671183403374
TCGA-CZ-5984,HALLMARK_CHOLESTEROL_HOMEOSTASIS,23984.1585412121,0.9957545895151196
TCGA-B8-4622,HALLMARK_INTERFERON_GAMMA_RESPONSE,23979.6302759578,0.9955665887186038
TCGA-BP-4982,HALLMARK_APOPTOSIS,23974.295450618218,0.9953451018231172
TCGA-CJ-4900,HALLMARK_ANGIOGENESIS,23973.97249361194,0.9953316935594642
TCGA-B0-5707,HALLMARK_P53_PATHWAY,23971.12492896476,0.9952134707099322
TCGA-BP-4770,HALLMARK_NOTCH_SIGNALING,23971.092736890358,0.9952121341858353
TCGA-CJ-6033,HALLMARK_INTERFERON_GAMMA_RESPONSE,23969.97325805127,0.9951656565831305
TCGA-BP-4976,HALLMARK_INTERFERON_ALPHA_RESPONSE,23969.838263354166,0.9951600519842045
TCGA-G6-A8L7,HALLMARK_DNA_REPAIR,23968.342814792843,0.9950979651794595
TCGA-BP-4962,HALLMARK_APOPTOSIS,23968.222334309212,0.995092963169724
TCGA-B8-4622,HALLMARK_ANGIOGENESIS,23965.417402783583,0.9949765103271062
TCGA-BP-4970,HALLMARK_UV_RESPONSE_DN,23964.417527651894,0.9949349983328617
TCGA-B8-5162,HALLMARK_ADIPOGENESIS,23964.413758926166,0.9949348418660032
TCGA-CJ-6027,HALLMARK_HYPOXIA,23962.43707268823,0.9948527754307737
TCGA-BP-5180,HALLMARK_DNA_REPAIR,23961.87484259775,0.9948294332237917
TCGA-BP-4992,HALLMARK_INTERFERON_GAMMA_RESPONSE,23959.247714809433,0.9947203622906604
TCGA-B8-5165,HALLMARK_TNFA_SIGNALING_VIA_NFKB,23958.608540185443,0.9946938255637519
TCGA-G6-A5PC,HALLMARK_PROTEIN_SECRETION,23956.04693258188,0.9945874748438214
