core,ct,wsi,rna,wxs,cnv
CORE01,0.5238095238095238,0.4761904761904761,0.5238095238095238,0.7619047619047619,0.6190476190476191
CORE02,1.0,0.7857142857142857,0.4285714285714285,0.7857142857142857,0.5714285714285714
CORE03,0.75,0.75,0.8333333333333334,0.0,0.8333333333333334
CORE04,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.0,0.7777777777777778
