core,ct,wsi,rna,wxs,cnv
CORE01,0.6666666666666666,0.7142857142857143,0.8571428571428571,0.7619047619047619,0.9047619047619048
CORE02,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.7142857142857143
CORE03,0.9166666666666666,1.0,0.8333333333333334,0.25,1.0
CORE04,0.8888888888888888,0.8888888888888888,1.0,0.1111111111111111,1.0
