core,ct,wsi,rna,wxs,cnv
CORE01,0.3333333333333333,0.2857142857142857,0.1428571428571428,0.238095238095238,0.0952380952380952
CORE02,0.0,0.1428571428571428,0.1428571428571428,0.2142857142857142,0.2857142857142857
CORE03,0.0833333333333333,0.0,0.1666666666666666,0.75,0.0
CORE04,0.1111111111111111,0.1111111111111111,0.0,0.8888888888888888,0.0
