group_id,feature,n_group,n_rest,median_group,median_rest,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,analysis_role
CORE01,original_shape_Elongation,18,41,0.45047859,0.11207153,0.11111111,-0.24397019,0.45,0.50495261,descriptive_secondary
CORE01,original_shape_Flatness,18,41,0.45713646,0.09767108,0.15176152,-0.21680217,0.49058266,0.36090085,descriptive_secondary
CORE01,original_shape_LeastAxisLength,18,41,-0.42363195,-0.39667287,-0.10298103,-0.40379404,0.19783198,0.53701642,descriptive_secondary
CORE01,original_shape_MajorAxisLength,18,41,-0.61761311,-0.41317087,-0.08943089,-0.42547425,0.23042005,0.59263589,descriptive_secondary
CORE01,original_shape_Maximum2DDiameterColumn,18,41,-0.25365704,-0.29644981,-0.06504065,-0.39295393,0.24939024,0.69885929,descriptive_secondary
CORE01,original_shape_Maximum2DDiameterRow,18,41,-0.73074067,-0.25281535,-0.29810298,-0.59898374,0.01097561,0.07145003,descriptive_secondary
CORE01,original_shape_Maximum2DDiameterSlice,18,41,-0.18366451,-0.34050397,0.19241192,-0.16260163,0.50948509,0.24581182,descriptive_secondary
CORE01,original_shape_MeshVolume,18,41,-0.59483374,-0.2559099,-0.31436314,-0.59363144,-0.00813008,0.05725233,descriptive_secondary
CORE01,original_shape_MinorAxisLength,18,41,-0.56907886,-0.18788665,-0.17073171,-0.46070461,0.11924119,0.30353372,descriptive_secondary
CORE01,original_shape_Sphericity,18,41,0.45536097,0.37714222,0.1300813,-0.2195122,0.47425474,0.43424243,descriptive_secondary
CORE01,original_shape_SurfaceVolumeRatio,18,41,0.18988059,0.00019629,0.02168022,-0.2954607,0.36863144,0.90173794,descriptive_secondary
CORE01,original_firstorder_10Percentile,18,41,-0.0335207,0.02336358,-0.05149051,-0.40115176,0.30081301,0.76070894,descriptive_secondary
CORE01,original_firstorder_90Percentile,18,41,0.11495376,-0.08313079,0.0596206,-0.27107046,0.37127371,0.72338652,descriptive_secondary
CORE01,original_firstorder_Energy,18,41,-0.46443069,-0.10415788,-0.33604336,-0.6395664,-0.02168022,0.04204477,descriptive_secondary
