feature,group_a,group_b,n_a,n_b,median_a,median_b,mean_a,mean_b,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,p_adjusted_holm
original_shape_Elongation,CORE01,CORE02,18,14,0.45047859,0.05220812,0.01369329,-0.29185876,0.19047619,-0.23015873,0.58730159,0.37202257,1.0
original_shape_Elongation,CORE01,CORE03,18,11,0.45047859,-0.04479013,0.01369329,0.30634804,0.13131313,-0.32323232,0.55580808,0.57422966,1.0
original_shape_Elongation,CORE01,CORE04,18,11,0.45047859,0.60904759,0.01369329,0.45903777,-0.1010101,-0.51515152,0.33333333,0.66938425,1.0
original_shape_Elongation,CORE01,CORE05,18,5,0.45047859,-0.42719946,0.01369329,-0.4662467,0.31111111,-0.26722222,0.82222222,0.32518054,1.0
original_shape_Elongation,CORE02,CORE03,14,11,0.05220812,-0.04479013,-0.29185876,0.30634804,-0.28571429,-0.68831169,0.20779221,0.23918946,1.0
original_shape_Elongation,CORE02,CORE04,14,11,0.05220812,0.60904759,-0.29185876,0.45903777,-0.4025974,-0.76623377,0.03928571,0.09497494,1.0
original_shape_Elongation,CORE02,CORE05,14,5,0.05220812,-0.42719946,-0.29185876,-0.4662467,0.08571429,-0.57142857,0.71428571,0.82301342,1.0
original_shape_Elongation,CORE03,CORE04,11,11,-0.04479013,0.60904759,0.30634804,0.45903777,-0.15702479,-0.63636364,0.33884298,0.55453041,1.0
original_shape_Elongation,CORE03,CORE05,11,5,-0.04479013,-0.42719946,0.30634804,-0.4662467,0.41818182,-0.38181818,1.0,0.22115385,1.0
original_shape_Elongation,CORE04,CORE05,11,5,0.60904759,-0.42719946,0.45903777,-0.4662467,0.49090909,-0.23636364,1.0,0.14514652,1.0
original_shape_Flatness,CORE01,CORE02,18,14,0.45713646,-0.24552689,0.16707236,-0.30380555,0.24603175,-0.17460317,0.61111111,0.2466196,1.0
original_shape_Flatness,CORE01,CORE03,18,11,0.45713646,-0.10814324,0.16707236,0.01872228,0.19191919,-0.25252525,0.60606061,0.40568379,1.0
original_shape_Flatness,CORE01,CORE04,18,11,0.45713646,0.75104182,0.16707236,0.45685732,-0.07070707,-0.49520202,0.33358586,0.77016944,1.0
original_shape_Flatness,CORE01,CORE05,18,5,0.45713646,-0.23690183,0.16707236,-0.3459624,0.28888889,-0.28888889,0.77833333,0.36304199,1.0
original_shape_Flatness,CORE02,CORE03,14,11,-0.24552689,-0.10814324,-0.30380555,0.01872228,-0.16883117,-0.61038961,0.2987013,0.49377872,1.0
original_shape_Flatness,CORE02,CORE04,14,11,-0.24552689,0.75104182,-0.30380555,0.45685732,-0.44155844,-0.81818182,0.0,0.06666085,1.0
original_shape_Flatness,CORE02,CORE05,14,5,-0.24552689,-0.23690183,-0.30380555,-0.3459624,0.02857143,-0.6,0.65714286,0.96439628,1.0
original_shape_Flatness,CORE03,CORE04,11,11,-0.10814324,0.75104182,0.01872228,0.45685732,-0.32231405,-0.76859504,0.17355372,0.21216468,1.0
original_shape_Flatness,CORE03,CORE05,11,5,-0.10814324,-0.23690183,0.01872228,-0.3459624,0.16363636,-0.52727273,0.78181818,0.66117216,1.0
original_shape_Flatness,CORE04,CORE05,11,5,0.75104182,-0.23690183,0.45685732,-0.3459624,0.38181818,-0.34545455,0.92727273,0.26739927,1.0
original_shape_LeastAxisLength,CORE01,CORE02,18,14,-0.42363195,-0.57423916,-0.37695685,0.00853786,-0.08730159,-0.51587302,0.34920635,0.68999488,1.0
