group_id,feature,n_group,n_rest,median_group,median_rest,cliffs_delta,cliffs_delta_ci_low,cliffs_delta_ci_high,p_value,analysis_role
CORE01,chr1p,18,41,0.0077,0.00306666,0.0298103,-0.27100271,0.31165312,0.86276524,descriptive_secondary
CORE01,chr1q,18,41,0.01005033,0.02759686,-0.14092141,-0.42276423,0.13563686,0.39654177,descriptive_secondary
CORE01,chr2p,18,41,0.0114,0.02921081,-0.19783198,-0.49593496,0.09756098,0.23267103,descriptive_secondary
CORE01,chr2q,18,41,0.01039062,0.0247,-0.12872629,-0.43099593,0.15995935,0.43908212,descriptive_secondary
CORE01,chr3p,18,41,-0.37087909,-0.26114926,-0.45528455,-0.69918699,-0.18428184,0.00582609,descriptive_secondary
CORE01,chr3q,18,41,0.0085521,0.03237757,-0.33875339,-0.60440379,-0.04878049,0.04040945,descriptive_secondary
CORE01,chr4p,18,41,0.00958492,0.0122,0.01355014,-0.27642276,0.30352304,0.94094695,descriptive_secondary
CORE01,chr4q,18,41,0.00658173,0.01088212,-0.06504065,-0.35230352,0.21686992,0.69885929,descriptive_secondary
CORE01,chr5p,18,41,0.01975,0.05231116,-0.18699187,-0.51768293,0.14369919,0.2594644,descriptive_secondary
CORE01,chr5q,18,41,0.21238207,0.13297796,0.2601626,-0.07594851,0.5501355,0.11591895,descriptive_secondary
CORE01,chr6p,18,41,0.00897663,-0.0012,0.14905149,-0.14363144,0.42554201,0.36961876,descriptive_secondary
CORE01,chr6q,18,41,0.00625489,-0.01094793,0.19241192,-0.09214092,0.46341463,0.24581182,descriptive_secondary
CORE01,chr7p,18,41,0.00825456,0.06143609,-0.46341463,-0.71551491,-0.18421409,0.00500366,descriptive_secondary
CORE01,chr7q,18,41,0.00927753,0.0315441,-0.3604336,-0.6395664,-0.06504065,0.02916595,descriptive_secondary
CORE01,chr8p,18,41,0.00816522,-0.01388635,0.16124661,-0.14092141,0.43089431,0.33140805,descriptive_secondary
CORE01,chr8q,18,41,0.00501994,0.02610848,-0.34146341,-0.58536585,-0.07039295,0.03882838,descriptive_secondary
CORE01,chr9p,18,41,0.0119,-0.05457613,0.41463415,0.15982385,0.66402439,0.01205674,descriptive_secondary
CORE01,chr9q,18,41,0.00885,-0.0227,0.32791328,0.06504065,0.59349593,0.04729038,descriptive_secondary
CORE01,chr10p,18,41,0.0011,0.01355093,-0.06775068,-0.36592141,0.22493225,0.68671068,descriptive_secondary
CORE01,chr10q,18,41,0.00050078,-0.0102556,0.19783198,-0.08672087,0.47161247,0.23267103,descriptive_secondary
CORE01,chr11p,18,41,0.00665,0.02903211,-0.3604336,-0.62337398,-0.07574526,0.02916595,descriptive_secondary
CORE01,chr11q,18,41,0.0058,0.02161219,-0.24932249,-0.52581301,0.02710027,0.13199335,descriptive_secondary
CORE01,chr12p,18,41,0.0095,0.053,-0.47560976,-0.73455285,-0.19512195,0.00396516,descriptive_secondary
CORE01,chr12q,18,41,0.01636428,0.0543394,-0.39701897,-0.67750678,-0.09756098,0.0162385,descriptive_secondary
