model,covariate,status,hazard_ratio,ci_low,ci_high,p_value,reference_state,adjustment,available_n,events,analysis_role
state_plus_stage,stage_number,estimable,1.63818079,1.14516984,2.34343957,0.00689207,,"stage_group ordinal I=1, II=2, III=3, IV=4",59,16,secondary_exploratory
state_plus_stage,state_CORE02,estimable,3.50658746,1.1642768,10.56119615,0.02572431,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",59,16,secondary_exploratory
state_plus_stage,state_CORE03,estimable,0.58624899,0.10758362,3.1946114,0.53702742,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",59,16,secondary_exploratory
state_plus_stage,state_CORE04,estimable,1.75457652,0.56493317,5.44938577,0.33087409,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",59,16,secondary_exploratory
state_plus_stage,state_CORE05,estimable,2.71330219,0.56497125,13.03076722,0.21248067,CORE01,"stage_group ordinal I=1, II=2, III=3, IV=4",59,16,secondary_exploratory
