family_id,node_id,run_id,initial_k,repeat,set_id,member_n,member_ids
FAMILY03,run3_K4::C0003,run3_K4,4,3,C0003,22,"[""TCGA-B0-5085"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-B8-4153"", ""TCGA-B8-5165"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5007"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run1_K6::C0006,run1_K6,6,1,C0006,22,"[""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run1_K7::C0005,run1_K7,7,1,C0005,23,"[""TCGA-B0-5115"", ""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run1_K8::C0005,run1_K8,8,1,C0005,23,"[""TCGA-B0-5115"", ""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run2_K5::C0003,run2_K5,5,2,C0003,18,"[""TCGA-B0-5085"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY04,run2_K6::C0006,run2_K6,6,2,C0006,22,"[""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run2_K7::C0005,run2_K7,7,2,C0005,23,"[""TCGA-B0-5115"", ""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run2_K8::C0005,run2_K8,8,2,C0005,23,"[""TCGA-B0-5115"", ""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run3_K5::C0003,run3_K5,5,3,C0003,18,"[""TCGA-B0-5085"", ""TCGA-B0-5698"", ""TCGA-B0-5812"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5181"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904""]"
FAMILY04,run3_K6::C0006,run3_K6,6,3,C0006,22,"[""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run3_K7::C0005,run3_K7,7,3,C0005,23,"[""TCGA-B0-5115"", ""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY04,run3_K8::C0005,run3_K8,8,3,C0005,23,"[""TCGA-B0-5115"", ""TCGA-B0-5698"", ""TCGA-B0-5703"", ""TCGA-B0-5812"", ""TCGA-B8-4622"", ""TCGA-BP-4965"", ""TCGA-BP-4976"", ""TCGA-BP-4982"", ""TCGA-BP-4988"", ""TCGA-BP-4999"", ""TCGA-BP-5004"", ""TCGA-BP-5006"", ""TCGA-BP-5009"", ""TCGA-BP-5184"", ""TCGA-BP-5186"", ""TCGA-BP-5187"", ""TCGA-BP-5189"", ""TCGA-BP-5190"", ""TCGA-BP-5192"", ""TCGA-BP-5194"", ""TCGA-BP-5195"", ""TCGA-CJ-4904"", ""TCGA-CZ-5451""]"
FAMILY05,run1_K4::C0001,run1_K4,4,1,C0001,30,"[""TCGA-B0-4712"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5702"", ""TCGA-B0-5709"", ""TCGA-B8-5162"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4970"", ""TCGA-BP-4971"", ""TCGA-BP-4977"", ""TCGA-BP-4988"", ""TCGA-BP-4989"", ""TCGA-BP-4995"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5174"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-6028"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY05,run1_K5::C0004,run1_K5,5,1,C0004,17,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY05,run1_K6::C0004,run1_K6,6,1,C0004,17,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY05,run1_K7::C0004,run1_K7,7,1,C0004,15,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY05,run2_K4::C0001,run2_K4,4,2,C0001,30,"[""TCGA-B0-4712"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5702"", ""TCGA-B0-5709"", ""TCGA-B8-5162"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4970"", ""TCGA-BP-4971"", ""TCGA-BP-4977"", ""TCGA-BP-4988"", ""TCGA-BP-4989"", ""TCGA-BP-4995"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5174"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-6028"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY05,run2_K6::C0004,run2_K6,6,2,C0004,17,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY05,run3_K4::C0001,run3_K4,4,3,C0001,30,"[""TCGA-B0-4712"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5702"", ""TCGA-B0-5709"", ""TCGA-B8-5162"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4970"", ""TCGA-BP-4971"", ""TCGA-BP-4977"", ""TCGA-BP-4988"", ""TCGA-BP-4989"", ""TCGA-BP-4995"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5174"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-6028"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY05,run3_K6::C0004,run3_K6,6,3,C0004,17,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY06,run1_K8::C0004,run1_K8,8,1,C0004,14,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY06,run2_K5::C0004,run2_K5,5,2,C0004,17,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY06,run2_K7::C0004,run2_K7,7,2,C0004,15,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY06,run2_K8::C0004,run2_K8,8,2,C0004,14,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY06,run3_K5::C0004,run3_K5,5,3,C0004,17,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-BP-5191"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY06,run3_K7::C0004,run3_K7,7,3,C0004,15,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54D"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY06,run3_K8::C0004,run3_K8,8,3,C0004,14,"[""TCGA-B0-5088"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-B8-A54G"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-5000"", ""TCGA-BP-5001"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985"", ""TCGA-G6-A5PC""]"
FAMILY07,run1_K4::C0004,run1_K4,4,1,C0004,24,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4148"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4967"", ""TCGA-BP-4972"", ""TCGA-BP-4986"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5196"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5984"", ""TCGA-CZ-5988""]"
FAMILY07,run1_K6::C0005,run1_K6,6,1,C0005,20,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4972"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY07,run1_K8::C0006,run1_K8,8,1,C0006,18,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-A54D"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY07,run2_K4::C0004,run2_K4,4,2,C0004,24,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4148"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4967"", ""TCGA-BP-4972"", ""TCGA-BP-4986"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5196"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5984"", ""TCGA-CZ-5988""]"
FAMILY07,run2_K6::C0005,run2_K6,6,2,C0005,20,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4972"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY07,run2_K8::C0006,run2_K8,8,2,C0006,18,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-A54D"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY07,run3_K4::C0004,run3_K4,4,3,C0004,24,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4148"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5549"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4967"", ""TCGA-BP-4972"", ""TCGA-BP-4986"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5196"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5984"", ""TCGA-CZ-5988""]"
FAMILY07,run3_K6::C0005,run3_K6,6,3,C0005,20,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4972"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY08,run1_K7::C0002,run1_K7,7,1,C0002,24,"[""TCGA-B0-4821"", ""TCGA-B0-5117"", ""TCGA-B0-5702"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4972"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-CJ-6028"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988"", ""TCGA-G6-A8L7""]"
FAMILY08,run2_K5::C0005,run2_K5,5,2,C0005,18,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4770"", ""TCGA-BP-4972"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY08,run2_K7::C0002,run2_K7,7,2,C0002,24,"[""TCGA-B0-4821"", ""TCGA-B0-5117"", ""TCGA-B0-5702"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4782"", ""TCGA-BP-4972"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-CJ-6028"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988"", ""TCGA-G6-A8L7""]"
FAMILY08,run3_K5::C0005,run3_K5,5,3,C0005,18,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-5553"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4770"", ""TCGA-BP-4972"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY08,run3_K8::C0006,run3_K8,8,3,C0006,18,"[""TCGA-B0-5117"", ""TCGA-B0-5697"", ""TCGA-B8-4153"", ""TCGA-B8-4619"", ""TCGA-B8-5164"", ""TCGA-B8-5546"", ""TCGA-B8-A54D"", ""TCGA-B8-A54E"", ""TCGA-B8-A54F"", ""TCGA-BP-4167"", ""TCGA-BP-4770"", ""TCGA-BP-4992"", ""TCGA-BP-4994"", ""TCGA-BP-5007"", ""TCGA-CZ-4863"", ""TCGA-CZ-4865"", ""TCGA-CZ-5468"", ""TCGA-CZ-5988""]"
FAMILY09,run1_K6::C0001,run1_K6,6,1,C0001,14,"[""TCGA-B0-4712"", ""TCGA-B8-4148"", ""TCGA-B8-5162"", ""TCGA-B8-5165"", ""TCGA-B8-5549"", ""TCGA-BP-4967"", ""TCGA-BP-4970"", ""TCGA-BP-4977"", ""TCGA-BP-4986"", ""TCGA-BP-4989"", ""TCGA-BP-5174"", ""TCGA-BP-5196"", ""TCGA-CJ-4902"", ""TCGA-CZ-5984""]"
FAMILY09,run1_K7::C0007,run1_K7,7,1,C0007,10,"[""TCGA-B8-5162"", ""TCGA-B8-5165"", ""TCGA-BP-4967"", ""TCGA-BP-4970"", ""TCGA-BP-4977"", ""TCGA-BP-4986"", ""TCGA-BP-5174"", ""TCGA-BP-5196"", ""TCGA-CJ-4902"", ""TCGA-CZ-5984""]"
FAMILY09,run2_K8::C0008,run2_K8,8,2,C0008,10,"[""TCGA-B8-5162"", ""TCGA-B8-5165"", ""TCGA-BP-4967"", ""TCGA-BP-4970"", ""TCGA-BP-4977"", ""TCGA-BP-4986"", ""TCGA-BP-5174"", ""TCGA-BP-5196"", ""TCGA-CJ-4902"", ""TCGA-CZ-5984""]"
FAMILY09,run3_K6::C0001,run3_K6,6,3,C0001,14,"[""TCGA-B0-4712"", ""TCGA-B8-4148"", ""TCGA-B8-5162"", ""TCGA-B8-5165"", ""TCGA-B8-5549"", ""TCGA-BP-4967"", ""TCGA-BP-4970"", ""TCGA-BP-4977"", ""TCGA-BP-4986"", ""TCGA-BP-4989"", ""TCGA-BP-5174"", ""TCGA-BP-5196"", ""TCGA-CJ-4902"", ""TCGA-CZ-5984""]"
