jaccard_threshold,overlap_threshold,relation_component_count,recurrent_relation_component_count,cohesive_family_count,cohesive_family_sizes
0.5,0.8,9,7,11,"[78, 34, 30, 30, 28, 27, 25, 17, 16, 16, 14]"
0.5,1.0,18,6,7,"[50, 34, 30, 23, 17, 14, 12]"
0.6666666666666666,0.8,13,7,11,"[34, 30, 26, 26, 23, 23, 21, 17, 16, 14, 12]"
0.6666666666666666,1.0,20,5,6,"[34, 23, 23, 17, 14, 12]"
0.75,0.8,18,8,8,"[30, 23, 23, 21, 17, 16, 12, 10]"
0.75,1.0,22,5,5,"[23, 23, 17, 12, 10]"
